Sample Names	MutationType	DBS2	DBS4	DBS6	DBS11	DBS13	DBS17	DBS18	DBS20	DBS78G	DBS78I	DBS78L	DBS78M
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3904a_non-exome	AC>CA	0.006828830895969435	0.04002872143153553	0.0	0.0	0.04165606787499051	0.0	0.0	0.0	0.0	0.0	0.9114863797975046	0.0
PD3904a_non-exome	AC>CG	0.26689994913689385	0.2210876550282231	0.0	0.0	0.4591134771755439	0.0	0.0	0.0	0.0	0.0	0.05289891865933911	0.0
PD3904a_non-exome	AC>CT	0.03996007250751113	1.3966242664911832e-15	0.0	0.0	0.9579627136436079	0.0	0.0	0.0	0.0	0.0	0.0020772138488796576	0.0
PD3904a_non-exome	AC>GA	0.043126501569075715	0.4239799614284092	0.0	0.0	0.5321064701762133	0.0	0.0	0.0	0.0	0.0	0.000787066826301777	0.0
PD3904a_non-exome	AC>GG	2.6772954134732007e-15	2.3827136075049262e-15	0.0	0.0	0.9954467599029866	0.0	0.0	0.0	0.0	0.0	0.004553240097008298	0.0
PD3904a_non-exome	AC>GT	0.056152139200825214	1.1888536158122944e-06	0.0	0.0	0.9424719834514496	0.0	0.0	0.0	0.0	0.0	0.0013746884941094016	0.0
PD3904a_non-exome	AC>TA	0.3028234051945834	0.13760305324310135	0.0	0.0	0.5588104644396914	0.0	0.0	0.0	0.0	0.0	0.0007630771226238187	0.0
PD3904a_non-exome	AC>TG	0.0013893646566719086	0.006141115144501528	0.0	0.0	0.9910177725425525	0.0	0.0	0.0	0.0	0.0	0.00145174765627404	0.0
PD3904a_non-exome	AC>TT	0.1484190137789977	0.004333396450918274	0.0	0.0	0.8469073348686295	0.0	0.0	0.0	0.0	0.0	0.00034025490145459897	0.0
PD3904a_non-exome	AT>CA	0.007582110108126279	0.09731553370165426	0.0	0.0	0.8937364503545608	0.0	0.0	0.0	0.0	0.0	0.0013659058356585878	0.0
PD3904a_non-exome	AT>CC	3.881175759115302e-15	3.4492040178341656e-15	0.0	0.0	0.9933993362552446	0.0	0.0	0.0	0.0	0.0	0.0066006637447481665	0.0
PD3904a_non-exome	AT>CG	4.362416555569312e-13	5.239330590226707e-13	0.0	0.0	0.2580896464107447	0.0	0.0	0.0	0.0	0.0	0.7419103535882952	0.0
PD3904a_non-exome	AT>GA	0.064471333399815	0.06584112343011489	0.0	0.0	0.8667965770896823	0.0	0.0	0.0	0.0	0.0	0.0028909660803876887	0.0
PD3904a_non-exome	AT>GC	0.01719459678029859	0.027386869079932593	0.0	0.0	0.934573795208486	0.0	0.0	0.0	0.0	0.0	0.020844738931282646	0.0
PD3904a_non-exome	AT>TA	0.03271795215965669	0.17136227575977026	0.0	0.0	0.7953462970581748	0.0	0.0	0.0	0.0	0.0	0.0005734750223981839	0.0
PD3904a_non-exome	CC>AA	0.9858833674199152	5.045296467181835e-18	0.0	0.0	7.394963107612231e-07	0.0	0.0	0.0	0.0	0.0	0.014115893083773935	0.0
PD3904a_non-exome	CC>AG	0.7512427398239356	0.029753630398787555	0.0	0.0	0.12793893036110973	0.0	0.0	0.0	0.0	0.0	0.09106469941616703	0.0
PD3904a_non-exome	CC>AT	0.459948208879025	0.03823887191408663	0.0	0.0	0.2107375113266529	0.0	0.0	0.0	0.0	0.0	0.29107540788023545	0.0
PD3904a_non-exome	CC>GA	0.9022552956836651	0.09582549010437519	0.0	0.0	0.0005612045620573651	0.0	0.0	0.0	0.0	0.0	0.0013580096499022616	0.0
PD3904a_non-exome	CC>GG	0.3434564337259857	0.02949062086343505	0.0	0.0	0.6216752151966578	0.0	0.0	0.0	0.0	0.0	0.005377730213921441	0.0
PD3904a_non-exome	CC>GT	0.013740239325662797	0.000528262762047254	0.0	0.0	0.3101415469416816	0.0	0.0	0.0	0.0	0.0	0.6755899509706084	0.0
PD3904a_non-exome	CC>TA	0.2023466153320301	0.001138467625255324	0.0	0.0	0.5536780484694133	0.0	0.0	0.0	0.0	0.0	0.2428368685733014	0.0
PD3904a_non-exome	CC>TG	0.022893985011604712	0.0004243782474203437	0.0	0.0	0.9760419498764789	0.0	0.0	0.0	0.0	0.0	0.0006396868644960639	0.0
PD3904a_non-exome	CC>TT	3.286285003679926e-17	2.9205241251493207e-17	0.0	0.0	0.000831932157935392	0.0	0.0	0.0	0.0	0.0	0.9991680678420645	0.0
PD3904a_non-exome	CG>AT	0.6582215672321401	0.08789592386946508	0.0	0.0	0.2501118155182341	0.0	0.0	0.0	0.0	0.0	0.0037706933801607257	0.0
PD3904a_non-exome	CG>GC	0.22804733491709295	0.0016682863900751358	0.0	0.0	0.7659024309240121	0.0	0.0	0.0	0.0	0.0	0.004381947768819879	0.0
PD3904a_non-exome	CG>GT	0.04921683020745688	1.4246341792754558e-16	0.0	0.0	0.0962063602031454	0.0	0.0	0.0	0.0	0.0	0.8545768095893976	0.0
PD3904a_non-exome	CG>TA	3.229237471827754e-16	2.8698259377225067e-16	0.0	0.0	0.05375372569915877	0.0	0.0	0.0	0.0	0.0	0.9462462743008407	0.0
PD3904a_non-exome	CG>TC	0.47766049706281416	8.231530568006277e-16	0.0	0.0	0.5207642535861022	0.0	0.0	0.0	0.0	0.0	0.001575249351082646	0.0
PD3904a_non-exome	CG>TT	0.7415637328195398	0.025496314135670706	0.0	0.0	0.2319942776136172	0.0	0.0	0.0	0.0	0.0	0.0009456754311722288	0.0
PD3904a_non-exome	CT>AA	0.03792171851908188	4.377062529548053e-17	0.0	0.0	0.7714868472696512	0.0	0.0	0.0	0.0	0.0	0.19059143421126684	0.0
PD3904a_non-exome	CT>AC	1.5203447542317872e-16	1.3511316055381942e-16	0.0	0.0	0.9997171373853709	0.0	0.0	0.0	0.0	0.0	0.0002828626146288301	0.0
PD3904a_non-exome	CT>AG	0.030882943565328225	0.010113093847510484	0.0	0.0	0.7400877270576645	0.0	0.0	0.0	0.0	0.0	0.2189162355294968	0.0
