Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J	DBS78K	DBS78L	DBS78M	DBS78N	DBS78O
PD3851a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.3731947323409967	0.0	0.22543219342278023	0.0	0.401373074236223	0.0	0.0	0.0	0.0
PD3851a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.42352874845132915	0.0	0.14140614730765388	0.0	0.43506510424101696	0.0	0.0	0.0	0.0
PD3851a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.00040662332654709644	0.0	0.9994919423405437	0.0	0.00010143433290922119	0.0	0.0	0.0	0.0
PD3851a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.47236935943491354	0.0	0.1546026432399772	0.0	0.37302799732510933	0.0	0.0	0.0	0.0
PD3851a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.2586527890038464	0.0	0.24302783239674294	0.0	0.49831937859941056	0.0	0.0	0.0	0.0
PD3851a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.4522091455989772	0.0	0.19360168264107408	0.0	0.35418917175994874	0.0	0.0	0.0	0.0
PD3851a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.44485333609106303	0.0	0.19700702503491668	0.0	0.3581396388740204	0.0	0.0	0.0	0.0
PD3851a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.46678676743330716	0.0	0.17719202368694345	0.0	0.3560212088797494	0.0	0.0	0.0	0.0
PD3851a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0011072184719539916	0.0	0.0005789263898243604	0.0	0.9983138551382217	0.0	0.0	0.0	0.0
PD3851a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.4448533761908234	0.0	0.19700704279343137	0.0	0.35813958101574533	0.0	0.0	0.0	0.0
PD3851a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.44485333609106303	0.0	0.19700702503491668	0.0	0.3581396388740204	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.5570809590868114	0.0	0.44289602168273384	0.0	2.3019230454837465e-05	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.39947000764709817	0.0	0.19993491404019606	0.0	0.40059507831270574	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	2.0934767379795504e-05	0.0	0.9999024272429083	0.0	7.663798971191697e-05	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.431746772121888	0.0	0.17226358871172723	0.0	0.39598963916638474	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.40751520141063835	0.0	0.16420585947009567	0.0	0.42827893911926596	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.00034347300520829816	0.0	0.00010617508905732765	0.0	0.9995503519057344	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	7.367537653883516e-05	0.0	0.0	0.0	0.9999263246234612	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.9999678952542014	0.0	1.9146754683752526e-05	0.0	1.2957991114955087e-05	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.32959604559928346	0.0	0.09024277456827086	0.0	0.5801611798324458	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.7725112214969756	0.0	0.15289363671935144	0.0	0.07459514178367285	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	1.951352590706361e-06	0.0	0.9998572218841464	0.0	0.00014082676326293428	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.00020141664561099156	0.0	0.0002830402289097467	0.0	0.9995155431254792	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0001781931696773917	0.0	0.00017863979268673135	0.0	0.999643167037636	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.44485341649080373	0.0	0.1970070564822886	0.0	0.3581395270269077	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0005720300342002215	0.0	0.9989850914009003	0.0	0.0004428785648994416	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	8.821472110937116e-05	0.0	7.212991687035659e-05	0.0	0.9998396553620202	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.4025821789641293	0.0	0.2645083439192542	0.0	0.33290947711661656	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	4.899536356808888e-05	0.0	1.4705779466577762e-05	0.0	0.9999362988569653	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.4448533461160024	0.0	0.19700702947454504	0.0	0.35813962440945263	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.3839845191110502	0.0	0.24617064057358418	0.0	0.36984484031536563	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.5016662101643354	0.0	0.16664504233512872	0.0	0.33168874750053584	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.6631404669020404	0.0	0.14438689292830803	0.0	0.19247264016965154	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.9999367552680007	0.0	1.1715032405661671e-05	0.0	5.152969959364005e-05	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.2828338220725636	0.0	0.6134285905950235	0.0	0.10373758733241292	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.3207747904089673	0.0	0.15828381864117658	0.0	0.5209413909498563	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.40114061166735476	0.0	0.173887796281768	0.0	0.4249715920508772	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.16890075726641435	0.0	0.09929542280446607	0.0	0.7318038199291196	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	2.482090046011354e-05	0.0	0.6243950970953414	0.0	0.3755800820041985	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.47931323503193324	0.0	0.25874749556255816	0.0	0.26193926940550855	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.00015065192594515645	0.0	0.3824317825893897	0.0	0.6174175654846652	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.46885220428959445	0.0	0.21703488637579338	0.0	0.3141129093346121	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.513526695272534	0.0	0.21940890834038657	0.0	0.26706439638707935	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.17126497379718345	0.0	1.7932760752667344e-05	0.0	0.8287170934420637	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.9999532879980164	0.0	3.15204214393047e-05	0.0	1.5191580544294745e-05	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.00015464487413831417	0.0	0.9996872995736896	0.0	0.00015805555217201928	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	1.4320645792280743e-44	0.0	0.999999999082822	0.0	9.17178102157686e-10	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.44760405182143875	0.0	0.19221775612582725	0.0	0.360178192052734	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0001227372522391959	0.0	5.4229119274334975e-05	0.0	0.9998230336284863	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0003425386840550141	0.0	0.9994072849797045	0.0	0.00025017633624051163	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0004348473027524628	0.0	4.426721610393621e-05	0.0	0.9995208854811435	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.42833340047946106	0.0	0.197541126199477	0.0	0.37412547332106183	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.00010878407371239763	0.0	6.0321993626451226e-05	0.0	0.9998308939326611	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.43584320932349274	0.0	0.18610009800858351	0.0	0.37805669266792374	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.42205421499802304	0.0	0.2177566917205661	0.0	0.36018909328141085	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.9997396368024848	0.0	0.00010156360356430809	0.0	0.0001587995939510122	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.44485334110353264	0.0	0.19700702725473082	0.0	0.3581396316417366	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.000542320316536845	0.0	0.00023533437891166742	0.0	0.9992223453045517	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.44670100256495165	0.0	0.19634563494307683	0.0	0.3569533624919715	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0584455068165315e-06	0.0	0.0	0.9999949415544931	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03651493113418097	0.0	0.0	0.963485068865819	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3950768035471454e-05	0.0	0.0	0.9999860492319645	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.043117597631911e-06	0.0	0.0	0.9999949568824025	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044592507094320395	0.0	0.0	0.9554074929056797	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04870164058160732	0.0	0.0	0.9512983594183928	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9979477904415922	0.0	0.0	0.002052209558407693	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03720095864959016	0.0	0.0	0.9627990413504097	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.634066139804826e-06	0.0	0.0	0.9999933659338602	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034884797219818145	0.0	0.0	0.9651152027801817	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044592779196343246	0.0	0.0	0.9554072208036568	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04459251245590453	0.0	0.0	0.9554074875440953	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015463347522468793	0.0	0.0	0.9845366524775312	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0445925044135288	0.0	0.0	0.9554074955864713	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030287376713728522	0.0	0.0	0.9697126232862715	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14219532339302318	0.0	0.0	0.8578046766069768	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33125005537531804	0.0	0.0	0.6687499446246821	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20891341557878093	0.0	0.0	0.791086584421219	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013018252050837068	0.0	0.0	0.9869817479491629	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.998116318126113	0.0	0.0	0.0018836818738870468	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2113922840276e-07	0.0	0.0	0.9999991788607716	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9998435169217204	0.0	0.0	0.00015648307827961026	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04822565120834524	0.0	0.0	0.9517743487916547	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021871417354622977	0.0	0.0	0.978128582645377	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04476131593311584	0.0	0.0	0.9552386840668842	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04459250307313313	0.0	0.0	0.9554074969268668	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050026366877029584	0.0	0.0	0.9499736331229706	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84841603731026e-05	0.0	0.0	0.9999615158396268	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044592513796300776	0.0	0.0	0.9554074862036993	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04459250307313313	0.0	0.0	0.9554074969268668	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9998585528612101	0.0	0.0	0.0001414471387900311	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04368293521761414	0.0	0.0	0.9563170647823859	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9985767422808397	0.0	0.0	0.001423257719160335	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035672126233853074	0.0	0.0	0.9643278737661469	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0475016128046024	0.0	0.0	0.9524983871953976	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.903837440296026e-05	0.0	0.0	0.999980961625597	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018509574625824168	0.0	0.0	0.9814904253741757	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11449618379796923	0.0	0.0	0.8855038162020308	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060147063555174296	0.0	0.0	0.9398529364448258	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1532064808336234	0.0	0.0	0.8467935191663766	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9965943129126127	0.0	0.0	0.0034056870873872803	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4540140501168008	0.0	0.0	0.5459859498831992	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6781850176065653e-05	0.0	0.0	0.9999832181498238	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044592523179076686	0.0	0.0	0.9554074768209232	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0438135016508212	0.0	0.0	0.9561864983491788	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08384985907521254	0.0	0.0	0.9161501409247875	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06247249603636019	0.0	0.0	0.9375275039636398	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.292764106051533e-06	0.0	0.0	0.999996707235894	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04459250575392455	0.0	0.0	0.9554074942460754	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051417932001563305	0.0	0.0	0.9485820679984366	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04069003977833548	0.0	0.0	0.9593099602216645	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21844740508235294	0.0	0.0	0.7815525949176471	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996652447566653	0.0	0.0	0.00033475524333459103	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05389850504018467	0.0	0.0	0.9461014949598152	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0684010337068093e-05	0.0	0.0	0.999989315989663	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05080752071392803	0.0	0.0	0.949192479286072	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63666278259405e-06	0.0	0.0	0.9999963633372174	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09225166863806121	0.0	0.0	0.9077483313619388	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11219409070355296	0.0	0.0	0.887805909296447	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.617796262747211e-06	0.0	0.0	0.9999913822037372	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051428507492738904	0.0	0.0	0.948571492507261	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05042016947519911	0.0	0.0	0.9495798305248009	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20219448045529026	0.0	0.0	0.7978055195447098	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999193265903773	0.0	0.0	8.067340962274714e-05	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00879636334504029	0.0	0.0	0.9912036366549598	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999968555433	0.0	0.0	3.144456660762245e-09	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03830865613203928	0.0	0.0	0.9616913438679607	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.058258840574685e-06	0.0	0.0	0.9999959417411594	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9979140442208577	0.0	0.0	0.00208595577914231	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6101500271029574e-06	0.0	0.0	0.9999973898499729	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04062739650268056	0.0	0.0	0.9593726034973196	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.397373713119464e-06	0.0	0.0	0.999993602626287	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034103480109622546	0.0	0.0	0.9658965198903774	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03387388676242164	0.0	0.0	0.9661261132375784	0.0	0.0	0.0	0.0
