Sample Names	MutationType	DBS78A	DBS78B
TCGA-5L-AAT0-01	TC>CT	1.0	0.0
TCGA-5L-AAT0-01	TC>GA	1.0	0.0
TCGA-5L-AAT0-01	TC>GG	1.0	0.0
TCGA-5L-AAT0-01	TC>GT	1.0	0.0
TCGA-5L-AAT0-01	TG>AA	1.0	0.0
TCGA-5L-AAT0-01	TG>AC	1.0	0.0
TCGA-5L-AAT0-01	TG>AT	1.0	0.0
TCGA-5L-AAT0-01	TG>CA	1.0	0.0
TCGA-5L-AAT0-01	TG>CC	1.0	0.0
TCGA-5L-AAT0-01	TG>CT	1.0	0.0
TCGA-5L-AAT0-01	TG>GA	1.0	0.0
TCGA-5L-AAT0-01	TG>GC	1.0	0.0
TCGA-5L-AAT0-01	TG>GT	1.0	0.0
TCGA-5L-AAT0-01	TT>AA	1.0	0.0
TCGA-5L-AAT0-01	TT>AC	1.0	0.0
TCGA-5L-AAT0-01	TT>AG	1.0	0.0
TCGA-5L-AAT0-01	TT>CA	1.0	0.0
TCGA-5L-AAT0-01	TT>CC	1.0	0.0
TCGA-5L-AAT0-01	TT>CG	1.0	0.0
TCGA-5L-AAT0-01	TT>GA	1.0	0.0
TCGA-5L-AAT0-01	TT>GC	1.0	0.0
TCGA-5L-AAT0-01	TT>GG	1.0	0.0
TCGA-5L-AAT1-01	AC>CA	1.0	0.0
TCGA-5L-AAT1-01	AC>CG	1.0	0.0
TCGA-5L-AAT1-01	AC>CT	1.0	0.0
TCGA-5L-AAT1-01	AC>GA	1.0	0.0
TCGA-5L-AAT1-01	AC>GG	1.0	0.0
TCGA-5L-AAT1-01	AC>GT	1.0	0.0
TCGA-5L-AAT1-01	AC>TA	1.0	0.0
TCGA-5L-AAT1-01	AC>TG	1.0	0.0
TCGA-5L-AAT1-01	AC>TT	1.0	0.0
TCGA-5L-AAT1-01	AT>CA	1.0	0.0
TCGA-5L-AAT1-01	AT>CC	1.0	0.0
TCGA-5L-AAT1-01	AT>CG	1.0	0.0
TCGA-5L-AAT1-01	AT>GA	1.0	0.0
TCGA-5L-AAT1-01	AT>GC	1.0	0.0
TCGA-5L-AAT1-01	AT>TA	1.0	0.0
TCGA-5L-AAT1-01	CC>AA	1.0	0.0
TCGA-5L-AAT1-01	CC>AG	1.0	0.0
TCGA-5L-AAT1-01	CC>AT	1.0	0.0
TCGA-5L-AAT1-01	CC>GA	1.0	0.0
TCGA-5L-AAT1-01	CC>GG	1.0	0.0
TCGA-5L-AAT1-01	CC>GT	1.0	0.0
TCGA-5L-AAT1-01	CC>TA	1.0	0.0
TCGA-5L-AAT1-01	CC>TG	1.0	0.0
TCGA-5L-AAT1-01	CC>TT	1.0	0.0
TCGA-5L-AAT1-01	CG>AT	1.0	0.0
TCGA-5L-AAT1-01	CG>GC	1.0	0.0
TCGA-5L-AAT1-01	CG>GT	1.0	0.0
TCGA-5L-AAT1-01	CG>TA	1.0	0.0
TCGA-5L-AAT1-01	CG>TC	1.0	0.0
TCGA-5L-AAT1-01	CG>TT	1.0	0.0
TCGA-5L-AAT1-01	CT>AA	1.0	0.0
TCGA-5L-AAT1-01	CT>AC	1.0	0.0
TCGA-5L-AAT1-01	CT>AG	1.0	0.0
TCGA-5L-AAT1-01	CT>GA	1.0	0.0
TCGA-5L-AAT1-01	CT>GC	1.0	0.0
TCGA-5L-AAT1-01	CT>GG	1.0	0.0
TCGA-5L-AAT1-01	CT>TA	1.0	0.0
TCGA-5L-AAT1-01	CT>TC	1.0	0.0
TCGA-5L-AAT1-01	CT>TG	1.0	0.0
TCGA-5L-AAT1-01	GC>AA	1.0	0.0
TCGA-5L-AAT1-01	GC>AG	1.0	0.0
TCGA-5L-AAT1-01	GC>AT	1.0	0.0
TCGA-5L-AAT1-01	GC>CA	1.0	0.0
TCGA-5L-AAT1-01	GC>CG	1.0	0.0
TCGA-5L-AAT1-01	GC>TA	1.0	0.0
TCGA-5L-AAT1-01	TA>AT	1.0	0.0
TCGA-5L-AAT1-01	TA>CG	1.0	0.0
TCGA-5L-AAT1-01	TA>CT	1.0	0.0
TCGA-5L-AAT1-01	TA>GC	1.0	0.0
TCGA-5L-AAT1-01	TA>GG	1.0	0.0
TCGA-5L-AAT1-01	TA>GT	1.0	0.0
TCGA-5L-AAT1-01	TC>AA	1.0	0.0
TCGA-5L-AAT1-01	TC>AG	1.0	0.0
TCGA-5L-AAT1-01	TC>AT	1.0	0.0
TCGA-5L-AAT1-01	TC>CA	1.0	0.0
TCGA-5L-AAT1-01	TC>CG	1.0	0.0
TCGA-5L-AAT1-01	TC>CT	1.0	0.0
TCGA-5L-AAT1-01	TC>GA	1.0	0.0
TCGA-5L-AAT1-01	TC>GG	1.0	0.0
TCGA-5L-AAT1-01	TC>GT	1.0	0.0
TCGA-5L-AAT1-01	TG>AA	1.0	0.0
TCGA-5L-AAT1-01	TG>AC	1.0	0.0
TCGA-5L-AAT1-01	TG>AT	1.0	0.0
TCGA-5L-AAT1-01	TG>CA	1.0	0.0
TCGA-5L-AAT1-01	TG>CC	1.0	0.0
TCGA-5L-AAT1-01	TG>CT	1.0	0.0
TCGA-5L-AAT1-01	TG>GA	1.0	0.0
TCGA-5L-AAT1-01	TG>GC	1.0	0.0
TCGA-5L-AAT1-01	TG>GT	1.0	0.0
TCGA-5L-AAT1-01	TT>AA	1.0	0.0
TCGA-5L-AAT1-01	TT>AC	1.0	0.0
TCGA-5L-AAT1-01	TT>AG	1.0	0.0
TCGA-5L-AAT1-01	TT>CA	1.0	0.0
TCGA-5L-AAT1-01	TT>CC	1.0	0.0
TCGA-5L-AAT1-01	TT>CG	1.0	0.0
TCGA-5L-AAT1-01	TT>GA	1.0	0.0
TCGA-5L-AAT1-01	TT>GC	1.0	0.0
TCGA-5L-AAT1-01	TT>GG	1.0	0.0
TCGA-A1-A0SE-01	AC>CA	1.0	0.0
TCGA-A1-A0SE-01	AC>CG	1.0	0.0
TCGA-A1-A0SE-01	AC>CT	1.0	0.0
TCGA-A1-A0SE-01	AC>GA	1.0	0.0
TCGA-A1-A0SE-01	AC>GG	1.0	0.0
TCGA-A1-A0SE-01	AC>GT	1.0	0.0
TCGA-A1-A0SE-01	AC>TA	1.0	0.0
TCGA-A1-A0SE-01	AC>TG	1.0	0.0
TCGA-A1-A0SE-01	AC>TT	1.0	0.0
TCGA-A1-A0SE-01	AT>CA	1.0	0.0
TCGA-A1-A0SE-01	AT>CC	1.0	0.0
TCGA-A1-A0SE-01	AT>CG	1.0	0.0
TCGA-A1-A0SE-01	AT>GA	1.0	0.0
TCGA-A1-A0SE-01	AT>GC	1.0	0.0
TCGA-A1-A0SE-01	AT>TA	1.0	0.0
TCGA-A1-A0SE-01	CC>AA	1.0	0.0
TCGA-A1-A0SE-01	CC>AG	1.0	0.0
TCGA-A1-A0SE-01	CC>AT	1.0	0.0
TCGA-A1-A0SE-01	CC>GA	1.0	0.0
TCGA-A1-A0SE-01	CC>GG	1.0	0.0
TCGA-A1-A0SE-01	CC>GT	1.0	0.0
TCGA-A1-A0SE-01	CC>TA	1.0	0.0
TCGA-A1-A0SE-01	CC>TG	1.0	0.0
TCGA-A1-A0SE-01	CC>TT	1.0	0.0
TCGA-A1-A0SE-01	CG>AT	1.0	0.0
TCGA-A1-A0SE-01	CG>GC	1.0	0.0
TCGA-A1-A0SE-01	CG>GT	1.0	0.0
TCGA-A1-A0SE-01	CG>TA	1.0	0.0
TCGA-A1-A0SE-01	CG>TC	1.0	0.0
TCGA-A1-A0SE-01	CG>TT	1.0	0.0
TCGA-A1-A0SE-01	CT>AA	1.0	0.0
TCGA-A1-A0SE-01	CT>AC	1.0	0.0
TCGA-A1-A0SE-01	CT>AG	1.0	0.0
TCGA-A1-A0SE-01	CT>GA	1.0	0.0
TCGA-A1-A0SE-01	CT>GC	1.0	0.0
TCGA-A1-A0SE-01	CT>GG	1.0	0.0
TCGA-A1-A0SE-01	CT>TA	1.0	0.0
TCGA-A1-A0SE-01	CT>TC	1.0	0.0
TCGA-A1-A0SE-01	CT>TG	1.0	0.0
TCGA-A1-A0SE-01	GC>AA	1.0	0.0
TCGA-A1-A0SE-01	GC>AG	1.0	0.0
TCGA-A1-A0SE-01	GC>AT	1.0	0.0
TCGA-A1-A0SE-01	GC>CA	1.0	0.0
TCGA-A1-A0SE-01	GC>CG	1.0	0.0
TCGA-A1-A0SE-01	GC>TA	1.0	0.0
TCGA-A1-A0SE-01	TA>AT	1.0	0.0
TCGA-A1-A0SE-01	TA>CG	1.0	0.0
TCGA-A1-A0SE-01	TA>CT	1.0	0.0
TCGA-A1-A0SE-01	TA>GC	1.0	0.0
TCGA-A1-A0SE-01	TA>GG	1.0	0.0
TCGA-A1-A0SE-01	TA>GT	1.0	0.0
TCGA-A1-A0SE-01	TC>AA	1.0	0.0
TCGA-A1-A0SE-01	TC>AG	1.0	0.0
TCGA-A1-A0SE-01	TC>AT	1.0	0.0
TCGA-A1-A0SE-01	TC>CA	1.0	0.0
TCGA-A1-A0SE-01	TC>CG	1.0	0.0
TCGA-A1-A0SE-01	TC>CT	1.0	0.0
TCGA-A1-A0SE-01	TC>GA	1.0	0.0
TCGA-A1-A0SE-01	TC>GG	1.0	0.0
TCGA-A1-A0SE-01	TC>GT	1.0	0.0
TCGA-A1-A0SE-01	TG>AA	1.0	0.0
TCGA-A1-A0SE-01	TG>AC	1.0	0.0
TCGA-A1-A0SE-01	TG>AT	1.0	0.0
TCGA-A1-A0SE-01	TG>CA	1.0	0.0
TCGA-A1-A0SE-01	TG>CC	1.0	0.0
TCGA-A1-A0SE-01	TG>CT	1.0	0.0
TCGA-A1-A0SE-01	TG>GA	1.0	0.0
TCGA-A1-A0SE-01	TG>GC	1.0	0.0
TCGA-A1-A0SE-01	TG>GT	1.0	0.0
TCGA-A1-A0SE-01	TT>AA	1.0	0.0
TCGA-A1-A0SE-01	TT>AC	1.0	0.0
TCGA-A1-A0SE-01	TT>AG	1.0	0.0
TCGA-A1-A0SE-01	TT>CA	1.0	0.0
TCGA-A1-A0SE-01	TT>CC	1.0	0.0
TCGA-A1-A0SE-01	TT>CG	1.0	0.0
TCGA-A1-A0SE-01	TT>GA	1.0	0.0
TCGA-A1-A0SE-01	TT>GC	1.0	0.0
TCGA-A1-A0SE-01	TT>GG	1.0	0.0
TCGA-A1-A0SI-01	AC>CA	1.0	0.0
TCGA-A1-A0SI-01	AC>CG	1.0	0.0
TCGA-A1-A0SI-01	AC>CT	1.0	0.0
TCGA-A1-A0SI-01	AC>GA	1.0	0.0
TCGA-A1-A0SI-01	AC>GG	1.0	0.0
TCGA-A1-A0SI-01	AC>GT	1.0	0.0
TCGA-A1-A0SI-01	AC>TA	1.0	0.0
TCGA-A1-A0SI-01	AC>TG	1.0	0.0
TCGA-A1-A0SI-01	AC>TT	1.0	0.0
TCGA-A1-A0SI-01	AT>CA	1.0	0.0
TCGA-A1-A0SI-01	AT>CC	1.0	0.0
TCGA-A1-A0SI-01	AT>CG	1.0	0.0
TCGA-A1-A0SI-01	AT>GA	1.0	0.0
TCGA-A1-A0SI-01	AT>GC	1.0	0.0
TCGA-A1-A0SI-01	AT>TA	1.0	0.0
TCGA-A1-A0SI-01	CC>AA	1.0	0.0
TCGA-A1-A0SI-01	CC>AG	1.0	0.0
TCGA-A1-A0SI-01	CC>AT	1.0	0.0
TCGA-A1-A0SI-01	CC>GA	1.0	0.0
TCGA-A1-A0SI-01	CC>GG	1.0	0.0
TCGA-A1-A0SI-01	CC>GT	1.0	0.0
TCGA-A1-A0SI-01	CC>TA	1.0	0.0
TCGA-A1-A0SI-01	CC>TG	1.0	0.0
TCGA-A1-A0SI-01	CC>TT	1.0	0.0
TCGA-A1-A0SI-01	CG>AT	1.0	0.0
TCGA-A1-A0SI-01	CG>GC	1.0	0.0
TCGA-A1-A0SI-01	CG>GT	1.0	0.0
TCGA-A1-A0SI-01	CG>TA	1.0	0.0
TCGA-A1-A0SI-01	CG>TC	1.0	0.0
TCGA-A1-A0SI-01	CG>TT	1.0	0.0
TCGA-A1-A0SI-01	CT>AA	1.0	0.0
TCGA-A1-A0SI-01	CT>AC	1.0	0.0
TCGA-A1-A0SI-01	CT>AG	1.0	0.0
TCGA-A1-A0SI-01	CT>GA	1.0	0.0
TCGA-A1-A0SI-01	CT>GC	1.0	0.0
TCGA-A1-A0SI-01	CT>GG	1.0	0.0
TCGA-A1-A0SI-01	CT>TA	1.0	0.0
TCGA-A1-A0SI-01	CT>TC	1.0	0.0
TCGA-A1-A0SI-01	CT>TG	1.0	0.0
TCGA-A1-A0SI-01	GC>AA	1.0	0.0
TCGA-A1-A0SI-01	GC>AG	1.0	0.0
TCGA-A1-A0SI-01	GC>AT	1.0	0.0
TCGA-A1-A0SI-01	GC>CA	1.0	0.0
TCGA-A1-A0SI-01	GC>CG	1.0	0.0
TCGA-A1-A0SI-01	GC>TA	1.0	0.0
TCGA-A1-A0SI-01	TA>AT	1.0	0.0
TCGA-A1-A0SI-01	TA>CG	1.0	0.0
TCGA-A1-A0SI-01	TA>CT	1.0	0.0
TCGA-A1-A0SI-01	TA>GC	1.0	0.0
TCGA-A1-A0SI-01	TA>GG	1.0	0.0
TCGA-A1-A0SI-01	TA>GT	1.0	0.0
TCGA-A1-A0SI-01	TC>AA	1.0	0.0
TCGA-A1-A0SI-01	TC>AG	1.0	0.0
TCGA-A1-A0SI-01	TC>AT	1.0	0.0
TCGA-A1-A0SI-01	TC>CA	1.0	0.0
TCGA-A1-A0SI-01	TC>CG	1.0	0.0
TCGA-A1-A0SI-01	TC>CT	1.0	0.0
TCGA-A1-A0SI-01	TC>GA	1.0	0.0
TCGA-A1-A0SI-01	TC>GG	1.0	0.0
TCGA-A1-A0SI-01	TC>GT	1.0	0.0
TCGA-A1-A0SI-01	TG>AA	1.0	0.0
TCGA-A1-A0SI-01	TG>AC	1.0	0.0
TCGA-A1-A0SI-01	TG>AT	1.0	0.0
TCGA-A1-A0SI-01	TG>CA	1.0	0.0
TCGA-A1-A0SI-01	TG>CC	1.0	0.0
TCGA-A1-A0SI-01	TG>CT	1.0	0.0
TCGA-A1-A0SI-01	TG>GA	1.0	0.0
TCGA-A1-A0SI-01	TG>GC	1.0	0.0
TCGA-A1-A0SI-01	TG>GT	1.0	0.0
TCGA-A1-A0SI-01	TT>AA	1.0	0.0
TCGA-A1-A0SI-01	TT>AC	1.0	0.0
TCGA-A1-A0SI-01	TT>AG	1.0	0.0
TCGA-A1-A0SI-01	TT>CA	1.0	0.0
TCGA-A1-A0SI-01	TT>CC	1.0	0.0
TCGA-A1-A0SI-01	TT>CG	1.0	0.0
TCGA-A1-A0SI-01	TT>GA	1.0	0.0
TCGA-A1-A0SI-01	TT>GC	1.0	0.0
TCGA-A1-A0SI-01	TT>GG	1.0	0.0
TCGA-A1-A0SO-01	AC>CA	0.4426591239261031	0.5573408760738968
TCGA-A1-A0SO-01	AC>CG	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	AC>CT	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	AC>GA	0.5373988786071582	0.4626011213928418
TCGA-A1-A0SO-01	AC>GG	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	AC>GT	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	AC>TA	0.4408098646911335	0.5591901353088665
TCGA-A1-A0SO-01	AC>TG	0.6211340153489968	0.3788659846510032
TCGA-A1-A0SO-01	AC>TT	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	AT>CA	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	AT>CC	0.6260160434046773	0.3739839565953227
TCGA-A1-A0SO-01	AT>CG	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	AT>GA	0.5079508673724952	0.49204913262750477
TCGA-A1-A0SO-01	AT>GC	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	AT>TA	0.4377259194167313	0.5622740805832687
TCGA-A1-A0SO-01	CC>AA	0.49293186570535946	0.5070681342946406
TCGA-A1-A0SO-01	CC>AG	0.7099146563044758	0.2900853436955243
TCGA-A1-A0SO-01	CC>AT	0.5525688625228297	0.4474311374771704
TCGA-A1-A0SO-01	CC>GA	0.572630656840438	0.427369343159562
TCGA-A1-A0SO-01	CC>GG	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	CC>GT	0.5754147378255203	0.4245852621744797
TCGA-A1-A0SO-01	CC>TA	0.5948666945402512	0.4051333054597488
TCGA-A1-A0SO-01	CC>TG	0.6420798819953513	0.3579201180046487
TCGA-A1-A0SO-01	CC>TT	0.6640203697388527	0.3359796302611472
TCGA-A1-A0SO-01	CG>AT	0.5730937817505716	0.42690621824942837
TCGA-A1-A0SO-01	CG>GC	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	CG>GT	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	CG>TA	0.5061212185886711	0.4938787814113289
TCGA-A1-A0SO-01	CG>TC	0.6030494427944633	0.3969505572055368
TCGA-A1-A0SO-01	CG>TT	0.5644544136079348	0.43554558639206525
TCGA-A1-A0SO-01	CT>AA	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	CT>AC	0.5083965262363748	0.49160347376362534
TCGA-A1-A0SO-01	CT>AG	0.4674316761955214	0.5325683238044786
TCGA-A1-A0SO-01	CT>GA	0.4358306534519308	0.564169346548069
TCGA-A1-A0SO-01	CT>GC	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	CT>GG	0.47148507883485075	0.5285149211651492
TCGA-A1-A0SO-01	CT>TA	0.5802000908705548	0.4197999091294453
TCGA-A1-A0SO-01	CT>TC	0.40624813104999763	0.5937518689500024
TCGA-A1-A0SO-01	CT>TG	0.6088522663451341	0.3911477336548659
TCGA-A1-A0SO-01	GC>AA	4.4039606298623045e-05	0.9999559603937014
TCGA-A1-A0SO-01	GC>AG	0.4484707119601458	0.5515292880398541
TCGA-A1-A0SO-01	GC>AT	0.6702266465133576	0.32977335348664244
TCGA-A1-A0SO-01	GC>CA	0.5831979439816546	0.41680205601834536
TCGA-A1-A0SO-01	GC>CG	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	GC>TA	0.6027582090906715	0.39724179090932843
TCGA-A1-A0SO-01	TA>AT	0.5217930041617486	0.4782069958382513
TCGA-A1-A0SO-01	TA>CG	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	TA>CT	0.4550554622954642	0.5449445377045358
TCGA-A1-A0SO-01	TA>GC	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	TA>GG	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	TA>GT	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	TC>AA	0.5717608726313711	0.42823912736862885
TCGA-A1-A0SO-01	TC>AG	0.603522368815261	0.39647763118473905
TCGA-A1-A0SO-01	TC>AT	0.6827575998562495	0.31724240014375044
TCGA-A1-A0SO-01	TC>CA	0.4531207339911668	0.5468792660088332
TCGA-A1-A0SO-01	TC>CG	0.5142176767750509	0.48578232322494896
TCGA-A1-A0SO-01	TC>CT	0.32571274611052026	0.6742872538894799
TCGA-A1-A0SO-01	TC>GA	0.46438346867407726	0.5356165313259227
TCGA-A1-A0SO-01	TC>GG	0.34447565512023276	0.6555243448797673
TCGA-A1-A0SO-01	TC>GT	0.6035378942383659	0.39646210576163404
TCGA-A1-A0SO-01	TG>AA	0.3870141960305118	0.6129858039694882
TCGA-A1-A0SO-01	TG>AC	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	TG>AT	0.6000125391323988	0.3999874608676011
TCGA-A1-A0SO-01	TG>CA	0.5071547536725688	0.4928452463274311
TCGA-A1-A0SO-01	TG>CC	0.4859031860536985	0.5140968139463015
TCGA-A1-A0SO-01	TG>CT	0.5944907435403938	0.40550925645960634
TCGA-A1-A0SO-01	TG>GA	0.5427058241013313	0.4572941758986687
TCGA-A1-A0SO-01	TG>GC	0.4904828641690205	0.5095171358309796
TCGA-A1-A0SO-01	TG>GT	0.4622395982620676	0.5377604017379323
