MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
CG>AT	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CG>GC	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CG>GT	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CG>TA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CG>TC	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CG>TT	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CT>AA	0.2065822662516439	1.3114103603584227e-05	0.051442649563658446	1.3321725929401631e-05	0.05987474507951117	0.04436294179882232
CT>AC	3.337064299557824e-05	1.9068051733484027e-05	0.07574835485065705	2.8246383590158074e-05	4.213153551972937e-05	0.022232022102070915
CT>AG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CT>GA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CT>GC	2.765614935924532e-05	1.782898716555792e-05	0.049704047383750095	1.6609832016456494e-05	0.13929742251366406	4.3427514992799845e-05
CT>GG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CT>TA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CT>TC	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
CT>TG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
GC>AA	2.7672589749272446e-05	0.07972700787031499	6.108480665716343e-05	0.058772252450376074	0.05987308602088888	4.339262277426314e-05
GC>AG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
GC>AT	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
GC>CA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
GC>CG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
GC>TA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TA>AT	0.02846658042597312	0.044419552994224884	1.936196634209883e-05	1.959078454945029e-05	0.04979136130968982	0.07959593619088992
TA>CG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TA>CT	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TA>GC	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TA>GG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TA>GT	0.028531918312000925	2.6991012964572293e-05	3.827267355518416e-05	3.593168130464619e-05	5.416928288468625e-05	6.365987610479351e-05
TC>AA	0.2162231573889585	1.681748310737581e-05	2.8924753936809823e-05	0.022182603870919592	0.04995782286999031	3.7030547088536674e-05
TC>AG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TC>AT	4.077040267702614e-06	0.49562318325042726	0.029969860320852602	0.09246474840983865	1.2146130690565065e-05	0.08872938988223592
TC>CA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TC>CG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TC>CT	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TC>GA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TC>GG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TC>GT	0.05341219289475703	2.021620730374707e-05	0.028487129712962262	0.039808652788156	4.513943295023637e-05	0.02222329280120903
TG>AA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TG>AC	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TG>AT	0.03325597442067192	1.614456252304608e-05	3.822813124756408e-05	0.022189859744503337	0.09988101056151208	0.033265153329193706
TG>CA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TG>CC	1.7339362284474214e-05	1.6103994951497487e-05	0.036299140110799044	6.581427930996142e-06	0.31843978762626646	3.2989369381652976e-05
TG>CT	2.9428791458485647e-05	0.03992965002626079	0.049711466950247994	1.8176220964960522e-05	0.039835183518334816	4.584825364872813e-05
TG>GA	0.028472516398642254	1.876904666566759e-05	0.0569393383942956	0.07959920846877537	4.371697948499786e-05	4.613605633494444e-05
TG>GC	0.05701111685448268	0.04493940405554895	2.3100277181242747e-05	2.341275758226402e-05	0.03983447763821459	5.192384705878794e-05
TG>GT	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TT>AA	3.953982813982293e-05	0.030774469338939524	3.1779971868672875e-05	0.054488486055197426	4.8175698611885307e-05	6.15721452049911e-05
TT>AC	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TT>AG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TT>CA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TT>CC	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TT>CG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TT>GA	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TT>GC	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
TT>GG	4.228245707054157e-05	2.8312744325376117e-05	4.036504760733806e-05	4.0671962051419544e-05	5.8116302170674317e-05	6.730266759404912e-05
