MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I
CC>GT	0.012974571822693785	0.03228463139964968	0.004636630480451087	0.00402383130109835	0.017165099929035914	0.005908107494792603	0.031405442091592066	0.0183387755748754	0.008964237633457136
CC>TA	0.007144659405368733	0.04104535057336815	0.019431690765140397	0.04937340181888472	0.026174851826973437	0.015449297458595386	0.008961093739359072	0.03933617096006658	3.8300016331049844e-05
CC>TG	0.01497478410359084	0.02613703407429663	0.0035008513668193094	0.008852745897092973	0.012214281936273134	0.002748762710083004	0.002065577681545013	0.010642193612996682	0.003385091943346197
CC>TT	0.00209967642939984	2.7089473802840065e-05	0.016992584438607742	0.008878382149958952	0.009741686324056848	0.043153836706592626	4.065424996611e-05	0.3350748305366627	2.8960174591700452e-05
CG>AT	0.009213539936414843	0.003656043446486971	0.00501484403005937	0.006287498850239596	0.004098199905638466	0.0013915994388905043	0.009419225980855117	0.004353885691549901	0.007778000108131285
CG>GC	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
CG>GT	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
CG>TA	0.002012750676779736	0.009113378373149317	0.006002241801373505	0.003135230115609981	0.006693061297482927	0.002810160665103467	0.008044696650055508	0.002782341553150521	0.0016448795952480092
CG>TC	0.019124641393535632	0.028139888323759504	0.00833975422498864	0.032505156766501384	0.009303211414407996	0.002809819997401064	0.017100860160320745	0.0074254586788887154	0.016312735968222115
CG>TT	0.016878241624302365	0.019419599559842026	0.003680797571360017	0.0018980455737619196	0.018245208896102365	0.0040807175786540025	0.0013808892032102448	0.006645567520596766	0.007910551718290056
CT>AA	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
CT>AC	0.012181685359367596	0.007503970927912936	0.0036444439387802656	0.006828494832613312	0.003442216736524036	0.0024850714592806375	0.007777788604410792	0.0011670161459430043	0.005131164578536603
CT>AG	0.01313892425469021	0.026207411026416595	0.0022558813925570576	0.0248353526156734	0.004904020589985227	0.008037129619564105	0.02582912134397096	0.016040613168738074	0.0036235746058688773
CT>GA	0.003603221722005401	0.014113761831958982	0.006935276176015274	0.014002759277991573	0.012233140970261047	0.013132464263723402	0.006412846518954515	0.007767398044446357	0.008242683838807352
CT>GC	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
CT>GG	0.026892837921968747	0.012607642543237792	0.018133221786283616	0.019512834388206102	0.010250256706922301	0.0031530926105309237	0.02448196368642736	0.016918089512076524	0.007998660469972189
CT>TA	0.023424078748636626	0.050531436193887204	0.01052540329162186	0.01372802230207526	0.00372735299513162	0.006301035108356246	0.008341855846477604	0.0037329885157002234	0.02544741354578643
CT>TC	0.0050343080631137125	0.0036215867553740584	0.002804705935219924	0.010972969579840234	0.0033746366950557177	0.002083567238150863	0.0020128559400594288	0.00935371603348661	0.0024324295189823413
CT>TG	0.0159892253707388	0.005569570205390543	0.007307496574320986	0.04608338871673918	0.014726588239782264	0.008270957600906933	0.04123948888041014	0.02939724834353304	0.01685766906429933
GC>AA	2.2196793146515383e-05	2.8297184407074145e-05	0.6502873316543628	2.4817762145549575e-05	1.4580586701784526e-05	0.014682929852558858	1.615797911129017e-05	2.023704074597769e-05	2.837206509080185e-05
GC>AG	0.02625863634716552	0.01388372090415011	0.002988917800882973	0.011213027758064225	0.019346420591700546	0.007147478233976775	0.022084218937645044	0.024954173686683134	0.018151638239942258
GC>AT	0.09369296892116612	0.02625462926878107	0.007839951260290159	0.015739227142931033	0.030123823937063	0.007128769903750317	0.021931523313314917	0.040911115935084987	0.034304365732426
GC>CA	0.008412583039868575	0.035235931994975545	0.007596309878075165	4.7217159499268745e-05	0.011766257015127242	0.000863660684262868	0.04173296965827831	0.017295779973452833	0.012464109543058537
GC>CG	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
GC>TA	0.017639047478542124	0.019838901218827233	0.001894908630917295	0.01622868081279497	0.004310376781859304	0.008031213765934807	0.017517605805611916	0.0023642052033513512	0.008289099539009233
TA>AT	0.052339497008764134	0.009745482474242333	0.0033632584954223907	4.5809445451672207e-05	0.00905856077227251	4.69252423196546e-05	0.010518963895856359	0.036826219033901	0.0011989574369181354
TA>CG	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TA>CT	0.02416806813510893	0.018393306924554053	0.008673720039477454	0.01562893359944913	0.01030176214213346	0.007356931039835027	0.009184692039252696	0.0035986569633375135	0.02082568946061656
TA>GC	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TA>GG	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TA>GT	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TC>AA	2.3590161526954033e-05	2.138100392983233e-05	0.018338206694497573	2.357136367597453e-05	0.008671224507024185	0.007477595994518351	2.1938051996054735e-05	0.01219744240375579	0.43780727594324464
TC>AG	0.004173091560707188	3.39888099659615e-05	0.014338945504606902	1.9106946583195375e-05	0.011113895612176823	1.4279948994927595e-05	0.3428713943829886	0.02606039748788239	1.7450636725717857e-05
TC>AT	2.432932134306398e-05	2.6889580134348278e-05	0.024379215869492217	1.8910489466957468e-05	0.5376358789819885	1.315009126777869e-05	0.006413737433191121	2.3528958949089094e-05	2.1213075567771965e-05
TC>CA	0.03925506280672077	0.014421717882256265	0.0017208029003692596	0.01440957024991197	0.002754255200625266	0.021321268891006183	0.0017116085420942303	0.00301126607309925	5.7916359461766355e-05
TC>CG	0.01351462462988214	0.01500560833141454	0.006170512120132772	0.02071023094496809	0.019128101498121452	0.002925040668181585	0.03933998773218642	0.010690154751292388	0.006212439644832557
TC>CT	0.048229595049855335	0.04313072655234436	0.004455985329560897	0.05029342529281375	0.009662941483184539	0.00418705339097869	0.006949647543270506	0.021338086702553483	0.018914496187668797
TC>GA	2.364870997909237e-05	0.26431290211584535	0.008081931015297129	0.005421658984603169	0.00788141849599903	0.012731605629465296	1.8967005701349867e-05	0.00969685542898214	0.03324084562202463
TC>GG	0.009095401208833209	0.009831449053429727	0.004112814564602256	0.008938115571800154	0.008541718434814053	0.0024267498548094105	0.023420626011284185	0.01419651013360029	5.760353057363924e-05
TC>GT	0.010428548636885656	0.044551742486570824	5.714822888194249e-05	0.007046580793151946	0.02596664315490974	0.007924900225941115	0.045348784328961916	0.014255584593926566	0.01804097132383807
TG>AA	0.04600750026793321	3.726046070167873e-05	0.010955904945482585	0.03346734920699722	0.002521014570274834	0.015336443080429052	0.004065092617474874	0.025401590541241602	0.03941033809368643
TG>AC	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TG>AT	0.020943458146924363	0.033315914529248494	0.01950502672865117	0.014191621845460153	0.017845289456194752	3.240387793918368e-05	0.015710092215539206	0.06492166202934489	0.018290336052968332
TG>CA	0.005301158026243987	0.006276791295507186	0.0009589440055909411	0.004432116359870027	0.0010294821361336896	0.005123714889972083	0.01022425991310835	0.0026298452574944047	0.008636624498891857
TG>CC	0.0062140723660074094	6.557739373723356e-05	0.002834590189377195	0.004875612716326335	0.001905555026132788	0.0013929623918860065	0.007385449882955679	0.0041305637068338305	0.008122462895941377
TG>CT	0.03135175581963191	0.011104148437031352	0.011101910240267899	0.018646145862506576	0.01530054117955224	0.012991825556963923	0.04345174102310997	0.021684341431882106	0.021571559323349494
TG>GA	0.0033747254078358917	0.005200131930754044	0.0016811526448388273	0.002203205134840876	0.006423585563819264	0.001857717937794708	0.013120581044859136	0.007679982550386436	0.006628993571454581
TG>GC	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TG>GT	0.010079317216635294	0.023437530300301053	0.006650029503233176	0.01459996172064469	4.381713527739824e-05	0.01720885180923991	0.009311922448466703	0.0045815706500510105	0.005390332079726553
TT>AA	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TT>AC	0.0057102031859964575	0.01684470039417647	0.005313887360292331	0.013327150980997734	0.01254303976478089	0.0037452841110886463	0.006281478083352946	0.020596697694842684	0.01115171610120645
TT>AG	0.008565359154575465	0.00541237491161155	0.0019547944687171065	0.0074696319808329765	0.0029714622514196284	0.003986728987122963	0.002833952665726732	0.0029506280295512016	0.007749180348764639
TT>CA	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TT>CC	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TT>CG	6.742724084081904e-05	7.562614264315926e-05	7.45585777622182e-05	6.999917750363238e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.10653445518498e-05	7.488466593107054e-05
TT>GA	0.007301332111334584	0.003572973606302791	0.0016937962716231899	0.000799472432845505	0.003029000810784055	0.0061858785473305035	0.01099731149818884	0.005335471900252742	0.004442417579775792
TT>GC	6.74272403557552e-05	7.562614264315926e-05	7.455857751968628e-05	6.999917726110046e-05	6.539321633075209e-05	7.353571612232676e-05	6.817644643888343e-05	7.106534479438172e-05	7.488466568853862e-05
TT>GG	0.003230594777536074	0.00598750003434058	0.00448483771190998	0.0072144067066498485	0.00626252057900274	0.0013383023711260951	0.008610318773632268	0.00640398128440817	0.0067048418090659345
