MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:T:4	0.1072264530540148	0.12690783295976568	0.15515439009083992	0.015662796577453265	0.0073624689564288325	0.04941769049598103	2.2317383535153113e-05	5.6270711302393766e-06	0.006406403024298419	0.032810327108686484	0.031153648024420968	0.012378783944249487
1:Del:T:5	0.07027214751556889	0.04076302622202092	0.038579403103797934	0.012777614424612694	0.005068936545982675	0.473487851023674	1.5778211203117583e-05	8.424228781223064e-08	0.004516586445235286	3.4036589719714054e-06	0.01063906790647972	1.986450899948977e-06
1:Ins:C:0	1.0257154220501738e-05	0.0022556022195810025	1.5759021456081731e-06	0.002249224563833015	0.000848978748412795	0.0003224391671788377	0.0017545872734525383	0.0032981803601008627	0.0025716095077465678	0.00823116602917556	0.005222869001833412	0.0029691871894707827
1:Ins:C:1	0.014132421445299314	3.759207766051986e-06	9.183627428933382e-07	0.019550412948597065	5.214153577408038e-06	2.6649740429244653e-08	6.722789666044406e-06	0.007250782271876232	0.008568274819375195	0.02546567087274525	0.03523793292201086	0.013997189327033274
1:Ins:C:2	0.008382751175628181	1.000022116552183e-05	3.314960961179289e-06	0.0063126959502492735	8.071697423398898e-06	0.0016392915071442953	1.9617702857270085e-05	0.0021898463347497454	0.012612919082554679	0.012061902284707078	0.016915730543314567	0.017971628685321168
1:Ins:C:3	0.006325385920002447	3.6036430960469563e-06	2.101157840191566e-06	3.7558256802109706e-06	0.0019758300655198014	0.0011879216851923501	0.004508475024897507	0.002428993645829299	0.0039037545554644264	0.01074441830125276	0.026169036552831433	0.0034987269754916876
1:Ins:C:4	0.011843723570512192	0.006802243056895818	1.8084153244520469e-06	5.938259130894975e-06	5.280050567553947e-06	0.0017826792413179267	1.1823796994766174e-05	0.004075168066030225	0.013064381170636352	0.010446560789978321	0.035173368768065906	0.012121546938897155
1:Ins:C:5	2.335603642163638e-06	1.2000203073606978e-06	1.7587636139163957e-06	3.6968940764362895e-06	4.404514281475258e-06	0.04976127326164033	0.006093467027434466	1.2473682024468266e-05	0.009149643088297429	0.016629668548031874	0.06042782381637153	0.04228485412148378
1:Ins:T:0	9.08237663210798e-07	0.00112913175625368	1.4570369785360527e-06	3.2445548842000942e-06	6.146665243752143e-06	0.0013755837517251735	0.011978507424038299	0.002065698837258386	0.024102015244603574	0.02230059239556604	0.007754518889967699	0.01815458455531219
1:Ins:T:1	6.369106755755415e-07	0.027261930690254014	6.031305280392493e-07	3.818023157779352e-06	3.6034132752623313e-06	2.742064483622168e-07	6.477045974467392e-06	0.028071683397490926	0.06341895867481769	0.07962418304913867	0.009196007017984205	0.11464176748328328
1:Ins:T:2	0.0001941555408466892	1.1640436248209578e-05	9.272911690061391e-07	2.970164767409263e-06	0.008047837924518101	0.006971216981068077	0.011627684867869506	0.0018984961273607345	0.0027111581721934877	0.028056794257323266	0.04224139527364627	0.03356698714451341
1:Ins:T:3	0.0019501225188655268	0.012782815236769806	0.008160131509369725	0.027481260255628588	6.1033475949064575e-06	0.004659406600760007	0.010391321564109053	0.007945927105750646	0.008489947615264582	0.008449417227090332	0.025943537196197516	0.006212343518120634
1:Ins:T:4	0.0033346989786574945	6.973826020839624e-06	2.791979873488041e-06	4.952974047019628e-06	0.0015128705153079143	0.0024882963724091193	0.004662111340168451	0.0039849681328178125	0.004502419046639261	0.0003750204764704298	0.008946651412770734	0.004862528281440366
1:Ins:T:5	2.633112403790013e-06	3.7572583266864966e-09	1.4764090641013657e-06	1.1368866378980158e-06	3.601337559662928e-06	0.06861853722619553	4.088236520753223e-06	0.01631043320626304	0.03006664212479677	0.021949760750900774	0.0016429281051529188	0.3536017837118076
2:Del:R:0	2.0876297716891183e-06	3.8137865393158185e-07	1.6351904623687436e-07	1.7823772698951265e-06	1.5968267158935549e-06	0.013731931023994549	1.6719191989977845e-06	0.02858327776116146	0.4364968799672473	5.606562538503409e-06	9.289262943449709e-06	0.002500757336906645
2:Del:R:1	2.267239384915835e-06	0.0026622081892128334	1.937414334444535e-06	0.0049652983348742906	0.0026504588157886624	1.615746774999612e-05	0.0032036875314493804	0.0016717962242182693	0.007431790814219615	0.005071189402982176	0.01843710215051336	0.005107044933326203
2:Del:R:2	2.886464330131844e-06	4.173877318495537e-06	2.630954423447444e-06	5.915452301744987e-06	1.1351650747807678e-05	1.0256767238795797e-06	0.00036588827958515443	2.0895458571127772e-05	0.00043594584306750527	0.0014013235975734043	0.0010477640116292263	0.0007488541457253935
2:Del:R:3	0.00038760260750088095	3.625609124450572e-06	2.2410358322844106e-06	0.0006259562946127062	8.741983199911374e-06	6.596855743149869e-07	0.0003270745103909197	0.00012611870788532543	0.0004961164033375099	0.0009139086265349761	0.0008530766684392196	0.00012123599087014252
2:Del:R:4	0.0013361316106748214	3.0467969606817745e-06	2.586473254240218e-06	5.679855310347648e-06	0.00045276531541749897	7.591248387228689e-07	9.998278980560826e-06	0.0012652459862389756	0.00025124398483361197	0.0013100453228091168	0.00021104343880817093	0.0005352638916216771
2:Del:R:5	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
3:Del:R:0	3.5731939808621624e-06	0.0001009957446580937	8.995165512952023e-05	1.1361871414313402e-05	8.580649561095816e-07	0.005892166341793844	5.470264499271259e-05	0.013700121616478645	0.05640607368578306	0.007535307654764741	0.1990911255402125	0.039729776623351164
3:Del:R:1	0.0003720124429795154	3.111000114586204e-06	1.809572906571096e-06	0.0009004454374007764	1.1230906108986953e-05	0.007392557779470129	0.00021100453076504285	0.0006710825494944099	0.0031499022068601336	0.0022591340833666134	0.0018778799276636467	0.005139884502356532
3:Del:R:2	2.532727995685491e-06	5.399254582509153e-06	1.7055453062890062e-06	4.542464155576909e-06	0.0001154658544000616	4.4234294425867424e-07	1.0337780928656078e-05	0.0002857660382687754	0.001900161562783372	0.0010533078608508126	0.0011703492276865291	0.0012220261278950298
3:Del:R:3	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
3:Del:R:4	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
3:Del:R:5	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
4:Del:R:0	6.09988681314159e-07	0.014924556100942288	5.883846503758801e-07	1.0806995739957396e-05	0.006708928570168856	0.003726818141747875	0.008627154823044237	0.0077913528384973086	0.02880965228660557	0.02488625711022602	0.036620421524221076	0.06300394278490937
4:Del:R:1	2.9264393698250995e-06	0.00023450473828840284	2.8174925152650114e-06	4.7016718710324316e-06	7.628576807405807e-06	3.8310519367238764e-07	0.0006562601884359272	0.00015020874422286095	0.001336118996186997	0.0017042453489314842	0.0009530250010660287	0.0005282100797861252
4:Del:R:2	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
4:Del:R:3	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
4:Del:R:4	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
4:Del:R:5	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
5:Del:R:0	2.0952683334796424e-06	6.904633157371147e-07	9.213467678274394e-07	2.798123696005443e-07	1.4095675005876273e-06	2.09451544321837e-06	9.235959188012132e-07	0.6495047976573308	2.449127404621429e-06	1.2680437675383534e-05	7.06748312133679e-06	3.405592687065617e-06
5:Del:R:1	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
5:Del:R:2	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
5:Del:R:3	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
5:Del:R:4	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
5:Del:R:5	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
2:Ins:R:0	0.0005094858949652003	2.6984546821040565e-06	0.010470949452008252	5.1320865267712176e-06	0.003929548669200737	1.662465933804924e-08	0.0042026264067743565	0.0007154011381923435	0.0039159799713312776	0.017343044059271052	0.018686994679016303	0.006911228286742244
2:Ins:R:1	1.736555391988285e-06	0.01087755830596457	0.0007336002794095483	7.959877543347223e-06	4.895016208668851e-06	0.000859236051558554	1.155538623341575e-05	0.00808405836340474	0.006724445809507765	0.02653710409190353	0.023638878725690423	0.02888326211398938
2:Ins:R:2	2.0121382097689397e-06	4.139049702326739e-06	5.221908787572039e-06	4.379681314029918e-06	9.641936549324251e-06	1.3483533696974822e-08	0.006664259364807871	0.0042265869326532386	0.004619869728655127	0.013326023205854654	0.013658559617230519	0.008261243256068458
2:Ins:R:3	3.8080307334098507e-06	4.0093108450989234e-06	2.611278873724624e-06	6.601142631742126e-06	1.0168564745072218e-05	0.001146902605337985	1.2322448080700118e-05	2.2000917063754362e-05	2.8051205420827805e-05	2.9788258272844816e-05	3.908035184091811e-05	0.0004518325697063119
2:Ins:R:4	0.0034420580641487675	2.9167660937190474e-06	1.8899614744327664e-06	0.00026907734527081096	0.0007603977037026273	0.0008633012655610155	0.0012251594353259066	0.0004652671189433022	9.334605347248726e-05	0.0008148353029052184	0.0022955867352720816	0.0016564591122308532
2:Ins:R:5	3.269725698373804e-06	0.0011316243548558683	1.7491800915555209e-06	0.0006857839588043646	1.1310901900192979e-05	0.001365995822940628	0.00024110760126584788	0.0006821832795443091	0.0008293183804501798	0.003092168975763343	0.002055235860522468	0.003721970642861076
3:Ins:R:0	0.0081392393947984	2.5252173145418054e-06	2.7937978323677724e-06	0.009939363780894201	0.002901184687787973	0.0007503947433294893	1.210724907482567e-05	0.003887851283161581	0.0017592700283785233	0.003455611847162269	0.007242092110542823	0.004797025308031759
3:Ins:R:1	4.3753271408301465e-06	3.1642253510710816e-06	2.846801008852632e-06	3.888424089145322e-06	0.0014345064741621153	1.9226729790489118e-07	0.0038435194826573612	0.0014524179503799435	0.005442365463598738	0.002583555838494552	0.008039935677288668	0.0038139918953675076
3:Ins:R:2	9.155996698003339e-07	3.36058819812024e-06	1.2818389204009387e-06	0.0013142205274832008	8.994153765703079e-06	0.0009594347704061572	1.8177862005093934e-05	0.0013564893920071579	0.0008850590719096848	0.003659505989404958	0.0025752672936505405	0.005782168876066862
3:Ins:R:3	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
3:Ins:R:4	2.4439878719325256e-06	4.409771301065272e-06	2.3221792209445387e-06	5.568063885400913e-06	1.0927578525373368e-05	0.0010054760511849282	1.0948597621052159e-05	0.00024653927490968876	6.730164659529692e-05	0.0006286759649204517	0.0015000249875204948	0.002097836854591151
3:Ins:R:5	0.0007117684129632096	3.348045917091665e-06	1.972941135856369e-06	0.005994010487650078	0.00013464499151611225	0.001018700447248951	0.0008209597643963693	0.0005225250171254932	0.0004278503141904366	0.0008126989501761273	0.0019413230149439187	0.002352968172363035
4:Ins:R:0	1.8413181048041831e-06	2.7172109184903093e-06	1.4392100733099748e-06	4.570065043119076e-06	1.0138867795224845e-05	0.00012061195725732906	8.641168107933102e-06	0.0015173567832789559	0.002261124192348992	0.0040810884608011595	0.00499844432839988	0.0064551234131613455
4:Ins:R:1	1.4264592299658338e-06	2.4052611479419284e-06	1.8938297595620193e-06	6.8153768282286364e-06	0.0026147247607125105	0.0013199591593779777	0.0018317425594802797	0.0017284751067762033	0.00970449926976471	0.014058551434118272	0.006135241102795893	0.003397020475737615
4:Ins:R:2	2.4980954288859416e-06	3.4029951715789744e-06	1.9343235749147427e-06	1.2792030264563437e-05	1.1316830268981449e-05	3.7848397411721634e-07	0.0002249868430322266	0.0004634832854208071	0.00017716690047867207	0.0009056561338487275	0.003197830513228439	0.001985684285227762
4:Ins:R:3	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
4:Ins:R:4	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
4:Ins:R:5	3.2420399776356136e-06	3.431058913842359e-06	0.00038485372319717234	0.00027211778112009216	8.97049803991005e-06	6.179980810353906e-07	1.0942849912491208e-05	0.00020670123849413357	0.00022354394568537827	0.0015300560516758803	0.0003595219064076597	0.0004288632748284726
5:Ins:R:0	2.9911688367671254e-06	2.5272502170992084e-06	1.3681153882079875e-06	0.002903220398671162	0.0035515601174040514	6.539392833515813e-46	0.005929081034584864	0.003583898476366206	0.002719429065488536	0.007371084783972037	0.013409829583497412	0.0031771533809357303
5:Ins:R:1	2.187991049140692e-06	4.07322368118912e-06	1.5529424207023012e-06	1.1998159502776698e-05	7.049186373109251e-06	2.3009207457865464e-08	0.018023408260006115	0.005768844866103488	0.006915683241853306	0.022564070955680412	0.013080655386981258	0.00802122420748977
5:Ins:R:2	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
5:Ins:R:3	3.67973538371776e-06	4.074233782406604e-06	2.9316283204868418e-06	7.179753687343767e-06	1.1015173367923125e-05	1.3805450278662571e-06	1.3690277713370354e-05	2.3423731727234552e-05	2.6627338775142563e-05	2.637567662731044e-05	2.609592628412353e-05	2.666251511982409e-05
5:Ins:R:4	3.0965321201392725e-06	3.394479866377272e-06	2.2580832400365124e-06	6.1049092704805e-06	0.00036521495460040875	0.0003365462589847823	1.0897834924842678e-05	8.728624889045022e-05	0.0004816102141073012	0.0003079015944119116	0.0009419021685971529	0.00048746540351203295
5:Ins:R:5	2.9373888428570656e-06	3.1808414310792918e-06	0.000765282371190897	0.0007982198988775242	8.813911428736294e-06	0.00011859031116519721	1.062779957976545e-05	0.0002187645685504928	0.00040971331945911517	0.0006976194859513878	0.00019188100927891583	0.001314231081505568
2:Del:M:1	8.412859341907126e-07	7.014113014699082e-07	6.54799099682656e-07	2.7169846613143544e-06	2.1555069009101166e-06	0.0010619554384017186	0.022865198776143576	0.0027163886000456236	0.04755797079890271	0.047810135022071924	0.0531238741025021	0.02381933055993386
3:Del:M:1	1.1477037077156637e-06	9.984083690757946e-07	3.950252306594848e-07	1.4089178174951182e-06	2.761905921211394e-06	0.023940138278485772	6.2235838261888905e-06	0.005800079843517381	0.037863286245692504	0.013600006826351319	0.09728534210850057	0.06204530547601431
3:Del:M:2	1.1395524642805166e-05	2.739648359946963e-06	2.1325845157349476e-06	4.756857993015728e-06	0.0026026245073211387	0.006684008455331991	0.005587522109740917	0.0009923424050233129	0.023820136191852727	0.008958168638469034	0.038355525433401046	0.005703133562254455
4:Del:M:1	1.5797075407183078e-06	4.026317369702307e-06	3.1633585331659133e-06	3.4884902684802584e-06	0.005271476747856359	0.001982125874352884	2.709750396453122e-06	0.004675074657764829	0.031117892395867368	0.00976128034667075	0.05431007258475802	0.02761890278895104
4:Del:M:2	1.6075218904158344e-06	4.387821060477156e-06	1.6803450071970852e-06	2.644594526657329e-06	0.00021746952484894184	0.0005591400537089915	0.00782790660989529	0.000710112356046011	0.014223147389384395	0.020360604016074528	0.0013113686058810951	0.00842725518965987
4:Del:M:3	0.004056062943273749	0.0006939712232148546	1.6576970949699898e-06	4.4865272750863975e-06	0.0001200636301149416	4.6791575414317775e-08	0.0022665623054824854	0.00019856783180027075	0.0028247185445555564	0.0034780141242057045	0.0028055913511404167	0.004200778156155138
5:Del:M:1	7.896892432320676e-08	6.729910812926695e-07	1.866397527668558e-06	4.1936077425456615e-06	2.90301026630857e-06	7.182963773999518e-07	5.87806057413149e-06	0.1017057332328477	0.021888506383844784	0.33194396237658264	6.959232472830889e-06	7.263688183053557e-06
5:Del:M:2	1.1020490973123742e-07	2.7233361549861e-06	1.5675326283819153e-06	0.002201629749834429	1.0936972921153225e-05	3.581935911256551e-06	0.02274623176931338	0.04637249863387751	0.016233882829950138	0.05775357655334119	0.005641923892054971	0.0020317091490748376
5:Del:M:3	1.9588222736880804e-06	3.487408563766318e-06	0.0003012004479472807	4.116520383945499e-06	6.924572193156564e-06	4.2539158092343617e-08	5.57590144040887e-05	0.012105894835440268	0.0005099707239348087	0.026431929710270197	0.006658786678720692	0.003386005923569731
5:Del:M:4	0.0016697353574651667	0.0026291002383610853	1.9327484769367704e-06	0.005245976426168397	5.994026327490095e-06	0.00023525478318333625	0.000546901290910777	0.003515503387734498	0.0008436269694963509	0.0034547612951124997	0.0035832144138415365	0.00644106297942623
5:Del:M:5	2.181703803216806e-06	0.0019174369164829841	0.001364425082292838	0.0013218368873954963	0.0006353815202587044	1.740229829276056e-07	0.0030562049320280948	0.0007791695630354904	0.00026216275679568447	0.0020923526428305193	0.0037669064189685742	0.001255345417727464
