Sample Names	MutationType	DBS2	DBS4	DBS6	DBS11	DBS13	DBS18
PD3851a	CG>TT	0.9486590119794597	0.05134098802054038	0.0	0.0	0.0	0.0
PD3851a	CT>AA	0.9999999999999982	1.816853485924106e-15	0.0	0.0	0.0	0.0
PD3851a	CT>AC	0.41686104631789406	0.583138953682106	0.0	0.0	0.0	0.0
PD3851a	CT>AG	0.6598679531311726	0.34013204686882736	0.0	0.0	0.0	0.0
PD3851a	CT>GA	0.031250809326899005	0.968749190673101	0.0	0.0	0.0	0.0
PD3851a	CT>GC	0.6901734342172117	0.30982656578278844	0.0	0.0	0.0	0.0
PD3851a	CT>GG	0.10419899920226267	0.8958010007977374	0.0	0.0	0.0	0.0
PD3851a	CT>TA	0.9999999999999983	1.7254732603408816e-15	0.0	0.0	0.0	0.0
PD3851a	CT>TC	0.9999999999998481	1.5190972222219916e-13	0.0	0.0	0.0	0.0
PD3851a	CT>TG	0.9382641317010476	0.061735868298952334	0.0	0.0	0.0	0.0
PD3851a	GC>AA	0.018242008043137217	0.9817579919568629	0.0	0.0	0.0	0.0
PD3851a	GC>AG	0.03335422859973236	0.9666457714002676	0.0	0.0	0.0	0.0
PD3851a	GC>AT	0.11011202130337379	0.8898879786966262	0.0	0.0	0.0	0.0
PD3851a	GC>CA	0.09654778160873782	0.9034522183912622	0.0	0.0	0.0	0.0
PD3851a	GC>CG	0.9879034739057136	0.012096526094286452	0.0	0.0	0.0	0.0
PD3851a	GC>TA	0.04751608871064951	0.9524839112893505	0.0	0.0	0.0	0.0
PD3851a	TA>AT	0.09790192109781758	0.9020980789021824	0.0	0.0	0.0	0.0
PD3851a	TA>CG	0.05506792439086571	0.9449320756091343	0.0	0.0	0.0	0.0
PD3851a	TA>CT	0.03709397770600623	0.9629060222939937	0.0	0.0	0.0	0.0
PD3851a	TA>GC	0.584221748400853	0.41577825159914705	0.0	0.0	0.0	0.0
PD3851a	TA>GG	0.040886548895441334	0.9591134511045586	0.0	0.0	0.0	0.0
PD3851a	TA>GT	0.16212996207584707	0.8378700379241528	0.0	0.0	0.0	0.0
PD3851a	TC>AA	0.004568970389823426	0.9954310296101766	0.0	0.0	0.0	0.0
PD3851a	TC>AG	0.11372002720748893	0.886279972792511	0.0	0.0	0.0	0.0
PD3851a	TC>AT	5.947391259545506e-16	0.9999999999999993	0.0	0.0	0.0	0.0
PD3851a	TC>CA	0.009578820973842071	0.9904211790261579	0.0	0.0	0.0	0.0
PD3851a	TC>CG	0.011530281810165322	0.9884697181898346	0.0	0.0	0.0	0.0
PD3851a	TC>CT	0.9979449661946939	0.0020550338053060974	0.0	0.0	0.0	0.0
PD3851a	TC>GA	0.02834219165234954	0.9716578083476505	0.0	0.0	0.0	0.0
PD3851a	TC>GG	0.5324581909728466	0.46754180902715337	0.0	0.0	0.0	0.0
PD3851a	TC>GT	0.9999999999999319	6.806690003889074e-14	0.0	0.0	0.0	0.0
PD3851a	TG>AA	0.31760199121519134	0.6823980087848087	0.0	0.0	0.0	0.0
PD3851a	TG>AC	0.6910492126076982	0.3089507873923018	0.0	0.0	0.0	0.0
PD3851a	TG>AT	0.9999999999999987	1.3594636224625009e-15	0.0	0.0	0.0	0.0
PD3851a	TG>CA	0.17686914716275223	0.8231308528372477	0.0	0.0	0.0	0.0
PD3851a	TG>CC	0.3725422559503277	0.6274577440496723	0.0	0.0	0.0	0.0
PD3851a	TG>CT	0.9782047742428747	0.02179522575712526	0.0	0.0	0.0	0.0
PD3851a	TG>GA	0.18344691466382373	0.8165530853361763	0.0	0.0	0.0	0.0
PD3851a	TG>GC	0.3507632524035161	0.6492367475964839	0.0	0.0	0.0	0.0
PD3851a	TG>GT	0.9958127677138723	0.004187232286127713	0.0	0.0	0.0	0.0
PD3851a	TT>AA	0.9965325230841496	0.003467476915850346	0.0	0.0	0.0	0.0
PD3851a	TT>AC	0.998408670719252	0.0015913292807480984	0.0	0.0	0.0	0.0
PD3851a	TT>AG	0.9999999999999729	2.7125979247850117e-14	0.0	0.0	0.0	0.0
PD3851a	TT>CA	0.41686104631789406	0.583138953682106	0.0	0.0	0.0	0.0
PD3851a	TT>CC	0.9999999999980426	1.9574944071550054e-12	0.0	0.0	0.0	0.0
PD3851a	TT>CG	0.9999999999996025	3.9747807017528065e-13	0.0	0.0	0.0	0.0
PD3851a	TT>GA	0.9999999999998781	1.2178148921362468e-13	0.0	0.0	0.0	0.0
PD3851a	TT>GC	0.9999999999962121	3.7878787878644404e-12	0.0	0.0	0.0	0.0
PD3851a	TT>GG	0.41686104631789406	0.583138953682106	0.0	0.0	0.0	0.0
PD3890a	AC>CA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AC>CG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AC>CT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AC>GA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AC>GG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AC>GT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AC>TA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AC>TG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AC>TT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AT>CA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AT>CC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AT>CG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AT>GA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AT>GC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	AT>TA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>AA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>AG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>AT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>GA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>GG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>GT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>TA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>TG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CC>TT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CG>AT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CG>GC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CG>GT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CG>TA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CG>TC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CG>TT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>AA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>AC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>AG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>GA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>GC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>GG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>TA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>TC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	CT>TG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	GC>AA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	GC>AG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	GC>AT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	GC>CA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	GC>CG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	GC>TA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TA>AT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TA>CG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TA>CT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TA>GC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TA>GG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TA>GT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>AA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>AG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>AT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>CA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>CG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>CT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>GA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>GG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TC>GT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>AA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>AC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>AT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>CA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>CC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>CT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>GA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>GC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TG>GT	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>AA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>AC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>AG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>CA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>CC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>CG	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>GA	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>GC	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a	TT>GG	0.0	0.0	0.0	0.0	0.0	1.0
PD3904a	AC>CA	0.05661462481686576	0.26393488242926355	0.23311984319101284	0.0	0.4463306495628579	0.0
PD3904a	AC>CG	0.15269590798797597	0.10059727094409575	0.4072417359012342	0.0	0.33946508516669405	0.0
PD3904a	AC>CT	0.030224807349613317	8.401554625889533e-16	0.03333069396273194	0.0	0.9364444986876539	0.0
PD3904a	AC>GA	0.021870229657975672	0.1710004459702045	0.45838767507200295	0.0	0.3487416492998169	0.0
PD3904a	AC>GG	2.0203279209216607e-15	1.4300137549575505e-15	0.029177635502855515	0.0	0.970822364497141	0.0
PD3904a	AC>GT	0.04354474205939177	7.332306272534495e-07	0.011884784663004492	0.0	0.9445697400469765	0.0
PD3904a	AC>TA	0.12991674019244667	0.04695118357047802	0.5132928711627357	0.0	0.3098392050743396	0.0
PD3904a	AC>TG	0.0010338602758199588	0.0036344244055637087	0.04226520737111919	0.0	0.9530665079474971	0.0
PD3904a	AC>TT	0.11076173148177575	0.002572002675746973	0.06983518920242389	0.0	0.8168310766400534	0.0
PD3904a	AT>CA	0.006049796241818055	0.06175549789764105	0.010565360113405293	0.0	0.9216293457471356	0.0
PD3904a	AT>CC	2.9440776847086255e-15	2.080882876987038e-15	0.026118795968467657	0.0	0.9738812040315273	0.0
PD3904a	AT>CG	9.83002481387689e-13	9.389578163753666e-13	0.24838709677371612	0.0	0.7516129032243619	0.0
PD3904a	AT>GA	0.0403701054526507	0.032789384309751826	0.2253745801118771	0.0	0.7014659301257204	0.0
PD3904a	AT>GC	0.013474484672182697	0.017068892864087484	0.022936324786117557	0.0	0.9465202976776123	0.0
PD3904a	AT>TA	0.02540415525085034	0.10582217030322978	0.07064838548267022	0.0	0.7981252889632496	0.0
PD3904a	CC>AA	0.9999990305928598	4.070085458697679e-18	6.635692899626752e-18	0.0	9.69407140144815e-07	0.0
PD3904a	CC>AG	0.573780020014472	0.018073734373940335	0.28185768535134675	0.0	0.1262885602602408	0.0
PD3904a	CC>AT	0.6021183350889738	0.03981262284763433	0.0015268498573946078	0.0	0.3565421922059972	0.0
PD3904a	CC>GA	0.44514849367837683	0.03760099310076237	0.5168926699750818	0.0	0.0003578432457789415	0.0
PD3904a	CC>GG	0.03746127475074061	0.002558218347405315	0.8723469151189636	0.0	0.08763359178289051	0.0
PD3904a	CC>GT	0.031237491725779002	0.0009551567575192537	0.056556454422850594	0.0	0.911250897093851	0.0
PD3904a	CC>TA	0.2163952980253614	0.0009683120995561776	0.017382854983445	0.0	0.7652535348916374	0.0
PD3904a	CC>TG	0.013718194694776524	0.00020224206035439143	0.23022156105042088	0.0	0.7558580021944482	0.0
PD3904a	CC>TT	3.056477123678461e-14	2.1603271352517205e-14	3.522104775865752e-14	0.0	0.9999999999999125	0.0
PD3904a	CG>AT	0.18541922817433418	0.01969219800840054	0.7038316377817248	0.0	0.0910569360355405	0.0
PD3904a	CG>GC	0.15943728962323525	0.0009276375207277535	0.14758978968479353	0.0	0.6920452831712435	0.0
PD3904a	CG>GT	0.2006933262225489	4.620249712946358e-16	0.2922935059832645	0.0	0.5070131677941861	0.0
PD3904a	CG>TA	4.648311770478119e-15	3.2854406051593415e-15	5.3564415580544265e-15	0.0	0.9999999999999866	0.0
PD3904a	CG>TC	0.20797390876209845	2.8504466779741505e-16	0.49898612411210286	0.0	0.2930399671257984	0.0
PD3904a	CG>TT	0.2959587614469491	0.008092876605585891	0.5762863900483087	0.0	0.11966197189915641	0.0
PD3904a	CT>AA	0.03558618292310539	3.2667729091996814e-17	0.028753768218175622	0.0	0.935660048858719	0.0
PD3904a	CT>AC	1.1403714509776168e-16	8.060179383408625e-17	0.0308799994894452	0.0	0.9691200005105547	0.0
PD3904a	CT>AG	0.01404689937889162	0.0036583783568262043	0.5472427425314613	0.0	0.43505197973282084	0.0
PD3904a	CT>GA	0.0029921545429463054	0.04686533615760007	0.702641456455194	0.0	0.24750105284425955	0.0
PD3904a	CT>GC	0.02058494458786856	0.004669041658990691	0.1591986708751632	0.0	0.8155473428779776	0.0
PD3904a	CT>GG	0.011155772705688368	0.04845797759296819	0.48989470198087487	0.0	0.45049154772046873	0.0
PD3904a	CT>TA	0.07354120384142648	6.411455027957544e-17	0.0011133033694974849	0.0	0.925345492789076	0.0
PD3904a	CT>TC	0.0032862605634742335	2.5223491167017144e-16	4.112329899194045e-16	0.0	0.9967137394365252	0.0
PD3904a	CT>TG	0.03185924381121973	0.0010591696848166784	0.5296985140120132	0.0	0.4373830724919503	0.0
PD3904a	GC>AA	0.035470392301235075	0.9645293029648322	3.3544981981411027e-17	0.0	3.047339326986014e-07	0.0
PD3904a	GC>AG	0.010684115518188712	0.15644895319709085	0.06965885430636139	0.0	0.763208076978359	0.0
PD3904a	GC>AT	0.03208692443475877	0.13102263480723644	0.03664655598193914	0.0	0.8002438847760657	0.0
PD3904a	GC>CA	0.041847160461219564	0.19785476573697844	0.19861883025041185	0.0	0.5616792435513902	0.0
PD3904a	GC>CG	0.05348496340797025	0.000330899026229469	4.18420640491587e-15	0.0	0.946184137565796	0.0
PD3904a	GC>TA	0.08443539607075881	0.8551831616540252	0.05506067658962704	0.0	0.005320765685588868	0.0
PD3904a	TA>AT	0.09463234186317376	0.44057491268564125	0.17073717078373996	0.0	0.2940555746674451	0.0
PD3904a	TA>CG	0.028309798596004274	0.245446190333611	0.22465066843762552	0.0	0.5015933426327593	0.0
PD3904a	TA>CT	0.006750294747182035	0.08853619731402962	0.36428895125272914	0.0	0.5404245566860593	0.0
PD3904a	TA>GC	0.18762390980693527	0.06746676126749573	0.34894190950876486	0.0	0.3959674194168042	0.0
PD3904a	TA>GG	0.0404121440231555	0.4789818436494018	0.06465827126008063	0.0	0.4159477410673621	0.0
PD3904a	TA>GT	0.09892646601470775	0.2583113601854356	0.0027529377038708037	0.0	0.6400092360959858	0.0
PD3904a	TC>AA	0.005164468732469779	0.5685073912856589	0.09444162782570063	0.0	0.3318865121561708	0.0
PD3904a	TC>AG	0.002046189772692267	0.00805744820567434	0.04904416424348215	0.0	0.9408521977781512	0.0
PD3904a	TC>AT	1.8956505507329373e-17	0.016104580003727796	0.0015636537829494363	0.0	0.9823317662133229	0.0
PD3904a	TC>CA	0.007220063988862838	0.37719553298616454	0.0723234698227488	0.0	0.5432609332022239	0.0
PD3904a	TC>CG	0.00036833650250073376	0.01595459702170111	0.04726446058036188	0.0	0.9364126058954362	0.0
PD3904a	TC>CT	0.06290329064545895	6.54490543306255e-05	0.102078555255126	0.0	0.8349527050450845	0.0
PD3904a	TC>GA	0.02437121217296138	0.42215766331945015	0.11702278442716199	0.0	0.4364483400804265	0.0
PD3904a	TC>GG	0.0004498436233892777	0.00019957867789680535	0.03985232137348511	0.0	0.9594982563252288	0.0
PD3904a	TC>GT	0.001876498383901924	6.453596358073313e-17	1.0521666919501668e-16	0.0	0.9981235016160979	0.0
PD3904a	TG>AA	0.06263138013642348	0.06799299133360638	0.31237833032333345	0.0	0.5569972982066367	0.0
PD3904a	TG>AC	0.01807864911769675	0.004083795044343789	0.48051195201605684	0.0	0.49732560382190266	0.0
PD3904a	TG>AT	0.027225106481404537	1.8700568528406352e-17	0.8119792632173959	0.0	0.16079563030119962	0.0
PD3904a	TG>CA	0.003112634705972856	0.007319182669490735	0.14266332486191724	0.0	0.8469048577626191	0.0
PD3904a	TG>CC	0.00503239399637269	0.004282537861708502	0.38707708064733315	0.0	0.6036079874945856	0.0
PD3904a	TG>CT	0.01660390491629824	0.00018692158867485945	0.8610827633606111	0.0	0.12212641013441589	0.0
PD3904a	TG>GA	0.08430814694284282	0.18960997812381156	0.24703902733287117	0.0	0.47904284760047444	0.0
PD3904a	TG>GC	0.040173405795432195	0.03757035414416138	0.47884777080623486	0.0	0.44340846925417154	0.0
PD3904a	TG>GT	0.13197862849330833	0.0002803952206226639	0.32712561355606895	0.0	0.5406153627300001	0.0
PD3904a	TT>AA	0.1918215081023999	0.00033723841127799437	0.00497298084490742	0.0	0.8028682726414146	0.0
PD3904a	TT>AC	0.1417453022723916	0.000114150552125466	0.030446568202014662	0.0	0.8276939789734684	0.0
PD3904a	TT>AG	0.022953420506401433	3.14594025258361e-16	0.13103405735931065	0.0	0.8460125221342876	0.0
PD3904a	TT>CA	8.001375069076601e-16	5.655395732276784e-16	9.220314827801257e-16	0.0	0.9999999999999977	0.0
PD3904a	TT>CC	0.6746901811236966	6.673021925631757e-13	1.087940896089606e-12	0.0	0.32530981887454813	0.0
PD3904a	TT>CG	0.012729316117491556	2.556441602543318e-15	0.005430234576436839	0.0	0.9818404493060691	0.0
PD3904a	TT>GA	0.012231234382194697	7.526086423501845e-16	1.2270208758316402e-15	0.0	0.9877687656178032	0.0
PD3904a	TT>GC	0.0014878061169984046	2.8474758220065157e-15	0.00022876417362870205	0.0	0.99828342970937	0.0
PD3904a	TT>GG	1.3134946949552797e-12	9.28381962861235e-13	1.5135941644505494e-12	0.0	0.9999999999962446	0.0
PD3905a	AC>CA	0.10404020926021895	0.895959790739781	0.0	0.0	0.0	0.0
PD3905a	AC>CG	0.4510671936758893	0.5489328063241106	0.0	0.0	0.0	0.0
PD3905a	AC>CT	0.9999999999999486	5.1347021758121504e-14	0.0	0.0	0.0	0.0
PD3905a	AC>GA	0.06475347212400129	0.9352465278759987	0.0	0.0	0.0	0.0
PD3905a	AC>GG	0.43337182448036954	0.5666281755196305	0.0	0.0	0.0	0.0
PD3905a	AC>GT	0.9999688964105268	3.110358947324405e-05	0.0	0.0	0.0	0.0
PD3905a	AC>TA	0.5996728962897323	0.4003271037102676	0.0	0.0	0.0	0.0
PD3905a	AC>TG	0.13344523709609735	0.8665547629039027	0.0	0.0	0.0	0.0
PD3905a	AC>TT	0.9588698323638807	0.041130167636119215	0.0	0.0	0.0	0.0
PD3905a	AT>CA	0.050362120224536296	0.9496378797754638	0.0	0.0	0.0	0.0
PD3905a	AT>CC	0.43372240841326715	0.5662775915867329	0.0	0.0	0.0	0.0
PD3905a	AT>CG	0.36173493975903614	0.6382650602409639	0.0	0.0	0.0	0.0
PD3905a	AT>GA	0.3999440409865394	0.6000559590134606	0.0	0.0	0.0	0.0
PD3905a	AT>GC	0.2994029001990332	0.7005970998009667	0.0	0.0	0.0	0.0
PD3905a	AT>TA	0.11501274426768783	0.8849872557323122	0.0	0.0	0.0	0.0
PD3905a	CC>AA	1.0	7.518359594001352e-18	0.0	0.0	0.0	0.0
PD3905a	CC>AG	0.945013074729745	0.054986925270254935	0.0	0.0	0.0	0.0
PD3905a	CC>AT	0.8911543642158051	0.10884563578419487	0.0	0.0	0.0	0.0
PD3905a	CC>GA	0.8650279908726012	0.13497200912739887	0.0	0.0	0.0	0.0
PD3905a	CC>GG	0.8879841643366568	0.11201583566334308	0.0	0.0	0.0	0.0
PD3905a	CC>GT	0.9465367770671546	0.053463222932845396	0.0	0.0	0.0	0.0
PD3905a	CC>TA	0.9918019298117244	0.008198070188275654	0.0	0.0	0.0	0.0
PD3905a	CC>TG	0.9734890830690607	0.02651091693093929	0.0	0.0	0.0	0.0
PD3905a	CC>TT	0.43372240841326715	0.5662775915867329	0.0	0.0	0.0	0.0
PD3905a	CG>AT	0.8359933706406402	0.16400662935935975	0.0	0.0	0.0	0.0
PD3905a	CG>GC	0.9893667782410328	0.010633221758967202	0.0	0.0	0.0	0.0
PD3905a	CG>GT	0.9999999999999958	4.2525718730209634e-15	0.0	0.0	0.0	0.0
PD3905a	CG>TA	0.43372240841326715	0.5662775915867329	0.0	0.0	0.0	0.0
PD3905a	CG>TC	0.9999999999999974	2.5317639496964274e-15	0.0	0.0	0.0	0.0
PD3905a	CG>TT	0.9519171698470371	0.048082830152962816	0.0	0.0	0.0	0.0
PD3905a	CT>AA	0.9999999999999983	1.6957299201958322e-15	0.0	0.0	0.0	0.0
PD3905a	CT>AC	0.43372240841326715	0.5662775915867329	0.0	0.0	0.0	0.0
PD3905a	CT>AG	0.675177929883979	0.324822070116021	0.0	0.0	0.0	0.0
PD3905a	CT>GA	0.03340843566076718	0.9665915643392329	0.0	0.0	0.0	0.0
PD3905a	CT>GC	0.7047296997286832	0.29527030027131684	0.0	0.0	0.0	0.0
PD3905a	CT>GG	0.11081699769851112	0.8891830023014888	0.0	0.0	0.0	0.0
PD3905a	CT>TA	0.9999999999999984	1.6104417096514896e-15	0.0	0.0	0.0	0.0
PD3905a	CT>TC	0.9999999999998582	1.417824074073873e-13	0.0	0.0	0.0	0.0
PD3905a	CT>TG	0.9421417275417453	0.05785827245825471	0.0	0.0	0.0	0.0
PD3905a	GC>AA	0.019519574600728083	0.9804804253992719	0.0	0.0	0.0	0.0
PD3905a	GC>AG	0.03565173520499862	0.9643482647950014	0.0	0.0	0.0	0.0
PD3905a	GC>AT	0.11705649941381818	0.882943500586182	0.0	0.0	0.0	0.0
PD3905a	GC>CA	0.10273555955455307	0.897264440445447	0.0	0.0	0.0	0.0
PD3905a	GC>CG	0.9887007969049937	0.011299203095006248	0.0	0.0	0.0	0.0
PD3905a	GC>TA	0.05073789032585914	0.9492621096741408	0.0	0.0	0.0	0.0
PD3905a	TA>AT	0.10416647985538745	0.8958335201446126	0.0	0.0	0.0	0.0
PD3905a	TA>CG	0.0587701795755487	0.9412298204244514	0.0	0.0	0.0	0.0
PD3905a	TA>CT	0.03963852250856156	0.9603614774914383	0.0	0.0	0.0	0.0
PD3905a	TA>GC	0.6008771929824562	0.3991228070175439	0.0	0.0	0.0	0.0
PD3905a	TA>GG	0.04367945224084633	0.9563205477591538	0.0	0.0	0.0	0.0
PD3905a	TA>GT	0.17172201057680717	0.828277989423193	0.0	0.0	0.0	0.0
PD3905a	TC>AA	0.004893728324824244	0.9951062716751757	0.0	0.0	0.0	0.0
PD3905a	TC>AG	0.12086114821776299	0.8791388517822372	0.0	0.0	0.0	0.0
PD3905a	TC>AT	6.372204920941615e-16	0.9999999999999994	0.0	0.0	0.0	0.0
PD3905a	TC>CA	0.010256005297784058	0.989743994702216	0.0	0.0	0.0	0.0
PD3905a	TC>CG	0.012343707194995666	0.9876562928050042	0.0	0.0	0.0	0.0
PD3905a	TC>CT	0.9980817056377301	0.0019182943622698904	0.0	0.0	0.0	0.0
PD3905a	TC>GA	0.03030528261837104	0.9696947173816288	0.0	0.0	0.0	0.0
PD3905a	TC>GG	0.5495885664789952	0.45041143352100477	0.0	0.0	0.0	0.0
PD3905a	TC>GT	0.9999999999999365	6.352910670296498e-14	0.0	0.0	0.0	0.0
PD3905a	TG>AA	0.3327393701229383	0.6672606298770617	0.0	0.0	0.0	0.0
PD3905a	TG>AC	0.705581884527329	0.29441811547267094	0.0	0.0	0.0	0.0
PD3905a	TG>AT	0.9999999999999988	1.2688327142983341e-15	0.0	0.0	0.0	0.0
PD3905a	TG>CA	0.18713844219774306	0.8128615578022569	0.0	0.0	0.0	0.0
PD3905a	TG>CC	0.38880622089953437	0.6111937791004656	0.0	0.0	0.0	0.0
