MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J	DBS78K	DBS78L	DBS78M
AT>CC	1.0807706189552846e-06	1.0463456817433324e-06	1.4169883456816025e-06	1.8081833331962117e-06	2.459794700371276e-06	4.953298594045919e-06	3.6215607906342486e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.69787086735596e-06	7.090704821166583e-06
AT>CG	1.0807706189552846e-06	1.0463456817433324e-06	1.4169899145599629e-06	1.8081826965499203e-06	2.4597935862402664e-06	4.953298503096448e-06	3.6215606996847783e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.69787086735596e-06	7.090704639267642e-06
AT>GA	6.478502882600879e-07	0.003097075715027131	0.0075122975715977034	1.0945056601485703e-06	2.18056193261873e-06	0.004407897107773806	2.4992228418341257e-06	9.530368288324098e-07	2.5250288103961794e-06	2.2476221317901947e-06	0.01011309742168578	7.116313872757018e-06	0.03216283948449927
AT>GC	1.0807704597937118e-06	1.0463456817433324e-06	1.4169774203764972e-06	1.8081878806697206e-06	2.459802681187284e-06	4.953299230692209e-06	3.621561154432129e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.697870503558079e-06	7.090706458257046e-06
AT>TA	8.972340651780541e-07	0.006794306806119721	0.011267372275506204	0.010632115783573681	0.0024767710550008815	3.577801612664189e-06	0.001179166812460153	0.0042564775498021845	2.226637161584222e-06	2.4386308837165417e-06	5.154576774657471e-06	7.583370205566098e-06	4.926825749862474e-06
CC>AA	0.027842877432703972	0.20658040791749954	0.29525387585163115	0.11873639076948166	0.01948829665780068	0.3259395658969879	0.004426179993843112	0.15379133373498916	0.04042273300385997	0.1600344717502594	0.0714169802278775	0.00979241281747818	0.03137931992532685
CC>AG	0.0036117400275543334	0.021781857311725616	0.043162458300503206	0.04654308296740055	0.10551230534911156	5.825547030879896e-07	1.233558123203693e-06	0.03451330848038196	0.047816235022082765	0.0345410430803895	0.020301513320737284	0.008313324202913464	7.826140881661559e-06
CC>AT	0.0376040156930685	0.07541566081345082	0.10595594570040703	0.06987461540848017	0.04832282103598118	2.0562365534715355e-07	0.0029427230358123778	0.07256609350442886	0.047184339910745624	0.03958147168159485	0.08702468921449054	0.059781238436698914	0.008196309753293463
CC>GA	2.9409639372601318e-30	0.011235015466809273	0.04053723607212305	0.03943131621927023	0.03425228372216225	0.004401874910854531	0.002931690951061228	0.04233503118157387	0.02848326659295708	0.021959668211638927	0.0033705768701111083	2.516604695301794e-05	0.06378604042020015
CC>GG	1.0250005630041415e-06	7.982887098023639e-07	1.4242538441067155e-06	0.002129377030314572	0.0032016711335018043	4.69147917101509e-06	3.403770460863598e-06	1.6689820313331437e-06	3.1804222089704128e-06	3.117249616479967e-06	5.298945006870781e-06	6.6559179515784935e-06	6.851472153357463e-06
CC>GT	0.029851745069026946	2.8025969286496343e-46	0.01510232426226139	0.0	0.0	0.05528565719723701	0.04177016691943304	1.4599550013372209e-08	0.05248977094888687	0.027249877024542003	0.03371235579252243	0.05109165453320656	0.03432284314194476
CC>TA	0.03973138742148876	0.012460286276359511	0.0072145314887166025	5.26100325259904e-07	0.041401104633625174	2.5373777589265956e-06	0.005889510704628264	6.360357929224847e-07	1.3161996321287007e-06	1.942266763421685e-06	0.014702657351972449	0.018138734182366535	0.01639578978765712
CC>TG	0.005177507641985812	0.002531688980116087	1.456612119454803e-06	1.4268858649302275e-06	1.6526317097032006e-06	4.770547093357891e-06	3.2694883429940093e-06	1.3072276260572836e-06	2.162713144571171e-06	2.976319342451461e-06	5.187408373785729e-06	6.255505563246278e-06	6.603577639907599e-06
CC>TT	0.22787880897521973	0.016726098897225938	0.050920015453084486	0.017041274160146714	0.04417708448127087	0.016538123747567423	0.05611468814313412	0.02293525990098715	0.04922457262873652	0.03141883239150047	0.006734479963779449	0.1197418027583808	0.032424191973200324
CG>AT	9.58808175255399e-07	1.0171659766911035e-06	2.0811091189898432e-06	9.741449503053445e-07	2.097220999530691e-06	5.0686766826402165e-06	1.5401611244669765e-05	1.5506872216519697e-06	3.0583649731852348e-06	3.064949714826071e-06	0.0033738978205747117	6.223219588719075e-06	0.011967228811954556
CG>GC	1.0807705734805495e-06	1.0463456817433324e-06	1.4169862538437883e-06	1.8081841517414432e-06	2.4597962465122693e-06	4.9532987759448585e-06	3.6215608815837184e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.69787086735596e-06	7.090705094014993e-06
CG>GT	6.138273079159262e-07	0.004866731689639891	0.0022020729291284623	1.2154820865362126e-06	1.197177880385425e-06	4.241124452164513e-06	2.8574153930094328e-06	9.196952770558126e-07	2.5992085738835156e-06	2.430510164685984e-06	0.018325622347821507	0.020994995607111377	0.006394034824916161
CG>TA	6.497728918475332e-07	4.866477638643119e-07	4.068664480882944e-07	0.005242221748358133	1.7009795328704057e-06	3.112357399004395e-06	1.585538666404318e-06	1.2583580200953292e-06	0.00584878067252248	0.02517870695619422	0.01904064277006512	0.011540288616532734	0.03564063588119097
CG>TC	1.0807705734805495e-06	1.0463456817433324e-06	1.4169861856316857e-06	1.8081842426909135e-06	2.4597962919870042e-06	4.953298594045919e-06	3.6215608815837184e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.697870685457019e-06	7.090705184964463e-06
CG>TT	1.080770596217917e-06	1.0463456817433324e-06	1.4169874020808493e-06	1.8081836969940923e-06	2.45979540522967e-06	4.953298594045919e-06	3.6215607906342486e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.697870685457019e-06	7.090705003065522e-06
CT>AA	0.012663170509040356	0.016691643558442593	0.006956975602668081	0.022983307018876076	0.0379682831466198	0.04235125512821014	0.0006445696581522497	0.03662310279905796	0.0042991719077700935	0.020370253115970627	0.07383047843786698	0.015240130001257058	0.003959315653492013
CT>AC	6.17937368474486e-07	0.010054351766916625	9.251810183741327e-07	1.8926948996522697e-06	1.6058428855103557e-06	5.321134540281491e-06	0.005306669858009627	7.635866495547825e-07	2.193747923229239e-06	3.028606079169549e-06	0.014341198665169941	7.327333230477962e-06	6.025065340509173e-06
CT>AG	2.2512742111571086e-07	0.007439987524003299	0.010992094812604592	0.023370046300328795	0.023270512744784356	2.43318529555836e-06	0.1275432888418436	0.014893958921697958	0.008596867911978733	0.010525705128929985	2.8997657864238137e-06	0.003930660490368609	1.6660302208038048e-06
CT>GA	8.938888981901983e-07	0.0018492212854539503	0.004422097606698117	0.014880553115563088	1.5612111496920988e-06	4.537843597063329e-06	0.0017708198611671832	0.012766457686325339	2.152276692868327e-06	2.3486989562115923e-06	0.0033738806194605784	6.6688790127500395e-06	4.835221216126229e-06
CT>GC	0.010397029391629075	8.522064059768297e-07	1.14669719550875e-06	0.006376712635926651	7.397255217256316e-07	3.547575965967553e-06	0.005307352907755103	0.0021286688935788335	1.9558556232368574e-06	2.515015989956737e-06	4.938471897730779e-06	0.021679926588910804	5.881287711417826e-06
CT>GG	0.004898453930127289	6.07623496762244e-07	0.011470330838915289	0.014866617210827826	0.004953363269282818	2.448403984089964e-06	1.832995354789091e-06	0.004255952641415206	0.023387988001013583	2.2716209741702185e-06	4.6888162387404005e-06	3.801215439125372e-06	4.537491622613743e-06
CT>TA	0.0785718321800232	0.02606292050331831	6.652506954196724e-08	1.3217525292930076e-06	0.00927258992728639	0.018880311050679666	0.011878827199598162	1.6467633940919767e-07	0.008599377508610928	0.01229173848072378	0.035048074475889736	6.393515150193707e-06	0.040564702418669184
CT>TC	0.015071078686173679	2.5306621864729095e-07	4.714949227491161e-07	7.247235771501437e-07	5.614426299871411e-07	0.05546412095427513	3.2597780318610604e-06	1.0405565262772142e-07	1.5557022379653062e-06	2.080071976706677e-06	3.690886819640582e-06	6.8184219344402665e-06	0.006391133544002514
CT>TG	4.942977815725058e-07	7.409624738585595e-07	4.855971020385064e-07	0.002128533295183388	1.1314043149471443e-06	2.0297337886563637e-06	3.002722269229707e-06	0.0021281424915059687	2.3459669137082527e-06	0.05381681655414923	4.396245810767213e-06	0.01299746239437809	0.1268838236876036
GC>AA	0.02820451520383358	0.0448602482676506	0.11223238557577134	0.015901577100157736	0.035135140642523766	0.1469338580965996	0.0509825352361986	0.05332961771637201	0.02422122620046139	0.015372461825609206	0.03812894616858102	9.293918537878199e-07	0.045531558245420455
GC>AG	0.027190300077199935	0.04402653407305479	0.03899108693003654	0.007115914672613144	0.029471707344055176	9.741083658809658e-07	0.03983918105441262	0.013288642061206701	0.004297377660961959	5.7944373565987914e-08	0.05387254949382623	3.1709729682916076e-06	0.028356988113228
GC>AT	3.4527873182810254e-07	2.881238685858989e-07	0.023742607422173025	5.936366505920887e-07	0.04384381771087646	1.5955420849422807e-06	1.6288064671243773e-06	2.0064011607701105e-08	0.0480593129992485	0.011715519527297148	0.019039210264872965	0.01900674079096234	1.328788710989402e-06
GC>CA	0.010196026502478616	0.0030960597862758734	1.0899588005521605e-07	0.004255458265606649	5.09588932122852e-07	2.2665178676106734e-06	0.0035387366304121316	0.010639845311129648	0.024601378525267135	0.007328399094672022	0.00337309635656311	0.00967544200282049	0.03782341374367206
GC>CG	1.080770505268447e-06	1.0463456817433324e-06	1.4169848896017357e-06	1.8081846974382644e-06	2.4597972242190735e-06	4.9532987759448585e-06	3.6215608815837184e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.697870685457019e-06	7.090705275913934e-06
GC>TA	4.7181664086792807e-07	0.014691591264636372	6.122817239884171e-07	0.004256132653028999	1.4345450608743705e-06	4.284304168322706e-06	2.2484579631054656e-06	0.0063830879272472885	2.4682790353836026e-06	0.00732857388558159	0.03917555322914268	0.01153979739387978	1.5495999605263933e-05
TA>AT	0.012024575285613537	0.0018492575507252696	1.9097606127616018e-07	0.0063062084384455375	0.01803036518394947	2.765228998669045e-06	0.0017706272243458443	0.010171279772703202	0.0062501404019258185	0.013033519789996718	0.0033734221412487385	4.629178556574932e-06	0.053633964436539824
TA>CG	9.627338727113965e-07	9.966325023924582e-07	1.087464113425085e-06	0.004257090808573593	2.089075451294775e-06	4.1787715417740404e-06	2.975056077048066e-06	1.5408458239107858e-06	3.1157468129094924e-06	2.754484603428864e-06	5.157391763077613e-06	5.673185387422563e-06	0.02216430612734257
TA>CT	4.2550381067485433e-07	0.0012455584294563948	5.418706412900569e-07	0.028328531980514528	0.002128731714671517	1.459625468669401e-06	0.0017684798742356484	0.019413306564092635	0.10336096063256264	0.024511390550094346	3.4021508895420992e-06	0.012398952618696057	5.2713688675571375e-06
TA>GC	1.080770596217917e-06	1.0463456817433324e-06	1.416984378010966e-06	1.8081848793372047e-06	2.4597976334916894e-06	4.953298866894329e-06	3.6215609270584538e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.697870594507549e-06	7.090705457812873e-06
TA>GG	9.615863177714345e-07	9.254038332073833e-07	6.984863925346314e-07	1.6945817264968355e-06	1.8406024992145832e-06	3.8071325434430037e-06	2.6636102575139377e-06	1.4403542991203722e-06	3.1560956813336815e-06	0.007329176248322256	4.959917413349668e-06	5.363078071241034e-06	0.03992152667487971
TA>GT	4.761873924508109e-07	0.017423481866717338	3.797664817284385e-07	0.005774280743480631	1.0123638503500842e-06	3.6444409033720148e-06	1.1438329124757728e-06	0.016837404038585645	1.945218099308477e-06	0.015694042320274094	0.036644522346555186	0.005772507176016006	4.535439575192868e-06
TC>AA	0.009536015614867211	0.11889142245054245	0.01914476715028286	0.12136311531066894	0.09851414784789085	0.13620656356215477	0.18133133053779601	0.07175862193107604	0.11579588279128075	0.05666562169790268	0.01013644212653162	0.038647241027501875	0.0374170757830143
TC>AG	0.05586284920573235	0.019953010231256486	0.0	0.0021302085249772064	0.03485575951999635	0.04198077535256743	1.3599810074538254e-06	0.006382421759576573	0.004299803253974943	0.03157715167603783	0.028961590512816805	2.405438499408774e-06	6.190520707605173e-07
TC>AT	0.17721833288669586	0.06855807416141033	0.02017203476279974	0.021565645188093185	0.007216895744204521	3.053548081055624e-10	0.12284339517354965	0.01796477921307087	0.027261249348521234	0.1019764006137848	0.09223686613597948	0.10255503803491592	0.002070585638284683
TC>CA	0.01963473316282034	0.04217797741293907	0.00948212444782257	0.025504186004400253	0.01367806184643996	0.011600684794188965	0.05203415244898224	0.01276491266139601	0.014914969354867936	0.06074880357866732	4.975803585693939e-06	0.03138938709885224	1.4503964393952629e-06
TC>CG	6.105295483394002e-07	0.014891545943885375	7.699188245169352e-07	0.014880190376629798	1.7850130575425283e-06	3.7055170196254037e-06	1.8215103864349659e-06	0.006383060199232205	2.1018869119870943e-06	2.3648143496757257e-06	0.011337237570256776	0.02060706612001013	0.008199223700012226
TC>CT	0.04727930650115013	0.034814230352640155	0.024450118094682692	0.02175536929862574	4.4292160059809285e-07	2.1257025309751042e-06	1.598489802745462e-06	0.02918207924813032	1.1550765642649304e-24	0.00322565433104387	0.06884877865522868	0.0029709719149195735	3.2776245461718643e-06
TC>GA	5.061612284862349e-09	0.022893158346414567	0.04848702885210514	0.010630820839605804	0.047588964179158214	0.004915104565270667	0.03965418338775635	0.01063870751044078	8.941722398958518e-07	0.0032261920140656208	0.007512840722847613	4.070699787916965e-06	2.5368211026943753e-06
TC>GG	0.018804054707288742	6.078020419408858e-07	0.010090324061889078	0.008504048066265568	0.00495284971988322	2.55562574693613e-06	2.175812232962926e-06	0.004256576987040716	1.4619487956224475e-06	2.047752423095517e-06	4.010525367448281e-06	6.082867344048282e-06	4.619445007847389e-06
TC>GT	0.0067722526189186285	0.0036979304475607934	4.221727211430195e-30	2.1275386643537786e-07	1.0665684973303e-06	1.3829169292597071e-06	0.0017686712454064945	5.959254281151516e-07	0.05222744435991444	0.024900566947280822	0.022184435596443564	0.019037905373988907	0.04321497817118143
TG>AA	7.247587518577348e-07	0.013771085068583488	0.011670359686740994	0.012745292054114543	0.0074297799796909205	4.0842190173862035e-06	0.0005861591329903604	0.00638365155974725	2.3969872927409596e-06	2.2478209757537114e-06	0.005905536919362931	6.463758825248078e-06	4.2524226955720225e-06
TG>AC	1.0154971164411108e-06	9.784287613001652e-07	0.0067604806335111785	1.4021141396369785e-06	0.002477252324820256	4.2999619836336935e-06	3.2621912851027446e-06	1.6539875332455266e-06	2.9234571229608265e-06	2.77600493063801e-06	5.079143738839775e-06	7.130240464903181e-06	6.548522333105211e-06
TG>AT	1.3062950689193483e-07	0.01756417416036129	0.016154289241239895	0.03947652280330658	0.07928328588604927	0.001144313530016916	0.013946964175920585	0.04460804965347052	0.04968203235689543	0.005262388481958169	0.021073586330203398	6.5647167503355e-06	0.03979239792394269
TG>CA	0.0037565864622592926	0.006086014909669757	0.0018767263450989446	0.023152911476790904	0.046605688853833274	0.10689484253525734	5.186359749131952e-06	0.041232496517477554	6.854862704144667e-08	0.033443304141457374	2.0068211597500657e-06	0.030174251216567426	0.06907005201137509
TG>CC	0.006959430935148702	3.9774300830686116e-07	5.297059715303476e-07	0.011547265680502506	9.868036727311847e-07	3.0027023512957384e-06	0.03022464927744295	0.006917741138641987	1.1362142231519101e-06	0.02746836318262922	0.012544115415346368	0.009473358249942975	3.885752448695712e-06
TG>CT	1.233142648605839e-43	0.011532480430264513	0.028962930664420128	0.0739871334284544	0.10762331560254097	6.499296648643238e-07	0.07328208088874817	0.09278577119112015	0.004298237711191177	0.049237642996013166	0.0025301262736320495	0.2507509708404541	2.8515556914499028e-05
TG>GA	9.960760053218109e-07	9.068644658327685e-07	1.1784530784098024e-06	0.006384354851593344	2.137017168024613e-06	4.412568750922219e-06	3.098382376265363e-06	0.008511943861685722	3.0174842322594486e-06	2.685812160052592e-06	5.381234632295673e-06	6.06936109761591e-06	6.426385061786277e-06
TG>GC	8.145037099893671e-07	8.815594128463999e-07	7.345530775637599e-07	0.00424311760530145	1.4328162478705053e-06	3.839545752271079e-06	2.7548464458959644e-06	0.008511325271956593	0.014663250346575295	2.671652896424348e-06	4.867348673087691e-06	6.6175550273328556e-06	0.006392877063535707
TG>GT	0.02412611395120621	0.010124784745721626	1.998897118937748e-07	0.012738320442167606	0.016297778124052354	2.6146657091885573e-06	1.50792490103413e-06	0.006383580049737247	9.353903806186281e-07	0.015520112170281663	0.012564639408628864	0.003931189849618022	0.0015816258466657019
TT>AA	0.016919052228331566	0.012458909116685391	0.002186709179909485	0.025855059278501357	0.003148043462658734	2.626990180942812e-06	1.4508330878015841e-06	0.017020252352858735	0.011754804923498341	1.1002084647770971e-06	0.02410151094832145	0.012453769010926407	0.02236096768374409
TT>AC	9.479248092247871e-07	8.620898711342307e-07	9.627266990719363e-07	0.008498375556155225	1.6004200574570858e-06	4.3062935674242905e-06	2.9288282803463517e-06	0.01276694129956013	3.0451334168901668e-06	2.542399931826367e-06	5.2110372052993625e-06	6.036590093572158e-06	6.544293728438788e-06
TT>AG	5.873992640089473e-07	6.764451370599999e-07	5.498172868101392e-07	0.00786178307935188	1.9935916498070584e-06	2.0742547121699316e-06	1.8443863837092066e-06	0.0031072778404876546	0.08347779884934425	1.3422825347079656e-06	3.9131397676904765e-06	5.243639452601201e-06	8.022684460229356e-06
TT>CA	0.006923960199662816	9.87933594842616e-07	1.0870678693208901e-06	1.750006322254194e-06	1.743087312888747e-06	4.5831683564756535e-06	3.4522859095886815e-06	1.3711328620047424e-06	2.141381355613703e-06	2.801614027703181e-06	5.132156388754083e-06	6.839456314832598e-06	6.802281768614194e-06
TT>CC	0.006993740919187985	4.192473738839908e-07	0.010380319270757355	1.1492687235659104e-06	1.6865478301042458e-06	4.0527895635023015e-06	3.165737689414527e-06	1.3784836028207792e-06	1.2502950994530693e-06	2.480606531207741e-06	4.462449783204647e-06	6.715831750625511e-06	5.269918256090023e-06
TT>CG	7.513289915550559e-07	7.510373166041972e-07	0.0022026766722774483	1.3621075538594596e-06	1.984364416784956e-06	4.2658866277633935e-06	3.15444960961031e-06	1.2745412846015824e-06	2.1630949518014474e-06	2.660693564848771e-06	0.028560842674232846	0.01891098569337828	6.665645150860655e-06
TT>GA	1.0807705734805495e-06	1.0463456817433324e-06	1.4169874589242681e-06	1.808183606044622e-06	2.459795359754935e-06	4.953298594045919e-06	3.6215608361089835e-06	1.6687775769241854e-06	3.3409689876862103e-06	3.1896370728645705e-06	5.480864729179302e-06	6.697870685457019e-06	7.090705003065522e-06
TT>GC	8.153528142429423e-07	8.15727861436244e-07	1.0169825486627814e-06	0.0052421738399971215	5.4777375271441994e-05	4.177588652964914e-06	2.9376896236499305e-06	1.1439879358476902e-06	0.0323808060365991	0.005264879496212416	4.877249534919962e-06	6.09791395618231e-06	5.662222883984214e-06
TT>GG	1.0446273790876148e-06	9.413941370439716e-07	1.3751694321939566e-06	0.005775167211663756	2.041240713879233e-06	4.531818467512494e-06	3.298849424027139e-06	0.006781237005759522	3.1416570436704207e-06	3.1032759807203546e-06	5.593135847448139e-06	6.773250606784131e-06	7.015152186795604e-06
