Sample Names	MutationType	DBS2	DBS4	DBS6	DBS10	DBS11	DBS13	DBS18	DBS20	DBS78F
PD3851a_non-exome	CG>TA	0.3733213965980305	0.6266786034019696	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CG>TC	0.9999999999999968	3.2551250781811193e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CG>TT	0.9390169998711657	0.06098300012883423	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>AA	0.9999999999999979	2.1802241831089263e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>AC	0.3733213965980305	0.6266786034019696	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>AG	0.6178386108617712	0.3821613891382288	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>GA	0.026178691991055856	0.9738213080089441	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>GC	0.6499020501580774	0.35009794984192255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>GG	0.08836712703512545	0.9116328729648746	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>TA	0.999999999999998	2.0705679124090574e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>TC	0.9999999999998177	1.8229166666663345e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>TG	0.9268205178161152	0.07317948218388483	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AA	0.015248032491172011	0.9847519675088281	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AG	0.027950568776521068	0.972049431223479	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AT	0.09347548009541304	0.9065245199045869	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>CA	0.0817723071493309	0.9182276928506691	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>CG	0.985519202156652	0.014480797843348114	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>TA	0.03991282414097041	0.9600871758590297	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>AT	0.08293823636020277	0.9170617636397972	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>CG	0.04631501562212828	0.9536849843778717	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>CT	0.031103942915853458	0.9688960570841465	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GC	0.5393700787401575	0.4606299212598425	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GG	0.03430589904934832	0.9656941009506517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GT	0.1388605441904439	0.861139455809556	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AA	0.0038103769080640227	0.996189623091936	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AG	0.09659753505875036	0.9034024649412495	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AT	4.956159382954589e-16	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CA	0.007995114773715516	0.9920048852262844	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CG	0.009627068644216703	0.9903729313557832	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CT	0.9975349725765699	0.002465027423430086	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GA	0.023730589194788262	0.9762694108052117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GG	0.4869264923532314	0.5130735076467686	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GT	0.9999999999999183	8.168028004666779e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AA	0.27946123337734236	0.7205387666226577	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AC	0.6508340727595386	0.3491659272404614	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AT	0.9999999999999983	1.6313563469550009e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CA	0.15186774231303332	0.8481322576869667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CC	0.33100404560500185	0.6689959543949981	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CT	0.973959241931647	0.026040758068353025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GA	0.1576938368587254	0.8423061631412747	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GC	0.31045189649092975	0.6895481035090701	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GT	0.9949795256351172	0.005020474364882791	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AA	0.9958419113162845	0.004158088683715446	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AC	0.998091012428666	0.0019089875713339487	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AG	0.9999999999999676	3.255117509741996e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CA	0.3733213965980305	0.6266786034019696	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CC	0.9999999999976511	2.3489932885850864e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CG	0.9999999999995229	4.769736842102988e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GA	0.9999999999998539	1.461377870563461e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GC	0.9999999999954546	4.545454545433884e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GG	0.3733213965980305	0.6266786034019696	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.004632063819727571	0.0	0.0	0.0	0.0	0.0	0.7669400931971718	0.22842784298310062	0.0
PD3890a_non-exome	AC>CG	0.0013615742054219459	0.0	0.0	0.0	0.0	0.0	0.6979613210986562	0.30067710469592196	0.0
PD3890a_non-exome	AC>CT	0.0009711532866599961	0.0	0.0	0.0	0.0	0.0	0.9320017235664843	0.06702712314685567	0.0
PD3890a_non-exome	AC>GA	0.004732434734823877	0.0	0.0	0.0	0.0	0.0	0.8791754145560254	0.1160921507091505	0.0
PD3890a_non-exome	AC>GG	1.0534772859939208e-16	0.0	0.0	0.0	0.0	0.0	0.7559158812787182	0.24408411872128166	0.0
PD3890a_non-exome	AC>GT	0.0037459289494459758	0.0	0.0	0.0	0.0	0.0	0.9807367084999823	0.015517362550571814	0.0
PD3890a_non-exome	AC>TA	0.008541150446223158	0.0	0.0	0.0	0.0	0.0	0.7940495724295401	0.1974092771242368	0.0
PD3890a_non-exome	AC>TG	7.594216041276873e-05	0.0	0.0	0.0	0.0	0.0	0.9942061067049445	0.005717951134642745	0.0
PD3890a_non-exome	AC>TT	0.02580434852279011	0.0	0.0	0.0	0.0	0.0	0.8928577350282998	0.08133791644891002	0.0
PD3890a_non-exome	AT>CA	0.001061624473428644	0.0	0.0	0.0	0.0	0.0	0.7684600768159265	0.2304782987106449	0.0
PD3890a_non-exome	AT>CC	2.7009494517418055e-16	0.0	0.0	0.0	0.0	0.0	0.7068237037396554	0.29317629626034436	0.0
PD3890a_non-exome	AT>CG	4.107162063296389e-16	0.0	0.0	0.0	0.0	0.0	0.43897052653226676	0.5610294734677329	0.0
PD3890a_non-exome	AT>GA	0.0035732205201191095	0.0	0.0	0.0	0.0	0.0	0.33689360606683383	0.6595331734130472	0.0
PD3890a_non-exome	AT>GC	0.001352735856240945	0.0	0.0	0.0	0.0	0.0	0.6861991960972144	0.31244806804654457	0.0
PD3890a_non-exome	AT>TA	0.007737168004675908	0.0	0.0	0.0	0.0	0.0	0.8107208721542871	0.181541959841037	0.0
PD3890a_non-exome	CC>AA	0.917573269732099	0.0	0.0	0.0	0.0	0.0	0.08066607196679401	0.0017606583011069077	0.0
PD3890a_non-exome	CC>AG	0.1946842231649895	0.0	0.0	0.0	0.0	0.0	0.7662415825023547	0.03907419433265567	0.0
PD3890a_non-exome	CC>AT	0.13974737113240154	0.0	0.0	0.0	0.0	0.0	0.8318721573636438	0.028380471503954632	0.0
PD3890a_non-exome	CC>GA	0.15169723397980878	0.0	0.0	0.0	0.0	0.0	0.8215434093152624	0.026759356704928856	0.0
PD3890a_non-exome	CC>GG	0.010825587489865682	0.0	0.0	0.0	0.0	0.0	0.7523458005084948	0.23682861200163952	0.0
PD3890a_non-exome	CC>GT	0.008432767802394624	0.0	0.0	0.0	0.0	0.0	0.8747284358353512	0.11683879636225405	0.0
PD3890a_non-exome	CC>TA	0.08490345405531995	0.0	0.0	0.0	0.0	0.0	0.7216471295106731	0.19344941643400704	0.0
PD3890a_non-exome	CC>TG	0.0020442652370889756	0.0	0.0	0.0	0.0	0.0	0.9349117331890381	0.06304400157387297	0.0
PD3890a_non-exome	CC>TT	1.9510184147691853e-17	0.0	0.0	0.0	0.0	0.0	0.8994715070089191	0.10052849299108098	0.0
PD3890a_non-exome	CG>AT	0.10033812036966525	0.0	0.0	0.0	0.0	0.0	0.4326473487676589	0.46701453086267575	0.0
PD3890a_non-exome	CG>GC	0.33078579528955415	0.0	0.0	0.0	0.0	0.0	0.17315531039493512	0.4960588943155108	0.0
PD3890a_non-exome	CG>GT	0.10808124942717104	0.0	0.0	0.0	0.0	0.0	0.8169197685445965	0.07499898202823257	0.0
PD3890a_non-exome	CG>TA	1.2254815525352468e-15	0.0	0.0	0.0	0.0	0.0	0.449150450342429	0.5508495496575698	0.0
PD3890a_non-exome	CG>TC	0.15278581509794162	0.0	0.0	0.0	0.0	0.0	0.5146265017355283	0.3325876831665301	0.0
PD3890a_non-exome	CG>TT	0.2497389859339139	0.0	0.0	0.0	0.0	0.0	0.68586534453969	0.06439566952639617	0.0
PD3890a_non-exome	CT>AA	0.016243691661695665	0.0	0.0	0.0	0.0	0.0	0.8055418224016049	0.17821448593669936	0.0
PD3890a_non-exome	CT>AC	2.3456024528964212e-17	0.0	0.0	0.0	0.0	0.0	0.8824718359894765	0.11752816401052343	0.0
PD3890a_non-exome	CT>AG	0.012686297575344507	0.0	0.0	0.0	0.0	0.0	0.9421309953720424	0.0451827070526132	0.0
PD3890a_non-exome	CT>GA	0.0005423193675010116	0.0	0.0	0.0	0.0	0.0	0.655702407250804	0.34375527338169504	0.0
PD3890a_non-exome	CT>GC	0.013669250136493966	0.0	0.0	0.0	0.0	0.0	0.7493286128745594	0.23700213698894654	0.0
PD3890a_non-exome	CT>GG	0.006485454622665464	0.0	0.0	0.0	0.0	0.0	0.8602750449046714	0.13323950047266298	0.0
PD3890a_non-exome	CT>TA	0.026655146264449644	0.0	0.0	0.0	0.0	0.0	0.45045526073486575	0.5228895930006847	0.0
PD3890a_non-exome	CT>TC	0.0009508922588554564	0.0	0.0	0.0	0.0	0.0	0.939128532998091	0.05992057474305356	0.0
PD3890a_non-exome	CT>TG	0.010269541356757414	0.0	0.0	0.0	0.0	0.0	0.4100674674999781	0.5796629911432644	0.0
PD3890a_non-exome	GC>AA	0.02020874593269196	0.0	0.0	0.0	0.0	0.0	0.8312866600354197	0.1485045940318882	0.0
PD3890a_non-exome	GC>AG	0.0011219962566897726	0.0	0.0	0.0	0.0	0.0	0.8759349038321786	0.12294309991113156	0.0
PD3890a_non-exome	GC>AT	0.0025986306106898886	0.0	0.0	0.0	0.0	0.0	0.8291566386143463	0.16824473077496377	0.0
PD3890a_non-exome	GC>CA	0.005951764293463578	0.0	0.0	0.0	0.0	0.0	0.7888620920642208	0.20518614364231572	0.0
PD3890a_non-exome	GC>CG	0.004377953264312766	0.0	0.0	0.0	0.0	0.0	0.7598831149737344	0.23573893176195276	0.0
PD3890a_non-exome	GC>TA	0.006344148448135032	0.0	0.0	0.0	0.0	0.0	0.9837289897703957	0.009926861781469247	0.0
PD3890a_non-exome	TA>AT	0.004195528954807521	0.0	0.0	0.0	0.0	0.0	0.09563821326283013	0.9001662577823624	0.0
PD3890a_non-exome	TA>CG	0.0005369607001588721	0.0	0.0	0.0	0.0	0.0	0.32826964556426896	0.6711933937355722	0.0
PD3890a_non-exome	TA>CT	0.0005648665806599579	0.0	0.0	0.0	0.0	0.0	0.13483755500761607	0.864597578411724	0.0
PD3890a_non-exome	TA>GC	0.006755968182841814	0.0	0.0	0.0	0.0	0.0	0.12940144751960628	0.8638425842975518	0.0
PD3890a_non-exome	TA>GG	0.001348854525042222	0.0	0.0	0.0	0.0	0.0	0.3840342694528101	0.6146168760221475	0.0
PD3890a_non-exome	TA>GT	0.005211905301222874	0.0	0.0	0.0	0.0	0.0	0.16909663446618875	0.8256914602325884	0.0
PD3890a_non-exome	TC>AA	0.0021197567922772954	0.0	0.0	0.0	0.0	0.0	0.03222798478438328	0.9656522584233395	0.0
PD3890a_non-exome	TC>AG	0.001988083043451073	0.0	0.0	0.0	0.0	0.0	0.7066494200011557	0.2913624969553931	0.0
PD3890a_non-exome	TC>AT	7.879309238153748e-18	0.0	0.0	0.0	0.0	0.0	0.8340150762362849	0.16598492376371515	0.0
PD3890a_non-exome	TC>CA	0.004037146039473904	0.0	0.0	0.0	0.0	0.0	0.667844935661181	0.3281179182993453	0.0
PD3890a_non-exome	TC>CG	0.0002612090113930552	0.0	0.0	0.0	0.0	0.0	0.8832532255060147	0.11648556548259227	0.0
PD3890a_non-exome	TC>CT	0.015008085025884745	0.0	0.0	0.0	0.0	0.0	0.6856491540417984	0.29934276093231676	0.0
PD3890a_non-exome	TC>GA	0.02322646974104826	0.0	0.0	0.0	0.0	0.0	0.29925211085975945	0.6775214193991924	0.0
PD3890a_non-exome	TC>GG	0.0006781643271180714	0.0	0.0	0.0	0.0	0.0	0.7580281738915025	0.24129366178137943	0.0
PD3890a_non-exome	TC>GT	0.0012465554511646847	0.0	0.0	0.0	0.0	0.0	0.7088593864408492	0.289894058107986	0.0
PD3890a_non-exome	TG>AA	0.020152813244536365	0.0	0.0	0.0	0.0	0.0	0.41037066578834713	0.5694765209671165	0.0
PD3890a_non-exome	TG>AC	0.005304800950089423	0.0	0.0	0.0	0.0	0.0	0.653125727521603	0.3415694715283076	0.0
PD3890a_non-exome	TG>AT	0.012429812347465034	0.0	0.0	0.0	0.0	0.0	0.46874967519865046	0.5188205124538846	0.0
PD3890a_non-exome	TG>CA	0.001391529883295056	0.0	0.0	0.0	0.0	0.0	0.9122374865300913	0.08637098358661374	0.0
PD3890a_non-exome	TG>CC	0.0025564419194615213	0.0	0.0	0.0	0.0	0.0	0.9767521590385758	0.020691399041962634	0.0
PD3890a_non-exome	TG>CT	0.027673452853778435	0.0	0.0	0.0	0.0	0.0	0.5718081303183253	0.4005184168278963	0.0
PD3890a_non-exome	TG>GA	0.019265472251264636	0.0	0.0	0.0	0.0	0.0	0.060633306092651176	0.9201012216560843	0.0
PD3890a_non-exome	TG>GC	0.0379889228182181	0.0	0.0	0.0	0.0	0.0	0.6961876654853824	0.26582341169639956	0.0
PD3890a_non-exome	TG>GT	0.14457895680883912	0.0	0.0	0.0	0.0	0.0	0.42036264697396114	0.43505839621719966	0.0
PD3890a_non-exome	TT>AA	0.01084591428324715	0.0	0.0	0.0	0.0	0.0	0.41109438597609765	0.5780596997406551	0.0
PD3890a_non-exome	TT>AC	0.0023992850169169085	0.0	0.0	0.0	0.0	0.0	0.7287271044601455	0.26887361052293746	0.0
PD3890a_non-exome	TT>AG	0.0020375096475183916	0.0	0.0	0.0	0.0	0.0	0.45736239026362346	0.5406001000888581	0.0
PD3890a_non-exome	TT>CA	4.003388370632325e-17	0.0	0.0	0.0	0.0	0.0	0.9774484108845877	0.02255158911541233	0.0
PD3890a_non-exome	TT>CC	0.0002948435426262961	0.0	0.0	0.0	0.0	0.0	0.00012585267993981496	0.9995793037774339	0.0
PD3890a_non-exome	TT>CG	0.0005718325661204604	0.0	0.0	0.0	0.0	0.0	0.863462810856522	0.13596535657735737	0.0
PD3890a_non-exome	TT>GA	0.0036471931257541527	0.0	0.0	0.0	0.0	0.0	0.6200398871456417	0.37631291972860414	0.0
PD3890a_non-exome	TT>GC	5.8899347135158705e-05	0.0	0.0	0.0	0.0	0.0	0.6198383710123422	0.38010272964052283	0.0
PD3890a_non-exome	TT>GG	6.000869190645324e-15	0.0	0.0	0.0	0.0	0.0	0.0034192002870439544	0.9965807997129501	0.0
PD3904a_non-exome	AC>CA	0.9777683438724987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022231656127501387
PD3904a_non-exome	AC>CG	0.007506579024258748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9924934209757412
PD3904a_non-exome	AC>CT	0.017969646115952885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.982030353884047
PD3904a_non-exome	AC>GA	0.992153497725825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007846502274175118
PD3904a_non-exome	AC>GG	4.763253478627288e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999995237
PD3904a_non-exome	AC>GT	0.06452357714673891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935476422853261
PD3904a_non-exome	AC>TA	0.013232657672852411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9867673423271477
PD3904a_non-exome	AC>TG	0.0005223399752688389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9994776600247312
PD3904a_non-exome	AC>TT	0.29521602739703645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7047839726029635
PD3904a_non-exome	AT>CA	0.0006686058977012081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993313941022988
PD3904a_non-exome	AT>CC	4.763253478627288e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999995237
PD3904a_non-exome	AT>CG	4.763253478627288e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999995237
PD3904a_non-exome	AT>GA	0.012032355388003738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9879676446119962
PD3904a_non-exome	AT>GC	0.4005609098190738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5994390901809263
PD3904a_non-exome	AT>TA	0.03212240910776119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9678775908922388
PD3904a_non-exome	CC>AA	0.973843324304952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026156675695048058
PD3904a_non-exome	CC>AG	0.3406775708390165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6593224291609835
PD3904a_non-exome	CC>AT	0.7001434774749342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29985652252506584
PD3904a_non-exome	CC>GA	0.2780720758437747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7219279241562253
PD3904a_non-exome	CC>GG	0.9676635706433079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03233642935669204
PD3904a_non-exome	CC>GT	0.04798757749539361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9520124225046064
PD3904a_non-exome	CC>TA	0.4099995157312987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5900004842687012
PD3904a_non-exome	CC>TG	0.9846606544174602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015339345582539849
PD3904a_non-exome	CC>TT	6.211089165301068e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PD3904a_non-exome	CG>AT	0.05265637792816697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.947343622071833
PD3904a_non-exome	CG>GC	0.9768296269410608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023170373058939202
PD3904a_non-exome	CG>GT	0.9968011138152332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031988861847667732
PD3904a_non-exome	CG>TA	5.115837157205314e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999994
PD3904a_non-exome	CG>TC	0.995945497474996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004054502525003982
PD3904a_non-exome	CG>TT	0.9984282534856054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015717465143945879
PD3904a_non-exome	CT>AA	0.03761460305797544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9623853969420245
PD3904a_non-exome	CT>AC	6.042552668860664e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993
PD3904a_non-exome	CT>AG	0.0034695750132531606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9965304249867467
PD3904a_non-exome	CT>GA	0.002506966710763581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974930332892366
PD3904a_non-exome	CT>GC	0.028543479704313205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9714565202956869
PD3904a_non-exome	CT>GG	0.4736255151492916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5263744848507085
PD3904a_non-exome	CT>TA	0.05406060646182528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459393935381748
PD3904a_non-exome	CT>TC	0.9335228006184666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06647719938153344
PD3904a_non-exome	CT>TG	0.023372510121122823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9766274898788772
PD3904a_non-exome	GC>AA	0.08939368522410927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9106063147758907
PD3904a_non-exome	GC>AG	0.005044749305903537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9949552506940966
PD3904a_non-exome	GC>AT	0.019718642131264445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9802813578687356
PD3904a_non-exome	GC>CA	0.05948144809916493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9405185519008351
PD3904a_non-exome	GC>CG	0.8842829166016213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11571708339837883
PD3904a_non-exome	GC>TA	0.9896088511045248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01039114889547527
PD3904a_non-exome	TA>AT	0.20546616727984435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7945338327201557
PD3904a_non-exome	TA>CG	0.7219496102422132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27805038975778684
PD3904a_non-exome	TA>CT	0.0048480560090315965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9951519439909683
PD3904a_non-exome	TA>GC	0.9037483743620868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0962516256379133
PD3904a_non-exome	TA>GG	0.9086607137933976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09133928620660228
PD3904a_non-exome	TA>GT	0.39577671191737185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6042232880826282
PD3904a_non-exome	TC>AA	0.005246000108625172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9947539998913748
PD3904a_non-exome	TC>AG	0.005119575778427569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9948804242215724
PD3904a_non-exome	TC>AT	4.417128965965934e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PD3904a_non-exome	TC>CA	0.015056890968871235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9849431090311287
PD3904a_non-exome	TC>CG	0.44908119401911706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5509188059808828
PD3904a_non-exome	TC>CT	0.9995306467544604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046935324553969024
