Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H
PD3851a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3851a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.41599280955778456	0.5840071904422155
PD3890a_non-exome	AC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.5515306632347845	0.4484693367652154
PD3890a_non-exome	AC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.002093719710156569	0.9979062802898435
PD3890a_non-exome	AC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.6472080167169566	0.3527919832830434
PD3890a_non-exome	AC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	AC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.6674697758819662	0.3325302241180339
PD3890a_non-exome	AC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.8426868655638723	0.15731313443612766
PD3890a_non-exome	AC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0017837369779038666	0.9982162630220961
PD3890a_non-exome	AC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.7791425761460449	0.2208574238539551
PD3890a_non-exome	AT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.5112667310275819	0.48873326897241814
PD3890a_non-exome	AT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	AT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.22379290401783164	0.7762070959821683
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0003777862171929509	0.9996222137828071
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.7547855563596644	0.24521444364033568
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.9546264383067429	0.04537356169325719
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.6779930490839469	0.3220069509160532
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.3399048872998172	0.6600951127001828
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.9998277034815541	0.00017229651844588895
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.8907639947604261	0.10923600523957382
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.9013164987770705	0.09868350122292949
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.639987495332577	0.360012504667423
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.8174093229840995	0.18259067701590045
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.00038394949262961426	0.9996160505073706
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.6927808169614423	0.30721918303855766
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.00017199166504024472	0.9998280083349599
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.78198716924983	0.21801283075016992
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.6545849015685185	0.3454150984314815
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.99952408643896	0.0004759135610399902
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.539554897871975	0.46044510212802514
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0008415070289046224	0.9991584929710953
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.7312802479502835	0.26871975204971665
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.8242815994782104	0.17571840052178953
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.9049335574393288	0.09506644256067125
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	8.947524287848606e-05	0.9999105247571216
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.9362414926719216	0.06375850732807828
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.7543379174460864	0.24566208255391359
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.902456472170088	0.09754352782991203
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0001474804730456535	0.9998525195269544
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.6828425301004941	0.31715746989950594
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.49784994673853455	0.5021500532614653
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.00019704308418869312	0.9998029569158113
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.7547861268752936	0.24521387312470652
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.00029025014600405274	0.999709749853996
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0018978884377931664	0.9981021115622069
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.6624575915456165	0.33754240845438355
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.8758335878794252	0.12416641212057467
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.4775968972097016	0.5224031027902984
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.9999586090329182	4.139096708173388e-05
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0008339351965124595	0.9991660648034875
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.6438819696236157	0.35611803037638445
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.9998318362067622	0.00016816379323790536
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.7098799003636495	0.29012009963635055
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.43607530672969813	0.5639246932703018
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.6086903892310427	0.3913096107689573
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.658928394015169	0.3410716059848309
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.9794560597527864	0.020543940247213576
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.7385036963616999	0.26149630363830023
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.00033945157689536503	0.9996605484231046
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.5219382825962385	0.47806171740376147
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.6331473130811085	0.36685268691889145
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.8974470496601546	0.10255295033984531
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.6488159891567267	0.3511840108432733
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.9949420207467777	0.005057979253222234
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.6264682521071201	0.37353174789287985
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.8520299429121945	0.14797005708780545
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.6631017970482223	0.3368982029517777
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.7054394245295588	0.2945605754704413
PD3890a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0012368442929079852	0.9987631557070921
PD3890a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.6709860784563267	0.3290139215436733
PD3890a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.6973605802329157	0.3026394197670843
PD3890a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.003688370571713066	0.9963116294282869
PD3904a_non-exome	AC>CA	1.5091315806020837e-05	0.0	0.0	0.9999105169070265	7.439177716747482e-05	0.0	0.0	0.0
PD3904a_non-exome	AC>CG	5.4591694197589135e-05	0.0	0.0	0.999882425376573	6.298292922933085e-05	0.0	0.0	0.0
PD3904a_non-exome	AC>CT	0.14524677320325532	0.0	0.0	0.8161462918232287	0.03860693497351595	0.0	0.0	0.0
PD3904a_non-exome	AC>GA	0.3355759486958432	0.0	0.0	0.4046272926557175	0.2597967586484393	0.0	0.0	0.0
PD3904a_non-exome	AC>GG	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	AC>GT	2.695396611104024e-05	0.0	0.0	0.9998055227882715	0.00016752324561741228	0.0	0.0	0.0
PD3904a_non-exome	AC>TA	0.09529386378166872	0.0	0.0	0.6729568192894236	0.2317493169289077	0.0	0.0	0.0
PD3904a_non-exome	AC>TG	0.9970175349337138	0.0	0.0	0.0023879442961551155	0.0005945207701310711	0.0	0.0	0.0
PD3904a_non-exome	AC>TT	2.3126561522523285e-05	0.0	0.0	0.9643264869384072	0.03565038650007036	0.0	0.0	0.0
PD3904a_non-exome	AT>CA	4.82461744629045e-05	0.0	0.0	0.000528029392482404	0.9994237244330547	0.0	0.0	0.0
PD3904a_non-exome	AT>CC	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	AT>CG	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	AT>GA	0.2545638932033389	0.0	0.0	0.5002817993436333	0.24515430745302777	0.0	0.0	0.0
PD3904a_non-exome	AT>GC	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	AT>TA	0.21369654846650957	0.0	0.0	0.7066494051472884	0.07965404638620205	0.0	0.0	0.0
PD3904a_non-exome	CC>AA	0.25613606314220333	0.0	0.0	0.7265473432376858	0.01731659362011091	0.0	0.0	0.0
PD3904a_non-exome	CC>AG	0.23083203528200502	0.0	0.0	0.7019236579387421	0.06724430677925287	0.0	0.0	0.0
PD3904a_non-exome	CC>AT	0.5376261921129499	0.0	0.0	0.34570794865082993	0.11666585923622011	0.0	0.0	0.0
PD3904a_non-exome	CC>GA	0.21096901662247666	0.0	0.0	0.7313635953324366	0.05766738804508673	0.0	0.0	0.0
PD3904a_non-exome	CC>GG	2.2625290383442573e-05	0.0	0.0	0.9162948105434889	0.08368256416612752	0.0	0.0	0.0
PD3904a_non-exome	CC>GT	0.11024559906048872	0.0	0.0	0.7531519952255523	0.136602405713959	0.0	0.0	0.0
PD3904a_non-exome	CC>TA	0.9200811778747883	0.0	0.0	0.00017790259459171602	0.07974091953062006	0.0	0.0	0.0
PD3904a_non-exome	CC>TG	0.064390529697605	0.0	0.0	0.8311469173080467	0.10446255299434841	0.0	0.0	0.0
PD3904a_non-exome	CC>TT	0.2455402528516405	0.0	0.0	0.5168996500063844	0.23756009714197512	0.0	0.0	0.0
PD3904a_non-exome	CG>AT	0.0006181596812000306	0.0	0.0	0.0036829074128171004	0.9956989329059829	0.0	0.0	0.0
PD3904a_non-exome	CG>GC	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	CG>GT	0.9955151605068765	0.0	0.0	0.004217351984410976	0.0002674875087125304	0.0	0.0	0.0
PD3904a_non-exome	CG>TA	7.019939289293585e-06	0.0	0.0	0.9999381837677344	5.479629297642511e-05	0.0	0.0	0.0
PD3904a_non-exome	CG>TC	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	CG>TT	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	CT>AA	0.0487510013146993	0.0	0.0	0.9262891214323212	0.02495987725297946	0.0	0.0	0.0
PD3904a_non-exome	CT>AC	0.9971133202359301	0.0	0.0	0.0023137037909770615	0.0005729759730928039	0.0	0.0	0.0
PD3904a_non-exome	CT>AG	0.06959484486814263	0.0	0.0	0.35595830472700857	0.5744468504048489	0.0	0.0	0.0
PD3904a_non-exome	CT>GA	0.19756962566535255	0.0	0.0	0.7631729385034757	0.039257435831171764	0.0	0.0	0.0
PD3904a_non-exome	CT>GC	1.0448136672728694e-05	0.0	0.0	0.9999801054542231	9.44640910422708e-06	0.0	0.0	0.0
PD3904a_non-exome	CT>GG	0.05403280364960069	0.0	0.0	0.9459267551737015	4.044117669786725e-05	0.0	0.0	0.0
PD3904a_non-exome	CT>TA	0.06522021063576804	0.0	0.0	0.8604324301536995	0.07434735921053248	0.0	0.0	0.0
PD3904a_non-exome	CT>TC	0.01962837177146423	0.0	0.0	0.9182535992902732	0.06211802893826263	0.0	0.0	0.0
PD3904a_non-exome	CT>TG	4.453116103122003e-06	0.0	0.0	0.9999586986605118	3.684822338515109e-05	0.0	0.0	0.0
PD3904a_non-exome	GC>AA	0.24811292305181273	0.0	0.0	0.4112580277818742	0.34062904916631304	0.0	0.0	0.0
PD3904a_non-exome	GC>AG	0.5468538572522066	0.0	0.0	0.0	0.45314614274779347	0.0	0.0	0.0
PD3904a_non-exome	GC>AT	0.5329708197212705	0.0	0.0	0.00021496918667250685	0.46681421109205706	0.0	0.0	0.0
PD3904a_non-exome	GC>CA	6.621824168292085e-05	0.0	0.0	0.7600311734314883	0.23990260832682883	0.0	0.0	0.0
PD3904a_non-exome	GC>CG	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	GC>TA	0.03614006996284575	0.0	0.0	0.6148593816240903	0.349000548413064	0.0	0.0	0.0
PD3904a_non-exome	TA>AT	1.6064757943645513e-05	0.0	0.0	0.8006497224768826	0.19933421276517369	0.0	0.0	0.0
PD3904a_non-exome	TA>CG	7.10835491824568e-05	0.0	0.0	0.9997352923130887	0.0001936241377288511	0.0	0.0	0.0
PD3904a_non-exome	TA>CT	0.0599759292744269	0.0	0.0	0.940002438920596	2.1631804977196835e-05	0.0	0.0	0.0
PD3904a_non-exome	TA>GC	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	TA>GG	0.05445040200422628	0.0	0.0	0.8001612082848559	0.1453883897109177	0.0	0.0	0.0
PD3904a_non-exome	TA>GT	0.035884531030428046	0.0	0.0	0.964098701493171	1.6767476401001754e-05	0.0	0.0	0.0
PD3904a_non-exome	TC>AA	0.08236779650939859	0.0	0.0	0.7756817243291187	0.14195047916148268	0.0	0.0	0.0
PD3904a_non-exome	TC>AG	0.3094957301370908	0.0	0.0	0.6904964027666242	7.867096284978127e-06	0.0	0.0	0.0
PD3904a_non-exome	TC>AT	0.08103874786787849	0.0	0.0	0.734319382046346	0.18464187008577554	0.0	0.0	0.0
PD3904a_non-exome	TC>CA	0.04500969507922845	0.0	0.0	0.924502848870081	0.030487456050690406	0.0	0.0	0.0
PD3904a_non-exome	TC>CG	0.05603280091808999	0.0	0.0	0.943955252502856	1.1946579054073964e-05	0.0	0.0	0.0
PD3904a_non-exome	TC>CT	0.15820772597807814	0.0	0.0	0.8417922740219219	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>GA	0.49063910668850047	0.0	0.0	3.3170543905071626e-05	0.5093277227675945	0.0	0.0	0.0
PD3904a_non-exome	TC>GG	0.08124069982441036	0.0	0.0	0.9187445196191765	1.478055641316255e-05	0.0	0.0	0.0
PD3904a_non-exome	TC>GT	2.483973629839852e-06	0.0	0.0	0.9221058571506698	0.07789165887570033	0.0	0.0	0.0
PD3904a_non-exome	TG>AA	0.47159946526290375	0.0	0.0	0.42630809973337597	0.10209243500372031	0.0	0.0	0.0
PD3904a_non-exome	TG>AC	0.9964205584611701	0.0	0.0	0.0030308257804344506	0.000548615758395403	0.0	0.0	0.0
PD3904a_non-exome	TG>AT	0.14012477891998634	0.0	0.0	0.797938799497123	0.06193642158289068	0.0	0.0	0.0
PD3904a_non-exome	TG>CA	0.04701152978133066	0.0	0.0	0.9145912519166242	0.038397218302045184	0.0	0.0	0.0
PD3904a_non-exome	TG>CC	0.06239306136570565	0.0	0.0	0.28390556415779594	0.6537013744764983	0.0	0.0	0.0
PD3904a_non-exome	TG>CT	0.06900927335223989	0.0	0.0	0.6801724481543068	0.25081827849345334	0.0	0.0	0.0
PD3904a_non-exome	TG>GA	0.07899886064640266	0.0	0.0	0.7651328323752764	0.15586830697832102	0.0	0.0	0.0
PD3904a_non-exome	TG>GC	4.6173659997567964e-05	0.0	0.0	0.9998635576058348	9.026873416762223e-05	0.0	0.0	0.0
PD3904a_non-exome	TG>GT	0.028900034744377898	0.0	0.0	0.9710954200357871	4.545219835057218e-06	0.0	0.0	0.0
PD3904a_non-exome	TT>AA	0.03636550326604494	0.0	0.0	0.9636271561418552	7.3405920998702805e-06	0.0	0.0	0.0
PD3904a_non-exome	TT>AC	5.1542142439783176e-05	0.0	0.0	0.9998368988585943	0.00011155899896599415	0.0	0.0	0.0
PD3904a_non-exome	TT>AG	0.9934760572269364	0.0	0.0	0.005607145905937498	0.0009167968671260097	0.0	0.0	0.0
PD3904a_non-exome	TT>CA	0.06389008445587811	0.0	0.0	0.8233216444903773	0.11278827105374467	0.0	0.0	0.0
PD3904a_non-exome	TT>CC	0.9940630551026788	0.0	0.0	0.004380336640551323	0.0015566082567699073	0.0	0.0	0.0
PD3904a_non-exome	TT>CG	0.9944115329167486	0.0	0.0	0.004713508647318975	0.0008749584359324773	0.0	0.0	0.0
PD3904a_non-exome	TT>GA	0.07935799785227737	0.0	0.0	0.7836910654397805	0.13695093670794217	0.0	0.0	0.0
PD3904a_non-exome	TT>GC	0.04137284008861417	0.0	0.0	0.7660172130123601	0.1926099468990257	0.0	0.0	0.0
PD3904a_non-exome	TT>GG	0.9916543544925439	0.0	0.0	0.006781115811910959	0.0015645296955451588	0.0	0.0	0.0
PD3905a_non-exome	AC>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3905a_non-exome	AC>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3905a_non-exome	AC>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3905a_non-exome	AC>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3905a_non-exome	AC>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3905a_non-exome	AC>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PD3905a_non-exome	AC>TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
