Sample Names	MutationType	DBS2	DBS4	DBS6	DBS11	DBS13	DBS17	DBS18	DBS78G	DBS78I	DBS78K	DBS78L	DBS78N
PD3890a_non-exome	AT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.9969430247816546	0.0	0.0030569752183453214	0.0	0.0	0.0
PD3890a_non-exome	AT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.9925479765234212	0.0	0.007452023476578807	0.0	0.0	0.0
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.24668013396745586	0.0	0.7533198660325441	0.0	0.0	0.0
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.9888496251678713	0.0	0.01115037483212874	0.0	0.0	0.0
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.6000025135562391	0.0	0.399997486443761	0.0	0.0	0.0
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.212368152702292	0.0	0.787631847297708	0.0	0.0	0.0
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.5271372453863309	0.0	0.4728627546136692	0.0	0.0	0.0
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.75901926240533	0.0	0.24098073759466998	0.0	0.0	0.0
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.3731406722803419	0.0	0.626859327719658	0.0	0.0	0.0
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.9992093664099361	0.0	0.0007906335900638569	0.0	0.0	0.0
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.2073598972944594	0.0	0.7926401027055406	0.0	0.0	0.0
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.8058051933840309	0.0	0.19419480661596916	0.0	0.0	0.0
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.9997338451889035	0.0	0.00026615481109657874	0.0	0.0	0.0
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.45536582032280776	0.0	0.5446341796771923	0.0	0.0	0.0
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.09229489909282788	0.0	0.9077051009071722	0.0	0.0	0.0
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.8523703775544917	0.0	0.14762962244550826	0.0	0.0	0.0
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.9971525471036856	0.0	0.002847452896314369	0.0	0.0	0.0
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.008175587606892508	0.0	0.9918244123931074	0.0	0.0	0.0
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.9954015536255642	0.0	0.004598446374435761	0.0	0.0	0.0
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.9978138368396081	0.0	0.0021861631603918605	0.0	0.0	0.0
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.453917280281198	0.0	0.546082719718802	0.0	0.0	0.0
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.7642603528269964	0.0	0.23573964717300355	0.0	0.0	0.0
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.4741410173134877	0.0	0.5258589826865124	0.0	0.0	0.0
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.40033456404331924	0.0	0.5996654359566808	0.0	0.0	0.0
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.9966785664567528	0.0	0.0033214335432472306	0.0	0.0	0.0
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.28622035654517075	0.0	0.7137796434548291	0.0	0.0	0.0
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.28143540648171494	0.0	0.718564593518285	0.0	0.0	0.0
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.5607763492707339	0.0	0.43922365072926595	0.0	0.0	0.0
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.1454683867784544	0.0	0.8545316132215456	0.0	0.0	0.0
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.7034979826626616	0.0	0.29650201733733833	0.0	0.0	0.0
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.6369089379920325	0.0	0.36309106200796754	0.0	0.0	0.0
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.8581418214525216	0.0	0.1418581785474784	0.0	0.0	0.0
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.1968488032713819	0.0	0.803151196728618	0.0	0.0	0.0
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.9971265689509983	0.0	0.002873431049001673	0.0	0.0	0.0
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.9997561382794131	0.0	0.00024386172058691916	0.0	0.0	0.0
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.3874754400222946	0.0	0.6125245599777053	0.0	0.0	0.0
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.2799967278491202	0.0	0.7200032721508798	0.0	0.0	0.0
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.2916571183828046	0.0	0.7083428816171954	0.0	0.0	0.0
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.9791888825405244	0.0	0.02081111745947571	0.0	0.0	0.0
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0955334795060266	0.0	0.9044665204939735	0.0	0.0	0.0
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.9993557424163315	0.0	0.0006442575836684513	0.0	0.0	0.0
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.021737911468842082	0.0	0.978262088531158	0.0	0.0	0.0
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.9997670127055911	0.0	0.00023298729440894529	0.0	0.0	0.0
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.7769921836551825	0.0	0.22300781634481742	0.0	0.0	0.0
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.35442583705020897	0.0	0.645574162949791	0.0	0.0	0.0
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.9985111946831152	0.0	0.0014888053168847035	0.0	0.0	0.0
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.9032730153278754	0.0	0.09672698467212461	0.0	0.0	0.0
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.04775201341108897	0.0	0.9522479865889111	0.0	0.0	0.0
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.9979472524641715	0.0	0.002052747535828414	0.0	0.0	0.0
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.1879584682008872	0.0	0.8120415317991129	0.0	0.0	0.0
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.5507605804825361	0.0	0.44923941951746404	0.0	0.0	0.0
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.9987646438242697	0.0	0.0012353561757304234	0.0	0.0	0.0
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.2883371629286129	0.0	0.7116628370713871	0.0	0.0	0.0
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.4318122715854172	0.0	0.5681877284145829	0.0	0.0	0.0
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.9988706481579334	0.0	0.0011293518420666395	0.0	0.0	0.0
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.44129770645269645	0.0	0.5587022935473036	0.0	0.0	0.0
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.9930709071244526	0.0	0.0069290928755473295	0.0	0.0	0.0
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.11506392422395235	0.0	0.8849360757760477	0.0	0.0	0.0
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.9993454885395331	0.0	0.0006545114604669665	0.0	0.0	0.0
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.8099165885043949	0.0	0.19008341149560504	0.0	0.0	0.0
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.9996958211225314	0.0	0.0003041788774685188	0.0	0.0	0.0
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.4150510386955025	0.0	0.5849489613044975	0.0	0.0	0.0
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.9996854898926203	0.0	0.0003145101073797838	0.0	0.0	0.0
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.042570936590506384	0.0	0.9574290634094935	0.0	0.0	0.0
PD3890a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.9987963719273987	0.0	0.0012036280726013264	0.0	0.0	0.0
PD3890a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.9959076293532635	0.0	0.004092370646736397	0.0	0.0	0.0
PD3890a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.9984454930837673	0.0	0.001554506916232811	0.0	0.0	0.0
PD3890a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.07202632627884675	0.0	0.9279736737211532	0.0	0.0	0.0
PD3904a_non-exome	AC>CA	0.050958876697756984	0.26551721479749296	0.23451743440806827	0.0	0.4490064740966819	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CG	0.1388544980586394	0.10224061018680297	0.41389436493971593	0.0	0.3450105268148417	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CT	0.027129562977493377	8.428369979457995e-16	0.0334370759816667	0.0	0.9394333610408391	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GA	0.019613252466165063	0.17139501949004454	0.4594453778012459	0.0	0.3495463502425444	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GG	1.8076618239825386e-15	1.4300137549575507e-15	0.02917763550285552	0.0	0.9708223644971412	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GT	0.03914049159107803	7.366069810417242e-07	0.01193951128820027	0.0	0.9489192605137408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TA	0.11785298604256768	0.04760216441542079	0.5204097061722524	0.0	0.3141351433697592	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TG	0.000925133558242668	0.0036348199735616476	0.04226980748425861	0.0	0.953170238983937	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TT	0.10027168239534665	0.002602343738737853	0.07065901178027383	0.0	0.8264669620856416	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CA	0.005416424876032902	0.06179485013470512	0.010572092640386763	0.0	0.9222166323488752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CC	2.6341747705287706e-15	2.0808828769870383e-15	0.026118795968467664	0.0	0.9738812040315276	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CG	8.795285359785494e-13	9.389578163754638e-13	0.24838709677374182	0.0	0.7516129032244396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GA	0.036274769750275805	0.032929316941056476	0.2263363931708328	0.0	0.704459520137835	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GC	0.012073242150510899	0.01709313720253328	0.022968903115904094	0.0	0.9478647175310517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>TA	0.022790979496175548	0.10610591041071468	0.0708378144126671	0.0	0.8002652956804426	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AA	0.9999989165450845	4.548918523279277e-18	7.416361806703536e-18	0.0	1.083454915419625e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AG	0.5463824755673252	0.01923551928334972	0.29997557945486975	0.0	0.13440642569445538	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AT	0.5751937417238572	0.042506737142172145	0.0016301715612211183	0.0	0.38066934957274945	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GA	0.41787125869756986	0.039449507726091106	0.5423037982826153	0.0	0.00037543529372365567	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GG	0.03365067712025743	0.0025683460861831574	0.8758004521045543	0.0	0.08798052468900516	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GT	0.0280415396876941	0.0009583078241220709	0.05674303443006161	0.0	0.914257118058122	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TA	0.19812993899065268	0.0009908828780513512	0.017788038983133626	0.0	0.7830911391481623	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TG	0.012291923990745149	0.00020253452435834533	0.23055448645388707	0.0	0.7569510550310095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TT	2.7347426896070536e-14	2.1603271352517277e-14	3.522104775865764e-14	0.0	0.9999999999999158	0.0	0.0	0.0	0.0	0.0	0.0	0.0
