MutationType	ID83A	ID83B	ID83C	ID83D
2:Del:R:0	1.3086002266978387e-08	0.05829769181338511	0.08343422802553467	0.06366687051208639
2:Del:R:1	1.3173878462187834e-08	0.0027099422482271744	0.005175710798206031	0.00569580448753868
2:Del:R:2	1.384118094212757e-07	0.00041032554129980523	0.000272821217913588	0.0002717598048927054
2:Del:R:3	1.40534721637664e-07	0.0003917889703402011	0.0006578096931358838	0.00011276189552723951
2:Del:R:4	1.3522799982013112e-07	0.0005864242656251406	0.0013343776770852855	8.680842851542063e-06
2:Del:R:5	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
3:Del:R:0	8.512602214665322e-05	0.028744049478670302	0.03024732284836015	0.05434819512432417
3:Del:R:1	3.582997016119786e-08	0.0008857828648264269	0.0007495583106598739	0.005235534695360874
3:Del:R:2	1.0813428351260276e-07	0.0006268084938927387	0.00041166379778587723	0.0005190991660659468
3:Del:R:3	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
3:Del:R:4	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
3:Del:R:5	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
4:Del:R:0	1.2746203995976184e-08	0.01977157735880309	0.02380166529383132	0.01941655817242823
4:Del:R:1	9.113543827747132e-08	0.0007537744230968239	0.0004828698579937433	0.0005173811401126235
4:Del:R:2	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
4:Del:R:3	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
4:Del:R:4	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
4:Del:R:5	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
5:Del:R:0	1.4951746591500417e-08	2.710069419483337e-06	0.32771192987759906	0.0003781130477669297
5:Del:R:1	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
5:Del:R:2	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
5:Del:R:3	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
5:Del:R:4	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
5:Del:R:5	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
2:Ins:R:0	1.3665808632860413e-08	0.006901899107103304	0.004042061619899565	0.002760645789315201
2:Ins:R:1	1.8983046145057916e-08	0.004631313052061614	0.014178144504755134	0.002627957096362854
2:Ins:R:2	1.499525709528863e-08	0.0061049221088342875	0.00673134794381743	0.0025668463592315523
2:Ins:R:3	2.974930303878409e-07	3.201681279136892e-05	4.614392407044458e-05	0.0007796143251804703
2:Ins:R:4	8.134455088774454e-08	0.0008972027035189475	0.0003231261369061637	0.0014853858132170216
2:Ins:R:5	9.650498660344434e-07	0.0007115491135806451	0.0005757058089026639	0.0018267222313615623
3:Ins:R:0	1.5796771831351938e-08	0.002237568991157701	0.005188626366907556	0.0019078788987778594
3:Ins:R:1	1.7933934515212967e-08	0.0014222106093145707	0.0025002761223125464	0.00239933978820032
3:Ins:R:2	3.8250546907647734e-08	0.0009367374451653143	0.0013067385656540865	0.002432520323161687
3:Ins:R:3	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
3:Ins:R:4	1.7354318533335799e-07	0.00011376395636920241	0.000323453039375939	0.001293186979607223
3:Ins:R:5	4.386191683517874e-06	0.0007926616876697305	0.00039885129881440663	0.0016822818336246807
4:Ins:R:0	2.058232653941635e-08	0.0003744283948149037	0.003284512905035323	0.001108302150831264
4:Ins:R:1	1.4490215782814175e-08	0.00481502023669691	0.0034355643537916573	0.004624232290225431
4:Ins:R:2	3.459288223173947e-05	0.0005931268303889681	0.0008439835102763027	0.00030325225233506593
4:Ins:R:3	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
4:Ins:R:4	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
4:Ins:R:5	2.2021534462624004e-07	0.0003488697686284089	6.436966308077293e-05	0.0003574142083607512
5:Ins:R:0	1.3824232440266353e-08	0.004811185436806298	0.005173752504621613	0.002836178666361396
5:Ins:R:1	1.4640446721614353e-08	0.009422158316796707	0.00972850381567696	0.004872550436301518
5:Ins:R:2	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
5:Ins:R:3	6.119612782147972e-07	1.5239303949480625e-05	2.6284882672674333e-05	1.2412412350689314e-05
5:Ins:R:4	2.6422729971405563e-07	0.00011334921433482729	0.00015339653103486247	0.00045067528141563194
5:Ins:R:5	2.669593600401754e-07	0.00032940535648009475	0.00011747589836280289	0.0005527026485651731
2:Del:M:1	2.0423209316315174e-08	0.02473983819947314	0.02531311530589543	0.01587276673944018
3:Del:M:1	1.2588463575250823e-08	0.0234361399438896	0.01320944008764755	0.05001194186494994
3:Del:M:2	7.597263470178934e-09	0.008716554514834485	0.007217398754316188	0.015816646557429218
4:Del:M:1	2.023174611546589e-08	0.011513913596131076	0.014713910976646124	0.01508988575010477
4:Del:M:2	1.5423955919876184e-08	0.004223960570720919	0.005727704786628844	0.003699156818500171
4:Del:M:3	1.8515584798706185e-08	0.0008560504244158551	0.0007763858009639079	0.0024303595218839293
5:Del:M:1	1.2769716436119222e-08	0.012855963915488645	0.15923023591409827	0.012621955693898694
5:Del:M:2	1.2471470937451157e-08	0.007832023931719926	0.04927048866047699	0.0021142617003780135
5:Del:M:3	1.6425233972938712e-08	0.002435981511005281	0.012637208685676644	0.0004832725024745817
5:Del:M:4	1.716254569572584e-08	0.001676079213709869	0.00451298716840635	0.0004924658322996341
5:Del:M:5	4.780779849037723e-08	0.000927662661688089	0.002334097486770285	6.064831399802036e-05
