Sample Names	MutationType	DBS1	DBS2	DBS4	DBS6	DBS11	DBS13	DBS17	DBS18	DBS20	DBS78I	DBS78K	DBS78N	DBS78O
PD3851a_non-exome	CT>TC	0.0	0.0008777408219091912	0.0	0.0	0.0	0.0	0.9991222591780907	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>TG	0.0	0.006793681242328474	0.0	0.0	0.0	0.0	0.9932063187576714	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AA	0.0	0.016998305556120433	0.0	0.0	0.0	0.0	0.9830016944438796	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AG	0.0	0.007315695477179504	0.0	0.0	0.0	0.0	0.9926843045228206	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AT	0.0	0.00875529617611313	0.0	0.0	0.0	0.0	0.991244703823887	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>CA	0.0	0.03849461085832071	0.0	0.0	0.0	0.0	0.9615053891416794	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>CG	0.0	0.0719661791229951	0.0	0.0	0.0	0.0	0.9280338208770049	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>TA	0.0	0.034782076228516874	0.0	0.0	0.0	0.0	0.9652179237714833	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>AT	0.0	0.11857840350935053	0.0	0.0	0.0	0.0	0.8814215964906494	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>CG	0.0	0.0011103979584031216	0.0	0.0	0.0	0.0	0.9988896020415969	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>CT	0.0	0.007043217331838875	0.0	0.0	0.0	0.0	0.992956782668161	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GC	0.0	0.04782990707498589	0.0	0.0	0.0	0.0	0.952170092925014	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GG	0.0	0.005715867625238837	0.0	0.0	0.0	0.0	0.9942841323747612	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GT	0.0	0.0430612773238877	0.0	0.0	0.0	0.0	0.9569387226761124	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AA	0.0	0.010574454999499765	0.0	0.0	0.0	0.0	0.9894255450005002	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AG	0.0	0.269336427059935	0.0	0.0	0.0	0.0	0.7306635729400651	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AT	0.0	1.3621526061703207e-15	0.0	0.0	0.0	0.0	0.9999999999999987	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CA	0.0	0.05182385906926524	0.0	0.0	0.0	0.0	0.9481761409307348	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CG	0.0	0.0010145121309396992	0.0	0.0	0.0	0.0	0.9989854878690605	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CT	0.0	0.06485392013251606	0.0	0.0	0.0	0.0	0.935146079867484	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GA	0.0	0.05744909798010106	0.0	0.0	0.0	0.0	0.9425509020198989	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GG	0.0	0.014702815432742438	0.0	0.0	0.0	0.0	0.9852971845672575	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GT	0.0	0.08636051399789389	0.0	0.0	0.0	0.0	0.9136394860021061	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AA	0.0	0.13337566214222335	0.0	0.0	0.0	0.0	0.8666243378577766	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AC	0.0	0.03903886038445182	0.0	0.0	0.0	0.0	0.960961139615548	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AT	0.0	0.16806395262304458	0.0	0.0	0.0	0.0	0.8319360473769554	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CA	0.0	0.0004239301188839509	0.0	0.0	0.0	0.0	0.9995760698811161	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CC	0.0	0.0014699651232214352	0.0	0.0	0.0	0.0	0.9985300348767785	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CT	0.0	0.26052078988115024	0.0	0.0	0.0	0.0	0.7394792101188499	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GA	0.0	0.059469694303870835	0.0	0.0	0.0	0.0	0.940530305696129	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GC	0.0	0.01535574729256494	0.0	0.0	0.0	0.0	0.984644252707435	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GT	0.0	0.458684049851173	0.0	0.0	0.0	0.0	0.541315950148827	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AA	0.0	0.8971320323948067	0.0	0.0	0.0	0.0	0.10286796760519336	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AC	0.0	0.01219751754439069	0.0	0.0	0.0	0.0	0.9878024824556093	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AG	0.0	0.014191241574267899	0.0	0.0	0.0	0.0	0.985808758425732	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CA	0.0	1.2859475140367954e-16	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CC	0.0	0.25154755205402357	0.0	0.0	0.0	0.0	0.7484524479459763	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CG	0.0	0.0010210776399671283	0.0	0.0	0.0	0.0	0.9989789223600328	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GA	0.0	0.0023641729577605214	0.0	0.0	0.0	0.0	0.9976358270422395	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GC	0.0	3.631358364066454e-05	0.0	0.0	0.0	0.0	0.9999636864163592	0.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GG	0.0	3.762406015036178e-13	0.0	0.0	0.0	0.0	0.9999999999996237	0.0	0.0	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13909399414754667	0.0	0.0	0.8609060058524534	0.0	0.0
PD3890a_non-exome	AC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99503439468351	0.0	0.0	0.004965605316490024	0.0	0.0
PD3890a_non-exome	AC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6617711579147441	0.0	0.0	0.338228842085256	0.0	0.0
PD3890a_non-exome	AC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08542860495364286	0.0	0.0	0.9145713950463572	0.0	0.0
PD3890a_non-exome	AC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9970459691240608	0.0	0.0	0.0029540308759391804	0.0	0.0
PD3890a_non-exome	AC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9988232378420322	0.0	0.0	0.0011767621579678643	0.0	0.0
PD3890a_non-exome	AC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995705334240613	0.0	0.0	0.00042946657593869825	0.0	0.0
PD3890a_non-exome	AC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989518926148494	0.0	0.0	0.0010481073851506327	0.0	0.0
PD3890a_non-exome	AC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13811496636573659	0.0	0.0	0.8618850336342634	0.0	0.0
PD3890a_non-exome	AT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974756897735745	0.0	0.0	0.0025243102264255633	0.0	0.0
PD3890a_non-exome	AT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9919418208253635	0.0	0.0	0.008058179174636419	0.0	0.0
PD3890a_non-exome	AT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9804970258176098	0.0	0.0	0.019502974182390165	0.0	0.0
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9946156297509248	0.0	0.0	0.005384370249075263	0.0	0.0
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9709927121227993	0.0	0.0	0.029007287877200735	0.0	0.0
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983248367536558	0.0	0.0	0.0016751632463441843	0.0	0.0
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04891816003288545	0.0	0.0	0.9510818399671146	0.0	0.0
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37362256663130633	0.0	0.0	0.6263774333686938	0.0	0.0
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5610669728749019	0.0	0.0	0.4389330271250981	0.0	0.0
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11660275335946889	0.0	0.0	0.8833972466405311	0.0	0.0
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974156759903108	0.0	0.0	0.0025843240096892197	0.0	0.0
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07089952912275643	0.0	0.0	0.9291004708772436	0.0	0.0
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999000399251432	0.0	0.0	9.996007485684407e-05	0.0	0.0
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993055224432212	0.0	0.0	0.0006944775567787238	0.0	0.0
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18691748068688172	0.0	0.0	0.8130825193131184	0.0	0.0
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9830001777372059	0.0	0.0	0.01699982226279399	0.0	0.0
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6854682659268557	0.0	0.0	0.3145317340731443	0.0	0.0
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9929310519032708	0.0	0.0	0.0070689480967291215	0.0	0.0
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02413899530258224	0.0	0.0	0.9758610046974178	0.0	0.0
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9879090171015484	0.0	0.0	0.012090982898451591	0.0	0.0
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.994228995288405	0.0	0.0	0.005771004711595028	0.0	0.0
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999227213201245	0.0	0.0	7.727867987547755e-05	0.0	0.0
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9994494828570479	0.0	0.0	0.0005505171429520217	0.0	0.0
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9980139043619506	0.0	0.0	0.001986095638049529	0.0	0.0
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962060767818334	0.0	0.0	0.003793923218166598	0.0	0.0
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9903926065510238	0.0	0.0	0.009607393448976213	0.0	0.0
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04487600210744398	0.0	0.0	0.9551239978925561	0.0	0.0
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07475552620461953	0.0	0.0	0.9252444737953804	0.0	0.0
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992676710220307	0.0	0.0	0.000732328977969261	0.0	0.0
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974253874782775	0.0	0.0	0.0025746125217225024	0.0	0.0
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35284986974214555	0.0	0.0	0.6471501302578545	0.0	0.0
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992926425570329	0.0	0.0	0.0007073574429671578	0.0	0.0
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6134183014244571	0.0	0.0	0.386581698575543	0.0	0.0
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4230058740664419	0.0	0.0	0.576994125933558	0.0	0.0
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9924233155477089	0.0	0.0	0.007576684452291164	0.0	0.0
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9994012820344432	0.0	0.0	0.0005987179655568209	0.0	0.0
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12346411394657875	0.0	0.0	0.8765358860534214	0.0	0.0
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9949846923969455	0.0	0.0	0.005015307603054551	0.0	0.0
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058510554256772936	0.0	0.0	0.9414894457432271	0.0	0.0
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9466946526192423	0.0	0.0	0.05330534738075765	0.0	0.0
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9967255188362041	0.0	0.0	0.0032744811637959166	0.0	0.0
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9984498465243037	0.0	0.0	0.0015501534756963348	0.0	0.0
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02362563028400153	0.0	0.0	0.9763743697159986	0.0	0.0
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992794256868813	0.0	0.0	0.000720574313118755	0.0	0.0
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6699718574179263	0.0	0.0	0.3300281425820736	0.0	0.0
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2153752394332457	0.0	0.0	0.7846247605667543	0.0	0.0
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9950005099654272	0.0	0.0	0.004999490034572781	0.0	0.0
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2247387786940531	0.0	0.0	0.775261221305947	0.0	0.0
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02361993638282703	0.0	0.0	0.9763800636171729	0.0	0.0
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996489788768904	0.0	0.0	0.0035102112310960378	0.0	0.0
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16123183980171352	0.0	0.0	0.8387681601982865	0.0	0.0
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992088663188575	0.0	0.0	0.0007911336811425483	0.0	0.0
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9979412852151103	0.0	0.0	0.0020587147848896547	0.0	0.0
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23232444421253579	0.0	0.0	0.7676755557874642	0.0	0.0
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9998450640262349	0.0	0.0	0.0001549359737650547	0.0	0.0
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9966179627877085	0.0	0.0	0.003382037212291415	0.0	0.0
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999927703089	0.0	0.0	7.2296911705900185e-09	0.0	0.0
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9819530531496967	0.0	0.0	0.01804694685030322	0.0	0.0
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064612669049886025	0.0	0.0	0.9935387330950115	0.0	0.0
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9973325350678256	0.0	0.0	0.002667464932174422	0.0	0.0
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.362362671384795	0.0	0.0	0.6376373286152051	0.0	0.0
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991852117132876	0.0	0.0	0.0008147882867125323	0.0	0.0
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06771434499159278	0.0	0.0	0.9322856550084072	0.0	0.0
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991889972540703	0.0	0.0	0.0008110027459298018	0.0	0.0
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014657000116632384	0.0	0.0	0.9853429998833675	0.0	0.0
PD3890a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9977063870035175	0.0	0.0	0.0022936129964825675	0.0	0.0
PD3890a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9892307502059922	0.0	0.0	0.010769249794007755	0.0	0.0
PD3890a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08037318370715511	0.0	0.0	0.9196268162928449	0.0	0.0
PD3890a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026102223439228998	0.0	0.0	0.9738977765607709	0.0	0.0
PD3904a_non-exome	AC>CA	0.0	0.050958876697756984	0.26551721479749296	0.23451743440806827	0.0	0.4490064740966819	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CG	0.0	0.1388544980586394	0.10224061018680297	0.41389436493971593	0.0	0.3450105268148417	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CT	0.0	0.027129562977493377	8.428369979457995e-16	0.0334370759816667	0.0	0.9394333610408391	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GA	0.0	0.019613252466165063	0.17139501949004454	0.4594453778012459	0.0	0.3495463502425444	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GG	0.0	1.8076618239825386e-15	1.4300137549575507e-15	0.02917763550285552	0.0	0.9708223644971412	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GT	0.0	0.03914049159107803	7.366069810417242e-07	0.01193951128820027	0.0	0.9489192605137408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TA	0.0	0.11785298604256768	0.04760216441542079	0.5204097061722524	0.0	0.3141351433697592	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TG	0.0	0.000925133558242668	0.0036348199735616476	0.04226980748425861	0.0	0.953170238983937	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TT	0.0	0.10027168239534665	0.002602343738737853	0.07065901178027383	0.0	0.8264669620856416	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CA	0.0	0.005416424876032902	0.06179485013470512	0.010572092640386763	0.0	0.9222166323488752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CC	0.0	2.6341747705287706e-15	2.0808828769870383e-15	0.026118795968467664	0.0	0.9738812040315276	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CG	0.0	8.795285359785494e-13	9.389578163754638e-13	0.24838709677374182	0.0	0.7516129032244396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GA	0.0	0.036274769750275805	0.032929316941056476	0.2263363931708328	0.0	0.704459520137835	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GC	0.0	0.012073242150510899	0.01709313720253328	0.022968903115904094	0.0	0.9478647175310517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>TA	0.0	0.022790979496175548	0.10610591041071468	0.0708378144126671	0.0	0.8002652956804426	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AA	0.0	0.9999989165450845	4.548918523279277e-18	7.416361806703536e-18	0.0	1.083454915419625e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
