Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J	DBS78K	DBS78L
PD3851a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5817973797946828	0.0	0.0	0.0	0.41820262020531723
PD3851a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5817973797946828	0.0	0.0	0.0	0.41820262020531723
PD3851a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.820285667836463	0.0	0.0	0.0	0.179714332163537
PD3851a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996126239202635	0.0	0.0	0.0	0.00038737607973651734
PD3851a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.935910500145516e-05	0.0	0.0	0.0	0.9999306408949985
PD3851a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996903288320834	0.0	0.0	0.0	0.0003096711679166448
PD3851a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4588631893402999	0.0	0.0	0.0	0.5411368106597
PD3851a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017166739002910848	0.0	0.0	0.0	0.999828332609971
PD3851a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004038499581614229	0.0	0.0	0.0	0.9959615004183857
PD3851a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5329149827469044	0.0	0.0	0.0	0.46708501725309554
PD3851a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39092813872593696	0.0	0.0	0.0	0.609071861274063
PD3851a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8738215692593928	0.0	0.0	0.0	0.12617843074060722
PD3851a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6698980408500045	0.0	0.0	0.0	0.33010195914999546
PD3851a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012491577937186521	0.0	0.0	0.0	0.9998750842206281
PD3851a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3071145058339157e-05	0.0	0.0	0.0	0.9999769288549417
PD3851a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5817973797946828	0.0	0.0	0.0	0.41820262020531723
PD3851a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002991261445477661	0.0	0.0	0.0	0.9997008738554523
PD3851a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3065855082633444	0.0	0.0	0.0	0.6934144917366556
PD3851a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5477536619428617	0.0	0.0	0.0	0.4522463380571382
PD3851a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4720738086971851	0.0	0.0	0.0	0.5279261913028149
PD3851a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5817973797946828	0.0	0.0	0.0	0.41820262020531723
PD3851a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5246988286654851	0.0	0.0	0.0	0.47530117133451477
PD3851a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999539988990521	0.0	0.0	0.0	0.00046001100947913034
PD3851a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8903188681888777	0.0	0.0	0.0	0.10968113181112239
PD3851a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7934358856258397	0.0	0.0	0.0	0.20656411437416033
PD3851a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8194147640012516	0.0	0.0	0.0	0.18058523599874834
PD3851a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6715304354716722	0.0	0.0	0.0	0.32846956452832776
PD3851a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47490437275311403	0.0	0.0	0.0	0.525095627246886
PD3851a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5745137145514385	0.0	0.0	0.0	0.4254862854485615
PD3851a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7803859330440731	0.0	0.0	0.0	0.21961406695592686
PD3851a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.568322927237264	0.0	0.0	0.0	0.4316770727627359
PD3851a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32011028883406006	0.0	0.0	0.0	0.6798897111659399
PD3851a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9994789723668162	0.0	0.0	0.0	0.00052102763318389
PD3851a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5895739176137427	0.0	0.0	0.0	0.41042608238625744
PD3851a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4589569061825412	0.0	0.0	0.0	0.5410430938174589
PD3851a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9859275673100436	0.0	0.0	0.0	0.014072432689956376
PD3851a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5030475269569801	0.0	0.0	0.0	0.49695247304302
PD3851a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8996780325981133	0.0	0.0	0.0	0.10032196740188665
PD3851a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5567079364905972	0.0	0.0	0.0	0.4432920635094028
PD3851a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005832578388908399	0.0	0.0	0.0	0.9994167421611092
PD3851a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3995780187867911	0.0	0.0	0.0	0.6004219812132089
PD3851a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4697314071509993	0.0	0.0	0.0	0.5302685928490006
PD3851a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5704390834823743	0.0	0.0	0.0	0.4295609165176257
PD3851a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2746500836580396	0.0	0.0	0.0	0.7253499163419604
PD3851a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6163272118114462	0.0	0.0	0.0	0.38367278818855377
PD3851a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5439563378959039	0.0	0.0	0.0	0.456043662104096
PD3851a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5275357869273578	0.0	0.0	0.0	0.47246421307264225
PD3851a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5817973797946828	0.0	0.0	0.0	0.41820262020531723
PD3851a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5774191100260477	0.0	0.0	0.0	0.4225808899739522
PD3851a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989646336682284	0.0	0.0	0.0	0.001035366331771582
PD3890a_non-exome	AC>CA	0.0	0.0	0.0	0.0	0.8024405983031467	0.0	0.0	0.0	0.0	0.0	0.0	0.19755940169685327
PD3890a_non-exome	AC>CG	0.0	0.0	0.0	0.0	0.9991895879210121	0.0	0.0	0.0	0.0	0.0	0.0	0.0008104120789879088
PD3890a_non-exome	AC>CT	0.0	0.0	0.0	0.0	0.9993750531200334	0.0	0.0	0.0	0.0	0.0	0.0	0.0006249468799666324
PD3890a_non-exome	AC>GA	0.0	0.0	0.0	0.0	0.9954025191931831	0.0	0.0	0.0	0.0	0.0	0.0	0.004597480806816997
PD3890a_non-exome	AC>GG	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	AC>GT	0.0	0.0	0.0	0.0	0.9994039894966015	0.0	0.0	0.0	0.0	0.0	0.0	0.0005960105033985025
PD3890a_non-exome	AC>TA	0.0	0.0	0.0	0.0	0.532354237646052	0.0	0.0	0.0	0.0	0.0	0.0	0.46764576235394795
PD3890a_non-exome	AC>TG	0.0	0.0	0.0	0.0	0.9990751802020026	0.0	0.0	0.0	0.0	0.0	0.0	0.0009248197979973451
PD3890a_non-exome	AC>TT	0.0	0.0	0.0	0.0	0.65990003142637	0.0	0.0	0.0	0.0	0.0	0.0	0.3400999685736299
PD3890a_non-exome	AT>CA	0.0	0.0	0.0	0.0	0.00020205687693753273	0.0	0.0	0.0	0.0	0.0	0.0	0.9997979431230625
PD3890a_non-exome	AT>CC	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	AT>CG	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.2195475469920712	0.0	0.0	0.0	0.0	0.0	0.0	0.7804524530079289
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.9994725123388652	0.0	0.0	0.0	0.0	0.0	0.0	0.0005274876611346872
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.9142219297113	0.0	0.0	0.0	0.0	0.0	0.0	0.08577807028870003
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.7871046313207765	0.0	0.0	0.0	0.0	0.0	0.0	0.21289536867922354
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.59194258114083	0.0	0.0	0.0	0.0	0.0	0.0	0.40805741885916996
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.8138934686190913	0.0	0.0	0.0	0.0	0.0	0.0	0.1861065313809088
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.9994390542239993	0.0	0.0	0.0	0.0	0.0	0.0	0.0005609457760006784
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.06580851049961392	0.0	0.0	0.0	0.0	0.0	0.0	0.934191489500386
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.9996825934944066	0.0	0.0	0.0	0.0	0.0	0.0	0.0003174065055934445
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.21497175644237948	0.0	0.0	0.0	0.0	0.0	0.0	0.7850282435576206
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.5493826526855666	0.0	0.0	0.0	0.0	0.0	0.0	0.45061734731443337
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.29047072249545525	0.0	0.0	0.0	0.0	0.0	0.0	0.7095292775045449
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	3.868639844049511e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.9999613136015595
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0001787202138929303	0.0	0.0	0.0	0.0	0.0	0.0	0.999821279786107
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.4374465539127216	0.0	0.0	0.0	0.0	0.0	0.0	0.5625534460872783
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.30595208107976984	0.0	0.0	0.0	0.0	0.0	0.0	0.6940479189202301
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.7061252187307736	0.0	0.0	0.0	0.0	0.0	0.0	0.2938747812692264
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.9983900962687544	0.0	0.0	0.0	0.0	0.0	0.0	0.0016099037312456428
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.9991653160395767	0.0	0.0	0.0	0.0	0.0	0.0	0.0008346839604233219
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.11240425927910186	0.0	0.0	0.0	0.0	0.0	0.0	0.8875957407208981
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.4300939461413216	0.0	0.0	0.0	0.0	0.0	0.0	0.5699060538586783
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	2.0856796352765508e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.9999791432036472
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.9992719988598238	0.0	0.0	0.0	0.0	0.0	0.0	0.000728001140176327
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.33602481042561533	0.0	0.0	0.0	0.0	0.0	0.0	0.6639751895743847
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.46209180521497856	0.0	0.0	0.0	0.0	0.0	0.0	0.5379081947850214
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.707444577200484	0.0	0.0	0.0	0.0	0.0	0.0	0.2925554227995159
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.4821771464284968	0.0	0.0	0.0	0.0	0.0	0.0	0.5178228535715031
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.00011081602232833986	0.0	0.0	0.0	0.0	0.0	0.0	0.9998891839776717
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.5837914833858613	0.0	0.0	0.0	0.0	0.0	0.0	0.4162085166141388
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.3652107847706674	0.0	0.0	0.0	0.0	0.0	0.0	0.6347892152293326
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.7728500671888532	0.0	0.0	0.0	0.0	0.0	0.0	0.22714993281114687
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.31186474482005405	0.0	0.0	0.0	0.0	0.0	0.0	0.6881352551799459
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.9991775569266811	0.0	0.0	0.0	0.0	0.0	0.0	0.0008224430733189875
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.7139802514875552	0.0	0.0	0.0	0.0	0.0	0.0	0.28601974851244477
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.5588465042822972	0.0	0.0	0.0	0.0	0.0	0.0	0.4411534957177028
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.7262193451803244	0.0	0.0	0.0	0.0	0.0	0.0	0.2737806548196757
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.6926067772686809	0.0	0.0	0.0	0.0	0.0	0.0	0.3073932227313191
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.9986638050891379	0.0	0.0	0.0	0.0	0.0	0.0	0.0013361949108620763
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	2.291177766489804e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.9999770882223352
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.4075895261988282	0.0	0.0	0.0	0.0	0.0	0.0	0.5924104738011717
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.9982801012669283	0.0	0.0	0.0	0.0	0.0	0.0	0.001719898733071602
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.47418624283315675	0.0	0.0	0.0	0.0	0.0	0.0	0.5258137571668433
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.9986444527868539	0.0	0.0	0.0	0.0	0.0	0.0	0.0013555472131461573
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.30156754716255985	0.0	0.0	0.0	0.0	0.0	0.0	0.6984324528374403
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.7519382809588399	0.0	0.0	0.0	0.0	0.0	0.0	0.2480617190411601
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.8889416256444518	0.0	0.0	0.0	0.0	0.0	0.0	0.11105837435554826
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.529596915586811	0.0	0.0	0.0	0.0	0.0	0.0	0.47040308441318895
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.9292008549069082	0.0	0.0	0.0	0.0	0.0	0.0	0.07079914509309189
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.35947427242264873	0.0	0.0	0.0	0.0	0.0	0.0	0.6405257275773512
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.6390761208383875	0.0	0.0	0.0	0.0	0.0	0.0	0.36092387916161256
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.9998416395458858	0.0	0.0	0.0	0.0	0.0	0.0	0.00015836045411412819
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.3911259383742713	0.0	0.0	0.0	0.0	0.0	0.0	0.6088740616257287
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.9979919298223128	0.0	0.0	0.0	0.0	0.0	0.0	0.0020080701776872493
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.5441052183442441	0.0	0.0	0.0	0.0	0.0	0.0	0.45589478165575587
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.23752588803472302	0.0	0.0	0.0	0.0	0.0	0.0	0.7624741119652769
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.24687604246981856	0.0	0.0	0.0	0.0	0.0	0.0	0.7531239575301815
PD3890a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.27098619367242044	0.0	0.0	0.0	0.0	0.0	0.0	0.7290138063275795
PD3890a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.29775548555026327	0.0	0.0	0.0	0.0	0.0	0.0	0.7022445144497368
PD3890a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.3092690570024569	0.0	0.0	0.0	0.0	0.0	0.0	0.6907309429975432
PD3890a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.9981294513248178	0.0	0.0	0.0	0.0	0.0	0.0	0.0018705486751823138
PD3904a_non-exome	AC>CA	0.0	0.9999689255124291	0.0	3.107448757093518e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CG	0.0	0.7934227975976217	0.0	0.2065772024023784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CT	0.0	0.7369765436918974	0.0	0.2630234563081027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GA	0.0	0.9999944468996754	0.0	5.553100324676505e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GG	0.0	0.8078607830297665	0.0	0.19213921697023353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GT	0.0	0.9999585389412458	0.0	4.14610587542087e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TA	0.0	0.6253545400612384	0.0	0.3746454599387617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TG	0.0	0.7020719319355296	0.0	0.2979280680644705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TT	0.0	0.7840953378747534	0.0	0.21590466212524653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CA	0.0	0.9998355118315861	0.0	0.00016448816841381923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CC	0.0	0.8078607830297665	0.0	0.19213921697023353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CG	0.0	0.8078607830297665	0.0	0.19213921697023353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GA	0.0	0.00021544407127886792	0.0	0.9997845559287211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GC	0.0	0.8078607830297665	0.0	0.19213921697023353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>TA	0.0	0.37303923994721966	0.0	0.6269607600527803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AA	0.0	0.7213322687968563	0.0	0.27866773120314364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AG	0.0	0.648675286809864	0.0	0.351324713190136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AT	0.0	0.31163291195648524	0.0	0.6883670880435148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GA	0.0	0.5876212863375293	0.0	0.4123787136624708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GG	0.0	0.7934554855415088	0.0	0.20654451445849123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GT	0.0	0.20366047409216997	0.0	0.7963395259078301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TA	0.0	0.199595789328784	0.0	0.8004042106712159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TG	0.0	0.7806986141489605	0.0	0.2193013858510395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TT	0.0	0.23158651855235657	0.0	0.7684134814476434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>AT	0.0	0.999954593282502	0.0	4.54067174981093e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>GC	0.0	0.8078607830297665	0.0	0.19213921697023353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>GT	0.0	0.8190701652499447	0.0	0.1809298347500553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>TA	0.0	0.8405158470471894	0.0	0.15948415295281063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
