Sample Names	MutationType	ID83A	ID83B	ID83C
TCGA-3C-AALI-01	1:Del:C:3	0.9377945820398657	0.0	0.062205417960134256
TCGA-3C-AALI-01	1:Del:C:4	0.5341112425476692	0.0	0.4658887574523308
TCGA-3C-AALI-01	1:Del:C:5	0.09877555470550932	0.0	0.9012244452944905
TCGA-3C-AALI-01	1:Del:T:0	0.0004323596181021894	0.0	0.9995676403818979
TCGA-3C-AALI-01	1:Del:T:1	0.6841794712389647	0.0	0.31582052876103534
TCGA-3C-AALI-01	1:Del:T:2	0.9999032093757521	0.0	9.679062424788627e-05
TCGA-3C-AALI-01	1:Del:T:3	0.8749113575272587	0.0	0.12508864247274135
TCGA-3C-AALI-01	1:Del:T:4	0.6020720100232453	0.0	0.39792798997675466
TCGA-3C-AALI-01	1:Del:T:5	0.14384596184798784	0.0	0.8561540381520122
TCGA-3C-AALI-01	1:Ins:C:0	9.140681897854856e-06	0.0	0.9999908593181022
TCGA-3C-AALI-01	1:Ins:C:1	1.1756186691222867e-06	0.0	0.9999988243813308
TCGA-3C-AALI-01	1:Ins:C:2	2.381879167740586e-06	0.0	0.9999976181208323
TCGA-3C-AALI-01	1:Ins:C:3	2.7697142813182078e-06	0.0	0.9999972302857187
TCGA-3C-AALI-01	1:Ins:C:4	2.026650538050483e-06	0.0	0.9999979733494619
TCGA-3C-AALI-01	1:Ins:C:5	2.1274024899670016e-07	0.0	0.9999997872597511
TCGA-3C-AALI-01	1:Ins:T:0	5.001762312382251e-06	0.0	0.9999949982376877
TCGA-3C-AALI-01	1:Ins:T:1	4.4211281417233417e-07	0.0	0.9999995578871859
TCGA-3C-AALI-01	1:Ins:T:2	5.872057261498044e-07	0.0	0.999999412794274
TCGA-3C-AALI-01	1:Ins:T:3	1.1727207657475056e-06	0.0	0.9999988272792342
TCGA-3C-AALI-01	1:Ins:T:4	3.4579534375186986e-06	0.0	0.9999965420465625
TCGA-3C-AALI-01	1:Ins:T:5	2.787118502140268e-08	0.0	0.999999972128815
TCGA-3C-AALI-01	2:Del:R:0	7.929449749478054e-08	0.0	0.9999999207055026
TCGA-3C-AALI-01	2:Del:R:1	6.3320699270684875e-06	0.0	0.9999936679300728
TCGA-3C-AALI-01	2:Del:R:2	0.0009142820388359351	0.0	0.999085717961164
TCGA-3C-AALI-01	2:Del:R:3	0.0004194013853833799	0.0	0.9995805986146166
TCGA-3C-AALI-01	2:Del:R:4	0.0004519600426218503	0.0	0.9995480399573782
TCGA-3C-AALI-01	2:Del:R:5	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	3:Del:R:0	0.002058922117396573	0.0	0.9979410778826034
TCGA-3C-AALI-01	3:Del:R:1	2.6219276354359706e-06	0.0	0.9999973780723646
TCGA-3C-AALI-01	3:Del:R:2	0.004730287137789723	0.0	0.9952697128622103
TCGA-3C-AALI-01	3:Del:R:3	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	3:Del:R:4	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	3:Del:R:5	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	4:Del:R:0	1.3272445675624798e-06	0.0	0.9999986727554324
TCGA-3C-AALI-01	4:Del:R:1	0.0001100625095012556	0.0	0.9998899374904986
TCGA-3C-AALI-01	4:Del:R:2	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	4:Del:R:3	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	4:Del:R:4	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	4:Del:R:5	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	5:Del:R:0	3.822558993265714e-07	0.0	0.9999996177441006
TCGA-3C-AALI-01	5:Del:R:1	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	5:Del:R:2	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	5:Del:R:3	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	5:Del:R:4	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	5:Del:R:5	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	2:Ins:R:0	5.819307306936372e-06	0.0	0.9999941806926931
TCGA-3C-AALI-01	2:Ins:R:1	2.3098442952944894e-06	0.0	0.9999976901557046
TCGA-3C-AALI-01	2:Ins:R:2	3.545637016175666e-06	0.0	0.9999964543629837
TCGA-3C-AALI-01	2:Ins:R:3	0.0004779780660918952	0.0	0.9995220219339082
TCGA-3C-AALI-01	2:Ins:R:4	0.004221610486848125	0.0	0.9957783895131519
TCGA-3C-AALI-01	2:Ins:R:5	4.0532633879801625e-05	0.0	0.9999594673661203
TCGA-3C-AALI-01	3:Ins:R:0	6.668701716518181e-06	0.0	0.9999933312982835
TCGA-3C-AALI-01	3:Ins:R:1	6.6488449165027976e-06	0.0	0.9999933511550835
TCGA-3C-AALI-01	3:Ins:R:2	7.0663921021895e-06	0.0	0.9999929336078978
TCGA-3C-AALI-01	3:Ins:R:3	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	3:Ins:R:4	0.00012407305623199832	0.0	0.999875926943768
TCGA-3C-AALI-01	3:Ins:R:5	5.7384695061699295e-05	0.0	0.9999426153049382
TCGA-3C-AALI-01	4:Ins:R:0	1.93841845256795e-05	0.0	0.9999806158154745
TCGA-3C-AALI-01	4:Ins:R:1	4.460421811114409e-06	0.0	0.9999955395781888
TCGA-3C-AALI-01	4:Ins:R:2	0.00012920374211966034	0.0	0.9998707962578802
TCGA-3C-AALI-01	4:Ins:R:3	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	4:Ins:R:4	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	4:Ins:R:5	0.0002845219817203587	0.0	0.9997154780182796
TCGA-3C-AALI-01	5:Ins:R:0	5.767256211527363e-06	0.0	0.9999942327437884
TCGA-3C-AALI-01	5:Ins:R:1	3.0453441252306523e-06	0.0	0.9999969546558747
TCGA-3C-AALI-01	5:Ins:R:2	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	5:Ins:R:3	0.037415897379544254	0.0	0.9625841026204556
TCGA-3C-AALI-01	5:Ins:R:4	0.0009121338280452775	0.0	0.9990878661719548
TCGA-3C-AALI-01	5:Ins:R:5	0.0004953011099999673	0.0	0.9995046988899999
TCGA-3C-AALI-01	2:Del:M:1	5.06546266012051e-07	0.0	0.9999994934537341
TCGA-3C-AALI-01	3:Del:M:1	1.5462062728261417e-07	0.0	0.9999998453793727
TCGA-3C-AALI-01	3:Del:M:2	9.244806092429372e-07	0.0	0.9999990755193908
TCGA-3C-AALI-01	4:Del:M:1	1.4516291905296827e-06	0.0	0.9999985483708095
TCGA-3C-AALI-01	4:Del:M:2	8.008501274127281e-06	0.0	0.9999919914987259
TCGA-3C-AALI-01	4:Del:M:3	0.015396616528081723	0.0	0.9846033834719182
TCGA-3C-AALI-01	5:Del:M:1	1.4269051151302638e-06	0.0	0.9999985730948848
TCGA-3C-AALI-01	5:Del:M:2	7.52121245961699e-06	0.0	0.9999924787875403
TCGA-3C-AALI-01	5:Del:M:3	1.535055137409379e-05	0.0	0.999984649448626
TCGA-3C-AALI-01	5:Del:M:4	1.2053446640984962e-05	0.0	0.999987946553359
TCGA-3C-AALI-01	5:Del:M:5	0.01847441808736712	0.0	0.9815255819126327
TCGA-3C-AALJ-01	1:Del:C:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:C:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:C:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:C:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:C:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:C:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:T:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:T:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:T:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:T:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:T:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Del:T:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:C:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:C:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:C:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:C:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:C:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:C:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:T:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:T:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:T:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:T:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:T:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	1:Ins:T:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Del:R:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Del:R:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Del:R:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Del:R:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Del:R:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Del:R:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Del:R:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Del:R:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Del:R:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Del:R:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Del:R:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Del:R:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:R:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:R:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:R:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:R:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:R:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:R:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:R:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:R:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:R:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:R:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:R:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:R:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Ins:R:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Ins:R:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Ins:R:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Ins:R:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Ins:R:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Ins:R:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Ins:R:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Ins:R:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Ins:R:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Ins:R:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Ins:R:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Ins:R:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Ins:R:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Ins:R:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Ins:R:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Ins:R:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Ins:R:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Ins:R:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Ins:R:0	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Ins:R:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Ins:R:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Ins:R:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Ins:R:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Ins:R:5	0.0	1.0	0.0
TCGA-3C-AALJ-01	2:Del:M:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Del:M:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	3:Del:M:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:M:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:M:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	4:Del:M:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:M:1	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:M:2	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:M:3	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:M:4	0.0	1.0	0.0
TCGA-3C-AALJ-01	5:Del:M:5	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:C:0	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:C:1	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:C:2	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:C:3	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:C:4	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:C:5	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:T:0	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:T:1	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:T:2	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:T:3	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:T:4	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Del:T:5	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:C:0	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:C:1	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:C:2	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:C:3	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:C:4	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:C:5	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:T:0	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:T:1	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:T:2	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:T:3	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:T:4	0.0	1.0	0.0
TCGA-3C-AALK-01	1:Ins:T:5	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Del:R:0	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Del:R:1	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Del:R:2	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Del:R:3	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Del:R:4	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Del:R:5	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Del:R:0	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Del:R:1	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Del:R:2	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Del:R:3	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Del:R:4	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Del:R:5	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:R:0	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:R:1	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:R:2	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:R:3	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:R:4	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:R:5	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:R:0	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:R:1	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:R:2	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:R:3	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:R:4	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:R:5	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Ins:R:0	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Ins:R:1	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Ins:R:2	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Ins:R:3	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Ins:R:4	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Ins:R:5	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Ins:R:0	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Ins:R:1	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Ins:R:2	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Ins:R:3	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Ins:R:4	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Ins:R:5	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Ins:R:0	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Ins:R:1	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Ins:R:2	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Ins:R:3	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Ins:R:4	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Ins:R:5	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Ins:R:0	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Ins:R:1	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Ins:R:2	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Ins:R:3	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Ins:R:4	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Ins:R:5	0.0	1.0	0.0
TCGA-3C-AALK-01	2:Del:M:1	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Del:M:1	0.0	1.0	0.0
TCGA-3C-AALK-01	3:Del:M:2	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:M:1	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:M:2	0.0	1.0	0.0
TCGA-3C-AALK-01	4:Del:M:3	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:M:1	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:M:2	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:M:3	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:M:4	0.0	1.0	0.0
TCGA-3C-AALK-01	5:Del:M:5	0.0	1.0	0.0
TCGA-4H-AAAK-01	1:Del:C:0	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:C:1	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:C:2	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:C:3	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:C:4	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:C:5	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:T:0	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:T:1	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:T:2	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:T:3	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:T:4	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Del:T:5	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:C:0	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:C:1	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:C:2	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:C:3	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:C:4	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:C:5	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:T:0	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:T:1	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:T:2	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:T:3	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:T:4	0.0	0.0	1.0
TCGA-4H-AAAK-01	1:Ins:T:5	0.0	0.0	1.0
TCGA-4H-AAAK-01	2:Del:R:0	0.0	0.0	1.0
TCGA-4H-AAAK-01	2:Del:R:1	0.0	0.0	1.0
TCGA-4H-AAAK-01	2:Del:R:2	0.0	0.0	1.0
TCGA-4H-AAAK-01	2:Del:R:3	0.0	0.0	1.0
TCGA-4H-AAAK-01	2:Del:R:4	0.0	0.0	1.0
