Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I
PD3851a_non-exome	CT>TC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	CT>TG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	GC>TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.8798192065554251	0.0	0.12018079344457493
PD3890a_non-exome	AC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.5769105737370346	0.0	0.42308942626296553
PD3890a_non-exome	AC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.7198562770467731	0.0	0.2801437229532268
PD3890a_non-exome	AC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0020859768810649383	0.0	0.9979140231189351
PD3890a_non-exome	AC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	AC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	AC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.35835010152179947	0.0	0.6416498984782005
PD3890a_non-exome	AC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.5415514534750292	0.0	0.4584485465249708
PD3890a_non-exome	AC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.9999007958973973	0.0	9.92041026026891e-05
PD3890a_non-exome	AT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.4400318533093127	0.0	0.5599681466906873
PD3890a_non-exome	AT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	AT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.6660114530480268	0.0	0.33398854695197333
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.646307323914284	0.0	0.35369267608571603
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.8893914396839003	0.0	0.1106085603160997
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.7684843731283628	0.0	0.23151562687163713
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.8731884008165292	0.0	0.12681159918347087
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.840691566248174	0.0	0.15930843375182605
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0021860304294945244	0.0	0.9978139695705056
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.4379268145958892	0.0	0.5620731854041107
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0002763136080076275	0.0	0.9997236863919925
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.5463033554040349	0.0	0.4536966445959651
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.8879900778972261	0.0	0.11200992210277395
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.6854508592312615	0.0	0.3145491407687385
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.5366372690932236	0.0	0.4633627309067764
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.34282234235204473	0.0	0.6571776576479553
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.3564803397235774	0.0	0.6435196602764226
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.5723929622025027	0.0	0.4276070377974973
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.34065467078109524	0.0	0.6593453292189048
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.6166678897845219	0.0	0.38333211021547814
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.5593023338308987	0.0	0.4406976661691013
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.9996424526915875	0.0	0.000357547308412535
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.9999824987153185	0.0	1.750128468146389e-05
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.3126915430589914	0.0	0.6873084569410086
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.37096494703055705	0.0	0.6290350529694431
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.40599747026503336	0.0	0.5940025297349666
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.6218527985623834	0.0	0.37814720143761654
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.9557852367304223	0.0	0.044214763269577705
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.3185574383021243	0.0	0.6814425616978758
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0007812007086841433	0.0	0.9992187992913159
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.4868165431943861	0.0	0.5131834568056138
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.002918400430171194	0.0	0.9970815995698288
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.9381004846595039	0.0	0.061899515340496106
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.00043169287308821844	0.0	0.9995683071269119
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.732678739564737	0.0	0.267321260435263
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.7633117565604353	0.0	0.23668824343956474
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	4.054043988550426e-05	0.0	0.9999594595601146
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.6554175017706539	0.0	0.3445824982293461
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.9999918097778403	0.0	8.190222159788283e-06
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.6002645267614319	0.0	0.3997354732385681
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.5828112856015056	0.0	0.41718871439849436
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.6905761996010354	0.0	0.30942380039896455
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.5412660426438235	0.0	0.4587339573561765
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.7179313540533828	0.0	0.2820686459466171
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.5504166073930241	0.0	0.44958339260697594
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.5573040047353122	0.0	0.4426959952646878
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.7621232100223145	0.0	0.2378767899776854
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.5763133487810173	0.0	0.42368665121898286
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.32534359127664775	0.0	0.6746564087233522
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.8817859544178116	0.0	0.11821404558218844
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.5378326150109529	0.0	0.462167384989047
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.9998690402306771	0.0	0.00013095976932289122
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.8955895975172258	0.0	0.10441040248277428
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.6720732500997293	0.0	0.32792674990027065
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.547402473332796	0.0	0.4525975266672041
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.779987704301912	0.0	0.22001229569808803
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.5411804108856317	0.0	0.4588195891143683
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.5184041771701009	0.0	0.48159582282989916
PD3890a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.999712520133641	0.0	0.00028747986635895803
PD3890a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.5635703837993545	0.0	0.4364296162006456
PD3890a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.5597975489892272	0.0	0.4402024510107728
PD3890a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.5516192015112552	0.0	0.4483807984887448
PD3904a_non-exome	AC>CA	0.0	0.0	2.3172429198649878e-05	0.0	0.026055853064783842	0.0	0.9023685138652313	0.0715524606407862	0.0
PD3904a_non-exome	AC>CG	0.0	0.0	0.03237462813510899	0.0	0.20628435936347347	0.0	0.5129864713233325	0.248354541178085	0.0
PD3904a_non-exome	AC>CT	0.0	0.0	0.16718278474330808	0.0	0.7069724341375379	0.0	0.0005891554501064153	0.12525562566904752	0.0
PD3904a_non-exome	AC>GA	0.0	0.0	0.42812647765735146	0.0	0.28422728405623293	0.0	0.00012071027199464243	0.28752552801442094	0.0
PD3904a_non-exome	AC>GG	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	AC>GT	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	AC>TA	0.0	0.0	0.24295920636690893	0.0	0.035720929105358894	0.0	0.6023784786898759	0.1189413858378562	0.0
PD3904a_non-exome	AC>TG	0.0	0.0	0.15361187065773466	0.0	0.5543265670526909	0.0	0.0003966225243360771	0.29166493976523833	0.0
PD3904a_non-exome	AC>TT	0.0	0.0	0.05544728153473073	0.0	9.767279242388219e-05	0.0	0.9444091126593518	4.5933013493600255e-05	0.0
PD3904a_non-exome	AT>CA	0.0	0.0	3.7211535779691494e-05	0.0	0.1442021076920229	0.0	0.8556021481262334	0.00015853264596418697	0.0
PD3904a_non-exome	AT>CC	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	AT>CG	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	AT>GA	0.0	0.0	0.12160518605110986	0.0	0.2672340692915325	0.0	0.0003848916677827128	0.610775852989575	0.0
PD3904a_non-exome	AT>GC	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	AT>TA	0.0	0.0	0.0002395328787146887	0.0	0.9973676254170879	0.0	0.0016158587109812795	0.0007769829932160716	0.0
PD3904a_non-exome	CC>AA	0.0	0.0	0.2292837478840554	0.0	0.2524309509041053	0.0	0.4133117308589114	0.10497357035292787	0.0
PD3904a_non-exome	CC>AG	0.0	0.0	0.10672969169131287	0.0	0.036811484413515456	0.0	0.6824964799564129	0.1739623439387587	0.0
PD3904a_non-exome	CC>AT	0.0	0.0	0.39501785697766445	0.0	0.029110458247700827	0.0	0.5251690856259522	0.050702599148682456	0.0
PD3904a_non-exome	CC>GA	0.0	0.0	0.12028804034420644	0.0	0.16665248158932064	0.0	0.5452187102303184	0.1678407678361545	0.0
PD3904a_non-exome	CC>GG	0.0	0.0	0.0001669027404551314	0.0	0.0007340377383127867	0.0	0.0017328168053053273	0.9973662427159268	0.0
PD3904a_non-exome	CC>GT	0.0	0.0	6.09944666202733e-06	0.0	0.019142418331052714	0.0	0.9315332852896709	0.049318196932614404	0.0
PD3904a_non-exome	CC>TA	0.0	0.0	0.8481589201406454	0.0	2.3224859404569722e-05	0.0	6.2640068798371e-05	0.1517552149311517	0.0
PD3904a_non-exome	CC>TG	0.0	0.0	0.9990739774366407	0.0	0.00013720281095133015	0.0	0.0005474290396380583	0.00024139071276992752	0.0
PD3904a_non-exome	CC>TT	0.0	0.0	0.06822855580232531	0.0	0.06869488908362863	0.0	0.8203353206723709	0.04274123444167523	0.0
PD3904a_non-exome	CG>AT	0.0	0.0	0.00034236148939659596	0.0	0.9938516369239835	0.0	0.004178902073751022	0.0016270995128689965	0.0
PD3904a_non-exome	CG>GC	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	CG>GT	0.0	0.0	0.3153610836372393	0.0	8.724186605083013e-05	0.0	0.00021961133234249102	0.6843320631643675	0.0
PD3904a_non-exome	CG>TA	0.0	0.0	3.1280408380191404e-05	0.0	0.10884659289364759	0.0	0.5635095736898919	0.3276125530080804	0.0
PD3904a_non-exome	CG>TC	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	CG>TT	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	CT>AA	0.0	0.0	0.23022593728762936	0.0	0.407261170855914	0.0	0.2328305240777135	0.12968236777874312	0.0
PD3904a_non-exome	CT>AC	0.0	0.0	0.6488054105702294	0.0	0.3498634494349241	0.0	0.000873398072714827	0.00045774192213166265	0.0
PD3904a_non-exome	CT>AG	0.0	0.0	6.609675567909362e-06	0.0	0.17538063978332502	0.0	0.6907910883677801	0.133821662173327	0.0
PD3904a_non-exome	CT>GA	0.0	0.0	0.05800079667715816	0.0	0.1146448044388085	0.0	0.6062998132823337	0.2210545856016994	0.0
PD3904a_non-exome	CT>GC	0.0	0.0	0.020925775044817508	0.0	0.24223950462513863	0.0	0.5375238845067775	0.19931083582326645	0.0
PD3904a_non-exome	CT>GG	0.0	0.0	1.352869993042084e-05	0.0	0.00011949077460395086	0.0	0.9997318274727863	0.00013515305267934642	0.0
PD3904a_non-exome	CT>TA	0.0	0.0	0.30154612059808394	0.0	0.05841962647347158	0.0	0.5428242311175095	0.09721002181093502	0.0
PD3904a_non-exome	CT>TC	0.0	0.0	2.019908700419014e-06	0.0	0.33499186188299196	0.0	0.6649705400295706	3.55781787370522e-05	0.0
PD3904a_non-exome	CT>TG	0.0	0.0	2.3252199185446772e-05	0.0	0.21560086528123076	0.0	0.7842686451706435	0.00010723734894009228	0.0
PD3904a_non-exome	GC>AA	0.0	0.0	0.20975256632231445	0.0	0.5529307792721035	0.0	0.15651677896582447	0.08079987543975749	0.0
PD3904a_non-exome	GC>AG	0.0	0.0	0.46119702671080404	0.0	0.06338258322125201	0.0	0.3276922883390538	0.14772810172889012	0.0
PD3904a_non-exome	GC>AT	0.0	0.0	6.207848582013026e-06	0.0	1.2554758895332344e-05	0.0	0.6592101629220608	0.3407710744704618	0.0
PD3904a_non-exome	GC>CA	0.0	0.0	1.1786066104571212e-05	0.0	0.22935243882519282	0.0	0.7705462133106178	8.956179808482938e-05	0.0
PD3904a_non-exome	GC>CG	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	GC>TA	0.0	0.0	0.48362450432563037	0.0	0.20597529602046918	0.0	0.0002789988479483505	0.3101212008059521	0.0
PD3904a_non-exome	TA>AT	0.0	0.0	0.06072047512314325	0.0	0.1463156985559224	0.0	0.48294881078740876	0.3100150155335257	0.0
PD3904a_non-exome	TA>CG	0.0	0.0	0.0002339668368272562	0.0	0.9965350593521815	0.0	0.0021268581259483626	0.001104115685042967	0.0
PD3904a_non-exome	TA>CT	0.0	0.0	0.00019242341517662281	0.0	0.009533953866106408	0.0	0.9298516345902305	0.06042198812848637	0.0
PD3904a_non-exome	TA>GC	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	TA>GG	0.0	0.0	0.0002964903764694561	0.0	0.9962405655502449	0.0	0.0023295822442188944	0.001133361829066872	0.0
PD3904a_non-exome	TA>GT	0.0	0.0	0.36176985947014606	0.0	0.25809386219916963	0.0	0.33623868365775184	0.043897594672932506	0.0
PD3904a_non-exome	TC>AA	0.0	0.0	0.08144323384540782	0.0	0.18667161935232984	0.0	0.5883600087081369	0.1435251380941255	0.0
PD3904a_non-exome	TC>AG	0.0	0.0	0.16738048038308123	0.0	0.6214691215627504	0.0	2.768975040856704e-05	0.21112270830375995	0.0
PD3904a_non-exome	TC>AT	0.0	0.0	0.22321162733830785	0.0	0.11609195070804879	0.0	0.5750574949875675	0.08563892696607588	0.0
PD3904a_non-exome	TC>CA	0.0	0.0	0.051204489424704715	0.0	0.06606491000655	0.0	0.8380698757560126	0.0446607248127328	0.0
PD3904a_non-exome	TC>CG	0.0	0.0	0.9941064487829612	0.0	0.0009869480176093203	0.0	0.00340510269771177	0.0015015005017176245	0.0
PD3904a_non-exome	TC>CT	0.0	0.0	0.3358298559769931	0.0	0.2127221150444852	0.0	0.30880889021023444	0.14263913876828724	0.0
PD3904a_non-exome	TC>GA	0.0	0.0	0.062050322313868034	0.0	0.32815126815487544	0.0	0.6097634519250698	3.495760618681576e-05	0.0
PD3904a_non-exome	TC>GG	0.0	0.0	0.03683115834296635	0.0	0.1843526502323291	0.0	0.5239656966783647	0.25485049474633986	0.0
PD3904a_non-exome	TC>GT	0.0	0.0	0.00014370863166987305	0.0	0.006923194314088627	0.0	0.949783171473805	0.0431499255804365	0.0
PD3904a_non-exome	TG>AA	0.0	0.0	0.2866255704941715	0.0	0.7126173270368479	0.0	0.00044009943757449563	0.00031700303140603055	0.0
PD3904a_non-exome	TG>AC	0.0	0.0	0.06852008132138336	0.0	0.1532168082873959	0.0	0.4984797377869348	0.27978337260428593	0.0
PD3904a_non-exome	TG>AT	0.0	0.0	0.17036200527841455	0.0	0.05549835243695249	0.0	0.44931214941049713	0.32482749287413587	0.0
PD3904a_non-exome	TG>CA	0.0	0.0	0.017514745806999108	0.0	0.2891797003111346	0.0	0.3728020565001226	0.3205034973817438	0.0
