Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J	DBS78K	DBS78L	DBS78M
PD3851a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.9999718401103324	0.0	0.0	0.0	0.0	2.8159889667629134e-05	0.0	0.0
PD3851a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.00015955546508299693	0.0	0.0	0.0	0.0	0.9998404445349169	0.0	0.0
PD3851a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.00017122159465394717	0.0	0.0	0.0	0.0	0.999828778405346	0.0	0.0
PD3851a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.3534460154123451	0.0	0.0	0.0	0.0	0.6465539845876549	0.0	0.0
PD3851a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.3446453977647144	0.0	0.0	0.0	0.0	0.6553546022352855	0.0	0.0
PD3851a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.00013871219264117887	0.0	0.0	0.0	0.0	0.999861287807359	0.0	0.0
PD3851a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	7.265932583340762e-05	0.0	0.0	0.0	0.0	0.9999273406741666	0.0	0.0
PD3851a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.3552212383478265	0.0	0.0	0.0	0.0	0.6447787616521735	0.0	0.0
PD3851a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.2611107775919512	0.0	0.0	0.0	0.0	0.7388892224080488	0.0	0.0
PD3851a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.37317954463453146	0.0	0.0	0.0	0.0	0.6268204553654686	0.0	0.0
PD3851a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.37712772067437894	0.0	0.0	0.0	0.0	0.6228722793256211	0.0	0.0
PD3851a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	9.956433350039647e-05	0.0	0.0	0.0	0.0	0.9999004356664997	0.0	0.0
PD3851a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.3759734804330431	0.0	0.0	0.0	0.0	0.6240265195669569	0.0	0.0
PD3851a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.363475191871758	0.0	0.0	0.0	0.0	0.6365248081282421	0.0	0.0
PD3851a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.3507186215216229	0.0	0.0	0.0	0.0	0.6492813784783772	0.0	0.0
PD3890a_non-exome	AC>CA	1.3906551994341392e-06	0.0	3.099767902996557e-06	0.0	0.0	0.0	0.0	0.0	0.9999955095768975	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CG	0.9979664615613991	0.0	0.0001600186590080682	0.0	0.0	0.0	0.0	0.0	0.001873519779592847	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CT	1.0810856020256874e-05	0.0	3.241445094097312e-05	0.0	0.0	0.0	0.0	0.0	0.9999567746930387	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>GA	0.01422511276569054	0.0	0.1239664445672818	0.0	0.0	0.0	0.0	0.0	0.8618084426670276	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>GG	0.02282643653037833	0.0	0.05985439745536981	0.0	0.0	0.0	0.0	0.0	0.9173191660142519	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>GT	0.023899792533941606	0.0	0.05467969871446454	0.0	0.0	0.0	0.0	0.0	0.9214205087515939	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>TA	0.014118389600261594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9858816103997383	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>TG	0.023043593106363485	0.0	0.06180163214006814	0.0	0.0	0.0	0.0	0.0	0.9151547747535683	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>TT	0.042584734133399874	0.0	7.691358923809e-06	0.0	0.0	0.0	0.0	0.0	0.9574075745076763	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>CA	0.019941066400342065	0.0	0.036397616889353564	0.0	0.0	0.0	0.0	0.0	0.9436613167103044	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>CC	0.022826425396234692	0.0	0.05985502972184948	0.0	0.0	0.0	0.0	0.0	0.9173185448819159	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>CG	0.02282642388350433	0.0	0.05985509202621008	0.0	0.0	0.0	0.0	0.0	0.9173184840902855	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>GA	4.3023465721275995e-05	0.0	0.9977770571891876	0.0	0.0	0.0	0.0	0.0	0.0021799193450912162	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>GC	0.02282643264570151	0.0	0.05985459604970631	0.0	0.0	0.0	0.0	0.0	0.9173189713045923	0.0	0.0	0.0	0.0
PD3890a_non-exome	AT>TA	3.9762926868733e-05	0.0	0.9986774180376969	0.0	0.0	0.0	0.0	0.0	0.0012828190354343993	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>AA	0.024341452942287112	0.0	0.5162475281113502	0.0	0.0	0.0	0.0	0.0	0.45941101894636266	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>AG	0.005075892968344689	0.0	0.12131992718886202	0.0	0.0	0.0	0.0	0.0	0.8736041798427933	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>AT	0.04357802590475819	0.0	0.24557754598249462	0.0	0.0	0.0	0.0	0.0	0.7108444281127472	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>GA	6.515827476257805e-30	0.0	0.17962385275377515	0.0	0.0	0.0	0.0	0.0	0.8203761472462248	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>GG	0.02266747676277047	0.0	0.06299360621023394	0.0	0.0	0.0	0.0	0.0	0.9143389170269955	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>GT	0.04020851771178318	0.0	0.040683857589168655	0.0	0.0	0.0	0.0	0.0	0.9191076246990482	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>TA	0.7333550402128012	0.0	0.2663291353959989	0.0	0.0	0.0	0.0	0.0	0.00031582439119996476	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>TG	0.9940427609021858	0.0	0.000559317274993374	0.0	0.0	0.0	0.0	0.0	0.005397921822820799	0.0	0.0	0.0	0.0
PD3890a_non-exome	CC>TT	0.23501424471633436	0.0	0.1050288881749601	0.0	0.0	0.0	0.0	0.0	0.6599568671087055	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>AT	0.02136392750030671	0.0	0.09274152116294407	0.0	0.0	0.0	0.0	0.0	0.8858945513367492	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>GC	0.022826426474682818	0.0	0.05985494670684348	0.0	0.0	0.0	0.0	0.0	0.9173186268184736	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>GT	0.00013829457622513056	0.0	0.9922489228594689	0.0	0.0	0.0	0.0	0.0	0.007612782564306089	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>TA	8.545638979314796e-06	0.0	1.0701997026291884e-05	0.0	0.0	0.0	0.0	0.0	0.9999807523639943	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>TC	0.022826426540453717	0.0	0.05985494399795757	0.0	0.0	0.0	0.0	0.0	0.9173186294615887	0.0	0.0	0.0	0.0
PD3890a_non-exome	CG>TT	0.02282642583680239	0.0	0.059854992277676815	0.0	0.0	0.0	0.0	0.0	0.9173185818855208	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>AA	0.15355559581048647	0.0	0.16872275911377146	0.0	0.0	0.0	0.0	0.0	0.6777216450757421	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>AC	0.019941811780238943	0.0	0.0597140961926743	0.0	0.0	0.0	0.0	0.0	0.9203440920270868	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>AG	1.6832749889640338e-06	0.0	0.16437551838581752	0.0	0.0	0.0	0.0	0.0	0.8356227983391935	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>GA	0.00010074179841079615	0.0	0.9967459413553565	0.0	0.0	0.0	0.0	0.0	0.00315331684623271	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>GC	0.9973409894343988	0.0	0.00021999516832589287	0.0	0.0	0.0	0.0	0.0	0.002439015397275423	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>GG	0.014759582521860075	0.0	0.06912274647670615	0.0	0.0	0.0	0.0	0.0	0.9161176710014337	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>TA	0.4127455015857653	0.0	6.989253638178067e-07	0.0	0.0	0.0	0.0	0.0	0.5872537994888709	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>TC	0.9985974838196794	0.0	6.24817444451362e-05	0.0	0.0	0.0	0.0	0.0	0.0013400344358755244	0.0	0.0	0.0	0.0
PD3890a_non-exome	CT>TG	0.01546465678657175	0.0	0.030384892668096353	0.0	0.0	0.0	0.0	0.0	0.954150450545332	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>AA	0.04969562576508657	0.0	0.3955011168948112	0.0	0.0	0.0	0.0	0.0	0.5548032573401022	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>AG	0.16884359791261833	0.0	0.48424588070739655	0.0	0.0	0.0	0.0	0.0	0.3469105213799851	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>AT	5.136114942942512e-07	0.0	0.07063554718229852	0.0	0.0	0.0	0.0	0.0	0.9293639392062071	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>CA	0.03089572380175927	0.0	6.605527368719586e-07	0.0	0.0	0.0	0.0	0.0	0.9691036156455038	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>CG	0.02282642638231179	0.0	0.05985489261535369	0.0	0.0	0.0	0.0	0.0	0.9173186810023346	0.0	0.0	0.0	0.0
PD3890a_non-exome	GC>TA	0.013965680068771049	0.0	0.03624683798116145	0.0	0.0	0.0	0.0	0.0	0.9497874819500675	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>AT	0.128912843776668	0.0	4.094825233758075e-06	0.0	0.0	0.0	0.0	0.0	0.8710830613980983	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>CG	0.022059614498230535	0.0	0.04983524482265461	0.0	0.0	0.0	0.0	0.0	0.9281051406791149	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>CT	3.1666719615963647e-07	0.0	8.065387540778935e-07	0.0	0.0	0.0	0.0	0.0	0.9999988767940496	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>GC	0.022826428752645705	0.0	0.05985487218373141	0.0	0.0	0.0	0.0	0.0	0.9173186990636228	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>GG	0.022162595295594504	0.0	0.03219736169520748	0.0	0.0	0.0	0.0	0.0	0.945640043009198	0.0	0.0	0.0	0.0
PD3890a_non-exome	TA>GT	0.017953376945000404	0.0	0.02863616679331366	0.0	0.0	0.0	0.0	0.0	0.9534104562616859	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>AA	0.006139703428850246	0.0	0.024652474841562643	0.0	0.0	0.0	0.0	0.0	0.9692078217295871	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>AG	0.4998452353001441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500154764699856	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>AT	0.30984466230802327	0.0	0.0705366899387485	0.0	0.0	0.0	0.0	0.0	0.6196186477532283	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>CA	0.08445279586959305	0.0	0.08156891298307935	0.0	0.0	0.0	0.0	0.0	0.8339782911473277	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>CG	0.020713543027387878	0.0	0.05224234189026312	0.0	0.0	0.0	0.0	0.0	0.927044115082349	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>CT	0.4915734175747173	0.0	0.5084265824252827	0.0	0.0	0.0	0.0	0.0	1.5612462812141087e-22	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>GA	5.218927082100755e-08	0.0	0.99988009260861	0.0	0.0	0.0	0.0	0.0	0.00011985520211919358	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>GG	0.48210940938084734	0.0	0.517403320684138	0.0	0.0	0.0	0.0	0.0	0.00048726993501470425	0.0	0.0	0.0	0.0
PD3890a_non-exome	TC>GT	0.009875989391689433	0.0	1.2313106288509579e-29	0.0	0.0	0.0	0.0	0.0	0.9901240106083105	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>AA	3.100889921683117e-05	0.0	0.9986357706553268	0.0	0.0	0.0	0.0	0.0	0.0013332204454563842	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>AC	7.48892689093054e-05	0.0	0.9971223825696207	0.0	0.0	0.0	0.0	0.0	0.0028027281614700084	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>AT	1.9261913503046944e-07	0.0	0.04764046492579635	0.0	0.0	0.0	0.0	0.0	0.9523593424550686	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>CA	0.5001492917538097	0.0	0.49973206353537925	0.0	0.0	0.0	0.0	0.0	0.00011864471081097646	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>CC	0.9977305226937772	0.0	0.0001518813307507006	0.0	0.0	0.0	0.0	0.0	0.0021175959754721066	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>CT	1.0835770351707128e-42	0.0	0.5090013969541769	0.0	0.0	0.0	0.0	0.0	0.4909986030458231	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>GA	0.0233928962245987	0.0	0.05535206233563058	0.0	0.0	0.0	0.0	0.0	0.9212550414397708	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>GC	4.272816700526369e-06	0.0	7.706805061154228e-06	0.0	0.0	0.0	0.0	0.0	0.9999880203782383	0.0	0.0	0.0	0.0
PD3890a_non-exome	TG>GT	0.9994796791873078	0.0	1.6561780775842264e-05	0.0	0.0	0.0	0.0	0.0	0.000503759031916334	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>AA	0.09717732738489933	0.0	0.025119439434768364	0.0	0.0	0.0	0.0	0.0	0.8777032331803323	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>AC	0.02232506582244276	0.0	0.04534734552075063	0.0	0.0	0.0	0.0	0.0	0.9323275886568066	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>AG	5.412755145730333e-07	0.0	1.0132890967829813e-06	0.0	0.0	0.0	0.0	0.0	0.9999984454353885	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>CA	0.9956841799050989	0.0	0.0003126465920525261	0.0	0.0	0.0	0.0	0.0	0.004003173502848513	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>CC	0.25183944652585993	0.0	0.7475752648305912	0.0	0.0	0.0	0.0	0.0	0.0005852886435488078	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>CG	0.00016943862955916465	0.0	0.9934889267088355	0.0	0.0	0.0	0.0	0.0	0.006341634661605435	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>GA	0.022826425312730336	0.0	0.059854994563825356	0.0	0.0	0.0	0.0	0.0	0.9173185801234442	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>GC	1.9369197495512596e-06	0.0	4.831806670791698e-06	0.0	0.0	0.0	0.0	0.0	0.9999932312735796	0.0	0.0	0.0	0.0
PD3890a_non-exome	TT>GG	0.023402981781332637	0.0	0.06161635395003649	0.0	0.0	0.0	0.0	0.0	0.9149806642686309	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CA	0.0	2.8710099366844368e-05	0.0	0.0	0.0	0.0	0.0	7.87998476214283e-05	0.0	0.9998924900530117	0.0	0.0	0.0
PD3904a_non-exome	AC>CG	0.0	0.0002651600117314594	0.0	0.0	0.0	0.0	0.0	0.9974172913311725	0.0	0.0023175486570960408	0.0	0.0	0.0
PD3904a_non-exome	AC>CT	0.0	0.07032124711305288	0.0	0.0	0.0	0.0	0.0	0.48067681488640757	0.0	0.44900193800053956	0.0	0.0	0.0
PD3904a_non-exome	AC>GA	0.0	0.6300668985753535	0.0	0.0	0.0	0.0	0.0	0.36986660052190484	0.0	6.650090274163668e-05	0.0	0.0	0.0
PD3904a_non-exome	AC>GG	0.0	0.07840153966489241	0.0	0.0	0.0	0.0	0.0	0.20461038885526897	0.0	0.7169880714798386	0.0	0.0	0.0
PD3904a_non-exome	AC>GT	0.0	0.00012045196033028806	0.0	0.0	0.0	0.0	0.0	0.00031247101512866653	0.0	0.999567077024541	0.0	0.0	0.0
PD3904a_non-exome	AC>TA	0.0	0.22738176009746125	0.0	0.0	0.0	0.0	0.0	0.10565928360281751	0.0	0.6669589562997212	0.0	0.0	0.0
PD3904a_non-exome	AC>TG	0.0	3.18130734590374e-05	0.0	0.0	0.0	0.0	0.0	0.9996659739361237	0.0	0.0003022129904172162	0.0	0.0	0.0
PD3904a_non-exome	AC>TT	0.0	0.4149793013469114	0.0	0.0	0.0	0.0	0.0	0.5844849202787988	0.0	0.0005357783742897525	0.0	0.0	0.0
PD3904a_non-exome	AT>CA	0.0	0.13385647137692094	0.0	0.0	0.0	0.0	0.0	2.1383350080959584e-05	0.0	0.8661221452729981	0.0	0.0	0.0
PD3904a_non-exome	AT>CC	0.0	0.07840153966489241	0.0	0.0	0.0	0.0	0.0	0.20461038885526897	0.0	0.7169880714798386	0.0	0.0	0.0
