MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Ins:T:5	1.8369566016455488e-09	0.08578715566894933	0.017051365635468822	0.0929655204245691	0.05683962264504695	0.00965589378319578
2:Del:R:0	1.4342017765992902e-08	1.3690950303650132e-05	0.01266932913283701	0.03546993978666156	0.2258604666347329	0.03358822953429505
2:Del:R:1	1.770905733167183e-09	0.007082807689873505	7.162523257164821e-06	0.0007394116735892927	0.010481455038795199	0.004360313285421095
2:Del:R:2	1.8184661421116743e-07	0.0008951960552105713	0.00014542283215680148	0.00017703505008768162	0.0007361589621117067	0.0001792727470577423
2:Del:R:3	1.597351842204849e-07	0.0008311714672972907	6.0483580313075436e-06	8.09778415771234e-05	0.0002895903470440923	0.0002779348117352735
2:Del:R:4	4.083285472707606e-08	0.0003785486158269199	5.173522616056895e-06	8.679000898155209e-05	0.0008645992677581186	0.0013448655528918608
2:Del:R:5	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
3:Del:R:0	8.297972991586633e-05	0.008002712942411942	0.006623064048223171	0.018065984851672094	0.08141255649330693	0.032639098086319034
3:Del:R:1	1.0525980087550124e-09	0.003193169161714119	0.00020677831331710194	0.006574015719265939	0.0020195847242879	0.0006265483779922458
3:Del:R:2	3.169450654520271e-08	0.0013895772503857984	0.00020407405440844666	0.0001620009846881487	0.0007423418616781419	0.0009079995899810456
3:Del:R:3	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
3:Del:R:4	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
3:Del:R:5	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
4:Del:R:0	1.2360357478276759e-08	0.031180971942905818	4.6191589318548646e-06	0.007032023255263198	0.03338744499381695	0.021557152037212292
4:Del:R:1	4.630351592519825e-08	0.0006263181086112606	0.00020293127990882452	0.00012626194638585276	0.0015878009328541035	0.0003275448966633121
4:Del:R:2	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
4:Del:R:3	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
4:Del:R:4	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
4:Del:R:5	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
5:Del:R:0	1.6772069718247926e-08	4.669305676508034e-06	6.57357701219774e-07	0.00021193527173674436	5.54652489359921e-06	0.44995781977971394
5:Del:R:1	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
5:Del:R:2	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
5:Del:R:3	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
5:Del:R:4	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
5:Del:R:5	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
2:Ins:R:0	1.9355872164320925e-09	0.006384364528868976	0.0013994350878417567	0.0004972191636999431	0.013769583802680547	0.0023755700573019566
2:Ins:R:1	1.2391236599758788e-08	0.010621870185015325	0.0015661885592090621	0.0011554445256479085	0.01693467891176018	0.012298223679378377
2:Ins:R:2	1.3645056048024648e-09	0.0019554411423847286	0.0045529577884643405	0.003668752088013842	0.007640596547268312	0.005718933176770709
2:Ins:R:3	1.6187950215851288e-07	4.5070697446073876e-05	6.4943208694027515e-06	0.0011545487863964846	2.761882375731754e-05	2.236843732437895e-05
2:Ins:R:4	1.2096144056764994e-08	0.0009370308562623109	6.412730278005559e-05	0.0014813020014656786	0.0009224157065546024	0.00041269304826225075
2:Ins:R:5	1.4056191114756682e-08	0.0018220420901040293	0.0002318131659170793	0.0016756879299758035	0.0006974034586467799	0.0004840637317708267
3:Ins:R:0	1.6641025742577161e-09	0.0029251267186954995	0.0025064399305018505	0.0009679915754195653	0.005446304681512023	0.003954327180629965
3:Ins:R:1	2.0865882651340446e-09	0.0006615040652107496	0.000460065449662513	0.0007946734277211931	0.004179206650345198	0.004310110677276195
3:Ins:R:2	3.2811315738475363e-09	0.0017311591893265663	0.00012271525343715933	0.0014561233470772096	0.001670158042058271	0.0017439966392885254
3:Ins:R:3	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
3:Ins:R:4	1.2625894510639076e-07	0.00046365203979235046	5.479056513261564e-06	0.00112800952993742	0.0003959434840605051	0.00032452013207754743
3:Ins:R:5	2.1618387198903595e-08	0.001309642073728412	0.00012820861051944613	0.00098844826696336	0.0013789229473938273	0.0003352030777023174
4:Ins:R:0	1.7773130522868997e-09	0.0007073168111569809	0.0014362957606482022	0.0008939794274041901	0.0034141198295401408	0.0012836210629757262
4:Ins:R:1	6.9894053803902045e-09	0.006778735293381525	0.003138428366642169	0.0009895691769680564	0.005974930701934985	0.0032672166007311414
4:Ins:R:2	1.1960724105601154e-05	0.0014693201092797962	5.226658572989133e-05	2.601268197347887e-06	0.0014828796383881127	0.0004444948171415793
4:Ins:R:3	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
4:Ins:R:4	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
4:Ins:R:5	1.7403844883763972e-07	0.0003107276772884878	0.00038301808029738517	0.0003039276873915734	0.0005360746649481977	0.0002119982588434747
5:Ins:R:0	3.2642131960377205e-09	0.0056834119543133	0.0018289577647323677	1.0115064024300106e-06	0.00517147907000132	0.006176949856399006
5:Ins:R:1	1.0405442552041678e-08	0.004730040022732377	0.0013642278030269598	0.0010514098489637766	0.020651678909901723	0.007964835675435704
5:Ins:R:2	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
5:Ins:R:3	4.2183034982083237e-07	1.8743213903367936e-05	7.637433797450892e-06	4.41520720405227e-06	2.9047715421863056e-05	2.501371139563465e-05
5:Ins:R:4	1.8648401386064015e-07	7.446149828590856e-05	0.00017999984376236474	0.000311411363390827	0.000457143380905715	9.253297190904656e-05
5:Ins:R:5	1.4646374732289284e-07	0.0003205969457591588	0.0001789884064952692	0.0003425146290519857	0.00038181047754430136	0.00037357370304865373
2:Del:M:1	1.7702718905591534e-08	0.023956692887781135	0.008633928900371046	0.008190093098044807	0.056671554945630004	0.010793317835168636
3:Del:M:1	6.241895889047555e-09	0.04151264022487986	8.128896521123844e-06	0.03161322727347956	0.050978997123062676	0.009472060407135056
3:Del:M:2	9.721960404419118e-09	0.012645930293022904	0.0019328922750778096	0.010951971136245813	0.018880778330579537	0.005561599150253945
4:Del:M:1	2.315303491891759e-08	0.025571897772379514	0.000691140349510988	0.003102818843434818	0.03390574945694122	0.008680500604043573
4:Del:M:2	7.429717463480756e-09	0.007219635020822798	0.0019464296204257418	8.38158700773306e-06	0.0086859621840631	0.004591619806827415
4:Del:M:3	9.662568819142811e-10	0.002617571522453943	0.000376403600204848	0.0007305595905407359	0.002447079781541106	0.0008617978706145853
5:Del:M:1	2.0619335868351154e-08	0.02267742773480374	2.8416438914532326e-06	1.892894696879921e-05	0.08364445937989538	0.16479613120454814
5:Del:M:2	5.142504466704167e-09	0.02497847727126441	9.154540370441814e-06	0.0001772396647484962	0.011512131169502027	0.05757105357139759
5:Del:M:3	3.802622394744049e-09	0.005445009098092394	0.0008639171721874561	1.6587784077574478e-06	0.004162970985574551	0.01419378462790822
5:Del:M:4	3.3323692250064598e-09	0.0038313573375143998	0.0004509535513638715	1.670893256762914e-06	0.00316963604849055	0.0028732597496248977
5:Del:M:5	8.077987286429315e-06	0.001468314863990372	0.00014894382680227618	0.0002957969903013928	0.0027706018220063316	0.0015309363372580265
