MutationType	ID83A	ID83B	ID83C
5:Del:R:3	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
5:Del:R:4	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
5:Del:R:5	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
2:Ins:R:0	2.3723472194111157e-08	0.0088644685843974	0.0024459956715115064
2:Ins:R:1	2.432718622102925e-08	0.012030523476308492	0.006319161013209869
2:Ins:R:2	2.5190360582646083e-08	0.008371289740838013	0.0042627495965068835
2:Ins:R:3	4.471475694600713e-07	5.3149649405289284e-05	0.0005610305674281335
2:Ins:R:4	8.589274732528907e-06	0.0006882958521903978	0.0012156044505132967
2:Ins:R:5	1.0314795216478009e-07	0.0009333585303465952	0.0015268255936064178
3:Ins:R:0	2.839080230169581e-08	0.004389761071433895	0.0025543754252718522
3:Ins:R:1	2.6916141138144668e-08	0.002937380270304857	0.002428929762830497
3:Ins:R:2	2.371026758633358e-08	0.0022531801420579236	0.002013199921323879
3:Ins:R:3	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
3:Ins:R:4	2.1716069168083625e-07	0.00035508428979179975	0.001050028529082662
3:Ins:R:5	1.0640619638735415e-07	0.0006811120666801192	0.001112492697077035
4:Ins:R:0	3.110581374698995e-08	0.0026003770432604747	0.0009628017339068151
4:Ins:R:1	2.6943654300263613e-08	0.004626133721709873	0.0036243479107374316
4:Ins:R:2	9.156279183741844e-08	0.000879578471055235	0.0004251469504526521
4:Ins:R:3	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
4:Ins:R:4	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
4:Ins:R:5	2.749020400945786e-07	0.00024857459769312605	0.0005795485243557626
5:Ins:R:0	2.768748631846544e-08	0.005913191979258651	0.0028804678296377043
5:Ins:R:1	2.5049321491129226e-08	0.012251397405695268	0.004935254114592643
5:Ins:R:2	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
5:Ins:R:3	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
5:Ins:R:4	4.662358050448271e-07	0.00023090872691682306	0.00030640933683609244
5:Ins:R:5	3.2695508439909796e-07	0.00022971345127492288	0.0003958720906354074
2:Del:M:1	1.7271770058613357e-08	0.03002315952750602	0.020458263106713125
3:Del:M:1	9.995824997351595e-09	0.024163239553975775	0.0387884474179008
3:Del:M:2	1.7423659078493377e-08	0.010733086727123009	0.011308172045875626
4:Del:M:1	2.0981110774679717e-08	0.020417060180867943	0.008672082562722968
4:Del:M:2	2.6238408305327234e-08	0.007122458884562851	0.0019657759131362696
4:Del:M:3	3.853025928197695e-05	0.0015663197362907036	0.0014783906679454617
5:Del:M:1	1.3795524366385278e-08	0.1284544295189941	0.005800878223169697
5:Del:M:2	2.2731522205295582e-08	0.04128582436048115	0.001813379267670238
5:Del:M:3	2.7251054982950032e-08	0.010496904920970943	0.0010651332059727755
5:Del:M:4	2.9389082871015642e-08	0.0034460599811306264	0.0014629207482286688
5:Del:M:5	2.818253619558675e-05	0.0016097044343647818	0.0008983843531633321
