Sample Names	MutationType	DBS2	DBS4	DBS6	DBS11	DBS13	DBS18	DBS20
PD3851a_non-exome	TC>CG	0.009627068644216703	0.9903729313557832	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CT	0.9975349725765699	0.002465027423430086	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GA	0.023730589194788262	0.9762694108052117	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GG	0.4869264923532314	0.5130735076467686	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GT	0.9999999999999183	8.168028004666779e-14	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AA	0.27946123337734236	0.7205387666226577	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AC	0.6508340727595386	0.3491659272404614	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AT	0.9999999999999983	1.6313563469550009e-15	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CA	0.15186774231303332	0.8481322576869667	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CC	0.33100404560500185	0.6689959543949981	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CT	0.973959241931647	0.026040758068353025	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GA	0.1576938368587254	0.8423061631412747	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GC	0.31045189649092975	0.6895481035090701	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GT	0.9949795256351172	0.005020474364882791	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AA	0.9958419113162845	0.004158088683715446	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AC	0.998091012428666	0.0019089875713339487	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AG	0.9999999999999676	3.255117509741996e-14	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CA	0.3733213965980305	0.6266786034019696	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CC	0.9999999999976511	2.3489932885850864e-12	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CG	0.9999999999995229	4.769736842102988e-13	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GA	0.9999999999998539	1.461377870563461e-13	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GC	0.9999999999954546	4.545454545433884e-12	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GG	0.3733213965980305	0.6266786034019696	0.0	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.004632063819727571	0.0	0.0	0.0	0.0	0.7669400931971718	0.22842784298310062
PD3890a_non-exome	AC>CG	0.0013615742054219459	0.0	0.0	0.0	0.0	0.6979613210986562	0.30067710469592196
PD3890a_non-exome	AC>CT	0.0009711532866599961	0.0	0.0	0.0	0.0	0.9320017235664843	0.06702712314685567
PD3890a_non-exome	AC>GA	0.004732434734823877	0.0	0.0	0.0	0.0	0.8791754145560254	0.1160921507091505
PD3890a_non-exome	AC>GG	1.0534772859939208e-16	0.0	0.0	0.0	0.0	0.7559158812787182	0.24408411872128166
PD3890a_non-exome	AC>GT	0.0037459289494459758	0.0	0.0	0.0	0.0	0.9807367084999823	0.015517362550571814
PD3890a_non-exome	AC>TA	0.008541150446223158	0.0	0.0	0.0	0.0	0.7940495724295401	0.1974092771242368
PD3890a_non-exome	AC>TG	7.594216041276873e-05	0.0	0.0	0.0	0.0	0.9942061067049445	0.005717951134642745
PD3890a_non-exome	AC>TT	0.02580434852279011	0.0	0.0	0.0	0.0	0.8928577350282998	0.08133791644891002
PD3890a_non-exome	AT>CA	0.001061624473428644	0.0	0.0	0.0	0.0	0.7684600768159265	0.2304782987106449
PD3890a_non-exome	AT>CC	2.7009494517418055e-16	0.0	0.0	0.0	0.0	0.7068237037396554	0.29317629626034436
PD3890a_non-exome	AT>CG	4.107162063296389e-16	0.0	0.0	0.0	0.0	0.43897052653226676	0.5610294734677329
PD3890a_non-exome	AT>GA	0.0035732205201191095	0.0	0.0	0.0	0.0	0.33689360606683383	0.6595331734130472
PD3890a_non-exome	AT>GC	0.001352735856240945	0.0	0.0	0.0	0.0	0.6861991960972144	0.31244806804654457
PD3890a_non-exome	AT>TA	0.007737168004675908	0.0	0.0	0.0	0.0	0.8107208721542871	0.181541959841037
PD3890a_non-exome	CC>AA	0.917573269732099	0.0	0.0	0.0	0.0	0.08066607196679401	0.0017606583011069077
PD3890a_non-exome	CC>AG	0.1946842231649895	0.0	0.0	0.0	0.0	0.7662415825023547	0.03907419433265567
PD3890a_non-exome	CC>AT	0.13974737113240154	0.0	0.0	0.0	0.0	0.8318721573636438	0.028380471503954632
PD3890a_non-exome	CC>GA	0.15169723397980878	0.0	0.0	0.0	0.0	0.8215434093152624	0.026759356704928856
PD3890a_non-exome	CC>GG	0.010825587489865682	0.0	0.0	0.0	0.0	0.7523458005084948	0.23682861200163952
PD3890a_non-exome	CC>GT	0.008432767802394624	0.0	0.0	0.0	0.0	0.8747284358353512	0.11683879636225405
PD3890a_non-exome	CC>TA	0.08490345405531995	0.0	0.0	0.0	0.0	0.7216471295106731	0.19344941643400704
PD3890a_non-exome	CC>TG	0.0020442652370889756	0.0	0.0	0.0	0.0	0.9349117331890381	0.06304400157387297
PD3890a_non-exome	CC>TT	1.9510184147691853e-17	0.0	0.0	0.0	0.0	0.8994715070089191	0.10052849299108098
PD3890a_non-exome	CG>AT	0.10033812036966525	0.0	0.0	0.0	0.0	0.4326473487676589	0.46701453086267575
PD3890a_non-exome	CG>GC	0.33078579528955415	0.0	0.0	0.0	0.0	0.17315531039493512	0.4960588943155108
PD3890a_non-exome	CG>GT	0.10808124942717104	0.0	0.0	0.0	0.0	0.8169197685445965	0.07499898202823257
PD3890a_non-exome	CG>TA	1.2254815525352468e-15	0.0	0.0	0.0	0.0	0.449150450342429	0.5508495496575698
PD3890a_non-exome	CG>TC	0.15278581509794162	0.0	0.0	0.0	0.0	0.5146265017355283	0.3325876831665301
PD3890a_non-exome	CG>TT	0.2497389859339139	0.0	0.0	0.0	0.0	0.68586534453969	0.06439566952639617
PD3890a_non-exome	CT>AA	0.016243691661695665	0.0	0.0	0.0	0.0	0.8055418224016049	0.17821448593669936
PD3890a_non-exome	CT>AC	2.3456024528964212e-17	0.0	0.0	0.0	0.0	0.8824718359894765	0.11752816401052343
PD3890a_non-exome	CT>AG	0.012686297575344507	0.0	0.0	0.0	0.0	0.9421309953720424	0.0451827070526132
PD3890a_non-exome	CT>GA	0.0005423193675010116	0.0	0.0	0.0	0.0	0.655702407250804	0.34375527338169504
PD3890a_non-exome	CT>GC	0.013669250136493966	0.0	0.0	0.0	0.0	0.7493286128745594	0.23700213698894654
PD3890a_non-exome	CT>GG	0.006485454622665464	0.0	0.0	0.0	0.0	0.8602750449046714	0.13323950047266298
PD3890a_non-exome	CT>TA	0.026655146264449644	0.0	0.0	0.0	0.0	0.45045526073486575	0.5228895930006847
PD3890a_non-exome	CT>TC	0.0009508922588554564	0.0	0.0	0.0	0.0	0.939128532998091	0.05992057474305356
PD3890a_non-exome	CT>TG	0.010269541356757414	0.0	0.0	0.0	0.0	0.4100674674999781	0.5796629911432644
PD3890a_non-exome	GC>AA	0.02020874593269196	0.0	0.0	0.0	0.0	0.8312866600354197	0.1485045940318882
PD3890a_non-exome	GC>AG	0.0011219962566897726	0.0	0.0	0.0	0.0	0.8759349038321786	0.12294309991113156
PD3890a_non-exome	GC>AT	0.0025986306106898886	0.0	0.0	0.0	0.0	0.8291566386143463	0.16824473077496377
PD3890a_non-exome	GC>CA	0.005951764293463578	0.0	0.0	0.0	0.0	0.7888620920642208	0.20518614364231572
PD3890a_non-exome	GC>CG	0.004377953264312766	0.0	0.0	0.0	0.0	0.7598831149737344	0.23573893176195276
PD3890a_non-exome	GC>TA	0.006344148448135032	0.0	0.0	0.0	0.0	0.9837289897703957	0.009926861781469247
PD3890a_non-exome	TA>AT	0.004195528954807521	0.0	0.0	0.0	0.0	0.09563821326283013	0.9001662577823624
PD3890a_non-exome	TA>CG	0.0005369607001588721	0.0	0.0	0.0	0.0	0.32826964556426896	0.6711933937355722
PD3890a_non-exome	TA>CT	0.0005648665806599579	0.0	0.0	0.0	0.0	0.13483755500761607	0.864597578411724
PD3890a_non-exome	TA>GC	0.006755968182841814	0.0	0.0	0.0	0.0	0.12940144751960628	0.8638425842975518
PD3890a_non-exome	TA>GG	0.001348854525042222	0.0	0.0	0.0	0.0	0.3840342694528101	0.6146168760221475
PD3890a_non-exome	TA>GT	0.005211905301222874	0.0	0.0	0.0	0.0	0.16909663446618875	0.8256914602325884
PD3890a_non-exome	TC>AA	0.0021197567922772954	0.0	0.0	0.0	0.0	0.03222798478438328	0.9656522584233395
PD3890a_non-exome	TC>AG	0.001988083043451073	0.0	0.0	0.0	0.0	0.7066494200011557	0.2913624969553931
PD3890a_non-exome	TC>AT	7.879309238153748e-18	0.0	0.0	0.0	0.0	0.8340150762362849	0.16598492376371515
PD3890a_non-exome	TC>CA	0.004037146039473904	0.0	0.0	0.0	0.0	0.667844935661181	0.3281179182993453
PD3890a_non-exome	TC>CG	0.0002612090113930552	0.0	0.0	0.0	0.0	0.8832532255060147	0.11648556548259227
PD3890a_non-exome	TC>CT	0.015008085025884745	0.0	0.0	0.0	0.0	0.6856491540417984	0.29934276093231676
PD3890a_non-exome	TC>GA	0.02322646974104826	0.0	0.0	0.0	0.0	0.29925211085975945	0.6775214193991924
PD3890a_non-exome	TC>GG	0.0006781643271180714	0.0	0.0	0.0	0.0	0.7580281738915025	0.24129366178137943
PD3890a_non-exome	TC>GT	0.0012465554511646847	0.0	0.0	0.0	0.0	0.7088593864408492	0.289894058107986
PD3890a_non-exome	TG>AA	0.020152813244536365	0.0	0.0	0.0	0.0	0.41037066578834713	0.5694765209671165
PD3890a_non-exome	TG>AC	0.005304800950089423	0.0	0.0	0.0	0.0	0.653125727521603	0.3415694715283076
PD3890a_non-exome	TG>AT	0.012429812347465034	0.0	0.0	0.0	0.0	0.46874967519865046	0.5188205124538846
PD3890a_non-exome	TG>CA	0.001391529883295056	0.0	0.0	0.0	0.0	0.9122374865300913	0.08637098358661374
PD3890a_non-exome	TG>CC	0.0025564419194615213	0.0	0.0	0.0	0.0	0.9767521590385758	0.020691399041962634
PD3890a_non-exome	TG>CT	0.027673452853778435	0.0	0.0	0.0	0.0	0.5718081303183253	0.4005184168278963
PD3890a_non-exome	TG>GA	0.019265472251264636	0.0	0.0	0.0	0.0	0.060633306092651176	0.9201012216560843
PD3890a_non-exome	TG>GC	0.0379889228182181	0.0	0.0	0.0	0.0	0.6961876654853824	0.26582341169639956
PD3890a_non-exome	TG>GT	0.14457895680883912	0.0	0.0	0.0	0.0	0.42036264697396114	0.43505839621719966
PD3890a_non-exome	TT>AA	0.01084591428324715	0.0	0.0	0.0	0.0	0.41109438597609765	0.5780596997406551
PD3890a_non-exome	TT>AC	0.0023992850169169085	0.0	0.0	0.0	0.0	0.7287271044601455	0.26887361052293746
PD3890a_non-exome	TT>AG	0.0020375096475183916	0.0	0.0	0.0	0.0	0.45736239026362346	0.5406001000888581
PD3890a_non-exome	TT>CA	4.003388370632325e-17	0.0	0.0	0.0	0.0	0.9774484108845877	0.02255158911541233
PD3890a_non-exome	TT>CC	0.0002948435426262961	0.0	0.0	0.0	0.0	0.00012585267993981496	0.9995793037774339
PD3890a_non-exome	TT>CG	0.0005718325661204604	0.0	0.0	0.0	0.0	0.863462810856522	0.13596535657735737
PD3890a_non-exome	TT>GA	0.0036471931257541527	0.0	0.0	0.0	0.0	0.6200398871456417	0.37631291972860414
PD3890a_non-exome	TT>GC	5.8899347135158705e-05	0.0	0.0	0.0	0.0	0.6198383710123422	0.38010272964052283
PD3890a_non-exome	TT>GG	6.000869190645324e-15	0.0	0.0	0.0	0.0	0.0034192002870439544	0.9965807997129501
PD3904a_non-exome	AC>CA	0.050958876697756984	0.26551721479749296	0.23451743440806827	0.0	0.4490064740966819	0.0	0.0
PD3904a_non-exome	AC>CG	0.1388544980586394	0.10224061018680297	0.41389436493971593	0.0	0.3450105268148417	0.0	0.0
PD3904a_non-exome	AC>CT	0.027129562977493377	8.428369979457995e-16	0.0334370759816667	0.0	0.9394333610408391	0.0	0.0
PD3904a_non-exome	AC>GA	0.019613252466165063	0.17139501949004454	0.4594453778012459	0.0	0.3495463502425444	0.0	0.0
PD3904a_non-exome	AC>GG	1.8076618239825386e-15	1.4300137549575507e-15	0.02917763550285552	0.0	0.9708223644971412	0.0	0.0
PD3904a_non-exome	AC>GT	0.03914049159107803	7.366069810417242e-07	0.01193951128820027	0.0	0.9489192605137408	0.0	0.0
PD3904a_non-exome	AC>TA	0.11785298604256768	0.04760216441542079	0.5204097061722524	0.0	0.3141351433697592	0.0	0.0
PD3904a_non-exome	AC>TG	0.000925133558242668	0.0036348199735616476	0.04226980748425861	0.0	0.953170238983937	0.0	0.0
PD3904a_non-exome	AC>TT	0.10027168239534665	0.002602343738737853	0.07065901178027383	0.0	0.8264669620856416	0.0	0.0
PD3904a_non-exome	AT>CA	0.005416424876032902	0.06179485013470512	0.010572092640386763	0.0	0.9222166323488752	0.0	0.0
PD3904a_non-exome	AT>CC	2.6341747705287706e-15	2.0808828769870383e-15	0.026118795968467664	0.0	0.9738812040315276	0.0	0.0
PD3904a_non-exome	AT>CG	8.795285359785494e-13	9.389578163754638e-13	0.24838709677374182	0.0	0.7516129032244396	0.0	0.0
PD3904a_non-exome	AT>GA	0.036274769750275805	0.032929316941056476	0.2263363931708328	0.0	0.704459520137835	0.0	0.0
PD3904a_non-exome	AT>GC	0.012073242150510899	0.01709313720253328	0.022968903115904094	0.0	0.9478647175310517	0.0	0.0
PD3904a_non-exome	AT>TA	0.022790979496175548	0.10610591041071468	0.0708378144126671	0.0	0.8002652956804426	0.0	0.0
PD3904a_non-exome	CC>AA	0.9999989165450845	4.548918523279277e-18	7.416361806703536e-18	0.0	1.083454915419625e-06	0.0	0.0
PD3904a_non-exome	CC>AG	0.5463824755673252	0.01923551928334972	0.29997557945486975	0.0	0.13440642569445538	0.0	0.0
PD3904a_non-exome	CC>AT	0.5751937417238572	0.042506737142172145	0.0016301715612211183	0.0	0.38066934957274945	0.0	0.0
PD3904a_non-exome	CC>GA	0.41787125869756986	0.039449507726091106	0.5423037982826153	0.0	0.00037543529372365567	0.0	0.0
PD3904a_non-exome	CC>GG	0.03365067712025743	0.0025683460861831574	0.8758004521045543	0.0	0.08798052468900516	0.0	0.0
PD3904a_non-exome	CC>GT	0.0280415396876941	0.0009583078241220709	0.05674303443006161	0.0	0.914257118058122	0.0	0.0
PD3904a_non-exome	CC>TA	0.19812993899065268	0.0009908828780513512	0.017788038983133626	0.0	0.7830911391481623	0.0	0.0
PD3904a_non-exome	CC>TG	0.012291923990745149	0.00020253452435834533	0.23055448645388707	0.0	0.7569510550310095	0.0	0.0
PD3904a_non-exome	CC>TT	2.7347426896070536e-14	2.1603271352517277e-14	3.522104775865764e-14	0.0	0.9999999999999158	0.0	0.0
PD3904a_non-exome	CG>AT	0.16920390494106272	0.02008419763191748	0.7178423509033403	0.0	0.09286954652367957	0.0	0.0
PD3904a_non-exome	CG>GC	0.145089434525389	0.0009434716858250387	0.15010905075856856	0.0	0.7038580430302175	0.0	0.0
PD3904a_non-exome	CG>GT	0.1834430600833942	4.719961800674864e-16	0.29860164894562613	0.0	0.5179552909709793	0.0	0.0
PD3904a_non-exome	CG>TA	4.159015794638319e-15	3.2854406051593435e-15	5.35644155805443e-15	0.0	0.9999999999999871	0.0	0.0
PD3904a_non-exome	CG>TC	0.19024679947302323	2.914245308274514e-16	0.5101544197701942	0.0	0.29959878075678226	0.0	0.0
PD3904a_non-exome	CG>TT	0.27332010006232305	0.008353105528365982	0.5948170552003744	0.0	0.12350973920893668	0.0	0.0
PD3904a_non-exome	CT>AA	0.031959988298548236	3.2790559708410974e-17	0.028861882347092332	0.0	0.9391781293543594	0.0	0.0
PD3904a_non-exome	CT>AC	1.0203323508747098e-16	8.060179383408625e-17	0.0308799994894452	0.0	0.9691200005105547	0.0	0.0
PD3904a_non-exome	CT>AG	0.01258688963081221	0.0036637957220738665	0.548053105355168	0.0	0.43569620929194597	0.0	0.0
PD3904a_non-exome	CT>GA	0.0026780343902958617	0.04688010168488747	0.702862832688657	0.0	0.2475790312361597	0.0	0.0
PD3904a_non-exome	CT>GC	0.018458104004738678	0.0046791806774076445	0.15954437741921376	0.0	0.81731833789864	0.0	0.0
PD3904a_non-exome	CT>GG	0.009993215793931276	0.04851494830202984	0.4904706576836041	0.0	0.45102117822043497	0.0	0.0
PD3904a_non-exome	CT>TA	0.06631336816608831	6.461474460633929e-17	0.001121988886700077	0.0	0.9325646429472116	0.0	0.0
PD3904a_non-exome	CT>TC	0.002941355879090482	2.523221955102129e-16	4.1137529375147216e-16	0.0	0.9970586441209088	0.0	0.0
PD3904a_non-exome	CT>TG	0.02860155751469569	0.001062733673364691	0.5314808907783618	0.0	0.4388548180335777	0.0	0.0
PD3904a_non-exome	GC>AA	0.031855606887768555	0.9681440872362419	3.3670699129535394e-17	0.0	3.0587598968276736e-07	0.0	0.0
PD3904a_non-exome	GC>AG	0.009570234884172921	0.1566251006358531	0.06973728390606423	0.0	0.7640673805739097	0.0	0.0
PD3904a_non-exome	GC>AT	0.028806649946896228	0.13146667282794375	0.03677075180663691	0.0	0.8029559254185231	0.0	0.0
PD3904a_non-exome	GC>CA	0.037607857470160294	0.19873016501105234	0.19949761009264097	0.0	0.5641643674261464	0.0	0.0
PD3904a_non-exome	GC>CG	0.0481259159813669	0.0003327725343158967	4.207896847961949e-15	0.0	0.9515413114843129	0.0	0.0
PD3904a_non-exome	GC>TA	0.07622494208174661	0.8628521365912445	0.055554440928924226	0.0	0.005368480398084698	0.0	0.0
PD3904a_non-exome	TA>AT	0.08552296253311176	0.4450077681857168	0.1724550470966749	0.0	0.29701422218449636	0.0	0.0
PD3904a_non-exome	TA>CG	0.02540552773045375	0.24617980092124095	0.22532212358899692	0.0	0.5030925477593085	0.0	0.0
PD3904a_non-exome	TA>CT	0.006044032036711212	0.08859915209202664	0.36454798349884576	0.0	0.5408088323724164	0.0	0.0
PD3904a_non-exome	TA>GC	0.17125631717542525	0.06882606821648692	0.3559723220182509	0.0	0.403945292589837	0.0	0.0
PD3904a_non-exome	TA>GG	0.036312705101606134	0.48102809381851525	0.06493449675850968	0.0	0.417724704321369	0.0	0.0
PD3904a_non-exome	TA>GT	0.08944456801504808	0.26102954230604336	0.0027819065654819874	0.0	0.6467439831134266	0.0	0.0
PD3904a_non-exome	TC>AA	0.004623353830767501	0.5688166160886376	0.0944929968917938	0.0	0.33206703318880104	0.0	0.0
PD3904a_non-exome	TC>AG	0.0018311957938936345	0.008059184060411251	0.049054730063161876	0.0	0.9410548900825332	0.0	0.0
PD3904a_non-exome	TC>AT	1.6961083874978914e-17	0.016104580003727796	0.0015636537829494363	0.0	0.9823317662133229	0.0	0.0
PD3904a_non-exome	TC>CA	0.006464970674451555	0.37748242216961037	0.07237847795351099	0.0	0.5436741292024271	0.0	0.0
PD3904a_non-exome	TC>CG	0.000329577017526545	0.015955215641524904	0.04726629320153283	0.0	0.9364489141394157	0.0	0.0
PD3904a_non-exome	TC>CT	0.05665704050234014	6.5885307239102e-05	0.1027589633538919	0.0	0.8405181108365289	0.0	0.0
PD3904a_non-exome	TC>GA	0.02186190574880855	0.4232434481484651	0.1173237657311161	0.0	0.4375708803716103	0.0	0.0
PD3904a_non-exome	TC>GG	0.00040251072270429633	0.0001995881287859673	0.039854208548388344	0.0	0.9595436926001213	0.0	0.0
PD3904a_non-exome	TC>GT	0.0016793039446636414	6.454871363934651e-17	1.0523745634414886e-16	0.0	0.9983206960553361	0.0	0.0
PD3904a_non-exome	TG>AA	0.05641050515279071	0.06844422886160381	0.3144514384894893	0.0	0.5606938274961162	0.0	0.0
PD3904a_non-exome	TG>AC	0.016206474596641044	0.004091581387948971	0.48142811728002516	0.0	0.4982738267353849	0.0	0.0
PD3904a_non-exome	TG>AT	0.02442931534774196	1.8754314656143117e-17	0.8143129217440976	0.0	0.16125776290816043	0.0	0.0
PD3904a_non-exome	TG>CA	0.0027859017363369713	0.007321581554632794	0.14271008321538128	0.0	0.847182433493649	0.0	0.0
PD3904a_non-exome	TG>CC	0.004505054755755164	0.004284807634362689	0.3872822339935701	0.0	0.603927903616312	0.0	0.0
PD3904a_non-exome	TG>CT	0.014882136143369579	0.00018724885838436467	0.8625903811153219	0.0	0.1223402338829243	0.0	0.0
PD3904a_non-exome	TG>GA	0.07610903799719047	0.19130774671553763	0.24925101588793783	0.0	0.4833321993993341	0.0	0.0
PD3904a_non-exome	TG>GC	0.036097273650911636	0.037729905597655905	0.48088131186740213	0.0	0.4452915088840304	0.0	0.0
PD3904a_non-exome	TG>GT	0.11974976333905338	0.00028434548665924814	0.33173422706259625	0.0	0.5482316641116911	0.0	0.0
PD3904a_non-exome	TT>AA	0.1751666902702467	0.0003441881684939429	0.005075463267893275	0.0	0.819413658293366	0.0	0.0
PD3904a_non-exome	TT>AC	0.1287457018676665	0.00011587953953158067	0.0309077287658535	0.0	0.8402306898269484	0.0	0.0
PD3904a_non-exome	TT>AG	0.020587012279392795	3.153559724420101e-16	0.1313514220355312	0.0	0.8480615656850756	0.0	0.0
PD3904a_non-exome	TT>CA	7.159125061805381e-16	5.655395732276785e-16	9.22031482780126e-16	0.0	0.9999999999999978	0.0	0.0
