MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
2:Del:R:1	5.801479267357005e-07	0.0011857595951666393	0.007970561632821217	0.001445572154461298	0.0006302393853123552	0.002614892264737989	0.0026715575163204146	0.007725628806239607	0.008709899577631101
2:Del:R:2	6.755119477711939e-07	9.76681328097584e-06	0.0011802262457270747	0.00025499878042107107	1.1927784052308728e-06	1.4141956250905234e-05	0.00012911095606492988	0.00015573619263401875	0.0007942186773410261
2:Del:R:3	7.282431404576073e-07	0.00044386552478978085	0.0005999972611936262	8.06080987939851e-06	9.997783270894918e-07	0.000360888108060801	0.000338189509602671	0.0007361103305205082	0.0008485523458451401
2:Del:R:4	6.803871997362875e-07	7.748544646683324e-05	0.0004887597842374211	0.0004890405216651553	0.00024172845058452927	0.00011762664705846267	0.0014127716491808922	0.0013492271715222159	0.0004257020321347227
2:Del:R:5	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
3:Del:R:0	0.02429144200104929	0.0063104532926285374	0.05501662425683283	2.109726718420764e-06	0.01199784222981748	0.01861877977453332	0.028254392092906262	0.04638657480151185	0.051012059648557324
3:Del:R:1	0.0014012254774570464	4.5149904369878865e-06	0.0015200103597346507	0.0005924453976774658	0.0047656179478413685	0.000537303333849574	0.00119314444112509	0.004268986177733799	0.0032415414728651135
3:Del:R:2	7.34542564823452e-05	7.031814612901144e-06	0.0005128832672350351	0.00040818301541965715	0.00021528529045535075	1.3608551230011775e-05	0.000365001632720426	0.0005426160191746021	0.001563915550711196
3:Del:R:3	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
3:Del:R:4	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
3:Del:R:5	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
4:Del:R:0	9.530424963342114e-07	4.83172231036851e-06	0.03781336677322637	4.7786627786668605e-06	0.00203051307361856	0.012078156710167912	0.008054765115385483	0.028606107617959727	0.06394924118151266
4:Del:R:1	7.77559828198567e-07	4.323343281361266e-06	0.001554381058724156	0.00027094873461711206	6.484597491862587e-07	0.0017047489174482659	0.0002330462324001322	0.0009175769113426213	0.001612471520153728
4:Del:R:2	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
4:Del:R:3	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
4:Del:R:4	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
4:Del:R:5	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
5:Del:R:0	1.6328178039278403e-08	2.1046672186194896e-06	1.5093123915121964e-06	3.554744656260785e-07	8.516554960541119e-05	2.294984923641626e-06	0.5752585341533025	6.358073492560041e-06	4.632022329253971e-06
5:Del:R:1	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
5:Del:R:2	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
5:Del:R:3	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
5:Del:R:4	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
5:Del:R:5	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
2:Ins:R:0	5.063809895252309e-07	0.005176227401280661	0.007433602808841518	0.003634278499573895	5.6342143987346084e-08	0.018081456031234212	0.00253752374716593	0.008670826565336635	0.006974683454063779
2:Ins:R:1	4.1228658655967363e-07	0.003483860546903491	0.009872798556602192	5.179893975792993e-06	0.0012842130635741947	0.015483484856980716	0.004011061357175549	0.014893522320547466	0.012539613749625762
2:Ins:R:2	0.003902664754907696	6.495376176000415e-06	0.001795790669515091	0.0029522500346764956	0.0016647881397073997	0.017042647950298424	0.003493704838274425	0.010969483991236	0.007366651450077673
2:Ins:R:3	7.952567278775765e-07	5.295988988448149e-06	1.5592407484158834e-05	1.0353637340661711e-05	0.0009065409995926643	0.00015255887923757428	2.1740961832013756e-05	0.00014499645246056995	3.077324181504082e-05
2:Ins:R:4	6.076958328549154e-07	4.450391527536605e-06	0.0013170435758742846	0.00013158186214639044	0.0011590946975940616	0.0007498302909979771	0.00012321115764279966	0.000987369111104878	0.001123121985741212
2:Ins:R:5	5.680968873396826e-07	4.338558003524895e-06	0.00172956562934606	0.0005821582173808793	0.0007980901370369035	0.0001238703191244628	0.0005763268564502748	0.003447687351460142	0.0007125224535532956
3:Ins:R:0	5.581082947495968e-07	0.0005559546797928868	0.0054964420873668965	0.0028706839308071607	0.0009286835538290461	0.003961296832237219	0.0014772869218480386	0.0028637823204614205	0.003871096777220373
3:Ins:R:1	0.0010190405312888136	0.0013624999318075333	0.003562765502470929	0.000512192902843367	0.00019008752971766779	0.0020920691360957495	0.001255291509884652	0.004810081564755819	0.0018889393629554737
3:Ins:R:2	4.508766437538725e-07	0.0003126085398103366	0.0003672362765428261	0.0009773651688590236	0.0009807600606781838	0.0012715450073239746	0.001407572306622266	0.003785215505801413	0.0019812531159307885
3:Ins:R:3	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
3:Ins:R:4	5.868273036687317e-07	4.228489603382476e-06	1.6117532982917737e-05	0.0003464333303080972	0.0009679104560260517	0.0002448238307228697	0.00032817289114367063	0.0011565640503249596	0.00014455044180673818
3:Ins:R:5	0.00034000815850703247	0.0009181699341476464	0.0008971010812217628	7.580004709003182e-06	0.001093200361416772	0.001520102338563826	2.2325046362918025e-05	0.0016646648588600026	0.0019317575457838152
4:Ins:R:0	2.972286250013667e-06	0.001084705320092875	0.0013250692413739292	0.002590803024004155	3.084452277590799e-07	0.000979942058251974	0.0010926838701076729	0.0036868696395989295	0.0015456925351827523
4:Ins:R:1	1.8103735731361468e-06	7.794635986554018e-06	0.008425240557575838	1.2631426524478685e-05	0.0019951267005363133	0.007516850287624995	0.003079654033899715	0.008502790408738293	0.0046559960297296735
4:Ins:R:2	5.617159269869868e-07	4.7422291035177086e-06	0.0007639171874482524	9.20011577193236e-05	5.652752913457941e-07	0.0011932301844555107	0.0005103635348556661	0.0009974450575403655	0.0011025056133197116
4:Ins:R:3	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
4:Ins:R:4	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
4:Ins:R:5	7.960026215651321e-07	5.146652421335792e-06	1.541358316122417e-05	0.00013263445833899823	1.2644290301011552e-06	0.00013335252338417074	2.105665068180921e-05	0.0006306586749512159	0.0006385457037443605
5:Ins:R:0	7.705723943078151e-07	0.0014485720566714377	0.0011957927251681137	0.0023237504023081593	1.3837450415129145e-08	0.0018323028996026262	0.006772985148685014	0.010074012089686828	0.0025981984113665627
5:Ins:R:1	6.18504737707563e-07	0.005182361867105456	0.014596790551827136	0.00026585169935628984	2.2932821768980224e-07	0.004726864099340459	0.007160397745648576	0.01569135882490021	0.010287888972561632
5:Ins:R:2	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
5:Ins:R:3	1.1234016663289974e-06	5.834873788401751e-06	1.6848567799835715e-05	1.0920434541124753e-05	1.8384699861447493e-06	1.6446227585239135e-05	2.3505083178558076e-05	2.7287626653560438e-05	2.7922406055343647e-05
5:Ins:R:4	6.859213352565045e-07	0.0001982945657317714	0.0004796106658801591	0.00010620027957581139	0.00020882622585531861	1.6183654328590555e-05	5.437291629277752e-05	0.0002990279770832179	0.0011018043116564514
5:Ins:R:5	9.130419449832061e-07	4.773955236577384e-06	0.00034337942800561906	0.00017863910395874428	1.7256055213484463e-06	0.00025006794776156007	5.763100677237769e-05	0.0007427420537472547	0.0005562304474248473
2:Del:M:1	7.850388304753254e-07	0.0071307563348433686	0.029258743109999586	0.006571295715352695	0.00494369145992053	0.0037395282067246662	0.011491128278968669	0.013659787387257438	0.06534696396663549
3:Del:M:1	6.037953018752281e-07	0.005143396312123846	0.01334846417305305	3.5610332756637795e-06	0.020906454414226044	0.025564868946562076	0.007179937543322031	0.06696708347925172	0.05398546557159231
3:Del:M:2	1.09069462993124e-06	0.010715372513784634	0.023948360366197127	0.0012477427603724796	0.009284359641008658	0.0037641817162059016	0.0016784923559043819	0.01852901877179344	0.017988408163273562
4:Del:M:1	5.82058334153146e-07	0.0006374592676849034	0.0046060086677896924	5.0044302355445325e-06	0.004462552077480098	0.013819684729135891	0.007490989257085327	0.05168487728228684	0.02215564231564713
4:Del:M:2	6.014601169113121e-07	0.0018706464195182922	0.007087771512778928	0.0003552398871126646	1.2169604228044287e-07	0.003005176248408266	0.0020499169198349896	0.0024519614296574827	0.013460531812173333
4:Del:M:3	5.841724023033142e-07	3.5421570996637304e-06	0.002786031237532782	0.0005162597868429467	2.5912211280380387e-07	0.0011439654911259349	0.0008864924576604001	0.004060481483247713	0.002441583701268731
5:Del:M:1	2.1501320851318474e-07	0.06381241625171621	0.016119140625492905	3.609153032376374e-06	1.3692893181982412e-06	6.397946946397842e-06	0.16430699305116528	0.06650418971669296	0.029409580779921878
5:Del:M:2	2.4964871604045886e-07	0.003896305166616069	0.035866051110691514	0.005950128859131354	2.3698172924468963e-05	0.009215490232725566	0.040400847510439535	0.019753999702605066	0.01218151921207588
5:Del:M:3	1.8293109478761948e-06	0.0020624860313185186	0.01110679475627651	1.0113247361687172e-05	7.388974670637557e-08	0.0022798207850290926	0.013952282186316249	0.004661868387923581	0.0009286615147175326
5:Del:M:4	5.374940973486749e-07	4.3703154691598914e-06	0.004193457164169227	6.177009233473049e-06	1.0188061878579902e-07	0.0019836474813266372	0.005048990995449761	0.00348831114956738	0.002748203221987448
5:Del:M:5	0.0001702918209720868	0.0002906655931721976	1.6119917918189232e-05	0.0006564314792721385	0.0005570992441164436	0.0030977415704664204	0.0011571833532192006	0.0032774879401586076	0.0015751437117918006
