Sample Names	MutationType	DBS2	DBS4	DBS6	DBS11	DBS13	DBS17	DBS18	DBS78F
PD3851a_non-exome	TC>AG	0.269336427059935	0.0	0.0	0.0	0.0	0.7306635729400651	0.0	0.0
PD3851a_non-exome	TC>AT	1.3621526061703207e-15	0.0	0.0	0.0	0.0	0.9999999999999987	0.0	0.0
PD3851a_non-exome	TC>CA	0.05182385906926524	0.0	0.0	0.0	0.0	0.9481761409307348	0.0	0.0
PD3851a_non-exome	TC>CG	0.0010145121309396992	0.0	0.0	0.0	0.0	0.9989854878690605	0.0	0.0
PD3851a_non-exome	TC>CT	0.06485392013251606	0.0	0.0	0.0	0.0	0.935146079867484	0.0	0.0
PD3851a_non-exome	TC>GA	0.05744909798010106	0.0	0.0	0.0	0.0	0.9425509020198989	0.0	0.0
PD3851a_non-exome	TC>GG	0.014702815432742438	0.0	0.0	0.0	0.0	0.9852971845672575	0.0	0.0
PD3851a_non-exome	TC>GT	0.08636051399789389	0.0	0.0	0.0	0.0	0.9136394860021061	0.0	0.0
PD3851a_non-exome	TG>AA	0.13337566214222335	0.0	0.0	0.0	0.0	0.8666243378577766	0.0	0.0
PD3851a_non-exome	TG>AC	0.03903886038445182	0.0	0.0	0.0	0.0	0.960961139615548	0.0	0.0
PD3851a_non-exome	TG>AT	0.16806395262304458	0.0	0.0	0.0	0.0	0.8319360473769554	0.0	0.0
PD3851a_non-exome	TG>CA	0.0004239301188839509	0.0	0.0	0.0	0.0	0.9995760698811161	0.0	0.0
PD3851a_non-exome	TG>CC	0.0014699651232214352	0.0	0.0	0.0	0.0	0.9985300348767785	0.0	0.0
PD3851a_non-exome	TG>CT	0.26052078988115024	0.0	0.0	0.0	0.0	0.7394792101188499	0.0	0.0
PD3851a_non-exome	TG>GA	0.059469694303870835	0.0	0.0	0.0	0.0	0.940530305696129	0.0	0.0
PD3851a_non-exome	TG>GC	0.01535574729256494	0.0	0.0	0.0	0.0	0.984644252707435	0.0	0.0
PD3851a_non-exome	TG>GT	0.458684049851173	0.0	0.0	0.0	0.0	0.541315950148827	0.0	0.0
PD3851a_non-exome	TT>AA	0.8971320323948067	0.0	0.0	0.0	0.0	0.10286796760519336	0.0	0.0
PD3851a_non-exome	TT>AC	0.01219751754439069	0.0	0.0	0.0	0.0	0.9878024824556093	0.0	0.0
PD3851a_non-exome	TT>AG	0.014191241574267899	0.0	0.0	0.0	0.0	0.985808758425732	0.0	0.0
PD3851a_non-exome	TT>CA	1.2859475140367954e-16	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0
PD3851a_non-exome	TT>CC	0.25154755205402357	0.0	0.0	0.0	0.0	0.7484524479459763	0.0	0.0
PD3851a_non-exome	TT>CG	0.0010210776399671283	0.0	0.0	0.0	0.0	0.9989789223600328	0.0	0.0
PD3851a_non-exome	TT>GA	0.0023641729577605214	0.0	0.0	0.0	0.0	0.9976358270422395	0.0	0.0
PD3851a_non-exome	TT>GC	3.631358364066454e-05	0.0	0.0	0.0	0.0	0.9999636864163592	0.0	0.0
PD3851a_non-exome	TT>GG	3.762406015036178e-13	0.0	0.0	0.0	0.0	0.9999999999996237	0.0	0.0
PD3890a_non-exome	AC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.16723843646103517	0.8327615635389649
PD3890a_non-exome	AC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.9964633676204725	0.003536632379527477
PD3890a_non-exome	AC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.786999095595405	0.2130009044045949
PD3890a_non-exome	AC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.6472561717785467	0.35274382822145334
PD3890a_non-exome	AC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.9980262556574546	0.0019737443425454004
PD3890a_non-exome	AC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.6183569280805055	0.3816430719194945
PD3890a_non-exome	AC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.9998075041485197	0.00019249585148027403
PD3890a_non-exome	AC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.9993990772933795	0.0006009227066205153
PD3890a_non-exome	AC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.49780246194501065	0.5021975380549892
PD3890a_non-exome	AT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.23225581749568133	0.7677441825043186
PD3890a_non-exome	AT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.9946067076821318	0.005393292317868196
PD3890a_non-exome	AT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.986896857348387	0.013103142651613052
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.8206687906923326	0.1793312093076675
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.9804491658301165	0.019550834169883433
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.664140832605095	0.335859167394905
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.11197102050879346	0.8880289794912066
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.6618677304410386	0.33813226955896136
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.7001004376817067	0.2998995623182933
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.26791003540020325	0.7320899645997967
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.9986837029861598	0.0013162970138401976
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.07630210064978028	0.9236978993502196
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.9996816560907059	0.00031834390929411603
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.9996154415613426	0.00038455843865735075
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.565772610699479	0.43422738930052096
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.1796046251927732	0.8203953748072268
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.7655295498616814	0.23447045013831858
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.22898555230051712	0.7710144476994828
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.03265002939578008	0.9673499706042199
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.9918967307819799	0.008103269218020022
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.9961404681411079	0.0038595318588920675
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.6418975271867239	0.3581024728132762
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.7765623549991502	0.22343764500084987
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.39125954081181286	0.6087404591881871
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.4741015027259054	0.5258984972740947
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.2940154333549833	0.7059845666450166
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.1383520323861733	0.8616479676138267
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.9990359972445673	0.0009640027554327758
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.115851421873744	0.8841485781262559
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.13272994479196132	0.8672700552080387
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.44439266219028745	0.5556073378097125
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.7037074190099486	0.2962925809900514
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.5882138592088018	0.4117861407911982
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.33989667602126966	0.6601033239787303
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.9949298135096446	0.005070186490355372
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.864461076019849	0.13553892398015105
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.21616654629230372	0.7838334537076962
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.9946468663623561	0.005353133637643947
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.11867773166230051	0.8813222683376996
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.9637768339637469	0.036223166036253134
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.19892336063067145	0.8010766393693285
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.9988183766715092	0.0011816233284907749
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.018105337922191607	0.9818946620778085
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.999215538980882	0.0007844610191179844
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.5647301494053341	0.43526985059466583
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.37074085515651256	0.6292591448434874
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.10316486909040268	0.8968351309095972
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.9999209629865834	7.903701341665713e-05
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.9968815294667727	0.003118470533227335
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.996130141259818	0.0038698587401819564
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.14639316847623443	0.8536068315237656
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.9994005643347211	0.0005994356652788295
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.9979442723918234	0.0020557276081766673
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.2547811299181389	0.7452188700818612
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.3951459603606909	0.6048540396393091
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.22528426042054878	0.7747157395794512
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.13634757075921558	0.8636524292407844
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.9883824502494675	0.011617549750532512
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.08097523028228559	0.9190247697177144
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.17742759480083034	0.8225724051991695
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.27999871834671064	0.7200012816532894
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.9995132719358015	0.0004867280641984526
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.1939909623740056	0.8060090376259944
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.999471591841186	0.0005284081588140696
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.03324662196732193	0.9667533780326781
PD3890a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.20364512208289895	0.796354877917101
PD3890a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.9927857294625289	0.007214270537471174
PD3890a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.1420660177981559	0.8579339822018441
PD3890a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.043958624647585605	0.9560413753524143
PD3904a_non-exome	AC>CA	0.050958876697756984	0.26551721479749296	0.23451743440806827	0.0	0.4490064740966819	0.0	0.0	0.0
PD3904a_non-exome	AC>CG	0.1388544980586394	0.10224061018680297	0.41389436493971593	0.0	0.3450105268148417	0.0	0.0	0.0
PD3904a_non-exome	AC>CT	0.027129562977493377	8.428369979457995e-16	0.0334370759816667	0.0	0.9394333610408391	0.0	0.0	0.0
PD3904a_non-exome	AC>GA	0.019613252466165063	0.17139501949004454	0.4594453778012459	0.0	0.3495463502425444	0.0	0.0	0.0
PD3904a_non-exome	AC>GG	1.8076618239825386e-15	1.4300137549575507e-15	0.02917763550285552	0.0	0.9708223644971412	0.0	0.0	0.0
PD3904a_non-exome	AC>GT	0.03914049159107803	7.366069810417242e-07	0.01193951128820027	0.0	0.9489192605137408	0.0	0.0	0.0
PD3904a_non-exome	AC>TA	0.11785298604256768	0.04760216441542079	0.5204097061722524	0.0	0.3141351433697592	0.0	0.0	0.0
PD3904a_non-exome	AC>TG	0.000925133558242668	0.0036348199735616476	0.04226980748425861	0.0	0.953170238983937	0.0	0.0	0.0
PD3904a_non-exome	AC>TT	0.10027168239534665	0.002602343738737853	0.07065901178027383	0.0	0.8264669620856416	0.0	0.0	0.0
PD3904a_non-exome	AT>CA	0.005416424876032902	0.06179485013470512	0.010572092640386763	0.0	0.9222166323488752	0.0	0.0	0.0
PD3904a_non-exome	AT>CC	2.6341747705287706e-15	2.0808828769870383e-15	0.026118795968467664	0.0	0.9738812040315276	0.0	0.0	0.0
PD3904a_non-exome	AT>CG	8.795285359785494e-13	9.389578163754638e-13	0.24838709677374182	0.0	0.7516129032244396	0.0	0.0	0.0
PD3904a_non-exome	AT>GA	0.036274769750275805	0.032929316941056476	0.2263363931708328	0.0	0.704459520137835	0.0	0.0	0.0
PD3904a_non-exome	AT>GC	0.012073242150510899	0.01709313720253328	0.022968903115904094	0.0	0.9478647175310517	0.0	0.0	0.0
PD3904a_non-exome	AT>TA	0.022790979496175548	0.10610591041071468	0.0708378144126671	0.0	0.8002652956804426	0.0	0.0	0.0
PD3904a_non-exome	CC>AA	0.9999989165450845	4.548918523279277e-18	7.416361806703536e-18	0.0	1.083454915419625e-06	0.0	0.0	0.0
PD3904a_non-exome	CC>AG	0.5463824755673252	0.01923551928334972	0.29997557945486975	0.0	0.13440642569445538	0.0	0.0	0.0
PD3904a_non-exome	CC>AT	0.5751937417238572	0.042506737142172145	0.0016301715612211183	0.0	0.38066934957274945	0.0	0.0	0.0
PD3904a_non-exome	CC>GA	0.41787125869756986	0.039449507726091106	0.5423037982826153	0.0	0.00037543529372365567	0.0	0.0	0.0
PD3904a_non-exome	CC>GG	0.03365067712025743	0.0025683460861831574	0.8758004521045543	0.0	0.08798052468900516	0.0	0.0	0.0
PD3904a_non-exome	CC>GT	0.0280415396876941	0.0009583078241220709	0.05674303443006161	0.0	0.914257118058122	0.0	0.0	0.0
PD3904a_non-exome	CC>TA	0.19812993899065268	0.0009908828780513512	0.017788038983133626	0.0	0.7830911391481623	0.0	0.0	0.0
PD3904a_non-exome	CC>TG	0.012291923990745149	0.00020253452435834533	0.23055448645388707	0.0	0.7569510550310095	0.0	0.0	0.0
PD3904a_non-exome	CC>TT	2.7347426896070536e-14	2.1603271352517277e-14	3.522104775865764e-14	0.0	0.9999999999999158	0.0	0.0	0.0
PD3904a_non-exome	CG>AT	0.16920390494106272	0.02008419763191748	0.7178423509033403	0.0	0.09286954652367957	0.0	0.0	0.0
PD3904a_non-exome	CG>GC	0.145089434525389	0.0009434716858250387	0.15010905075856856	0.0	0.7038580430302175	0.0	0.0	0.0
PD3904a_non-exome	CG>GT	0.1834430600833942	4.719961800674864e-16	0.29860164894562613	0.0	0.5179552909709793	0.0	0.0	0.0
PD3904a_non-exome	CG>TA	4.159015794638319e-15	3.2854406051593435e-15	5.35644155805443e-15	0.0	0.9999999999999871	0.0	0.0	0.0
PD3904a_non-exome	CG>TC	0.19024679947302323	2.914245308274514e-16	0.5101544197701942	0.0	0.29959878075678226	0.0	0.0	0.0
PD3904a_non-exome	CG>TT	0.27332010006232305	0.008353105528365982	0.5948170552003744	0.0	0.12350973920893668	0.0	0.0	0.0
PD3904a_non-exome	CT>AA	0.031959988298548236	3.2790559708410974e-17	0.028861882347092332	0.0	0.9391781293543594	0.0	0.0	0.0
PD3904a_non-exome	CT>AC	1.0203323508747098e-16	8.060179383408625e-17	0.0308799994894452	0.0	0.9691200005105547	0.0	0.0	0.0
PD3904a_non-exome	CT>AG	0.01258688963081221	0.0036637957220738665	0.548053105355168	0.0	0.43569620929194597	0.0	0.0	0.0
PD3904a_non-exome	CT>GA	0.0026780343902958617	0.04688010168488747	0.702862832688657	0.0	0.2475790312361597	0.0	0.0	0.0
PD3904a_non-exome	CT>GC	0.018458104004738678	0.0046791806774076445	0.15954437741921376	0.0	0.81731833789864	0.0	0.0	0.0
PD3904a_non-exome	CT>GG	0.009993215793931276	0.04851494830202984	0.4904706576836041	0.0	0.45102117822043497	0.0	0.0	0.0
PD3904a_non-exome	CT>TA	0.06631336816608831	6.461474460633929e-17	0.001121988886700077	0.0	0.9325646429472116	0.0	0.0	0.0
PD3904a_non-exome	CT>TC	0.002941355879090482	2.523221955102129e-16	4.1137529375147216e-16	0.0	0.9970586441209088	0.0	0.0	0.0
PD3904a_non-exome	CT>TG	0.02860155751469569	0.001062733673364691	0.5314808907783618	0.0	0.4388548180335777	0.0	0.0	0.0
PD3904a_non-exome	GC>AA	0.031855606887768555	0.9681440872362419	3.3670699129535394e-17	0.0	3.0587598968276736e-07	0.0	0.0	0.0
PD3904a_non-exome	GC>AG	0.009570234884172921	0.1566251006358531	0.06973728390606423	0.0	0.7640673805739097	0.0	0.0	0.0
PD3904a_non-exome	GC>AT	0.028806649946896228	0.13146667282794375	0.03677075180663691	0.0	0.8029559254185231	0.0	0.0	0.0
PD3904a_non-exome	GC>CA	0.037607857470160294	0.19873016501105234	0.19949761009264097	0.0	0.5641643674261464	0.0	0.0	0.0
PD3904a_non-exome	GC>CG	0.0481259159813669	0.0003327725343158967	4.207896847961949e-15	0.0	0.9515413114843129	0.0	0.0	0.0
PD3904a_non-exome	GC>TA	0.07622494208174661	0.8628521365912445	0.055554440928924226	0.0	0.005368480398084698	0.0	0.0	0.0
PD3904a_non-exome	TA>AT	0.08552296253311176	0.4450077681857168	0.1724550470966749	0.0	0.29701422218449636	0.0	0.0	0.0
PD3904a_non-exome	TA>CG	0.02540552773045375	0.24617980092124095	0.22532212358899692	0.0	0.5030925477593085	0.0	0.0	0.0
PD3904a_non-exome	TA>CT	0.006044032036711212	0.08859915209202664	0.36454798349884576	0.0	0.5408088323724164	0.0	0.0	0.0
PD3904a_non-exome	TA>GC	0.17125631717542525	0.06882606821648692	0.3559723220182509	0.0	0.403945292589837	0.0	0.0	0.0
PD3904a_non-exome	TA>GG	0.036312705101606134	0.48102809381851525	0.06493449675850968	0.0	0.417724704321369	0.0	0.0	0.0
PD3904a_non-exome	TA>GT	0.08944456801504808	0.26102954230604336	0.0027819065654819874	0.0	0.6467439831134266	0.0	0.0	0.0
PD3904a_non-exome	TC>AA	0.004623353830767501	0.5688166160886376	0.0944929968917938	0.0	0.33206703318880104	0.0	0.0	0.0
PD3904a_non-exome	TC>AG	0.0018311957938936345	0.008059184060411251	0.049054730063161876	0.0	0.9410548900825332	0.0	0.0	0.0
PD3904a_non-exome	TC>AT	1.6961083874978914e-17	0.016104580003727796	0.0015636537829494363	0.0	0.9823317662133229	0.0	0.0	0.0
PD3904a_non-exome	TC>CA	0.006464970674451555	0.37748242216961037	0.07237847795351099	0.0	0.5436741292024271	0.0	0.0	0.0
PD3904a_non-exome	TC>CG	0.000329577017526545	0.015955215641524904	0.04726629320153283	0.0	0.9364489141394157	0.0	0.0	0.0
PD3904a_non-exome	TC>CT	0.05665704050234014	6.5885307239102e-05	0.1027589633538919	0.0	0.8405181108365289	0.0	0.0	0.0
PD3904a_non-exome	TC>GA	0.02186190574880855	0.4232434481484651	0.1173237657311161	0.0	0.4375708803716103	0.0	0.0	0.0
PD3904a_non-exome	TC>GG	0.00040251072270429633	0.0001995881287859673	0.039854208548388344	0.0	0.9595436926001213	0.0	0.0	0.0
PD3904a_non-exome	TC>GT	0.0016793039446636414	6.454871363934651e-17	1.0523745634414886e-16	0.0	0.9983206960553361	0.0	0.0	0.0
PD3904a_non-exome	TG>AA	0.05641050515279071	0.06844422886160381	0.3144514384894893	0.0	0.5606938274961162	0.0	0.0	0.0
PD3904a_non-exome	TG>AC	0.016206474596641044	0.004091581387948971	0.48142811728002516	0.0	0.4982738267353849	0.0	0.0	0.0
PD3904a_non-exome	TG>AT	0.02442931534774196	1.8754314656143117e-17	0.8143129217440976	0.0	0.16125776290816043	0.0	0.0	0.0
PD3904a_non-exome	TG>CA	0.0027859017363369713	0.007321581554632794	0.14271008321538128	0.0	0.847182433493649	0.0	0.0	0.0
PD3904a_non-exome	TG>CC	0.004505054755755164	0.004284807634362689	0.3872822339935701	0.0	0.603927903616312	0.0	0.0	0.0
PD3904a_non-exome	TG>CT	0.014882136143369579	0.00018724885838436467	0.8625903811153219	0.0	0.1223402338829243	0.0	0.0	0.0
