MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Ins:T:0	1.3120183103222538e-08	0.003017455898340889	0.01153618528068551	0.002549987242201723	0.009355404331290628
1:Ins:T:1	8.8907525637912e-09	0.00927807400930547	0.06066152160437165	4.722469362417788e-05	0.060533562039177015
1:Ins:T:2	5.435976217308772e-09	0.004071101062224969	0.01465607488544265	0.014860371542899506	0.006731491000679549
1:Ins:T:3	7.336674852827703e-09	0.0037738316639554627	0.01240704365294126	0.010405320524426286	0.007878113185476347
1:Ins:T:4	5.833198857274624e-09	0.003502437716911307	0.007083042655825148	0.0034241866116531128	0.0017941224587957549
1:Ins:T:5	1.471086778318901e-09	0.010836315443494489	0.10349363956235418	0.09863455095937941	0.00018133556536289083
2:Del:R:0	1.5678795291703316e-08	0.009645909751362798	0.18341020654045834	0.03761453364107723	0.029965664053451253
2:Del:R:1	4.808431075531416e-09	0.005062790372760162	0.007412083346727391	0.0013881291730494165	0.0035622882280222255
2:Del:R:2	1.478503691032529e-07	0.0007746529871151135	0.00028223288079682143	9.59871175159795e-05	0.0002938800093033933
2:Del:R:3	2.047138967379662e-07	0.0003575384946827853	0.0004372003174791435	4.896688248360685e-06	0.00034826780474759287
2:Del:R:4	7.403438502251447e-08	0.00024038873866392881	0.0007336432750532158	0.0001720623633062246	0.0009932882185239578
2:Del:R:5	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
3:Del:R:0	8.885638031372878e-05	0.01672495017760441	0.09264232296995635	0.017984016602582642	0.00903750454845067
3:Del:R:1	3.888829525067194e-09	0.0010069807563723998	0.002242067277438527	0.005973100120991148	0.00047677627286854356
3:Del:R:2	9.668694017269294e-08	0.0002006420823931876	0.001408807836101289	0.00038899247074463496	0.00031481736832574827
3:Del:R:3	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
3:Del:R:4	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
3:Del:R:5	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
4:Del:R:0	1.6834442695401462e-08	0.0061753679607188545	0.04675953227463955	0.005911959754711897	0.02035507980284213
4:Del:R:1	1.2627163334973564e-05	6.681288858961428e-05	0.0012124084643363156	0.00015699258168453412	0.00047224996372582
4:Del:R:2	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
4:Del:R:3	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
4:Del:R:4	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
4:Del:R:5	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
5:Del:R:0	1.41566492454596e-08	3.615577399886568e-06	3.339177961455302e-06	0.0002250380019861886	0.4092684427897135
5:Del:R:1	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
5:Del:R:2	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
5:Del:R:3	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
5:Del:R:4	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
5:Del:R:5	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
2:Ins:R:0	7.153285075389704e-09	0.006851207974496276	0.007251456739925525	0.0029974419827321222	0.0036349088721181035
2:Ins:R:1	1.175680057012111e-08	0.0015967121329444705	0.010290063551221825	0.0028947018525570913	0.0152580741520372
2:Ins:R:2	6.601294947709372e-09	0.003441765188345632	0.008786322654843203	0.0012488392480160353	0.006515576138341809
2:Ins:R:3	2.343496151506012e-07	1.2061867491297561e-05	9.18831868915504e-05	0.000913050911616627	2.2377680579666048e-05
2:Ins:R:4	5.434291239225786e-09	0.0002951137694590026	0.00140900532004243	0.0016169150655315433	0.0003401003490277314
2:Ins:R:5	3.244414041129554e-08	0.00034322672334591666	0.0012847412788955144	0.002059020916220315	0.0007565740959762479
3:Ins:R:0	7.542022591640792e-09	0.001100981756942332	0.006771521702923877	0.001068746793736371	0.0027181235770209846
3:Ins:R:1	7.159993901476961e-09	0.0018310918970755098	0.004478168223262576	0.001108875036874224	0.0020883355974547157
3:Ins:R:2	6.9320991909667855e-09	0.00031022530553954654	0.002437574868539135	0.0015626509190667548	0.0017041777769918553
3:Ins:R:3	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
3:Ins:R:4	1.2030749035515006e-07	0.00016372131975780728	0.0004111055787404894	0.0006839248908706944	0.0004006561563680104
3:Ins:R:5	4.832262104533432e-08	0.0005122002427275636	0.0011116076559256763	0.0014683114113447952	0.00029539846212477036
4:Ins:R:0	7.889257365908027e-09	0.00038654549039485175	0.002733582624415476	0.0012183680008291732	0.001715439514373429
4:Ins:R:1	7.840905702494183e-09	0.003680541345224242	0.006651436405940577	0.0006941667320063516	0.004455525057407309
4:Ins:R:2	2.56850107405171e-08	0.0003422226529551153	0.000837525243691258	8.064661059279388e-05	0.0009741775965873482
4:Ins:R:3	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
4:Ins:R:4	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
4:Ins:R:5	1.4904636286653764e-07	5.933471620949149e-05	0.0005894911632935873	0.00019891329040433448	0.00020392389551489033
5:Ins:R:0	6.058002011144481e-09	0.0041500582648436556	0.0029606995755267224	0.0005195804845764466	0.0077327318815453815
5:Ins:R:1	5.3820002676729924e-09	0.009626895832720805	0.010568284913193792	0.001033778949441455	0.01000806606458961
5:Ins:R:2	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
5:Ins:R:3	4.919013993761231e-07	1.1070374269669021e-05	2.501717592811777e-05	6.249093934229677e-06	2.577115847088862e-05
5:Ins:R:4	1.918332110051324e-07	9.097355383289596e-05	0.0006512415090014656	0.00061421622021669	2.1552309590333607e-05
5:Ins:R:5	1.3840772261630718e-07	8.737391118529558e-06	0.0004902183097082494	0.00023951952748385946	0.00023865275294762494
2:Del:M:1	1.7068204923494552e-08	0.015605274170771347	0.04576188989922241	0.010873258210497975	0.014788769188688397
3:Del:M:1	1.3308513698480814e-08	0.006248922118853173	0.07708862418797556	0.030950787245443222	0.0002087961194613778
3:Del:M:2	6.503092597753834e-09	0.007822416551849542	0.021280398454873506	0.00923681085529419	0.005262869768633512
4:Del:M:1	1.7459349788140344e-08	0.0006757322916468429	0.027636211443205858	0.005928495004694412	0.01355523774585284
4:Del:M:2	7.345340099125982e-09	0.003968904960341746	0.00784706218442975	0.0008648083897204136	0.005245047661204202
4:Del:M:3	7.732734808030273e-09	0.0004728968339141678	0.002518828020621555	0.0006528232587650489	0.001426885031044852
5:Del:M:1	1.176479010820318e-08	0.018976402946579422	0.00815684190663717	3.718414502555056e-07	0.19645489188145196
5:Del:M:2	7.1788351855654275e-09	0.0048475501156846216	0.002862583087768359	0.00021476314258658629	0.06432021810675602
5:Del:M:3	1.0811730947561197e-08	0.002328725701440959	0.0011140778918171889	2.123574535062289e-06	0.014073185001931658
5:Del:M:4	7.721472291185213e-09	0.0012084967092443814	0.0018416689394129548	0.0001794976562488652	0.004960072956782824
5:Del:M:5	8.176678125693115e-06	0.0010316195774890957	0.000997865947624632	0.0005479708698715058	0.0012365361958169767
