MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J	DBS78K	DBS78L	DBS78M
CG>TT	0.03574820047998417	0.007788500628832662	0.050662083580148946	0.009130687680188506	4.754637899724301e-05	4.66296643859702e-05	0.016500939279649175	4.339101222209744e-05	5.3785080756145004e-05	0.004925481839572828	0.026196651724358824	3.852484037386953e-05	5.363043057909541e-05
CT>AA	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
CT>AC	0.00646140019101343	0.0007981280038521277	0.02162034154395466	0.004015404635144174	0.001067224898550497	0.010087529285616863	0.007137321497308827	0.007108035453287206	0.004493351113706012	0.0017132565568848197	0.003384956747625741	0.005222133887643091	6.681351581695101e-05
CT>AG	0.040135369596631186	0.0049000680609309144	0.025069681055462447	2.7323497406920674e-05	0.007829381164838464	0.007803272504831208	0.03881247243952484	0.03247481639767672	3.821342858735845e-05	0.003050607664507273	0.01763573468122164	0.0176243336156413	4.431423463794696e-05
CT>GA	0.007277680184294392	0.0009879251661914167	0.005144657299721681	0.002249491165851699	0.0021219253365416953	0.049778330894575146	0.010701243687435635	0.0022601914318329365	0.024348785882102673	0.007201256461000108	4.8877826400111306e-05	4.750399260918433e-05	0.01891472266894804
CT>GC	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
CT>GG	0.00527924185134907	0.0033544330119188817	0.07370836631851792	0.00811869846301654	3.9669802111082696e-05	0.05105845783132281	0.0101032741655762	0.004561613476039383	0.00436725280896505	0.005013275827611293	0.02047462378040681	0.031183123292694463	0.008333383828933923
CT>TA	0.15676749665217357	0.004360985527049058	4.022176864239002e-05	0.0043487005924205515	0.003063033740397003	3.57348970419243e-05	0.04348254872595021	0.00455039851500126	0.011674133628550657	0.003190059366938003	0.012107701396099202	0.005798519220860473	0.024092053878571038
CT>TC	5.4934080738651875e-05	0.002317592708277516	0.00338359353748577	0.005737695904766345	0.002580161337876537	6.354145358879274e-05	0.008050335587540758	0.006347202369700729	0.008265473097223246	0.003342871334947025	0.0065884260711754905	0.005790652121534853	0.006835729231170262
CT>TG	0.04635263786479468	0.004453967577068229	0.02091746148320984	0.005794733594972842	0.008101218736121041	0.01958221880014056	0.017812030838452605	0.016534302980214004	0.004613626135123164	0.02493246237902162	0.018735430356857	0.013850388457867287	0.038369588160594506
GC>AA	2.539649271831775e-05	0.8481267015139262	4.1809097696072585e-05	1.2750979904056308e-05	2.0737692262691918e-05	3.2796719904452466e-05	3.4031590097545934e-05	1.829738274553942e-05	2.3524373998062843e-05	2.1896165011676498e-05	2.7806825684725017e-05	1.847555398397649e-05	2.8962151195225754e-05
GC>AG	0.011000002926790368	3.299152055086866e-05	0.05739021891210534	0.009499654470274758	0.01449864436524327	0.028702863973349698	0.008323764638866813	0.03027986169617769	0.008088387689497836	0.005958712829978731	0.018095236948782182	0.027652989077421426	0.012006036378759433
GC>AT	2.2574674885136218e-05	1.9384628060915727e-05	2.991063576871511e-05	0.02434138577147982	2.425857436350043e-05	0.2739630061391987	2.6861309171512365e-05	0.009978525270044999	0.022451473224318372	0.018018447963187256	2.402219119464373e-05	0.01940259857857516	0.04031362541289122
GC>CA	0.010424927178147907	0.0032109610180062493	0.01974510190360679	0.008683085669023665	0.009705947027936071	0.00615706593610715	0.010266392725406585	0.0017892899533004916	0.008249201174998434	0.0070535290952345045	0.04353632765420722	0.02019797078261642	0.011237583767932246
GC>CG	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
GC>TA	0.06614676807433474	4.1988138415661174e-05	0.01333322939253776	3.162471079368364e-05	0.004183480373748693	0.028722421387040717	0.016948399042543846	0.008644515617152137	4.3077970660003e-05	3.8028287724500844e-05	0.015583343191654346	0.005694561887473052	0.003977468574642747
TA>AT	0.028511245762941447	0.0011866081257977611	0.03316200306853716	0.006926681435819167	4.4757105357954666e-05	0.005902759877547699	0.018031930961114995	0.007157799279502797	0.002925489030309247	0.013788856133220569	0.03710746836974674	0.007420457134792861	0.011336919818677415
TA>CG	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TA>CT	0.011943254542393334	0.0023284557737554223	0.005900890693070929	2.8363175351842075e-05	0.008223671670809079	0.024121451370696434	0.05336357897643514	3.894847833786723e-05	0.008457846021288636	0.005895745685726676	0.034334218987229784	0.016348812708323144	0.0052890398812905914
TA>GC	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TA>GG	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TA>GT	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TC>AA	1.8608801472434303e-05	1.1146276630332371e-05	1.8829892915957677e-05	6.334869731542195e-06	1.651591682897309e-05	3.17781744693472e-05	2.313104839823943e-05	2.2734395356079536e-05	0.6301176806290945	1.623538584994844e-05	2.340765025504177e-05	1.558555415663206e-05	3.070679964215136e-05
TC>AG	2.371402805524649e-05	1.6674280225378326e-05	3.254855037759796e-05	0.04046674517545838	2.3569693448307247e-05	2.712590967670625e-05	3.065413787623113e-05	2.2080025108169496e-05	1.8411265828125836e-05	2.4276086724987305e-05	2.992929681511214e-05	0.46087373567752365	0.010505394231804693
TC>AT	2.3273249206952802e-05	1.1306189349974405e-05	2.795785579152721e-05	0.7033349814514319	0.00982524394642661	4.3405336657542645e-05	2.5585008897136923e-05	2.010913317912847e-05	1.986705906880104e-05	2.7740000002533332e-05	2.6567483310676228e-05	0.002015181651290732	2.5999130395485773e-05
TC>CA	0.0810381517623379	0.006096190745651834	0.007660255521963608	0.0030923572630646864	0.024808186938480505	4.664343242333224e-05	0.018775007779364236	0.003888057962477139	0.006193988806323839	0.0028090106878192614	0.03372670493585398	3.79109839456331e-05	0.006684539739067455
TC>CG	0.04727561621640083	0.003151339899475284	0.01117966491887022	0.0022429160205632587	3.727526944074337e-05	0.030705602400670766	0.021255793103955513	0.009526905990846284	0.00921095394630053	0.01026554523111481	0.003051570954479151	0.024654762392232275	0.02159342548852692
TC>CT	2.9613548571205682e-05	0.0032308829938851847	3.3324467494821874e-05	0.0072313824717201765	0.012166881366198291	2.9366456005301227e-05	0.26965179491896074	0.02113364882628466	2.571506855773009e-05	1.980752635877237e-05	0.010408360024380447	0.015537218280242083	0.01994554536316556
TC>GA	2.3785729064703296e-05	0.00591598446471931	2.4412439376734577e-05	1.0660818719859038e-05	0.012793638239537749	1.906193919155825e-05	2.9443692485401723e-05	0.01495870948658919	2.2676386636237093e-05	0.015110239793260621	2.3018288460061968e-05	2.191010832685719e-05	0.44082250480481283
TC>GG	0.020789234256244526	0.0027034318685006534	0.009405194537945742	3.5109373690526506e-05	0.008845270357505796	0.02957768008285105	0.020512409673877605	0.011316712756676376	4.927367450970148e-05	0.0071120052971537	0.009914056526395144	0.004193323648102402	0.01906837757101793
TC>GT	0.012451771450805655	0.0058882101457122535	0.01665443945533601	0.026052232369178144	3.54852372724442e-05	0.04458153314734196	4.0828469204579056e-05	0.012816314129982952	0.004180734340721996	0.03187311674837788	0.08051186846772727	0.05512539225992441	0.010216550241346075
TG>AA	0.040956199311239234	0.006375547450801644	0.023281415347639948	2.300797362968602e-05	0.004296027073057319	0.02839041347342762	0.024469766326054316	0.03491523525950508	0.011658416684622353	0.011105802421368102	0.03646288622684798	2.9637753817960145e-05	0.038732196812521144
TG>AC	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TG>AT	0.006680563703206855	0.004306842295458787	0.11069472750008537	0.004361359807449937	0.02120070253822458	0.022875988811545747	0.03235463996188723	0.0076988596636854345	0.012325935372285766	0.03498658426715385	3.654265475994123e-05	0.008873822408331478	4.246024525187408e-05
TG>CA	0.015486346699556936	6.147414630201335e-05	0.016073457885128543	0.003212615744511519	0.0027231052036465067	0.0043483589670055755	0.004180532705383181	0.0017145505336884526	0.0019050038787099765	0.002008268589512833	0.004574599540440734	0.008410283039059626	0.009625328794572851
TG>CC	0.0061814546554766515	6.102143427900349e-05	0.003743486486079443	0.002063181465988843	6.187331206698824e-05	0.014569058499106783	0.011285027937871443	0.0038581273169105163	6.010854431224288e-05	0.006689443863554819	0.014660037094775666	0.010246580299553897	0.004239183351576988
TG>CT	0.0376888302718665	0.005903848656562372	0.002418932566206422	0.0010254699755591012	0.0023247495598120336	0.04223596461867011	0.03609163223520303	0.0670601548562453	4.229316767338694e-05	0.018649902353881576	3.5283477139576765e-05	0.012479104393879479	0.02636285496828966
TG>GA	0.01308473112383884	6.165850997300974e-05	0.012856764832182914	0.0027086152823964462	6.183156347105978e-05	6.058505138450225e-05	0.011132034998991003	0.00559279476019583	6.117893535702023e-05	0.01911700971228735	0.0055924235315615075	0.003959297055394018	0.0030817039571047642
TG>GC	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TG>GT	0.03436346179787506	0.002996944328333484	0.016360666865208866	0.0070894918177752215	0.010309374452966343	0.0037500212222160672	0.008155051058171619	4.7410366035668025e-05	0.008560725494620176	0.001378255707944239	0.0060912702335069	0.0017846641439064116	0.008038239387436382
TT>AA	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TT>AC	0.02294589999261613	5.0586528713362594e-05	0.021018871412888985	0.02010956940747149	0.006146984007167096	0.002274808978897151	0.0026095882655075304	0.005255481318848372	0.0077187914696712785	0.009106303684484373	0.015046749055848825	4.374704824954279e-05	0.01592355639665281
TT>AG	0.009902111555917751	0.003221624152865843	0.006131254808739565	0.0011956266603495654	6.2266110520189e-05	0.017073667369186297	0.0028262254259364757	0.0063038022355006735	0.004908859562177289	0.0015658389245193879	0.009996847532662893	0.002127019810662508	0.004931817670634094
TT>CA	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TT>CC	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TT>CG	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902651264643e-05	7.61984963901341e-05	7.242907425582719e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907438506993e-05	6.717077267239801e-05	8.072870380904836e-05
TT>GA	0.017737406728459366	0.00420036053881887	0.01801488304602875	0.004405359033792896	0.002666817432668722	0.008915967542846678	0.004569405586744324	0.001562623096894337	0.004353360894068222	0.0030771416297132722	0.0021337277713125028	0.004081297307917945	0.004908443105159676
TT>GC	6.295089551713317e-05	7.66425383820509e-05	7.012855385255535e-05	6.357902724024219e-05	7.61984963901341e-05	7.242907401329527e-05	7.386488056605837e-05	6.600408766341085e-05	7.521531006204896e-05	7.00464946324549e-05	6.836907462760185e-05	6.717077267239801e-05	8.072870380904836e-05
TT>GG	0.00539623503597492	0.003359455650327921	0.012710449805247966	0.001494756013986868	0.004960960765189763	0.0018096376831332843	0.01136250298586674	0.003069993892131606	6.283406522319031e-05	0.0022718475098372436	0.013941450009284987	0.0079892727208365	0.00401968879486958
