Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D
TCGA-3C-AAAU-01	5:Del:R:0	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:R:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:R:2	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:R:3	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:R:4	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:R:5	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	2:Ins:R:0	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	2:Ins:R:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	2:Ins:R:2	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	2:Ins:R:3	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	2:Ins:R:4	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	2:Ins:R:5	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	3:Ins:R:0	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	3:Ins:R:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	3:Ins:R:2	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	3:Ins:R:3	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	3:Ins:R:4	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	3:Ins:R:5	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Ins:R:0	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Ins:R:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Ins:R:2	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Ins:R:3	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Ins:R:4	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Ins:R:5	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Ins:R:0	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Ins:R:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Ins:R:2	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Ins:R:3	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Ins:R:4	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Ins:R:5	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	2:Del:M:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	3:Del:M:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	3:Del:M:2	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Del:M:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Del:M:2	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	4:Del:M:3	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:M:1	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:M:2	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:M:3	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:M:4	0.0	0.0	0.0	1.0
TCGA-3C-AAAU-01	5:Del:M:5	0.0	0.0	0.0	1.0
TCGA-3C-AALI-01	1:Del:C:0	0.0	0.7295703804912345	0.0	0.2704296195087655
TCGA-3C-AALI-01	1:Del:C:1	0.0	0.9999678931896282	0.0	3.210681037177612e-05
TCGA-3C-AALI-01	1:Del:C:2	0.0	0.9999833950089937	0.0	1.6604991006368183e-05
TCGA-3C-AALI-01	1:Del:C:3	0.0	0.8549839734971537	0.0	0.14501602650284628
TCGA-3C-AALI-01	1:Del:C:4	0.0	0.42911029056634903	0.0	0.5708897094336509
TCGA-3C-AALI-01	1:Del:C:5	0.0	0.1306296092268108	0.0	0.8693703907731891
TCGA-3C-AALI-01	1:Del:T:0	0.0	0.8370602329352175	0.0	0.1629397670647825
TCGA-3C-AALI-01	1:Del:T:1	0.0	0.9763442376838967	0.0	0.023655762316103314
TCGA-3C-AALI-01	1:Del:T:2	0.0	0.9999900605298229	0.0	9.939470177177056e-06
TCGA-3C-AALI-01	1:Del:T:3	0.0	0.8583132942673836	0.0	0.14168670573261635
TCGA-3C-AALI-01	1:Del:T:4	0.0	0.48141779951694	0.0	0.5185822004830599
TCGA-3C-AALI-01	1:Del:T:5	0.0	0.18559447287945238	0.0	0.8144055271205475
TCGA-3C-AALI-01	1:Ins:C:0	0.0	0.7205976799698809	0.0	0.27940232003011917
TCGA-3C-AALI-01	1:Ins:C:1	0.0	0.7927790382078798	0.0	0.20722096179212024
TCGA-3C-AALI-01	1:Ins:C:2	0.0	0.6900256030458352	0.0	0.3099743969541648
TCGA-3C-AALI-01	1:Ins:C:3	0.0	0.7278823199983595	0.0	0.2721176800016404
TCGA-3C-AALI-01	1:Ins:C:4	0.0	0.7985530935576068	0.0	0.20144690644239316
TCGA-3C-AALI-01	1:Ins:C:5	0.0	0.272717564502286	0.0	0.7272824354977139
TCGA-3C-AALI-01	1:Ins:T:0	0.0	0.8470047595834537	0.0	0.15299524041654625
TCGA-3C-AALI-01	1:Ins:T:1	0.0	0.7616129306071224	0.0	0.23838706939287757
TCGA-3C-AALI-01	1:Ins:T:2	0.0	0.4619442413526908	0.0	0.5380557586473091
TCGA-3C-AALI-01	1:Ins:T:3	0.0	0.7028442334092807	0.0	0.29715576659071935
TCGA-3C-AALI-01	1:Ins:T:4	0.0	0.505199758784976	0.0	0.4948002412150239
TCGA-3C-AALI-01	1:Ins:T:5	0.0	0.43844102189083384	0.0	0.5615589781091662
TCGA-3C-AALI-01	2:Del:R:0	0.0	0.7331200329629848	0.0	0.26687996703701516
TCGA-3C-AALI-01	2:Del:R:1	0.0	0.5880257189078799	0.0	0.41197428109212003
TCGA-3C-AALI-01	2:Del:R:2	0.0	0.8191567066014749	0.0	0.18084329339852512
TCGA-3C-AALI-01	2:Del:R:3	0.0	0.9124606988415709	0.0	0.08753930115842913
TCGA-3C-AALI-01	2:Del:R:4	0.0	0.9950898922593453	0.0	0.004910107740654727
TCGA-3C-AALI-01	2:Del:R:5	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	3:Del:R:0	0.0	0.6134011786576784	0.0	0.3865988213423216
TCGA-3C-AALI-01	3:Del:R:1	0.0	0.3366765346574758	0.0	0.6633234653425241
TCGA-3C-AALI-01	3:Del:R:2	0.0	0.7836658329165481	0.0	0.21633416708345188
TCGA-3C-AALI-01	3:Del:R:3	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	3:Del:R:4	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	3:Del:R:5	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	4:Del:R:0	0.0	0.7533819386033125	0.0	0.24661806139668746
TCGA-3C-AALI-01	4:Del:R:1	0.0	0.8138049018953534	0.0	0.1861950981046466
TCGA-3C-AALI-01	4:Del:R:2	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	4:Del:R:3	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	4:Del:R:4	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	4:Del:R:5	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	5:Del:R:0	0.0	0.021049450395881558	0.0	0.9789505496041184
TCGA-3C-AALI-01	5:Del:R:1	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	5:Del:R:2	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	5:Del:R:3	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	5:Del:R:4	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	5:Del:R:5	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	2:Ins:R:0	0.0	0.8823572221585205	0.0	0.11764277784147939
TCGA-3C-AALI-01	2:Ins:R:1	0.0	0.8409409515595027	0.0	0.15905904844049723
TCGA-3C-AALI-01	2:Ins:R:2	0.0	0.8770762393756527	0.0	0.12292376062434736
TCGA-3C-AALI-01	2:Ins:R:3	0.0	0.10968859587795926	0.0	0.8903114041220408
TCGA-3C-AALI-01	2:Ins:R:4	0.0	0.644388802013149	0.0	0.35561119798685115
TCGA-3C-AALI-01	2:Ins:R:5	0.0	0.5388659911396331	0.0	0.461134008860367
TCGA-3C-AALI-01	3:Ins:R:0	0.0	0.7786833833511035	0.0	0.2213166166488965
TCGA-3C-AALI-01	3:Ins:R:1	0.0	0.6400615054541394	0.0	0.3599384945458606
TCGA-3C-AALI-01	3:Ins:R:2	0.0	0.5360205294571477	0.0	0.4639794705428522
TCGA-3C-AALI-01	3:Ins:R:3	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	3:Ins:R:4	0.0	0.20880776118697447	0.0	0.7911922388130256
TCGA-3C-AALI-01	3:Ins:R:5	0.0	0.585672105688579	0.0	0.4143278943114211
TCGA-3C-AALI-01	4:Ins:R:0	0.0	0.503357035007459	0.0	0.496642964992541
TCGA-3C-AALI-01	4:Ins:R:1	0.0	0.7575037370211489	0.0	0.24249626297885105
TCGA-3C-AALI-01	4:Ins:R:2	0.0	0.8543899526782894	0.0	0.14561004732171065
TCGA-3C-AALI-01	4:Ins:R:3	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	4:Ins:R:4	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	4:Ins:R:5	0.0	0.7454357389785611	0.0	0.25456426102143903
TCGA-3C-AALI-01	5:Ins:R:0	0.0	0.8357717318664862	0.0	0.16422826813351388
TCGA-3C-AALI-01	5:Ins:R:1	0.0	0.852966392962833	0.0	0.14703360703716695
TCGA-3C-AALI-01	5:Ins:R:2	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	5:Ins:R:3	0.0	0.7864726797640185	0.0	0.21352732023598156
TCGA-3C-AALI-01	5:Ins:R:4	0.0	0.4300465213574779	0.0	0.5699534786425221
TCGA-3C-AALI-01	5:Ins:R:5	0.0	0.6413161563248558	0.0	0.3586838436751442
TCGA-3C-AALI-01	2:Del:M:1	0.0	0.823816574475288	0.0	0.17618342552471192
TCGA-3C-AALI-01	3:Del:M:1	0.0	0.5843434880036985	0.0	0.41565651199630144
TCGA-3C-AALI-01	3:Del:M:2	0.0	0.623110859186526	0.0	0.3768891408134739
TCGA-3C-AALI-01	4:Del:M:1	0.0	0.6959622965731351	0.0	0.3040377034268649
TCGA-3C-AALI-01	4:Del:M:2	0.0	0.7740426295148194	0.0	0.2259573704851807
TCGA-3C-AALI-01	4:Del:M:3	0.0	0.5137832803620075	0.0	0.48621671963799257
TCGA-3C-AALI-01	5:Del:M:1	0.0	0.7534285346600599	0.0	0.2465714653399402
TCGA-3C-AALI-01	5:Del:M:2	0.0	0.9174449758435832	0.0	0.08255502415641683
TCGA-3C-AALI-01	5:Del:M:3	0.0	0.9379721421861069	0.0	0.0620278578138931
TCGA-3C-AALI-01	5:Del:M:4	0.0	0.9107965434713461	0.0	0.08920345652865394
TCGA-3C-AALI-01	5:Del:M:5	0.0	0.9786722676110093	0.0	0.021327732388990692
TCGA-3C-AALJ-01	1:Del:C:0	0.0	0.0	0.6902674145408452	0.3097325854591549
TCGA-3C-AALJ-01	1:Del:C:1	0.0	0.0	0.998810003222479	0.0011899967775210738
TCGA-3C-AALJ-01	1:Del:C:2	0.0	0.0	0.8963105489738133	0.10368945102618665
TCGA-3C-AALJ-01	1:Del:C:3	0.0	0.0	0.00042545635527733885	0.9995745436447225
TCGA-3C-AALJ-01	1:Del:C:4	0.0	0.0	0.0001805806045271496	0.9998194193954728
TCGA-3C-AALJ-01	1:Del:C:5	0.0	0.0	9.791788137667763e-05	0.9999020821186233
TCGA-3C-AALJ-01	1:Del:T:0	0.0	0.0	0.8405813211659534	0.15941867883404656
TCGA-3C-AALJ-01	1:Del:T:1	0.0	0.0	0.00547824257568478	0.9945217574243153
TCGA-3C-AALJ-01	1:Del:T:2	0.0	0.0	0.7679540922337303	0.23204590776626957
TCGA-3C-AALJ-01	1:Del:T:3	0.0	0.0	0.0003251364857758179	0.9996748635142242
TCGA-3C-AALJ-01	1:Del:T:4	0.0	0.0	0.0008401064289293197	0.9991598935710706
TCGA-3C-AALJ-01	1:Del:T:5	0.0	0.0	7.222141247488672e-06	0.9999927778587524
TCGA-3C-AALJ-01	1:Ins:C:0	0.0	0.0	0.5393394557547618	0.4606605442452383
TCGA-3C-AALJ-01	1:Ins:C:1	0.0	0.0	0.5066204942248443	0.49337950577515566
TCGA-3C-AALJ-01	1:Ins:C:2	0.0	0.0	0.6080477934417345	0.39195220655826546
TCGA-3C-AALJ-01	1:Ins:C:3	0.0	0.0	0.6263953165903539	0.37360468340964603
TCGA-3C-AALJ-01	1:Ins:C:4	0.0	0.0	0.5506519047531703	0.44934809524682984
TCGA-3C-AALJ-01	1:Ins:C:5	0.0	0.0	0.055809128637061195	0.9441908713629389
TCGA-3C-AALJ-01	1:Ins:T:0	0.0	0.0	0.8079809395031611	0.19201906049683903
TCGA-3C-AALJ-01	1:Ins:T:1	0.0	0.0	0.6800451356048163	0.3199548643951836
TCGA-3C-AALJ-01	1:Ins:T:2	0.0	0.0	0.2442553875828066	0.7557446124171934
TCGA-3C-AALJ-01	1:Ins:T:3	0.0	0.0	0.42482535432241086	0.5751746456775891
TCGA-3C-AALJ-01	1:Ins:T:4	0.0	0.0	0.2895158645622262	0.7104841354377738
TCGA-3C-AALJ-01	1:Ins:T:5	0.0	0.0	0.10464542224091145	0.8953545777590887
TCGA-3C-AALJ-01	2:Del:R:0	0.0	0.0	0.5671897005187653	0.4328102994812347
TCGA-3C-AALJ-01	2:Del:R:1	0.0	0.0	0.4760799816924039	0.523920018307596
TCGA-3C-AALJ-01	2:Del:R:2	0.0	0.0	0.5009745225929955	0.4990254774070046
TCGA-3C-AALJ-01	2:Del:R:3	0.0	0.0	0.8536646079530756	0.1463353920469244
TCGA-3C-AALJ-01	2:Del:R:4	0.0	0.0	0.9935365118327456	0.006463488167254527
TCGA-3C-AALJ-01	2:Del:R:5	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	3:Del:R:0	0.0	0.0	0.35755230978226216	0.6424476902177378
TCGA-3C-AALJ-01	3:Del:R:1	0.0	0.0	0.12523753764659135	0.8747624623534087
TCGA-3C-AALJ-01	3:Del:R:2	0.0	0.0	0.4422863970459975	0.5577136029540025
TCGA-3C-AALJ-01	3:Del:R:3	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	3:Del:R:4	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	3:Del:R:5	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	4:Del:R:0	0.0	0.0	0.5507321538196328	0.44926784618036714
TCGA-3C-AALJ-01	4:Del:R:1	0.0	0.0	0.48274868898695655	0.5172513110130434
TCGA-3C-AALJ-01	4:Del:R:2	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	4:Del:R:3	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	4:Del:R:4	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	4:Del:R:5	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	5:Del:R:0	0.0	0.0	0.9988475326943923	0.0011524673056077565
TCGA-3C-AALJ-01	5:Del:R:1	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	5:Del:R:2	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	5:Del:R:3	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	5:Del:R:4	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	5:Del:R:5	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	2:Ins:R:0	0.0	0.0	0.5941842529379253	0.4058157470620746
TCGA-3C-AALJ-01	2:Ins:R:1	0.0	0.0	0.8436307741833458	0.1563692258166543
TCGA-3C-AALJ-01	2:Ins:R:2	0.0	0.0	0.7239414153358944	0.27605858466410566
TCGA-3C-AALJ-01	2:Ins:R:3	0.0	0.0	0.055880669811417524	0.9441193301885825
TCGA-3C-AALJ-01	2:Ins:R:4	0.0	0.0	0.1786696166890986	0.8213303833109014
TCGA-3C-AALJ-01	2:Ins:R:5	0.0	0.0	0.2396349856286834	0.7603650143713166
TCGA-3C-AALJ-01	3:Ins:R:0	0.0	0.0	0.731152330992657	0.26884766900734297
TCGA-3C-AALJ-01	3:Ins:R:1	0.0	0.0	0.5103004333355654	0.48969956666443465
TCGA-3C-AALJ-01	3:Ins:R:2	0.0	0.0	0.34946458763863014	0.6505354123613699
TCGA-3C-AALJ-01	3:Ins:R:3	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	3:Ins:R:4	0.0	0.0	0.2000773428702979	0.7999226571297021
TCGA-3C-AALJ-01	3:Ins:R:5	0.0	0.0	0.19165102539449413	0.8083489746055059
TCGA-3C-AALJ-01	4:Ins:R:0	0.0	0.0	0.7477011582012472	0.2522988417987529
TCGA-3C-AALJ-01	4:Ins:R:1	0.0	0.0	0.4262594337714376	0.5737405662285624
TCGA-3C-AALJ-01	4:Ins:R:2	0.0	0.0	0.735667016128581	0.2643329838714189
TCGA-3C-AALJ-01	4:Ins:R:3	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	4:Ins:R:4	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	4:Ins:R:5	0.0	0.0	0.15261290779274642	0.8473870922072535
TCGA-3C-AALJ-01	5:Ins:R:0	0.0	0.0	0.6459172237789242	0.35408277622107576
TCGA-3C-AALJ-01	5:Ins:R:1	0.0	0.0	0.6662877657864139	0.33371223421358603
TCGA-3C-AALJ-01	5:Ins:R:2	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	5:Ins:R:3	0.0	0.0	0.6792434111171008	0.32075658888289915
TCGA-3C-AALJ-01	5:Ins:R:4	0.0	0.0	0.25393757476050716	0.746062425239493
TCGA-3C-AALJ-01	5:Ins:R:5	0.0	0.0	0.1752904489427472	0.8247095510572527
TCGA-3C-AALJ-01	2:Del:M:1	0.0	0.0	0.6146066090810406	0.3853933909189594
TCGA-3C-AALJ-01	3:Del:M:1	0.0	0.0	0.20893943915290877	0.7910605608470912
TCGA-3C-AALJ-01	3:Del:M:2	0.0	0.0	0.313336135995006	0.686663864004994
TCGA-3C-AALJ-01	4:Del:M:1	0.0	0.0	0.49369250205090176	0.5063074979490984
TCGA-3C-AALJ-01	4:Del:M:2	0.0	0.0	0.6075940250902256	0.39240597490977436
TCGA-3C-AALJ-01	4:Del:M:3	0.0	0.0	0.24211021543625966	0.7578897845637405
TCGA-3C-AALJ-01	5:Del:M:1	0.0	0.0	0.9265534202630947	0.07344657973690541
TCGA-3C-AALJ-01	5:Del:M:2	0.0	0.0	0.9588542965465361	0.04114570345346393
TCGA-3C-AALJ-01	5:Del:M:3	0.0	0.0	0.9631665565047253	0.03683344349527461
TCGA-3C-AALJ-01	5:Del:M:4	0.0	0.0	0.9016141331803185	0.0983858668196815
TCGA-3C-AALJ-01	5:Del:M:5	0.0	0.0	0.9746744251608824	0.02532557483911762
TCGA-3C-AALK-01	1:Del:C:0	0.0	0.0	0.6902674145408451	0.3097325854591549
TCGA-3C-AALK-01	1:Del:C:1	0.0	0.0	0.9988100032224789	0.0011899967775210736
TCGA-3C-AALK-01	1:Del:C:2	0.0	0.0	0.8963105489738133	0.10368945102618667
TCGA-3C-AALK-01	1:Del:C:3	0.0	0.0	0.00042545635527733885	0.9995745436447226
TCGA-3C-AALK-01	1:Del:C:4	0.0	0.0	0.00018058060452714957	0.9998194193954728
TCGA-3C-AALK-01	1:Del:C:5	0.0	0.0	9.791788137667763e-05	0.9999020821186233
TCGA-3C-AALK-01	1:Del:T:0	0.0	0.0	0.8405813211659534	0.15941867883404656
TCGA-3C-AALK-01	1:Del:T:1	0.0	0.0	0.005478242575684781	0.9945217574243154
TCGA-3C-AALK-01	1:Del:T:2	0.0	0.0	0.7679540922337305	0.23204590776626957
TCGA-3C-AALK-01	1:Del:T:3	0.0	0.0	0.0003251364857758179	0.9996748635142241
TCGA-3C-AALK-01	1:Del:T:4	0.0	0.0	0.0008401064289293197	0.9991598935710707
TCGA-3C-AALK-01	1:Del:T:5	0.0	0.0	7.222141247488673e-06	0.9999927778587525
TCGA-3C-AALK-01	1:Ins:C:0	0.0	0.0	0.5393394557547618	0.4606605442452382
TCGA-3C-AALK-01	1:Ins:C:1	0.0	0.0	0.5066204942248445	0.49337950577515566
TCGA-3C-AALK-01	1:Ins:C:2	0.0	0.0	0.6080477934417345	0.39195220655826546
TCGA-3C-AALK-01	1:Ins:C:3	0.0	0.0	0.626395316590354	0.3736046834096461
TCGA-3C-AALK-01	1:Ins:C:4	0.0	0.0	0.5506519047531702	0.4493480952468298
TCGA-3C-AALK-01	1:Ins:C:5	0.0	0.0	0.055809128637061195	0.9441908713629388
TCGA-3C-AALK-01	1:Ins:T:0	0.0	0.0	0.807980939503161	0.19201906049683903
TCGA-3C-AALK-01	1:Ins:T:1	0.0	0.0	0.6800451356048164	0.3199548643951836
TCGA-3C-AALK-01	1:Ins:T:2	0.0	0.0	0.24425538758280657	0.7557446124171934
TCGA-3C-AALK-01	1:Ins:T:3	0.0	0.0	0.4248253543224109	0.5751746456775891
TCGA-3C-AALK-01	1:Ins:T:4	0.0	0.0	0.2895158645622262	0.7104841354377738
TCGA-3C-AALK-01	1:Ins:T:5	0.0	0.0	0.10464542224091146	0.8953545777590887
TCGA-3C-AALK-01	2:Del:R:0	0.0	0.0	0.5671897005187654	0.43281029948123473
TCGA-3C-AALK-01	2:Del:R:1	0.0	0.0	0.4760799816924039	0.5239200183075962
TCGA-3C-AALK-01	2:Del:R:2	0.0	0.0	0.5009745225929955	0.4990254774070045
TCGA-3C-AALK-01	2:Del:R:3	0.0	0.0	0.8536646079530756	0.1463353920469244
TCGA-3C-AALK-01	2:Del:R:4	0.0	0.0	0.9935365118327455	0.006463488167254526
TCGA-3C-AALK-01	2:Del:R:5	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	3:Del:R:0	0.0	0.0	0.35755230978226216	0.6424476902177378
TCGA-3C-AALK-01	3:Del:R:1	0.0	0.0	0.12523753764659135	0.8747624623534087
TCGA-3C-AALK-01	3:Del:R:2	0.0	0.0	0.4422863970459975	0.5577136029540025
TCGA-3C-AALK-01	3:Del:R:3	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	3:Del:R:4	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	3:Del:R:5	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	4:Del:R:0	0.0	0.0	0.5507321538196329	0.4492678461803672
TCGA-3C-AALK-01	4:Del:R:1	0.0	0.0	0.48274868898695655	0.5172513110130434
TCGA-3C-AALK-01	4:Del:R:2	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	4:Del:R:3	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	4:Del:R:4	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	4:Del:R:5	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	5:Del:R:0	0.0	0.0	0.9988475326943923	0.0011524673056077565
TCGA-3C-AALK-01	5:Del:R:1	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	5:Del:R:2	0.0	0.0	0.6792434111171007	0.32075658888289915
TCGA-3C-AALK-01	5:Del:R:3	0.0	0.0	0.6792434111171007	0.32075658888289915
