Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J
PD3851a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.011511984809049436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9884880151909504
PD3890a_non-exome	AC>CG	0.9845513354588107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015448664541189266
PD3890a_non-exome	AC>CT	6.674330439925039e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99999332566956
PD3890a_non-exome	AC>GA	0.013999424045455712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860005759545443
PD3890a_non-exome	AC>GG	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	AC>GT	0.02224471331319239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9777552866868077
PD3890a_non-exome	AC>TA	0.028191414946161085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9718085850538389
PD3890a_non-exome	AC>TG	0.01954679302723117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9804532069727688
PD3890a_non-exome	AC>TT	0.05029200837490073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9497079916250992
PD3890a_non-exome	AT>CA	0.021948772575685904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.978051227424314
PD3890a_non-exome	AT>CC	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	AT>CG	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	AT>GA	0.024820588528848612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9751794114711514
PD3890a_non-exome	AT>GC	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	AT>TA	0.01854712562877752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9814528743712224
PD3890a_non-exome	CC>AA	0.025440870627800934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.974559129372199
PD3890a_non-exome	CC>AG	0.020600951755202986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.979399048244797
PD3890a_non-exome	CC>AT	0.038481333318221886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9615186666817781
PD3890a_non-exome	CC>GA	1.162469301314296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999998837530699
PD3890a_non-exome	CC>GG	0.019616393638270217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9803836063617297
PD3890a_non-exome	CC>GT	0.04426187254106079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9557381274589392
PD3890a_non-exome	CC>TA	0.999819826957995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018017304200501895
PD3890a_non-exome	CC>TG	0.9876159605936904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012384039406309597
PD3890a_non-exome	CC>TT	0.2857013698597507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7142986301402493
PD3890a_non-exome	CG>AT	0.02247370592833073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9775262940716692
PD3890a_non-exome	CG>GC	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	CG>GT	1.1395075496274268e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999886049245038
PD3890a_non-exome	CG>TA	3.60737678671173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999639262321328
PD3890a_non-exome	CG>TC	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	CG>TT	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	CT>AA	0.9982005617829511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017994382170488145
PD3890a_non-exome	CT>AC	0.02083197569508309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.979168024304917
PD3890a_non-exome	CT>AG	2.013911151737732e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999979860888483
PD3890a_non-exome	CT>GA	0.014999551832747648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9850004481672524
PD3890a_non-exome	CT>GC	0.9988367930849961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011632069150039506
PD3890a_non-exome	CT>GG	0.020869881415678724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9791301185843214
PD3890a_non-exome	CT>TA	0.20298164981738165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7970183501826185
PD3890a_non-exome	CT>TC	0.01775821968747361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9822417803125264
PD3890a_non-exome	CT>TG	0.9850854905209058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014914509479094217
PD3890a_non-exome	GC>AA	0.04919550383849194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9508044961615081
PD3890a_non-exome	GC>AG	0.07559354538806434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9244064546119356
PD3890a_non-exome	GC>AT	6.779206518650418e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999932207934813
PD3890a_non-exome	GC>CA	0.04033995049199287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9596600495080072
PD3890a_non-exome	GC>CG	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	GC>TA	0.01886940171977969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9811305982802202
PD3890a_non-exome	TA>AT	0.023036744897630745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9769632551023694
PD3890a_non-exome	TA>CG	0.02582400416244113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.974175995837559
PD3890a_non-exome	TA>CT	1.0650781217673889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999998934921878
PD3890a_non-exome	TA>GC	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	TA>GG	0.025695903949851488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9743040960501486
PD3890a_non-exome	TA>GT	0.015303995383041455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9846960046169585
PD3890a_non-exome	TC>AA	0.020411304125422556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9795886958745774
PD3890a_non-exome	TC>AG	0.08768883309900714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9123111669009929
PD3890a_non-exome	TC>AT	0.35019731000955473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6498026899904452
PD3890a_non-exome	TC>CA	0.036540119401704055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.963459880598296
PD3890a_non-exome	TC>CG	0.9924556472888404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007544352711159577
PD3890a_non-exome	TC>CT	0.2004737088853926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7995262911146075
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a_non-exome	TC>GG	0.9976605455459232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002339454454076818
PD3890a_non-exome	TC>GT	0.019117233241834033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.980882766758166
PD3890a_non-exome	TG>AA	0.017382523311278434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9826174766887216
PD3890a_non-exome	TG>AC	0.023822257671764515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9761777423282354
PD3890a_non-exome	TG>AT	1.3180488266057392e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999998681951174
PD3890a_non-exome	TG>CA	0.999192944918239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008070550817610492
PD3890a_non-exome	TG>CC	0.9988818652438213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001118134756178749
PD3890a_non-exome	TG>CT	3.279993761587188e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PD3890a_non-exome	TG>GA	0.021679944131552272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9783200558684477
PD3890a_non-exome	TG>GC	1.2595151821235568e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999874048481788
PD3890a_non-exome	TG>GT	0.9953298557382295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004670144261770477
PD3890a_non-exome	TT>AA	0.010740431290571902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.989259568709428
PD3890a_non-exome	TT>AC	0.01939096626573754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9806090337342624
PD3890a_non-exome	TT>AG	1.6014023394429842e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999983985976606
PD3890a_non-exome	TT>CA	0.9950504934492616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004949506550738399
PD3890a_non-exome	TT>CC	0.9903886313138945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00961136868610551
PD3890a_non-exome	TT>CG	1.6777791205166097e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999832222087949
PD3890a_non-exome	TT>GA	0.022914502393994805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770854976060052
PD3890a_non-exome	TT>GC	4.17320968143666e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999958267903185
PD3890a_non-exome	TT>GG	0.019115310581836662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9808846894181634
PD3904a_non-exome	AC>CA	0.0	0.0	1.3280251717832232e-05	6.286832690211236e-05	0.0	0.0	0.0	0.0	0.9999238514213802	0.0
PD3904a_non-exome	AC>CG	0.0	0.0	0.08323073038831239	0.15793145223047084	0.0	0.0	0.0	0.0	0.7588378173812168	0.0
PD3904a_non-exome	AC>CT	0.0	0.0	0.4773537893564941	0.5222764565493736	0.0	0.0	0.0	0.0	0.00036975409413237645	0.0
PD3904a_non-exome	AC>GA	0.0	0.0	0.7458345754122173	0.25393523351690533	0.0	0.0	0.0	0.0	0.00023019107087726253	0.0
PD3904a_non-exome	AC>GG	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	AC>GT	0.0	0.0	3.2412856305973876e-05	4.258546136922135e-05	0.0	0.0	0.0	0.0	0.9999250016823247	0.0
PD3904a_non-exome	AC>TA	0.0	0.0	0.9998301430502948	8.11578871245355e-05	0.0	0.0	0.0	0.0	8.869906258064185e-05	0.0
PD3904a_non-exome	AC>TG	0.0	0.0	9.563616587081031e-06	0.999803612272523	0.0	0.0	0.0	0.0	0.0001868241108899123	0.0
PD3904a_non-exome	AC>TT	0.0	0.0	0.9991425157289775	0.00018015946831088247	0.0	0.0	0.0	0.0	0.0006773248027116431	0.0
PD3904a_non-exome	AT>CA	0.0	0.0	0.9991625303629122	0.00014083507923154284	0.0	0.0	0.0	0.0	0.0006966345578562641	0.0
PD3904a_non-exome	AT>CC	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	AT>CG	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	AT>GA	0.0	0.0	0.5912288697833724	0.4079469655024599	0.0	0.0	0.0	0.0	0.000824164714167689	0.0
PD3904a_non-exome	AT>GC	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	AT>TA	0.0	0.0	0.9946646565236598	0.00021708463896786127	0.0	0.0	0.0	0.0	0.005118258837372337	0.0
PD3904a_non-exome	CC>AA	0.0	0.0	0.05134540642594937	0.4520174939133213	0.0	0.0	0.0	0.0	0.49663709966072933	0.0
PD3904a_non-exome	CC>AG	0.0	0.0	0.07825272582078921	0.23278061417918627	0.0	0.0	0.0	0.0	0.6889666600000246	0.0
PD3904a_non-exome	CC>AT	0.0	0.0	0.0379524129152178	0.28959152382757253	0.0	0.0	0.0	0.0	0.6724560632572096	0.0
PD3904a_non-exome	CC>GA	0.0	0.0	0.007325053475942129	0.13621477671883278	0.0	0.0	0.0	0.0	0.8564601698052251	0.0
PD3904a_non-exome	CC>GG	0.0	0.0	0.1439869432233765	0.1979716766250506	0.0	0.0	0.0	0.0	0.6580413801515729	0.0
PD3904a_non-exome	CC>GT	0.0	0.0	0.6308105229930271	0.36918947700697285	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TA	0.0	0.0	0.9993748991413535	0.0003033538977629718	0.0	0.0	0.0	0.0	0.0003217469608836097	0.0
PD3904a_non-exome	CC>TG	0.0	0.0	0.09077981470528289	0.15531158693990343	0.0	0.0	0.0	0.0	0.7539085983548137	0.0
PD3904a_non-exome	CC>TT	0.0	0.0	0.1008821732460237	0.28289264184655677	0.0	0.0	0.0	0.0	0.6162251849074195	0.0
PD3904a_non-exome	CG>AT	0.0	0.0	0.9967172603894584	0.0004959976901317858	0.0	0.0	0.0	0.0	0.002786741920409911	0.0
PD3904a_non-exome	CG>GC	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	CG>GT	0.0	0.0	0.10705821731951509	0.15934661685976464	0.0	0.0	0.0	0.0	0.7335951658207203	0.0
PD3904a_non-exome	CG>TA	0.0	0.0	0.9994323991259324	0.0001577132277333198	0.0	0.0	0.0	0.0	0.000409887646334286	0.0
PD3904a_non-exome	CG>TC	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	CG>TT	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	CT>AA	0.0	0.0	0.08212385093227552	0.19549352729112066	0.0	0.0	0.0	0.0	0.7223826217766038	0.0
PD3904a_non-exome	CT>AC	0.0	0.0	0.9981031556020661	0.00044809409420101717	0.0	0.0	0.0	0.0	0.0014487503037328793	0.0
PD3904a_non-exome	CT>AG	0.0	0.0	0.3474677662932334	6.974110983615802e-06	0.0	0.0	0.0	0.0	0.652525259595783	0.0
PD3904a_non-exome	CT>GA	0.0	0.0	0.6091918617756212	0.39059535038081317	0.0	0.0	0.0	0.0	0.00021278784356563266	0.0
PD3904a_non-exome	CT>GC	0.0	0.0	0.024850035629848565	0.11300285113461575	0.0	0.0	0.0	0.0	0.8621471132355357	0.0
PD3904a_non-exome	CT>GG	0.0	0.0	1.4604767727636958e-14	0.3722976643432978	0.0	0.0	0.0	0.0	0.6277023356566876	0.0
PD3904a_non-exome	CT>TA	0.0	0.0	0.07928797101955752	4.681416625350081e-33	0.0	0.0	0.0	0.0	0.9207120289804426	0.0
PD3904a_non-exome	CT>TC	0.0	0.0	5.7347248747535914e-05	0.9991541091558819	0.0	0.0	0.0	0.0	0.0007885435953706517	0.0
PD3904a_non-exome	CT>TG	0.0	0.0	3.6401055740264475e-06	2.112021758663932e-05	0.0	0.0	0.0	0.0	0.9999752396768394	0.0
PD3904a_non-exome	GC>AA	0.0	0.0	0.20362343155299828	0.13776711053591756	0.0	0.0	0.0	0.0	0.658609457911084	0.0
PD3904a_non-exome	GC>AG	0.0	0.0	0.26251235614188995	0.4497583873181894	0.0	0.0	0.0	0.0	0.28772925653992065	0.0
PD3904a_non-exome	GC>AT	0.0	0.0	1.571611587789386e-05	1.4526917275477813e-05	0.0	0.0	0.0	0.0	0.9999697569668465	0.0
PD3904a_non-exome	GC>CA	0.0	0.0	0.9994469250494001	0.00010639373657918936	0.0	0.0	0.0	0.0	0.00044668121402061285	0.0
PD3904a_non-exome	GC>CG	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	GC>TA	0.0	0.0	0.11837469842366881	0.25265783769266675	0.0	0.0	0.0	0.0	0.6289674638836644	0.0
PD3904a_non-exome	TA>AT	0.0	0.0	0.06113259452987726	0.1887246612737607	0.0	0.0	0.0	0.0	0.7501427441963621	0.0
PD3904a_non-exome	TA>CG	0.0	0.0	0.12293845749565772	0.18124595015355488	0.0	0.0	0.0	0.0	0.6958155923507874	0.0
PD3904a_non-exome	TA>CT	0.0	0.0	0.13276245860077562	0.1333048870825602	0.0	0.0	0.0	0.0	0.7339326543166642	0.0
PD3904a_non-exome	TA>GC	0.0	0.0	0.10763676697969567	0.14533998619102623	0.0	0.0	0.0	0.0	0.7470232468292781	0.0
PD3904a_non-exome	TA>GG	0.0	0.0	0.9968028616721665	0.0008191712385323755	0.0	0.0	0.0	0.0	0.002377967089301105	0.0
PD3904a_non-exome	TA>GT	0.0	0.0	6.319037374785749e-06	0.11437525986785416	0.0	0.0	0.0	0.0	0.8856184210947711	0.0
PD3904a_non-exome	TC>AA	0.0	0.0	0.40440453463514575	0.34030099869500324	0.0	0.0	0.0	0.0	0.255294466669851	0.0
PD3904a_non-exome	TC>AG	0.0	0.0	0.0	0.21207412727684166	0.0	0.0	0.0	0.0	0.7879258727231583	0.0
PD3904a_non-exome	TC>AT	0.0	0.0	0.22518960882939487	0.10699624981542837	0.0	0.0	0.0	0.0	0.6678141413551768	0.0
PD3904a_non-exome	TC>CA	0.0	0.0	0.17124135744402338	2.991407549663922e-06	0.0	0.0	0.0	0.0	0.828755651148427	0.0
PD3904a_non-exome	TC>CG	0.0	0.0	0.028856971480812853	0.24159762664814083	0.0	0.0	0.0	0.0	0.7295454018710463	0.0
PD3904a_non-exome	TC>CT	0.0	0.0	0.008497565108460883	0.2786345329679781	0.0	0.0	0.0	0.0	0.7128679019235611	0.0
