MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
CG>TA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CG>TC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CG>TT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CT>AA	0.03633204251982534	1.6821009285195033e-05	1.3333660990621782e-05	3.199266085004642e-05	0.03322571602475364	0.18202846114218119
CT>AC	0.10137498246294854	7.735221288385712e-06	0.021198804997402475	0.06664496066514403	6.031986195011996e-05	2.5033155725395773e-05
CT>AG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CT>GA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CT>GC	0.06972509246949074	1.3065888074947906e-05	1.4923094204277731e-05	0.11621899349338502	5.2903636333212487e-05	1.2507487017758902e-05
CT>GG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CT>TA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CT>TC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CT>TG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
GC>AA	0.06657378046274971	0.054223283178725976	5.262827671685955e-05	4.038553124701139e-05	5.5885639721964256e-05	0.023293670028465385
GC>AG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
GC>AT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
GC>CA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
GC>CG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
GC>TA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TA>AT	1.4142312920739641e-05	0.03629524865109488	2.153495170205133e-05	0.16600859732643586	0.03323861883728156	2.4473004222613783e-05
TA>CG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TA>CT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TA>GC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TA>GG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TA>GT	3.035039227938796e-05	2.1481854728366832e-05	3.543219791026786e-05	4.613741148205008e-05	6.661810994046391e-05	0.05702827497116232
TC>AA	0.019974465417453756	1.8012881093909526e-05	0.03328239249749458	0.049861583781199224	6.137259770184755e-05	1.9397316701263316e-05
TC>AG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TC>AT	1.4562610984087538e-05	0.1825505316908675	0.5895312324519182	0.06660799855953883	7.200095133157447e-05	5.50864197066403e-06
TC>CA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TC>CG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TC>CT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TC>GA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TC>GG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TC>GT	0.04485051088713945	0.0199878698085044	0.01816639856679103	0.06639407092867082	5.623678075608041e-05	2.1485876836724317e-05
TG>AA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TG>AC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TG>AT	4.9323584607918744e-05	0.0505498017924765	0.03328540158618125	0.02494995531778841	7.725867108092644e-05	2.668321794772055e-05
TG>CA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TG>CC	1.7527704315045688e-05	2.3648872121084797e-06	0.049829473571721704	3.248365701438161e-05	0.2317419558187339	0.10684215797844207
TG>CT	0.019973704197803598	0.036299883994514205	1.985744384001009e-05	0.06639361323468733	5.8362047820992305e-05	2.8343964090105088e-05
TG>GA	1.7780315494441962e-05	1.083983709904146e-05	2.180635401600739e-05	3.5341609998340576e-05	0.18965087382821366	0.023323335370218957
TG>GC	2.8015631323796696e-05	1.7086438617042177e-05	0.08469049249761156	3.96297502447851e-05	0.06628524336494408	3.3483991137472914e-05
TG>GT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>AA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>AC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>AG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>CA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>CC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>CG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>GA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>GC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
TT>GG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
