Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J
TCGA-5L-AAT0-01	AT>CC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>TG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>TT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>TT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>AC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>TG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>AC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>CC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>AC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>CC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>CA	0.0	0.9891388322609019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010861167739098046
TCGA-5L-AAT1-01	AC>CG	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	AC>CT	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	AC>GA	0.0	0.3944414780599231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6055585219400769
TCGA-5L-AAT1-01	AC>GG	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	AC>GT	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	AC>TA	0.0	0.42390784457734115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5760921554226589
TCGA-5L-AAT1-01	AC>TG	0.0	0.3185053791591966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6814946208408035
TCGA-5L-AAT1-01	AC>TT	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	AT>CA	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	AT>CC	0.0	0.3345555434382651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6654444565617349
TCGA-5L-AAT1-01	AT>CG	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	AT>GA	0.0	0.9910401978495743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00895980215042574
TCGA-5L-AAT1-01	AT>GC	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	AT>TA	0.0	0.6639483927639398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33605160723606015
TCGA-5L-AAT1-01	CC>AA	0.0	0.4038877532955808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5961122467044191
TCGA-5L-AAT1-01	CC>AG	0.0	0.0008827545153524348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991172454846475
TCGA-5L-AAT1-01	CC>AT	0.0	0.1373622260707811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8626377739292189
TCGA-5L-AAT1-01	CC>GA	0.0	0.701111115958917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29888888404108305
TCGA-5L-AAT1-01	CC>GG	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	CC>GT	0.0	0.5754987367560047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42450126324399523
TCGA-5L-AAT1-01	CC>TA	0.0	0.8172249051515424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18277509484845758
TCGA-5L-AAT1-01	CC>TG	0.0	0.4397475505802596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5602524494197404
TCGA-5L-AAT1-01	CC>TT	0.0	2.529845696614973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999747015430338
TCGA-5L-AAT1-01	CG>AT	0.0	0.3449073401693798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6550926598306201
TCGA-5L-AAT1-01	CG>GC	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	CG>GT	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	CG>TA	0.0	0.1424827900356599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8575172099643401
TCGA-5L-AAT1-01	CG>TC	0.0	0.4287311898798986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5712688101201013
TCGA-5L-AAT1-01	CG>TT	0.0	0.3685441963972443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6314558036027557
TCGA-5L-AAT1-01	CT>AA	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	CT>AC	0.0	0.9855325836197629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014467416380237018
TCGA-5L-AAT1-01	CT>AG	0.0	0.5912801739426775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4087198260573225
TCGA-5L-AAT1-01	CT>GA	0.0	0.823848054662777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17615194533722303
TCGA-5L-AAT1-01	CT>GC	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	CT>GG	0.0	0.14305417147349345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8569458285265066
TCGA-5L-AAT1-01	CT>TA	0.0	0.6881336572663302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3118663427336697
TCGA-5L-AAT1-01	CT>TC	0.0	0.5025028998678306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4974971001321695
TCGA-5L-AAT1-01	CT>TG	0.0	0.5887869513395577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4112130486604423
TCGA-5L-AAT1-01	GC>AA	0.0	0.44836572253217805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5516342774678219
TCGA-5L-AAT1-01	GC>AG	0.0	0.45330194332359197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546698056676408
TCGA-5L-AAT1-01	GC>AT	0.0	0.0009668620167946226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9990331379832054
TCGA-5L-AAT1-01	GC>CA	0.0	0.13979551686568373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8602044831343163
TCGA-5L-AAT1-01	GC>CG	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	GC>TA	0.0	0.5893736967352401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4106263032647599
TCGA-5L-AAT1-01	TA>AT	0.0	0.30449131463950196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6955086853604979
TCGA-5L-AAT1-01	TA>CG	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	TA>CT	0.0	0.691430160484077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.308569839515923
TCGA-5L-AAT1-01	TA>GC	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	TA>GG	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	TA>GT	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
TCGA-5L-AAT1-01	TC>AA	0.0	0.0013615199796347267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9986384800203653
TCGA-5L-AAT1-01	TC>AG	0.0	0.00043123038232424144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995687696176757
TCGA-5L-AAT1-01	TC>AT	0.0	0.48817766364541526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5118223363545847
TCGA-5L-AAT1-01	TC>CA	0.0	0.4177256394820664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5822743605179336
TCGA-5L-AAT1-01	TC>CG	0.0	0.3853852099808339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6146147900191661
TCGA-5L-AAT1-01	TC>CT	0.0	0.5087895190748783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49121048092512176
TCGA-5L-AAT1-01	TC>GA	0.0	0.9306880872597038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06931191274029629
TCGA-5L-AAT1-01	TC>GG	0.0	0.5309900559011785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4690099440988215
TCGA-5L-AAT1-01	TC>GT	0.0	0.1462683462024181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.853731653797582
TCGA-5L-AAT1-01	TG>AA	0.0	0.15686257103797088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8431374289620291
TCGA-5L-AAT1-01	TG>AC	0.0	0.35631352067876765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6436864793212325
