MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H
AT>TA	0.007863244006011882	1.101113275581156e-06	0.006574014510238158	0.005778242028240755	0.004187106886547554	0.0008646719660191593	1.3204965057411755e-06	0.008929196327517274
CC>AA	0.2919559270143509	0.014660229720175267	0.11360053420066833	0.18403396010398865	0.02819752506911826	0.24265358448028565	0.058936890587210654	0.048932230472564696
CC>AG	0.036916264519095424	0.022249292582273483	0.023274996131658555	0.024945891834795474	0.015363110320413398	0.006645120795815274	0.09456421285867692	0.011486336947064047
CC>AT	0.11463540494441986	0.039379410818219183	0.02756336065567666	0.01638080355933198	0.035537272691726685	0.02038869251473443	0.04797772616147995	0.0582324406951102
CC>GA	0.03520877398550511	2.6629797720001403e-07	0.05231743399053812	0.027123957127332687	0.013748789578676243	0.015574368468196553	0.019673608507036987	0.09763790667057037
CC>GG	6.422187368571031e-07	9.586852002030354e-07	0.0034410525029215933	0.005779782867784888	0.0033933272864715034	2.2698295424561366e-06	0.009776296738391466	4.305375523472321e-06
CC>GT	0.01120905792398048	0.05633341446518898	0.010388770800591373	0.01701680291193952	0.019841210264712573	0.015100719713268068	0.030039744079113008	0.009414227961269717
CC>TA	0.03140903487801552	0.04185711164027452	9.768697168510699e-07	1.3495786948633514e-06	0.003888764511793852	0.006746483205142794	0.016884217106235156	0.004724256649933522
CC>TG	8.27445211371014e-07	0.00833387156765184	2.132378654096101e-06	2.373463371441176e-06	1.9176963633071866e-06	2.481053866176808e-06	2.8179818400531074e-06	4.051068754051812e-06
CC>TT	0.02262837128700994	0.2935442954301834	0.011264826002659234	0.010585815530021137	0.031275628907951616	0.04191222342045649	0.04811719208955765	0.027467846680974618
CG>AT	1.4911083781043999e-06	1.3971711950944155e-06	2.7433027753431814e-06	1.97418033849317e-06	0.003431140774046071	0.005438653937108029	2.6915856892628655e-06	0.01790822985340128
CG>GC	1.22573675298554e-06	1.4524437801810563e-06	3.513203728289227e-06	2.6899170507022065e-06	3.0218539677662195e-06	3.2467417213410953e-06	3.909687256964389e-06	4.89923318127694e-06
CG>GT	0.004257649992666757	1.1552486171240162e-06	0.007347356473087529	4.00820027834925e-06	1.6342840581273776e-06	0.00125528595731339	0.0028159888470327132	0.003191308091254541
CG>TA	3.3941919355129355e-07	0.00247912633262786	0.005223291877564406	0.01074394261352154	3.784915429605462e-06	0.01646436113609274	1.3814488909247301e-06	0.020522867738873175
CG>TC	1.22573675298554e-06	1.4524437801810563e-06	3.513203728289227e-06	2.6899170507022065e-06	3.0218539677662195e-06	3.2467417213410953e-06	3.909687256964389e-06	4.89923318127694e-06
CG>TT	1.22573675298554e-06	1.4524437801810563e-06	3.513203728289227e-06	2.6899170507022065e-06	3.0218539677662195e-06	3.2467417213410953e-06	3.909687256964389e-06	4.89923318127694e-06
CT>AA	0.012029601633548737	0.017870005033910275	0.01402224525809288	0.05079275332391262	0.008798570346641554	0.03671634271740913	0.021518485620617867	0.015331316790798155
CT>AC	0.0036317391447255433	1.4517067143060559e-06	2.945606979665172e-06	1.8726877669905662e-06	2.9813193577865603e-06	0.004036682920377644	3.958520846936153e-06	5.3381847010314235e-06
CT>AG	0.006879214330007244	4.250599204169703e-07	0.01604565717279911	0.007818949091552079	0.0811173178255558	2.256155266877613e-06	0.007865042175581038	9.570204065312283e-06
CT>GA	0.00693353055062289	1.0006401566897694e-06	0.012237700110983952	0.0059517503335314356	0.001968149779804662	1.7140470845333766e-06	1.7343998479376676e-06	3.7824811442987993e-06
CT>GC	4.935150855089887e-07	0.010872500085247339	0.003445579720482783	0.010496401473483274	6.374267684350344e-07	0.003937625151536395	1.5567441458586017e-06	0.004723666241329738
CT>GG	0.0020102426003275166	0.004596524911016786	0.0034395951137980775	0.00782052601630312	2.149397369066719e-06	1.46895117261181e-06	0.010184144015590845	0.009563692538563373
CT>TA	0.006249411031603813	0.09030188918113709	0.0015795795919871126	0.018321505178073495	0.01017710838605126	0.01674446773913587	0.020824371738945045	0.011344852941783756
CT>TC	1.9579850061290926e-07	0.004327518018851606	1.524120943940943e-06	2.0355192418719527e-06	8.852067426210614e-07	0.024977494201493755	0.011880961144947832	0.003189682469223953
CT>TG	1.7072101741177902e-07	1.1408583532102056e-06	0.02120360110799453	0.008519076552329353	2.0180944375169927e-06	1.4244009435060433e-06	1.6825499187689274e-06	0.048052007728483656
GC>AA	0.051662109626795426	0.021495769172906874	0.01857631839811802	0.019029379449784757	0.10132261589169503	0.12437327280640602	0.04402868077158928	0.007662513561422201
GC>AG	0.05091167315840721	0.03283229442313314	4.672974228014937e-07	0.0	0.060267938673496245	0.009596191352761707	0.03236475395635807	0.02693579679621507
GC>AT	0.008934812712095664	3.9126790625232387e-07	0.0037156466506530705	8.008399337446569e-07	0.011179645953046703	1.3904308161727386e-06	0.06799686998128891	0.018782199231861797
GC>CA	8.004527501270786e-07	0.004039530137060865	0.016220080167295238	0.0020416295754898785	0.00414280971780272	0.006212122154602184	1.3279589609282994e-06	0.023007604529550463
GC>CG	1.22573675298554e-06	1.4524437801810563e-06	3.513203728289227e-06	2.6899170507022065e-06	3.0218539677662195e-06	3.2467417213410953e-06	3.909687256964389e-06	4.89923318127694e-06
GC>TA	0.001043063357792562	1.1491787205386573e-06	2.7139443318446866e-06	0.003943528559398146	0.014389634721374023	0.0012684625276278894	3.2735076274548193e-06	3.885555042870692e-06
TA>AT	2.571937599782359e-07	0.004525694581678863	0.006861814010790113	0.0028485004016829407	0.0045590047706753015	0.003468854635639218	0.01501133457350079	0.038693648249011406
TA>CG	6.534964029469848e-07	1.083360655229626e-06	0.01000216502193325	0.00204242730308124	2.542936726968037e-06	0.005490397715720974	2.0772738366758857e-06	0.02693595004814142
TA>CT	0.004073523543775081	5.327821966717089e-07	0.017887976101701498	0.014187625352269606	2.098881714118761e-06	0.001963492646564191	0.04946885873039264	0.041071290171930744
TA>GC	1.22573675298554e-06	1.4524437801810563e-06	3.513203728289227e-06	2.6899170507022065e-06	3.0218539677662195e-06	3.2467417213410953e-06	3.909687256964389e-06	4.89923318127694e-06
TA>GG	7.378366774446476e-07	1.1454954119471949e-06	2.608964678074699e-06	2.4094844548017134e-06	2.8144324915047036e-06	0.005491011745812102	2.913236795620833e-06	0.025642631659911784
TA>GT	0.003543377758751376	0.0012420053612913762	0.003568817811333247	0.021155298818592884	2.365265208936762e-06	2.613763160752569e-06	4.148749326304824e-06	0.0055757952276962895
TC>AA	0.047538832575082776	0.005519350804388523	0.16738079339265824	0.09948603212833404	0.11703880727291108	0.10957956537604333	0.03891239929944277	0.05066914779076796
TC>AG	0.004246739977054404	0.03951826132833958	0.0033281217804074005	0.0021054741576222113	1.5421173884533346e-07	0.007428817126083231	0.043513789436156004	0.015765028793020976
TC>AT	0.03390238583087921	0.13223838955163955	0.004719043895602226	0.06826687416196364	0.11034932732582092	0.04436236321926117	0.013579320907592774	0.037958376521009994
TC>CA	0.018726992420852184	0.0033550849922448834	0.040272871404886244	0.08547865971922874	0.01812112312334193	0.038899921585789345	0.012455826997756958	1.3175935009712703e-06
TC>CG	0.004676389887674759	9.959917179004363e-07	0.004776449527162186	0.017506820310381956	1.4243407576941537e-06	0.007875182884083643	2.504487565602176e-06	0.00766848510024829
TC>CT	0.027950730919837952	0.03467993848025799	0.01225735992193222	0.03304896801710129	0.0	0.021393329057832488	0.006764800645214564	0.009561544004827737
TC>GA	0.03029831709895916	7.834676353013492e-07	0.006625507196486069	4.551938907076127e-07	0.04493198664276861	0.01157415336856502	0.009047159402871329	3.8886880247446244e-06
TC>GG	0.003992614294838858	0.007719953225955578	0.0017833150498063333	0.010033811761468314	1.03771105841588e-06	1.410579409366619e-06	2.674607117114647e-06	2.793433009173896e-06
TC>GT	1.0718396197262336e-07	0.012153577387914538	0.0016562303855948812	0.00884201184212543	0.00480148679209833	0.002075530023466854	0.011382745294713458	0.03761767600590247
TG>AA	0.009306290076892765	1.064838056663575e-06	0.010140903721833183	0.0018694521424663436	0.002878053108270251	0.0020504036528109283	2.335511180717731e-06	3.836996006612025e-06
TG>AC	0.0035605482082587516	1.2416345157362229e-06	3.006389238180418e-06	2.4067038339126157e-06	2.8005570811728832e-06	2.9086088147778354e-06	3.589179596019676e-06	4.7477501993853364e-06
TG>AT	0.028146450966596605	2.482785305346624e-07	0.03169506825506687	0.03561769171019478	0.017772837554048238	3.7832719499631516e-07	0.056326914578676224	0.0030192569511200426
TG>CA	0.004317798838019371	0.010281128343194723	0.03757490329444409	0.018666915036737917	0.005038018343248041	0.049783902056515214	0.04426169246435165	0.040052185952663424
TG>CC	0.002500721157746	0.013275589342538297	2.517350378639094e-06	0.0025286595640636733	0.03742918162049591	0.002745919436739541	1.819505177991232e-06	0.013693464648895315
TG>CT	0.025534278154373168	4.696609607890423e-08	0.13195663765072824	0.05592714537706343	0.1325797736644745	3.963136740697686e-12	0.01698811013768129	0.039764471034504825
TG>GA	1.0696260687836912e-06	1.4151025311548437e-06	0.003442135922887246	2.3021598508421447e-06	3.014886237906467e-06	2.9230111749711795e-06	3.162490293107112e-06	4.682755297835684e-06
TG>GC	8.127791431888909e-07	9.754697316566308e-07	0.006563390640985744	0.003911168044481883	2.2699566443407094e-06	2.337121418349852e-06	0.01092876317165974	0.0031915060078972603
TG>GT	0.0035451405681669714	0.01621389649808407	0.01660787183791399	0.02647186182439327	7.965113127283984e-07	3.1781542020326015e-07	0.013211231887862596	0.018274345550162253
TT>AA	0.0023093091366035877	0.008391734906865622	0.0398902378976345	0.01359843683404901	6.659253131147125e-07	6.77220350553398e-07	0.02884785792699631	0.0003747815192127746
TT>AC	9.074033073375177e-07	1.0341944744141075e-06	0.004782102664648846	0.0039116009018243855	2.8057208510290367e-06	2.6476088578419877e-06	2.9764773898932617e-06	4.535408061201452e-06
TT>AG	0.0017689955068817653	1.7827697888606054e-06	1.775796999936574e-06	2.2187004333318326e-06	2.3320851596508874e-06	0.0015062150187645784	0.027966700007254985	0.012412107672230378
TT>CA	8.680357836965413e-07	0.005797191170040605	2.735483781179937e-06	2.4857713924575363e-06	2.1891225060244323e-06	2.6242724061376065e-06	3.2556081350776367e-06	4.227035947224067e-06
TT>CC	0.002015249857618073	0.0037221878116497466	2.583906984909845e-06	1.9733764474949567e-06	4.508128176894388e-06	2.45167748289532e-06	4.40820649600937e-06	4.703944068751298e-06
TT>CG	0.0020845122161404104	1.148868761902122e-06	0.00756327940864594	2.195685260630853e-06	2.6201591708741035e-06	2.6303975516839274e-06	4.635202003555605e-06	0.00956536343337575
TT>GA	1.22573675298554e-06	1.4524437801810563e-06	3.513203728289227e-06	2.6899170507022065e-06	3.0218539677662195e-06	3.2467417213410953e-06	3.909687256964389e-06	4.89923318127694e-06
TT>GC	4.689036444460726e-07	0.0012414470243015785	5.737333981414849e-06	1.929275674683595e-06	3.118522954537184e-06	2.539104809784476e-06	0.011192162511360949	0.012412733619521532
TT>GG	0.001251180835294008	1.137699143782811e-06	6.394542924681445e-06	1.9012901930182125e-06	2.8199767712067114e-06	0.0072532830063664734	3.7081483696965734e-06	0.002559782588377857
