Sample Names	MutationType	DBS1	DBS2	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78G	DBS78H	DBS78I	DBS78K	DBS78L
TCGA-5L-AAT0-01	AC>GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AC>GG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AC>GT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AC>TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AC>TG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AC>TT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>CA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>CC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>CG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT0-01	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>CA	0.008703082393364462	0.0	0.0	0.0	0.9912969176066356	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>CG	0.15442642002641355	0.0	0.0	0.0	0.8455735799735865	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>CT	0.9674105651164548	0.0	0.0	0.0	0.0325894348835451	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>GA	0.0030203974256645806	0.0	0.0	0.0	0.9969796025743355	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>GG	0.2831565916550648	0.0	0.0	0.0	0.7168434083449352	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>GT	0.9534489995484143	0.0	0.0	0.0	0.04655100045158572	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>TA	0.01875998729119256	0.0	0.0	0.0	0.9812400127088075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>TG	0.004726296612805866	0.0	0.0	0.0	0.995273703387194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AC>TT	0.994576052730079	0.0	0.0	0.0	0.005423947269920997	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AT>CA	0.7693310499921455	0.0	0.0	0.0	0.23066895000785448	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AT>CC	0.025811936136947024	0.0	0.0	0.0	0.9741880638630529	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AT>CG	0.026794994835364478	0.0	0.0	0.0	0.9732050051646355	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AT>GA	0.12147629523944634	0.0	0.0	0.0	0.8785237047605536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AT>GC	0.5462788294516004	0.0	0.0	0.0	0.4537211705483995	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	AT>TA	0.04014708020094602	0.0	0.0	0.0	0.959852919799054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>AA	0.1674245696077647	0.0	0.0	0.0	0.8325754303922352	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>AG	0.18767386610776401	0.0	0.0	0.0	0.812326133892236	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>AT	0.996519683950768	0.0	0.0	0.0	0.003480316049231999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>GA	0.625055905539293	0.0	0.0	0.0	0.3749440944607071	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>GG	0.4045227395696096	0.0	0.0	0.0	0.5954772604303904	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>GT	0.09062280608676361	0.0	0.0	0.0	0.9093771939132365	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>TA	0.02415157547931263	0.0	0.0	0.0	0.9758484245206873	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>TG	0.03400269312324409	0.0	0.0	0.0	0.9659973068767559	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CC>TT	0.9999308836570413	0.0	0.0	0.0	6.911634295868781e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CG>AT	2.3344328728444773e-05	0.0	0.0	0.0	0.9999766556712716	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CG>GC	0.036139307501171405	0.0	0.0	0.0	0.9638606924988286	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CG>GT	0.01162351805816444	0.0	0.0	0.0	0.9883764819418357	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CG>TA	0.012510945168423127	0.0	0.0	0.0	0.9874890548315769	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CG>TC	0.0004760370015047726	0.0	0.0	0.0	0.9995239629984952	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CG>TT	0.00861173667992529	0.0	0.0	0.0	0.9913882633200748	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>AA	0.1608079142057781	0.0	0.0	0.0	0.8391920857942219	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>AC	0.03897805129933234	0.0	0.0	0.0	0.9610219487006676	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>AG	1.0142813742595674e-16	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>GA	0.0022834839537130554	0.0	0.0	0.0	0.997716516046287	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>GC	0.6355315065937832	0.0	0.0	0.0	0.36446849340621684	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>GG	0.0003430356366482067	0.0	0.0	0.0	0.9996569643633518	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>TA	0.19012688181887982	0.0	0.0	0.0	0.8098731181811202	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>TC	0.6499200729050606	0.0	0.0	0.0	0.3500799270949395	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-5L-AAT1-01	CT>TG	0.008188094841256367	0.0	0.0	0.0	0.9918119051587435	0.0	0.0	0.0	0.0	0.0	0.0	0.0
