MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Ins:T:2	7.690656111947192e-09	0.010165241963367084	4.019463694030871e-06	0.017810204543919402	0.009470888190088308	0.0011284152285971534	0.024815248230682603	0.022216702607026188
1:Ins:T:3	9.107796709410347e-09	0.0036410216918618234	0.003488187448358578	0.013637215528165806	0.0055870439521375674	0.005360314603365168	0.018384954763647935	0.02396597461379315
1:Ins:T:4	5.854096703690933e-09	0.0009552113907493738	0.0003084233409585598	0.004563783450031877	0.003531438600905782	0.0016517849839146948	0.0071470969272316625	0.002031547624301311
1:Ins:T:5	2.6241740632334163e-09	0.0003512385246226568	1.0240634333295399e-05	0.005842753234240187	0.08642293002608786	6.1024146225182225e-06	0.2044054358118501	0.039700121509364784
2:Del:R:0	2.0405412708810913e-08	1.4697375910088794e-06	1.2724249875380641e-06	4.872106666198306e-06	0.014913711771607533	0.05072792964680512	0.0049550276613899765	0.30605272122459914
2:Del:R:1	2.15277916974325e-09	1.5017684539486709e-05	0.0002928444420364921	0.0029940635977046288	0.0008142581752233961	0.003390271078327108	0.012181000279989954	0.006013125292762804
2:Del:R:2	1.346594089568498e-07	0.00018079948039731637	0.00015765639815299438	0.0006222065140131387	4.081789224651781e-05	6.82281085876942e-05	0.0006207100962806559	0.0005558935435374223
2:Del:R:3	1.2617161845677553e-07	0.00027058683361508664	6.0947731697069685e-06	0.0007748668772933343	2.3218665790617857e-06	0.00022153705255429184	0.0003201525802448183	0.00033281446267210415
2:Del:R:4	1.770881337496514e-08	7.686855743334794e-06	5.455856446208903e-06	1.9596680323274997e-05	0.00033740992683017147	0.0018640116477399715	0.00028448552475026647	0.0005448917948012166
2:Del:R:5	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
3:Del:R:0	2.6517630306107282e-05	0.015893695514727805	0.0086977774497124	0.03727623640192685	0.008362621619716985	0.02093734872674607	0.06250998054510054	0.07996476853415212
3:Del:R:1	0.0	0.0012670735343945695	0.00015750986046896286	0.0021806353809083133	0.005397342215031623	0.0002524893870941014	0.00303959706770911	0.0017549126665471703
3:Del:R:2	1.2324655133492494e-08	0.00021790034370935038	0.00023372041793834342	0.0001496991561869739	0.00010152879287943506	0.000668657651143197	0.00035817885685294945	0.0013287139424652612
3:Del:R:3	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
3:Del:R:4	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
3:Del:R:5	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
4:Del:R:0	1.98433222150148e-08	0.011848154387467964	0.004129844174926471	0.028716746373988283	0.003619029908861175	0.018150388715965467	0.05347919202313278	0.013647387295100089
4:Del:R:1	1.6205688641690585e-05	0.00040252522788222225	7.167590467152726e-05	0.00020459028901077166	1.6257767762558236e-06	0.0002941147061695422	0.0007267391700679582	0.0019847392233714343
4:Del:R:2	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
4:Del:R:3	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
4:Del:R:4	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
4:Del:R:5	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
5:Del:R:0	2.279907255579398e-08	2.192927595169129e-06	6.690415527070096e-07	0.009978725723273622	0.00028401391097394407	0.546022410194079	2.892044116926224e-06	2.721994993493183e-06
5:Del:R:1	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
5:Del:R:2	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
5:Del:R:3	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
5:Del:R:4	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
5:Del:R:5	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
2:Ins:R:0	6.2153027613476295e-09	0.0018832118229942314	6.295818854340496e-06	0.006424014193162245	1.1814086993429858e-06	0.0054742794059166044	0.008578348114420228	0.008003880394911296
2:Ins:R:1	9.848774603438732e-09	0.003975505391313779	3.108130645775494e-06	0.015423839534481943	0.002309581209352037	0.006199093295799684	0.01934812307295838	0.008655138198070489
2:Ins:R:2	2.2420775429197074e-45	0.006607049893000508	0.0019179985474906402	0.010631529263268527	0.0007830120421470947	0.004524223974491785	0.008358685326419391	0.007191000131812567
2:Ins:R:3	2.085820954770649e-07	1.0174863697898218e-05	6.757050795158648e-06	1.9416967075850757e-05	0.00108664583092614	2.2399031089056128e-05	0.000204881693578803	2.833327081788184e-05
2:Ins:R:4	3.2058179518420125e-08	0.0009792626066975174	5.338409985237528e-06	0.0020258454570443027	0.0015903225320845612	5.048916151887776e-05	0.001574928426422654	0.0009714867876330876
2:Ins:R:5	1.7034867975477633e-08	0.0013184001231781645	0.0001832298957073893	0.0022735464681389317	0.0017928554410381991	0.0005437219653989208	0.002196072364070763	0.00037469508503515196
3:Ins:R:0	5.93051581176951e-09	0.0034087264087962884	0.00039900577425129314	0.008209043120453903	0.0006832679921662551	0.0021324922662036747	0.0022170149982684963	0.00415339578256256
3:Ins:R:1	4.203895392974451e-46	0.0016012850606918886	0.002835866196177032	0.006522169486186868	0.00040460278737377566	0.0017723835221962266	0.0041840005556575	0.0015435693588491024
3:Ins:R:2	5.828986597104328e-09	0.0015884256185155247	0.0008560206496255774	0.0011154813430740282	0.0015925662135449178	0.0011168956921210338	0.003764069338558329	0.0018901358462547553
3:Ins:R:3	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
3:Ins:R:4	4.366670106984808e-08	0.000618637354229179	5.738508436555397e-06	0.00046888871939880045	0.0017241537271464344	0.0003346601019378189	0.0007837574600974525	0.00038688740830063276
3:Ins:R:5	3.840373921093487e-08	0.0006266787607188462	3.7194272811310235e-05	0.0024862838495920414	0.0011789249317250968	0.0002831482025309621	0.0009917597948666905	0.0007052359789668117
4:Ins:R:0	6.336163475377058e-09	0.002671333366392048	4.5106583163108855e-06	0.0015965688903250453	2.3987793194161594e-06	0.0015164970548236548	0.0030024614967260276	0.0027558268939780342
4:Ins:R:1	5.820200262481497e-09	0.0016360972886161561	0.0008847446822009885	0.0067510232186426345	0.0005245876144518509	0.0024940406913022645	0.012378851133151632	0.00546444791449782
4:Ins:R:2	3.3946826742218646e-08	0.0012313516470963274	5.4780531897336004e-06	0.0013002567654154973	9.09495999205608e-05	0.0003054368805048095	0.0015115145702414641	0.0003457873504582191
4:Ins:R:3	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
4:Ins:R:4	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
4:Ins:R:5	1.415940149721943e-07	0.000714697653557946	0.00017509126822593164	0.0004866438725343869	8.241703260788805e-05	0.0002494067439935558	0.00048427155215146435	0.00014728411936933602
5:Ins:R:0	5.735446303133107e-09	0.0067408752302661416	3.4023229630975036e-06	0.00933898667093184	5.907003952643208e-07	0.005542531627876694	0.005557704886192975	0.0063806604046324844
5:Ins:R:1	1.3547323322408526e-08	0.004977987553426999	6.47663182320457e-06	0.017118506925703752	2.85372957783044e-07	0.006481709672637711	0.015239990884106902	0.014264693182871468
5:Ins:R:2	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
5:Ins:R:3	3.431956127286639e-07	1.1430623140048131e-05	7.890883595488656e-06	2.1024098389924955e-05	3.1895089871151565e-06	2.4460315883819325e-05	2.405786323530871e-05	2.566394135096554e-05
5:Ins:R:4	1.188366869797619e-07	0.0007769342252837911	0.00020098297321643108	0.00033830041832629834	0.0003682170963476968	2.1870552397255476e-05	0.0001615725351787963	0.0006113927824465293
5:Ins:R:5	1.2027492957145114e-07	0.000268842686518352	3.856500274774059e-05	0.0007742007374285247	0.0001308691066834437	0.00020393819931996404	0.0012630821964876304	0.00015809102230524748
2:Del:M:1	2.938194185730936e-08	6.343060009446807e-06	2.7983038234701227e-06	0.01603689737977767	0.0012035712917133048	0.006290114737324378	0.04192088426792965	0.06963423188769108
3:Del:M:1	1.0473616995909652e-08	4.224395500311099e-06	1.5021531088639979e-06	0.008717442306669909	0.03119952228654815	0.008073727394590453	0.08676059583319026	0.04393323632726667
3:Del:M:2	1.1376418096453732e-08	0.004627571884629589	0.0018216306094011258	0.012408431139865013	0.009312627423738225	0.0024120509308014943	0.019278854462299932	0.020000697583509464
4:Del:M:1	2.0781765483089424e-08	0.011175120639092503	0.0035149516704980972	0.015398342199011712	0.0025810280744641054	0.0069933214447454855	0.012428568325655457	0.032002880644358814
4:Del:M:2	1.4212679625795013e-09	0.0036930289256143093	0.0010835236195561038	0.004760005507145592	0.0008641281132682366	0.0031723317296988777	0.003325795013339139	0.011567919163553597
4:Del:M:3	2.8142449481904918e-11	0.0005383237845388559	0.00014678567276291688	0.0031695906722088553	0.0006157333485447225	0.0008856656303578347	0.0032817295255578452	0.0018711345020165026
5:Del:M:1	1.4857290449773094e-08	5.2403566035271375e-06	0.007883994912138344	0.21731706440420068	8.181068796109988e-05	0.14173203093624995	8.025190539721432e-06	6.215895155984678e-06
5:Del:M:2	3.985244371544165e-09	0.009529959776945025	9.993190808899043e-06	0.04816542047322822	4.967151158788615e-05	0.04959384812879459	0.009323501858640762	0.0067942083068433115
5:Del:M:3	1.99019680735546e-09	0.0053092121189884265	0.0011135837430948925	0.011602290222090044	5.496139024785407e-07	0.010287408006176217	0.004629101663139752	0.0007508088153902766
5:Del:M:4	2.57281366581689e-09	0.003944706300086054	9.058299801930994e-05	0.0061100503303957035	0.0002135986078405002	0.0025757162163548247	0.0034079509505166544	0.0016040371642399502
5:Del:M:5	9.223510725557087e-09	0.003436514751531424	4.455093524313725e-06	0.0019051356506589437	0.0009803039359397303	0.0013769341355327925	0.0010424843469233262	0.0017390559578416287
