MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J	DBS78K	DBS78L	DBS78M	DBS78N	DBS78O
AT>CC	1.5807651834620628e-06	7.727373144916782e-07	1.3911166817391628e-06	1.1347215377099928e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308870256863884e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.7815574564301645e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547125268495e-06
AT>CG	1.5807651834620628e-06	7.727373144916782e-07	1.391109840298793e-06	1.1347213558110524e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308869802116533e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.781593654319295e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547307167435e-06
AT>GA	1.8859156853068272e-06	6.994578257035755e-07	0.012071055492139283	0.007294830914361228	7.665046268812148e-07	9.755225391927524e-07	3.681538419186836e-06	6.149616183392939e-07	3.631714071161696e-06	5.462939680001e-06	5.59343175154936e-06	0.0068105632388793915	1.8262513549416327e-06	0.010111330933978025	5.664366472046822e-06
AT>GC	1.5807651834620628e-06	7.727373144916782e-07	1.3911096422869116e-06	1.1347213103363173e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308869802116533e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.781594745712937e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547307167435e-06
AT>TA	4.246216229861015e-07	6.874320729045782e-07	0.005966656742248233	0.005648386866073452	6.869242724860669e-07	0.02346807308495045	3.5815203773381652e-06	1.1484500419101096e-06	4.122265136174974e-06	3.7140247968636688e-06	5.252855544313206e-06	4.814135490960325e-06	2.238052229586174e-06	6.77344469295349e-06	6.178426883707289e-06
CC>AA	0.2856723189353943	0.01619180776324356	0.11025332294210051	0.2222144603729248	0.18207140862941742	0.07451106478692963	0.40305537581443784	0.09366703554987939	0.005158880024544713	0.009090869484934608	0.08072198480367661	0.09484489783644676	0.1120190143585205	0.0359941691160202	0.042091987974527
CC>AG	0.027846398626024893	0.0055455276295901966	0.03215851925931475	0.06330381706357002	0.030685128644108772	0.015933103862403188	6.375928448643602e-07	0.1083478145301342	2.7764775040850507e-06	1.2293675695218553e-06	0.031248553252589774	0.012905021272763407	0.022239020131200958	0.010172038865448485	0.009533929137205858
CC>AT	0.10432474613189698	0.04032622650265694	0.028416538466262863	0.09892664104700089	0.08275390416383743	0.015268861316144466	0.0	0.05615548454225063	4.5394094740913713e-07	0.0444509319961071	0.03037748597562313	0.041488122940063474	0.02987613305449486	0.059331534802913664	0.03335267636639401
CC>GA	0.005061887647048025	4.048851839577594e-07	0.033371008932590485	0.07719162926077842	0.03430633749812841	0.04208744107927487	1.2607859844138148e-06	0.00437391437712904	1.1386392600343242e-06	1.3726761380894459e-06	0.047372759420068175	0.010032050994868768	0.0277080949395895	0.006784765018073813	0.019209440088542352
CC>GG	1.3842412272424553e-06	6.539857622556155e-07	6.050073579899617e-07	1.0657308621375706e-06	1.2138493730162736e-06	0.01631949752976425	2.9487837991837297e-06	0.019605415395653837	4.4531094772537475e-06	4.076270101904811e-06	5.285723136694287e-06	5.048163325227506e-06	1.7112575505962013e-06	7.904178301032515e-06	5.903595774725545e-06
CC>GT	0.0	0.04860467649996281	2.600495258241104e-26	0.012515758723020553	0.008232247829437257	8.304511165492464e-39	0.056970550569440094	5.606421154880082e-07	0.047552770003676414	0.0036960934806302263	0.09753725342452527	0.015797127783298493	0.005264679282294083	0.1304235726594925	0.024998681831766588
CC>TA	0.03797311558190586	0.054088876396417615	0.004060862350445405	0.013907123170793057	0.009410535171627998	4.608273457051837e-07	2.1330615254555598e-06	0.03966500510173319	0.013107817899390284	0.04453444480895996	8.868390750649269e-07	4.9019378252523895e-06	1.8459936654835473e-07	1.8579667766971397e-06	5.971010568828205e-06
CC>TG	0.01265939542615797	0.009124346882583723	1.0622293984852149e-06	7.189977850430296e-07	0.005834514569301064	1.4778341437704511e-06	3.7332598367356696e-06	1.742764970913413e-06	3.0546638299711048e-06	3.0950185646361556e-06	4.913564680464333e-06	6.167414699120854e-06	1.8649480580279487e-06	8.708173891136538e-06	6.1174054280854765e-06
CC>TT	0.012650814327969329	0.19920350313186647	0.02362936921417714	0.08993291705846787	0.027377521432936192	0.008509265631437302	0.016985207823267956	0.008536684742330181	0.03989787096434157	0.32120380401611326	0.054539383604242174	0.009676747769117356	0.02104280740022659	0.013574210565457179	1.0230244287011869e-06
CG>AT	2.302396660525119e-06	1.0552825301601843e-06	0.004572903206576484	1.0545961686148075e-06	0.0020590233569464543	1.4670998552901438e-06	4.285161594452802e-06	1.834851309467922e-06	4.586453542287927e-06	3.16134852482719e-06	5.593863852482172e-06	6.244497558327566e-06	2.0193125237710775e-06	8.671571208651585e-06	6.356822814268525e-06
CG>GC	1.5807651834620628e-06	7.727373144916782e-07	1.3911096201015132e-06	1.1347213103363173e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308869802116533e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.781594927611877e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547307167435e-06
CG>GT	0.005063877875460321	6.739075388395577e-07	1.3558819546233281e-06	9.726549592414813e-07	0.002917990353125788	0.0028952144753475297	3.5344675325177376e-06	1.6562104974582325e-06	3.3542052733537277e-06	3.5584643910624437e-06	4.4929344312549805e-06	5.176393187866779e-06	2.2695533516525755e-06	0.03877643556077146	5.630811165246996e-06
CG>TA	1.1307892477640768e-06	6.333797273327946e-07	7.510603578619879e-07	8.455914693629202e-07	8.543198418919928e-07	8.248635140262195e-07	2.681456695086126e-06	1.0855506275220251e-06	3.505103290990519e-06	2.670406183824525e-06	0.00402951997650689	1.280922593878131e-05	0.0157888104190863	0.010111790179493462	0.0785606135495982
CG>TC	1.5807651834620628e-06	7.727373144916782e-07	1.3911098955458542e-06	1.1347213558110524e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308869802116533e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.781593472420354e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547307167435e-06
CG>TT	1.5807651834620628e-06	7.727373144916782e-07	1.39110963699871e-06	1.1347213103363173e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308869802116533e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.781594927611877e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547307167435e-06
CT>AA	0.02798809241503477	0.019444947656614885	0.06181168667972088	0.0029945426853373648	0.036662840470671657	0.020298227574676274	0.011652944776575686	0.03970995210111141	0.02316109893117755	0.00485362956408153	8.025219581764276e-07	0.003161884602396281	0.023145509892560766	5.117412274557864e-06	0.019347525211952644
CT>AC	0.015192139634132218	8.977342758953455e-07	0.008507885140807048	1.1039442370019969e-06	6.69599580760405e-07	1.3173840670788196e-06	3.371985849298653e-06	1.8020376955973915e-06	4.219200991428806e-06	3.1707000403004613e-06	5.63580456400814e-06	6.306874797701312e-06	1.7326549141216675e-06	7.006312989688012e-06	5.912641245231498e-06
CT>AG	2.5187732717313337e-07	4.840693776486663e-07	0.00647451113909483	0.019919679686427116	0.006174520617912549	0.016336096543818714	9.274884405385819e-07	0.027792598838823325	0.1107485368847847	0.0024287339558213715	5.6589156429254215e-06	0.008933090989040446	0.01170172571646617	5.4547077411370996e-06	3.4518681104600546e-06
CT>GA	7.45888849279508e-07	8.403769015785656e-07	0.0019058817129655506	0.0022998258306927257	8.11348809293122e-07	0.026469672528810405	3.555736248017638e-06	1.4074576256462023e-06	3.546777452356764e-06	3.4961235485297947e-06	5.435418802335334e-06	5.2345681524457175e-06	2.4661917905177687e-06	6.657818403255078e-06	6.301600387814688e-06
CT>GC	2.5311908256964515e-07	0.005723805574803009	1.312940230491222e-06	4.817307399207494e-07	3.3898161291290305e-07	0.0021288217313440326	2.6537079065747095e-06	1.6226577145062037e-06	2.6732400783657793e-06	0.04709165514424285	4.648199637813377e-06	5.303008595092251e-06	1.8185504359280459e-06	0.007378366673037817	0.00941329117404166
CT>GG	1.4048902244212513e-06	0.009803570190229038	5.687177463252806e-07	0.009006956553707823	8.014499655928376e-07	0.009693116547930458	3.4089563541783718e-06	2.2035272650100524e-06	2.6344591788074467e-06	3.4649052281565672e-06	0.01653416460576409	4.1236829474655675e-06	1.6005316183509422e-06	7.211426236608531e-06	5.514289568964159e-06
CT>TA	0.010123950549632355	0.10644002929329872	0.021380841751715708	2.0771865365531995e-07	0.024925850704312323	6.032972805769532e-07	2.038737852672057e-06	0.006087853386998176	0.0	0.059587874474163985	0.04611643997544945	4.948109153701807e-06	0.07486487478017807	7.5124828981643075e-06	5.194462619328988e-06
CT>TC	4.275362925909576e-07	0.001990058177955234	1.1382316188246477e-06	3.8637531946683645e-07	9.748424758981855e-07	7.549340818587252e-07	0.08392906461062921	1.640632717681001e-06	4.017552009827341e-06	3.7758288094214e-06	1.812644983691466e-06	3.776259120513714e-06	1.9025314941245597e-06	7.8375652037721e-06	0.011039663817246036
CT>TG	0.0	5.31713294549263e-07	0.003225645050406456	7.16046247362101e-07	0.012772796458352786	0.017630757961569543	8.938008250362293e-07	1.1746506970666815e-06	6.118024430179503e-07	0.04617953907549911	2.6221418011118657e-06	0.009678945088967338	0.006451834485324071	0.01474889489669522	0.12214656323194503
GC>AA	0.08139927424490452	0.020875358209023216	0.053918389976024626	0.04796562031842768	0.04822355397045612	0.022447292161268707	0.1553427755832672	0.03166235461831093	0.07686270838557903	0.016547977181764123	0.025000319406899507	0.05262377709150314	0.019359026849269868	0.010171821800486213	0.054552868658743134
GC>AG	0.05165371410548687	0.013301421908921644	0.004374208826402537	0.04802911427941581	0.019211352244019507	0.0	9.740190307642862e-08	0.023998126713013334	0.12476986050605773	0.01842384256524383	1.1715629807440563e-05	0.022705093735203262	0.021050823852419853	0.08420573150660857	1.293419279591035e-06
GC>AT	5.6051938572992686e-46	3.473272784049186e-07	0.006452005249684589	0.027229423448443413	3.5308263477418225e-07	0.0057766589486163865	1.5114090501811006e-06	0.07276303862317945	5.309759308147477e-06	3.4973700621776514e-06	0.012500430249065175	0.04299986560898843	0.021054390219046582	0.014749834677331819	2.575415936689751e-06
GC>CA	1.3011483360969579e-06	0.006350109090695355	0.0044464162963890885	4.565410932855229e-07	0.004116586223784679	0.021183207696617502	1.3370224905884242e-06	1.4685427004224038e-06	3.3509340028103906e-06	1.8805328750204353e-06	0.012500903741261027	1.8422362657588565e-06	7.419903873540079e-07	0.02402047773716731	0.08053636603435735
GC>CG	1.5807651834620628e-06	7.727373144916782e-07	1.391110165275839e-06	1.1347213558110524e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308869893066003e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.7815921991277716e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547307167435e-06
GC>TA	0.015193111263215556	3.5811143561659264e-07	6.179247293403023e-07	4.820269623451168e-07	0.005834050385146838	0.023421406745910645	3.4562346627353692e-06	1.4304780478194555e-06	0.01508979727473161	3.21733681829528e-06	4.459824822333758e-06	3.5884719181922265e-06	2.0491447912718285e-06	0.010200825014999282	0.007157848773476872
TA>AT	1.2602319202415365e-06	0.0017230150407158361	0.020446601696312426	2.42303713093861e-07	0.006615084307463803	3.968911129844594e-21	1.536822344405664e-06	0.018599250016188763	3.141507067994098e-06	3.363882160556386e-06	0.02903098076790229	2.0467084709707707e-06	0.018372363546814086	0.0067859866094295285	0.045338256537706914
TA>CG	6.470725523399778e-07	7.209935728183514e-07	8.78446065151885e-07	8.647544792325645e-07	9.734865898280986e-07	0.010700912297522791	2.755968603196379e-06	1.771729876054451e-06	4.526881275523919e-06	2.4972692669322782e-06	3.7983469155733474e-06	4.296564020478399e-06	1.7499789294106448e-06	6.648545218013169e-06	0.06720890304941349
TA>CT	2.5088836537179303e-07	5.399029618047279e-07	0.01407613456249239	6.388775489085674e-07	0.008672992287722536	0.04022320359945297	2.0624958779080773e-06	1.6170344679267145e-06	1.547626516185119e-06	0.0024273045779409585	0.070155090344997	0.012776459067436009	0.046177500202463764	4.5320525032391e-06	0.01906988258892852
TA>GC	1.5807651834620628e-06	7.727373144916782e-07	1.391109671593151e-06	1.1347213558110524e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308869802116533e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.781594563813997e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547307167435e-06
TA>GG	1.0817216889336123e-06	9.525404493615497e-07	9.105415671228912e-07	8.406405754612934e-07	9.7974184427585e-07	8.153914243268528e-07	2.9981793886690867e-06	1.8262067669638781e-06	4.805296202903264e-06	2.6739598766312156e-06	4.812959559785668e-06	3.6114459589953187e-06	1.969004415514064e-06	8.62641859384894e-06	0.0560066644102335
TA>GT	0.010127613128929625	5.059510726823646e-07	0.00014618240336403688	3.5284928117107485e-07	0.009059629011062498	5.484275220624113e-07	3.876331311403191e-06	1.2682729447988096e-06	3.2191294849326367e-06	2.2320164589473277e-06	4.271550324119744e-06	0.006394365225787624	0.00645265201796974	0.04356632876333606	0.014312137640445144
TC>AA	0.040496853775687215	0.004569847509264946	0.1943813294172287	0.014458178998029324	0.05551978275179863	0.1266876757144928	0.1228545442223549	0.11627602279186249	0.06687341071665287	0.10641316846013069	0.059429687634110454	0.06999265030026436	0.11809594295918942	0.02152836058376124	0.057455701257276816
TC>AG	0.02531516272574663	0.05528319105505943	4.200580178803648e-07	4.902977934762021e-07	0.002916832840310235	0.009276353562881923	0.03893248270455842	0.06989903377029805	1.14031035991502e-06	4.589970330965247e-07	3.343843377479061e-06	0.03428445055051639	0.052629122486905544	2.543572918511927e-06	2.1224421288934535e-06
TC>AT	0.059627711027860644	0.21063843369483948	0.04345350237563252	0.022012658417224884	0.049173974245786664	0.004843077622354031	0.023196694254875184	0.005654792580753565	0.12577628940343857	0.08646047185175121	0.014180111596124334	0.05586312785744667	0.06993943825364113	0.04003894550273799	0.0015015173482538558
TC>CA	0.02024961435864725	0.01171719447303019	0.06929011717438698	0.01149430563673377	0.050254423171281815	0.046996296010911466	0.009905342904033913	2.0051362071171754e-06	0.012219285513380385	0.012891443484812023	0.026810622616176262	0.01872380673885346	0.019354921579360963	4.472902492125286e-06	3.2787330837891203e-06
TC>CG	0.012657834071923784	2.1497556190576595e-07	5.80893129153992e-07	4.813766906863748e-07	0.002916897373120264	0.02701899204403162	2.441183846713102e-06	1.6150436294992687e-06	2.645531685629976e-06	0.047087466328309804	4.310349686420522e-06	3.825698480512327e-06	1.641481935621414e-06	0.007377257024290884	5.56692784812185e-06
TC>CT	0.022784789465367793	0.04764595478773117	0.006946540623903275	0.02472204528748989	0.023958195559680463	0.014776471365371436	0.004769084504323473	8.766969472162601e-07	0.007009267896592064	0.002426789870855828	0.03443870742315767	0.0032356938922021073	0.008495492833753815	0.013564686604058806	0.009671876901757059
TC>GA	0.007593062706291676	1.0706895636758418e-07	0.03958391461762858	0.06347173303365708	0.01670823208987713	2.048978967650328e-06	1.2191548705686728e-06	0.02187255202943561	0.0766727142923628	0.016987924002842193	0.030746284903443666	0.009680490201845261	0.0064524725751198275	3.867474333674181e-06	1.85120698006358e-06
TC>GG	1.0101389193550859e-06	0.015017516911029816	6.946371172489308e-07	0.010151655204813892	6.623820766549215e-07	0.010701807602890768	2.782668298095814e-06	2.2420297568714887e-06	3.7554171285592018e-06	2.544616290833801e-06	2.5344946607219755e-06	5.24172940004064e-06	1.2281062026886503e-06	7.520356439272291e-06	5.673726809618529e-06
TC>GT	1.6572053027630318e-06	0.00777099970728159	0.005766781233251095	1.759848146321193e-07	0.006322092912586186	3.303630478512787e-07	2.420643431833014e-06	9.974287195291255e-07	0.015362083439049457	0.0024283826443024735	0.016534225779196277	1.6519725278385522e-06	1.0530732367897145e-06	0.010201249011117852	0.058091495154258155
TG>AA	0.012658263484563148	6.017659416102106e-07	0.007871270210614512	0.012265385037358101	1.638374783397012e-07	0.0274307943880558	2.787934863590635e-06	1.1814438551027707e-06	3.2263852062897057e-06	0.0024299002991028827	3.1130148727243066e-06	4.036356358483317e-06	2.1486666355485797e-06	6.279329954850254e-06	5.282176243781578e-06
TG>AC	1.0418400506750913e-06	7.047795861581107e-07	1.3065346024632163e-06	0.02020955625921488	9.479088305397454e-07	1.6306472161886631e-06	4.205290952086216e-06	1.3547795333579416e-06	4.491871140999137e-06	4.057776186527917e-06	3.6450019706535384e-06	6.107920148679113e-06	2.1900178353462254e-06	9.03092070529965e-06	5.861154022568371e-06
TG>AT	0.025314920023083685	1.3223147981022977e-07	0.035867498640982376	0.013373288512229919	0.041253092139959334	0.022102547390386463	0.004323996611401526	0.06186458989977837	1.1318893029965693e-06	0.007278244059216376	0.034871597155426225	0.04988198520786682	0.026945189759135246	0.02003343662863699	1.8548103810190308e-06
TG>CA	9.942253200279084e-07	0.013516384549438954	0.02027013022452593	0.010863292776048184	0.035483290627598765	0.01280289248097688	0.037685937434434894	0.08279114905744792	2.9698303023906194e-06	0.024260591058282443	9.542261636852345e-07	0.1015600934624672	0.00967759956622558	0.010170033579584015	0.04691408331411821
TG>CC	7.050100293781725e-07	0.003800977913147108	9.3039100192982e-07	5.321946900949115e-07	0.012678037499085804	1.009454604172788e-06	2.9486621315299997e-06	3.120227802355657e-07	0.04765337519347668	2.093174498440931e-06	5.022824325351394e-06	0.00646228676237115	0.003975471255489538	0.010113555426914899	0.007159136580730774
TG>CT	0.03486309889703989	9.869080486168968e-08	0.04684501923620702	0.034982739761471746	0.0354918017052114	0.1079137921333313	2.8025969286496343e-46	0.06659672781828224	0.04892581254243851	0.03638241067540673	2.991578929023575e-11	0.2333334505558014	0.05177705138921738	0.16087134331464767	0.007145281136036607
TG>GA	9.549478821369028e-07	8.101057943576961e-07	1.3871340230233054e-06	1.134691784271391e-06	1.070594294105831e-06	0.01506576081790172	4.135662402404705e-06	1.5465945807591198e-06	4.440016482476494e-06	3.71291818055397e-06	5.5464772231061945e-06	6.008498948517626e-06	2.553883950895397e-06	7.313771379813261e-06	6.420294903364266e-06
TG>GC	1.3984670545141854e-06	5.213993347297219e-07	1.0001360962519356e-06	7.34211835151658e-07	6.979488659908384e-07	0.00927782809526434	3.6826962514169282e-06	1.4203681871549633e-06	4.067823147124727e-06	3.308569108639858e-06	0.049999008326722105	4.93386723974254e-06	1.583144216965593e-06	6.107544504629914e-06	0.009538689578948833
TG>GT	0.007596628355531721	0.022874267771840096	1.6680769192589652e-07	2.0926299839629792e-07	0.009238234776603349	0.03263488486409187	2.667029048097902e-06	0.010871742962990538	0.01945362950227718	1.8059155536320767e-06	3.2464827427247655e-06	0.003229775701856852	0.029539982602000237	4.996474399376894e-06	4.986222529623774e-06
TT>AA	0.0075944939628243445	0.011547663800899954	0.006947598855913384	2.252935701108072e-07	0.011661781370639801	0.04114903956651687	4.894793755738647e-06	3.42612247550278e-07	1.2457182762659614e-06	5.032261196902266e-06	0.018751596089077793	0.028163084696757323	3.680502233530632e-07	0.07205279722611521	3.957085300498875e-06
TT>AC	9.024299412234931e-07	7.518665029238037e-07	1.1912845139288855e-06	1.0378910928920959e-06	1.1885798357980094e-06	0.018447124026715757	3.82888370040746e-06	1.652288892728393e-06	4.414563500176883e-06	3.874716452401117e-06	5.573862654273398e-06	4.991857554159651e-06	2.4212686867031154e-06	7.292479790521611e-06	6.335332273010863e-06
TT>AG	8.415575962317235e-07	7.17372137160055e-07	0.0034741196553227383	3.738818463716598e-07	0.010169963632961299	6.169506718833873e-07	2.8295273978073964e-06	1.9410039840295214e-06	3.922511996279354e-06	2.3599141741215137e-06	0.04334349093287528	4.332752678237739e-06	0.03297263489014313	0.003398981834652659	0.009538090340265626
TT>CA	1.4978812714616652e-06	0.011850646742209392	1.2085732148741878e-06	8.428984642705472e-07	1.1635168675638851e-06	1.7565711004863261e-06	3.727905414052657e-06	1.3320067296263005e-06	3.979433131462429e-06	4.452149944482453e-06	5.389398302213521e-06	6.511793526442489e-06	1.6640723060845631e-06	8.34495090202836e-06	6.069458686397411e-06
TT>CC	1.542003906251921e-06	7.427422815453611e-07	1.0325610084702097e-06	0.01357743978774124	1.129600752847182e-06	1.3208973768996656e-06	3.920864310202888e-06	1.3687436876352877e-06	5.057374210082344e-06	4.797180793048028e-06	5.57690027562785e-06	6.411163485608995e-06	2.463035184518958e-06	8.854709471961542e-06	5.798641268484062e-06
TT>CG	6.663243431893128e-07	7.124487979126571e-07	1.3868644903713978e-06	8.104971129796468e-07	1.1967933915002504e-06	0.002895177879054245	0.012998340980720969	1.3145229004862813e-06	3.3012554013112096e-06	2.8747748729074373e-06	3.44111472259101e-06	0.012221965335129426	2.0171934551171942e-06	0.05732127606149788	4.863221192863421e-06
TT>GA	1.5807651834620628e-06	7.727373144916782e-07	1.3911096843022502e-06	1.1347213103363173e-06	1.4343058865051717e-06	1.7737515236149193e-06	4.308869802116533e-06	1.8889432340074564e-06	4.770547684529447e-06	4.1271488612437676e-06	5.781594745712937e-06	6.530479026878311e-06	2.3320897980738665e-06	9.178886625704762e-06	6.315547307167435e-06
TT>GC	7.593599548272323e-07	1.0551809282333124e-06	1.3832608146913118e-06	9.713013469081488e-07	1.3479210394962137e-06	1.3002839523323928e-06	3.938198142350302e-06	1.970113544302876e-06	4.272352452971973e-06	3.0522790439142407e-06	0.012093515781725728	1.337615806278336e-05	0.0250269566614179	9.344930617771752e-06	5.796353707410162e-06
TT>GG	1.5807626596142655e-06	7.410064085888734e-07	1.3905614834600588e-06	8.787373531049525e-07	0.0033913698793185177	1.6457781157441787e-06	4.3411263959569625e-06	1.7057508330253768e-06	4.770311761603807e-06	4.090054116545616e-06	5.781569234386552e-06	6.125209915808228e-06	2.332084341105656e-06	0.003398765799647663	6.2346719460038e-06
