Sample Names	MutationType	DBS78A	DBS78B	DBS78C
PD3851a_non-exome	TG>CT	1.0	0.0	0.0
PD3851a_non-exome	TG>GA	1.0	0.0	0.0
PD3851a_non-exome	TG>GC	1.0	0.0	0.0
PD3851a_non-exome	TG>GT	1.0	0.0	0.0
PD3851a_non-exome	TT>AA	1.0	0.0	0.0
PD3851a_non-exome	TT>AC	1.0	0.0	0.0
PD3851a_non-exome	TT>AG	1.0	0.0	0.0
PD3851a_non-exome	TT>CA	1.0	0.0	0.0
PD3851a_non-exome	TT>CC	1.0	0.0	0.0
PD3851a_non-exome	TT>CG	1.0	0.0	0.0
PD3851a_non-exome	TT>GA	1.0	0.0	0.0
PD3851a_non-exome	TT>GC	1.0	0.0	0.0
PD3851a_non-exome	TT>GG	1.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.09169197017363388	0.48736792225413017	0.42094010757223604
PD3890a_non-exome	AC>CG	1.4081917083384125e-05	0.6232027167625198	0.3767832013203969
PD3890a_non-exome	AC>CT	0.15894919059301305	0.7689550248519677	0.07209578455501937
PD3890a_non-exome	AC>GA	0.5475858452226096	0.45231589719920795	9.825757818248575e-05
PD3890a_non-exome	AC>GG	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	AC>GT	0.5501940823928355	0.4492972809604896	0.00050863664667491
PD3890a_non-exome	AC>TA	0.07061076615422113	0.9012332063208935	0.02815602752488544
PD3890a_non-exome	AC>TG	0.2959898537524506	0.7038081603311317	0.00020198591641768478
PD3890a_non-exome	AC>TT	0.06936030435406987	0.1621826044525846	0.7684570911933456
PD3890a_non-exome	AT>CA	0.0329622239870328	0.8645030048148439	0.10253477119812333
PD3890a_non-exome	AT>CC	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	AT>CG	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	AT>GA	0.5840935975284745	0.1883723705592642	0.22753403191226135
PD3890a_non-exome	AT>GC	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	AT>TA	0.053699172310082185	0.9461983466141353	0.000102481075782521
PD3890a_non-exome	CC>AA	0.2935621954106699	0.6109023745811235	0.09553543000820658
PD3890a_non-exome	CC>AG	0.1464947739857874	0.6847739139256622	0.16873131208855033
PD3890a_non-exome	CC>AT	0.25973904582619334	0.4793920209360164	0.2608689332377902
PD3890a_non-exome	CC>GA	0.08846912226280125	0.8784816562576367	0.03304922147956203
PD3890a_non-exome	CC>GG	0.025901599048000472	0.9740324720669215	6.592888507803351e-05
PD3890a_non-exome	CC>GT	0.0033786528343544985	0.33247268666055163	0.6641486605050938
PD3890a_non-exome	CC>TA	0.06908152966038565	5.5407145012045896e-05	0.9308630631946023
PD3890a_non-exome	CC>TG	0.12343873577081077	0.00018807516868946474	0.8763731890604998
PD3890a_non-exome	CC>TT	0.04159895586313372	0.09722405038836485	0.8611769937485014
PD3890a_non-exome	CG>AT	0.9868254354779011	0.008898552661861328	0.004276011860237552
PD3890a_non-exome	CG>GC	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	CG>GT	0.228589035298983	0.7710924125614188	0.00031855213959821493
PD3890a_non-exome	CG>TA	7.659950958214942e-06	0.8479452279025514	0.1520471121464903
PD3890a_non-exome	CG>TC	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	CG>TT	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	CT>AA	0.13767832185074616	0.4565374954754474	0.4057841826738065
PD3890a_non-exome	CT>AC	0.9972500105393528	0.0018700714732677085	0.0008799179873795279
PD3890a_non-exome	CT>AG	0.05867243712313792	0.9413238320584868	3.7308183753657427e-06
PD3890a_non-exome	CT>GA	0.08487694259212075	0.9150818602035841	4.119720429528392e-05
PD3890a_non-exome	CT>GC	8.26918440126636e-06	0.6107310533252251	0.38926067749037363
PD3890a_non-exome	CT>GG	0.04314500384684934	0.5293980615425588	0.4274569346105918
PD3890a_non-exome	CT>TA	0.08695766979288687	0.04114708278609093	0.8718952474210221
PD3890a_non-exome	CT>TC	1.8226415486283902e-05	0.04467603660045903	0.9553057369840547
PD3890a_non-exome	CT>TG	0.03623185630344078	0.7140837836935667	0.24968436000299243
PD3890a_non-exome	GC>AA	0.21617371652045636	0.5207004155093665	0.263125867970177
PD3890a_non-exome	GC>AG	0.3020465199490612	0.5502909349189935	0.14766254513194532
PD3890a_non-exome	GC>AT	0.04370514442388428	0.829084816543603	0.12721003903251268
PD3890a_non-exome	GC>CA	0.0339932358202592	0.6621035248795042	0.30390323930023644
PD3890a_non-exome	GC>CG	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	GC>TA	0.061231818111454804	0.9387125978505854	5.558403795999974e-05
PD3890a_non-exome	TA>AT	0.16604533404828434	0.3738585469150183	0.4600961190366973
PD3890a_non-exome	TA>CG	3.6612629734395504e-05	0.919268400699149	0.08069498667111666
PD3890a_non-exome	TA>CT	0.035135636747064436	0.922070573736981	0.04279378951595445
PD3890a_non-exome	TA>GC	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	TA>GG	3.395218844348876e-05	0.7430817681505149	0.25688427966104166
PD3890a_non-exome	TA>GT	0.6901384343562277	0.3096688631498268	0.00019270249394548336
PD3890a_non-exome	TC>AA	0.18470130626434034	0.7430853544685102	0.07221333926714955
PD3890a_non-exome	TC>AG	0.020098016652917494	0.17986515031894515	0.8000368330281372
PD3890a_non-exome	TC>AT	0.1060069239997849	0.17710115640608196	0.7168919195941331
PD3890a_non-exome	TC>CA	0.1597784800584651	0.8015843434111131	0.038637176530421695
PD3890a_non-exome	TC>CG	0.07746407439225711	0.6615481437661253	0.26098778184161764
PD3890a_non-exome	TC>CT	0.14300279338587732	0.2982916675743791	0.5587055390397435
PD3890a_non-exome	TC>GA	0.20827658605012342	0.7917095328794311	1.3881070445428426e-05
PD3890a_non-exome	TC>GG	2.452034845902195e-05	0.6014227850551935	0.3985526945963474
PD3890a_non-exome	TC>GT	0.020637357395118624	0.7440416454765144	0.23532099712836685
PD3890a_non-exome	TG>AA	0.2527119617436449	0.7472400116081453	4.802664820978766e-05
PD3890a_non-exome	TG>AC	0.3507354968861067	0.6484463668929711	0.0008181362209222619
PD3890a_non-exome	TG>AT	0.2093611760173246	0.6588805512292455	0.13175827275342988
PD3890a_non-exome	TG>CA	0.17567513955093692	0.6876571777142015	0.13666768273486155
PD3890a_non-exome	TG>CC	0.15068345641546776	0.6553436848286067	0.1939728587559255
PD3890a_non-exome	TG>CT	0.09022699932809095	0.8842303878323807	0.025542612839528384
PD3890a_non-exome	TG>GA	8.393993287433817e-05	0.9996722060270332	0.00024385404009243312
PD3890a_non-exome	TG>GC	2.9519595346274127e-05	0.8764572736825743	0.12351320672207942
PD3890a_non-exome	TG>GT	0.010114455225564551	0.7817875457615638	0.20809799901287163
PD3890a_non-exome	TT>AA	0.028535475717361338	0.7909511599638254	0.18051336431881332
PD3890a_non-exome	TT>AC	0.00010796340009094456	0.9996409523082176	0.0002510842916915829
PD3890a_non-exome	TT>AG	0.11513803124867138	0.47710830457670156	0.40775366417462716
PD3890a_non-exome	TT>CA	7.295765867682512e-05	0.0007278699903801755	0.999199172350943
PD3890a_non-exome	TT>CC	0.10500724113524781	0.00034778206342830654	0.8946449768013238
PD3890a_non-exome	TT>CG	0.015188774907975131	0.9009914738839121	0.0838197512081128
PD3890a_non-exome	TT>GA	0.08391231995274571	0.6389512430166941	0.2771364370305602
PD3890a_non-exome	TT>GC	5.7142555388092635e-05	0.3102729924722623	0.6896698649723496
PD3890a_non-exome	TT>GG	0.22752490268689993	0.7713986982064738	0.001076399106626236
PD3904a_non-exome	AC>CA	0.5886574398950247	0.33027018519470397	0.08107237491027135
PD3904a_non-exome	AC>CG	0.00018264463297982842	0.8532092711609371	0.14660808420608315
PD3904a_non-exome	AC>CT	0.6560570127604406	0.33501580525052477	0.008927181989034699
PD3904a_non-exome	AC>GA	0.9197971831040284	0.08019786550555018	4.951390421394111e-06
PD3904a_non-exome	AC>GG	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	AC>GT	0.9206186551059745	0.07935581242826927	2.553246575624562e-05
PD3904a_non-exome	AC>TA	0.4238707199369794	0.5710587293633698	0.005070550699650701
PD3904a_non-exome	AC>TG	0.799353025755975	0.2006306096911794	1.6364552845477362e-05
PD3904a_non-exome	AC>TT	0.6332349104538992	0.15629289142305614	0.21047219812304452
PD3904a_non-exome	AT>CA	0.25895098810744127	0.7168836397433042	0.02416537214925457
PD3904a_non-exome	AT>CC	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	AT>CG	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	AT>GA	0.9562710807580992	0.032553439034961176	0.011175480206939545
PD3904a_non-exome	AT>GC	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	AT>TA	0.3496523848285185	0.6503275965654179	2.001860606355541e-05
PD3904a_non-exome	CC>AA	0.8133890582851355	0.17866978226088223	0.007941159453982225
PD3904a_non-exome	CC>AG	0.6544666652188107	0.32291907705661665	0.0226142577245728
PD3904a_non-exome	CC>AT	0.8163591824182234	0.15904350510853124	0.024597312473245446
PD3904a_non-exome	CC>GA	0.4855892305106909	0.5089687534671882	0.005442016022120907
PD3904a_non-exome	CC>GG	0.20122730138394546	0.7987573327404541	1.53658756004824e-05
PD3904a_non-exome	CC>GT	0.05785616889755265	0.6009566867659034	0.341187144336544
PD3904a_non-exome	CC>TA	0.7120833015687636	6.028589664255916e-05	0.2878564125345939
PD3904a_non-exome	CC>TG	0.8242999263218495	0.0001325703343978071	0.1755675033437527
PD3904a_non-exome	CC>TT	0.53540111749881	0.13208443694571925	0.33251444555547066
PD3904a_non-exome	CG>AT	0.9989193444861321	0.000950803035074367	0.00012985247879352237
PD3904a_non-exome	CG>GC	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	CG>GT	0.7374037761443866	0.2625653954017904	3.08284538229961e-05
PD3904a_non-exome	CG>TA	8.142439090615753e-05	0.9514312802082368	0.04848729540085707
PD3904a_non-exome	CG>TC	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	CG>TT	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	CT>AA	0.6951978875204736	0.2433326735456605	0.06146943893386585
PD3904a_non-exome	CT>AC	0.9997756392479699	0.000197896358176434	2.6464393853724793e-05
PD3904a_non-exome	CT>AG	0.3712634503558969	0.6287358414155528	7.082285502044891e-07
PD3904a_non-exome	CT>GA	0.46771847247024567	0.5322747169545116	6.810575242665578e-06
PD3904a_non-exome	CT>GC	0.00010858767519015535	0.8465428716689091	0.1533485406559008
PD3904a_non-exome	CT>GG	0.3857411806248294	0.49960748462856275	0.11465133474660781
PD3904a_non-exome	CT>TA	0.7403309723827655	0.03697755329075073	0.22269147432648376
PD3904a_non-exome	CT>TC	0.000545812146864385	0.14122047381180178	0.8582337140413336
PD3904a_non-exome	CT>TG	0.3042191090874997	0.6328869947921576	0.06289389612034267
PD3904a_non-exome	GC>AA	0.7747320112613155	0.19697795845350993	0.028290030285174503
PD3904a_non-exome	GC>AG	0.8285174312075305	0.15933136182617993	0.012151206966289595
PD3904a_non-exome	GC>AT	0.32365561264788195	0.6480830165267224	0.028261370825395645
PD3904a_non-exome	GC>CA	0.3008276557094343	0.6184893817818531	0.08068296250871267
PD3904a_non-exome	GC>CG	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	GC>TA	0.3819354329750157	0.6180541658083001	1.0401216684164119e-05
PD3904a_non-exome	TA>AT	0.757122467236506	0.17994006255857237	0.06293747020492167
PD3904a_non-exome	TA>CG	0.00036799812358874213	0.9752997395723254	0.024332262304085858
PD3904a_non-exome	TA>CT	0.2626980737827867	0.7277032562201654	0.009598669997047794
PD3904a_non-exome	TA>GC	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	TA>GG	0.00039398252437130004	0.910179160228461	0.0894268572471677
PD3904a_non-exome	TA>GT	0.9547708550719081	0.04522114710986767	7.99781822427166e-06
PD3904a_non-exome	TC>AA	0.6961861202504465	0.29564816741461614	0.008165712334937443
PD3904a_non-exome	TC>AG	0.31858686677516956	0.30095584879597453	0.3804572844288559
PD3904a_non-exome	TC>AT	0.7250434102134165	0.1278592844809338	0.14709730530564988
PD3904a_non-exome	TC>CA	0.6506982330804318	0.344581267170723	0.004720499748845273
PD3904a_non-exome	TC>CG	0.4993694039277827	0.4501571421234628	0.05047345394875452
PD3904a_non-exome	TC>CT	0.7477258425575105	0.164634211390646	0.0876399460518435
PD3904a_non-exome	TC>GA	0.7136515214724952	0.2863470516392648	1.4268882399478447e-06
PD3904a_non-exome	TC>GG	0.00032492510143395346	0.8412355140559722	0.1584395608425938
PD3904a_non-exome	TC>GT	0.19426189540106006	0.7392849700411646	0.06645313455777538
PD3904a_non-exome	TG>AA	0.7621246847902282	0.23787097006988878	4.345139882877277e-06
PD3904a_non-exome	TG>AC	0.8366639038228413	0.16327754735185873	5.8548825299935084e-05
PD3904a_non-exome	TG>AT	0.7401519472340043	0.24587395155041447	0.013974101215581203
PD3904a_non-exome	TG>CA	0.6961257742918657	0.2876275507305011	0.016246674977633137
PD3904a_non-exome	TG>CC	0.6676928367180489	0.30652179346299346	0.0257853698189575
PD3904a_non-exome	TG>CT	0.48948967598276905	0.5063531940974682	0.0041571299197627675
PD3904a_non-exome	TG>GA	0.0007947938251635475	0.9991359374685117	6.92687063248422e-05
PD3904a_non-exome	TG>GC	0.0003066975717081535	0.9611956196539951	0.038497682774296764
PD3904a_non-exome	TG>GT	0.10229080882534419	0.8345722881208163	0.0631369030538395
PD3904a_non-exome	TT>AA	0.2429788440275286	0.710909155918777	0.0461120000536944
PD3904a_non-exome	TT>AC	0.0010220598177833032	0.9989066318040446	7.130837817215241e-05
PD3904a_non-exome	TT>AG	0.6478179717117805	0.2833559031185567	0.06882612516966281
PD3904a_non-exome	TT>CA	0.002421769611075221	0.0025503327435412266	0.9950278976453835
PD3904a_non-exome	TT>CC	0.7962133228664492	0.00027835464159297604	0.20350832249195777
PD3904a_non-exome	TT>CG	0.13464268321737483	0.8430664152234466	0.02229090155917843
PD3904a_non-exome	TT>GA	0.5255317490471464	0.42239818666692425	0.05207006428592933
PD3904a_non-exome	TT>GC	0.0010681195548889481	0.6121886568397714	0.3867432236053395
PD3904a_non-exome	TT>GG	0.7363679807806632	0.26352750857096824	0.00010451064836861582
PD3905a_non-exome	AC>CA	1.0	0.0	0.0
PD3905a_non-exome	AC>CG	1.0	0.0	0.0
PD3905a_non-exome	AC>CT	1.0	0.0	0.0
PD3905a_non-exome	AC>GA	1.0	0.0	0.0
PD3905a_non-exome	AC>GG	1.0	0.0	0.0
PD3905a_non-exome	AC>GT	1.0	0.0	0.0
PD3905a_non-exome	AC>TA	1.0	0.0	0.0
PD3905a_non-exome	AC>TG	1.0	0.0	0.0
PD3905a_non-exome	AC>TT	1.0	0.0	0.0
PD3905a_non-exome	AT>CA	1.0	0.0	0.0
PD3905a_non-exome	AT>CC	1.0	0.0	0.0
PD3905a_non-exome	AT>CG	1.0	0.0	0.0
PD3905a_non-exome	AT>GA	1.0	0.0	0.0
PD3905a_non-exome	AT>GC	1.0	0.0	0.0
PD3905a_non-exome	AT>TA	1.0	0.0	0.0
PD3905a_non-exome	CC>AA	1.0	0.0	0.0
PD3905a_non-exome	CC>AG	1.0	0.0	0.0
PD3905a_non-exome	CC>AT	1.0	0.0	0.0
PD3905a_non-exome	CC>GA	1.0	0.0	0.0
PD3905a_non-exome	CC>GG	1.0	0.0	0.0
PD3905a_non-exome	CC>GT	1.0	0.0	0.0
PD3905a_non-exome	CC>TA	1.0	0.0	0.0
PD3905a_non-exome	CC>TG	1.0	0.0	0.0
PD3905a_non-exome	CC>TT	1.0	0.0	0.0
PD3905a_non-exome	CG>AT	1.0	0.0	0.0
PD3905a_non-exome	CG>GC	1.0	0.0	0.0
PD3905a_non-exome	CG>GT	1.0	0.0	0.0
PD3905a_non-exome	CG>TA	1.0	0.0	0.0
PD3905a_non-exome	CG>TC	1.0	0.0	0.0
PD3905a_non-exome	CG>TT	1.0	0.0	0.0
PD3905a_non-exome	CT>AA	1.0	0.0	0.0
PD3905a_non-exome	CT>AC	1.0	0.0	0.0
PD3905a_non-exome	CT>AG	1.0	0.0	0.0
PD3905a_non-exome	CT>GA	1.0	0.0	0.0
PD3905a_non-exome	CT>GC	1.0	0.0	0.0
PD3905a_non-exome	CT>GG	1.0	0.0	0.0
PD3905a_non-exome	CT>TA	1.0	0.0	0.0
PD3905a_non-exome	CT>TC	1.0	0.0	0.0
PD3905a_non-exome	CT>TG	1.0	0.0	0.0
PD3905a_non-exome	GC>AA	1.0	0.0	0.0
PD3905a_non-exome	GC>AG	1.0	0.0	0.0
PD3905a_non-exome	GC>AT	1.0	0.0	0.0
PD3905a_non-exome	GC>CA	1.0	0.0	0.0
PD3905a_non-exome	GC>CG	1.0	0.0	0.0
PD3905a_non-exome	GC>TA	1.0	0.0	0.0
PD3905a_non-exome	TA>AT	1.0	0.0	0.0
PD3905a_non-exome	TA>CG	1.0	0.0	0.0
PD3905a_non-exome	TA>CT	1.0	0.0	0.0
PD3905a_non-exome	TA>GC	1.0	0.0	0.0
PD3905a_non-exome	TA>GG	1.0	0.0	0.0
PD3905a_non-exome	TA>GT	1.0	0.0	0.0
PD3905a_non-exome	TC>AA	1.0	0.0	0.0
PD3905a_non-exome	TC>AG	1.0	0.0	0.0
PD3905a_non-exome	TC>AT	1.0	0.0	0.0
PD3905a_non-exome	TC>CA	1.0	0.0	0.0
PD3905a_non-exome	TC>CG	1.0	0.0	0.0
PD3905a_non-exome	TC>CT	1.0	0.0	0.0
PD3905a_non-exome	TC>GA	1.0	0.0	0.0
PD3905a_non-exome	TC>GG	1.0	0.0	0.0
PD3905a_non-exome	TC>GT	1.0	0.0	0.0
PD3905a_non-exome	TG>AA	1.0	0.0	0.0
PD3905a_non-exome	TG>AC	1.0	0.0	0.0
PD3905a_non-exome	TG>AT	1.0	0.0	0.0
PD3905a_non-exome	TG>CA	1.0	0.0	0.0
PD3905a_non-exome	TG>CC	1.0	0.0	0.0
PD3905a_non-exome	TG>CT	1.0	0.0	0.0
PD3905a_non-exome	TG>GA	1.0	0.0	0.0
PD3905a_non-exome	TG>GC	1.0	0.0	0.0
PD3905a_non-exome	TG>GT	1.0	0.0	0.0
PD3905a_non-exome	TT>AA	1.0	0.0	0.0
PD3905a_non-exome	TT>AC	1.0	0.0	0.0
PD3905a_non-exome	TT>AG	1.0	0.0	0.0
PD3905a_non-exome	TT>CA	1.0	0.0	0.0
PD3905a_non-exome	TT>CC	1.0	0.0	0.0
PD3905a_non-exome	TT>CG	1.0	0.0	0.0
PD3905a_non-exome	TT>GA	1.0	0.0	0.0
PD3905a_non-exome	TT>GC	1.0	0.0	0.0
PD3905a_non-exome	TT>GG	1.0	0.0	0.0
PD3945a_non-exome	AC>CA	0.7150484894584537	0.18768782552148458	0.09726368502006177
PD3945a_non-exome	AC>CG	0.00033565558712432076	0.7335612943829939	0.2661030500298818
PD3945a_non-exome	AC>CT	0.7985051168893811	0.19076350547682427	0.010731377633794668
PD3945a_non-exome	AC>GA	0.9608027628812573	0.03919212884328142	5.108275461201529e-06
PD3945a_non-exome	AC>GG	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	AC>GT	0.9612111813290566	0.0387624895251537	2.6329145789661652e-05
PD3945a_non-exome	AC>TA	0.6089740879373062	0.38383099994218217	0.007194912120511712
PD3945a_non-exome	AC>TG	0.894900213355571	0.10508169220640272	1.809443802616207e-05
PD3945a_non-exome	AC>TT	0.6926442793985786	0.07997946677560036	0.22737625382582102
PD3945a_non-exome	AT>CA	0.4188775063428956	0.5425153276773067	0.03860716597979771
PD3945a_non-exome	AT>CC	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	AT>CG	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	AT>GA	0.97326598752706	0.015500341847032459	0.011233670625907589
PD3945a_non-exome	AT>GC	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	AT>TA	0.5347029109092867	0.46526685375081706	3.023533989609296e-05
PD3945a_non-exome	CC>AA	0.8989508585354806	0.0923809896264176	0.008668151838101741
PD3945a_non-exome	CC>AG	0.7905380347218616	0.1824831705225147	0.026978794755623668
PD3945a_non-exome	CC>AT	0.8921381629457961	0.08131312471493687	0.026548712339267054
PD3945a_non-exome	CC>GA	0.6660318447862489	0.32659606345168757	0.007372091762063418
PD3945a_non-exome	CC>GG	0.35000306101897993	0.6499705424278713	2.6396553148727112e-05
PD3945a_non-exome	CC>GT	0.08558852346364165	0.4159133976790702	0.49849807885728814
PD3945a_non-exome	CC>TA	0.7146459252646378	2.830542769174681e-05	0.2853257693076705
PD3945a_non-exome	CC>TG	0.8261488881524698	6.216032694290787e-05	0.1737889515205874
PD3945a_non-exome	CC>TT	0.5784341075467494	0.06676058688161332	0.3548053055716372
PD3945a_non-exome	CG>AT	0.9994266394750743	0.0004450460325119186	0.00012831449241372956
PD3945a_non-exome	CG>GC	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	CG>GT	0.8571753082986094	0.14278929840550705	3.539329588346524e-05
PD3945a_non-exome	CG>TA	0.00016513284635969572	0.9027141509371417	0.09712071621649872
PD3945a_non-exome	CG>TC	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	CG>TT	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	CT>AA	0.799309287644221	0.13088826773295942	0.0698024446228194
PD3945a_non-exome	CT>AC	0.9998812666925284	9.259287305448664e-05	2.6140434417116622e-05
PD3945a_non-exome	CT>AG	0.557947263721039	0.4420516850692753	1.0512096857749838e-06
PD3945a_non-exome	CT>GA	0.6525612760847936	0.3474293391040216	9.384811184909415e-06
PD3945a_non-exome	CT>GC	0.00019829476030437085	0.7232251781732899	0.2765765270664057
PD3945a_non-exome	CT>GG	0.5264570676276531	0.3189993275478773	0.15454360482446963
PD3945a_non-exome	CT>TA	0.757315584822829	0.01769632247257486	0.22498809270459602
PD3945a_non-exome	CT>TC	0.0005970039808346193	0.07226459472004275	0.9271384012991226
PD3945a_non-exome	CT>TG	0.4592513250810999	0.4469757645720779	0.09377291034682231
PD3945a_non-exome	GC>AA	0.8657904744029901	0.10298472434139014	0.031224801255619796
PD3945a_non-exome	GC>AG	0.9054245439431138	0.08146025359600874	0.013115202460877586
PD3945a_non-exome	GC>AT	0.4943081965288255	0.46306204609344476	0.042629757377729754
PD3945a_non-exome	GC>CA	0.44908612402374354	0.4319544989142665	0.11895937706199004
PD3945a_non-exome	GC>CG	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	GC>TA	0.5691237238532864	0.430860968590926	1.5307555787667555e-05
PD3945a_non-exome	TA>AT	0.8380204188819291	0.09317731904222329	0.0688022620758476
PD3945a_non-exome	TA>CG	0.0007655774843334958	0.9492389121890563	0.04999551032661016
PD3945a_non-exome	TA>CT	0.4288078559541917	0.5557174570333516	0.015474687012456557
PD3945a_non-exome	TA>GC	0.6784800388355846	0.2551255996618771	0.06639436150253836
PD3945a_non-exome	TA>GG	0.000765711011511173	0.8275775449234736	0.17165674406501524
PD3945a_non-exome	TA>GT	0.9783141350330302	0.02167777110726491	8.09385970496135e-06
PD3945a_non-exome	TC>AA	0.8262689910544093	0.16415917538341013	0.009571833562180691
PD3945a_non-exome	TC>AG	0.3814748197505682	0.1685911108279746	0.4499340694214572
PD3945a_non-exome	TC>AT	0.7794976267315793	0.06430976667763504	0.1561926065907857
