Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J	DBS78K
PD3851a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3851a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD3890a_non-exome	AC>CA	0.08454925677100403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1489838248649585e-05	0.0	0.9153992533907472
PD3890a_non-exome	AC>CG	0.00038015801722546136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9916875246012279	0.0	0.007932317381546542
PD3890a_non-exome	AC>CT	5.842695117818044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9970418056637702	0.0	0.0028997673850516994
PD3890a_non-exome	AC>GA	0.5560134572974579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44361309981182884	0.0	0.00037344289071324966
PD3890a_non-exome	AC>GG	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	AC>GT	0.1006666260867443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87404995730124e-05	0.0	0.8992646334136826
PD3890a_non-exome	AC>TA	0.036530982086011916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9633046512024677	0.0	0.00016436671152038546
PD3890a_non-exome	AC>TG	0.029688028597588925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20845224336100543	0.0	0.7618597280414056
PD3890a_non-exome	AC>TT	3.3712174093959807e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010711008805809878	0.0	0.9892856199767807
PD3890a_non-exome	AT>CA	1.334704887722107e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996735862513356	0.0	0.00031306669978706713
PD3890a_non-exome	AT>CC	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	AT>CG	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	AT>GA	6.873660934098744e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9980269886301564	0.0	0.0019042747605025685
PD3890a_non-exome	AT>GC	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	AT>TA	0.0008090386691471579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9803164818928739	0.0	0.018874479437978806
PD3890a_non-exome	CC>AA	0.3524655729416508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052711545932062426	0.0	0.5948228811262868
PD3890a_non-exome	CC>AG	0.04873588366297933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.660955085558399e-05	0.0	0.9512075067861652
PD3890a_non-exome	CC>AT	0.10110126417893801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.898898735821062
PD3890a_non-exome	CC>GA	0.0882181756429822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292871305559995	0.0	0.6189105187970227
PD3890a_non-exome	CC>GG	0.0001881282517215711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9955168137420902	0.0	0.004295058006188216
PD3890a_non-exome	CC>GT	0.005671539734617324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.219775465210335e-07	0.0	0.9943276382878362
PD3890a_non-exome	CC>TA	0.998490421917645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.49030141354549e-05	0.0	0.0014246750682195104
PD3890a_non-exome	CC>TG	0.9954589518845017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006275390210104458	0.0	0.003913509094487809
PD3890a_non-exome	CC>TT	0.05325552329648174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013602911208167763	0.0	0.9331415654953505
PD3890a_non-exome	CG>AT	0.030626873540684517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261491705340141	0.0	0.7078814211191745
PD3890a_non-exome	CG>GC	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	CG>GT	0.0517314724606156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002166894619138716	0.0	0.9480518380774706
PD3890a_non-exome	CG>TA	5.4091747391849596e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6606464652021268	0.0	0.33934812562313393
PD3890a_non-exome	CG>TC	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	CG>TT	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	CT>AA	0.9989594123850518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019740506031763158	0.0	0.0008431825546305622
PD3890a_non-exome	CT>AC	0.9968293417355244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006834542159120545	0.0	0.0024872040485636403
PD3890a_non-exome	CT>AG	1.8494844230115895e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995600449905578	0.0	0.00043810552501915873
PD3890a_non-exome	CT>GA	0.00018588637491802234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962620965720499	0.0	0.003552017053032039
PD3890a_non-exome	CT>GC	0.0004988765599138308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9793512678549982	0.0	0.02014985558508798
PD3890a_non-exome	CT>GG	5.2903796840417e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03244652454911395	0.0	0.967548185071202
PD3890a_non-exome	CT>TA	0.9991932190875057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.417550105755347e-05	0.0	0.0007426054114367857
PD3890a_non-exome	CT>TC	1.6756158452385733e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0880757660509348e-05	0.0	0.9999874436264943
PD3890a_non-exome	CT>TG	0.17725264025436396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8225684475672099	0.0	0.000178912178426098
PD3890a_non-exome	GC>AA	0.17168595883439058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5517679520989376	0.0	0.2765460890666717
PD3890a_non-exome	GC>AG	0.4917893067115283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.508056168419288	0.0	0.00015452486918361187
PD3890a_non-exome	GC>AT	0.005249647605920951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00552869734904e-05	0.0	0.9947402971071055
PD3890a_non-exome	GC>CA	7.84550921112602e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3272338031179721	0.0	0.6727583513728168
PD3890a_non-exome	GC>CG	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	GC>TA	0.09822750788410489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014151779703894572	0.0	0.9016309743188562
PD3890a_non-exome	TA>AT	0.03820912106788703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18516162694302798	0.0	0.776629251989085
PD3890a_non-exome	TA>CG	1.0558828133138862e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995947714292258	0.0	0.00039466974264094917
PD3890a_non-exome	TA>CT	0.009314122253998587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00459165841089216	0.0	0.9860942193351092
PD3890a_non-exome	TA>GC	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	TA>GG	4.19441938585542e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.998993031470207	0.0	0.0009650243359344489
PD3890a_non-exome	TA>GT	0.057909131369972465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.284027174869515e-05	0.0	0.9420280283582789
PD3890a_non-exome	TC>AA	0.050734282317051085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14273711933340233	0.0	0.8065285983495466
PD3890a_non-exome	TC>AG	0.5986725660100142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40056552540854623	0.0	0.000761908581439585
PD3890a_non-exome	TC>AT	0.20679916860904954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0501687841936295	0.0	0.7430320471973211
PD3890a_non-exome	TC>CA	0.4080724384759357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07450070610662392	0.0	0.5174268554174403
PD3890a_non-exome	TC>CG	0.00018541617786342244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9971816577053708	0.0	0.002632926116765737
PD3890a_non-exome	TC>CT	0.9998837078394004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8214298691683527e-05	0.0	8.807786190785919e-05
PD3890a_non-exome	TC>GA	0.4753479718117787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5240869512944727	0.0	0.0005650768937485538
PD3890a_non-exome	TC>GG	0.0005890251487032295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9881435947276868	0.0	0.011267380123610006
PD3890a_non-exome	TC>GT	2.260609159754959e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19021031563321858	0.0	0.8097874237576216
PD3890a_non-exome	TG>AA	0.36111230337227973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.638062728249414	0.0	0.0008249683783062483
PD3890a_non-exome	TG>AC	0.028927935204376313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22398033069163548	0.0	0.7470917341039882
PD3890a_non-exome	TG>AT	0.2504757220350641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4020182962213665	0.0	0.3475059817435695
PD3890a_non-exome	TG>CA	0.13941863225186898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8605141136416783	0.0	6.72541064528002e-05
PD3890a_non-exome	TG>CC	0.07856943201990169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.973149909987122e-05	0.0	0.9213908364809984
PD3890a_non-exome	TG>CT	0.4310772323410507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5688990733567564	0.0	2.3694302192892858e-05
PD3890a_non-exome	TG>GA	0.0001758841264165947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9959442646190354	0.0	0.003879851254547991
PD3890a_non-exome	TG>GC	5.220254978162127e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01245601976840961	0.0	0.9875387599766123
PD3890a_non-exome	TG>GT	0.5134938299923081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48549215225646336	0.0	0.0010140177512284047
PD3890a_non-exome	TT>AA	0.006276182643192051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08120000406250429	0.0	0.9125238132943038
PD3890a_non-exome	TT>AC	0.00017820056714935487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9953202339042427	0.0	0.004501565528607868
PD3890a_non-exome	TT>AG	1.638551266293794e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.230740127626709e-05	0.0	0.9999860540474576
PD3890a_non-exome	TT>CA	0.032337365291879035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1988340859599235	0.0	0.7688285487481975
PD3890a_non-exome	TT>CC	0.0358303160874489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19235205092175403	0.0	0.7718176329907971
PD3890a_non-exome	TT>CG	3.214120294578522e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002114255364315978	0.0	0.9997564332606226
PD3890a_non-exome	TT>GA	0.035167982733844944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20818436709766497	0.0	0.7566476501684901
PD3890a_non-exome	TT>GC	0.04073494495718191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22394594333620663	0.0	0.7353191117066116
PD3890a_non-exome	TT>GG	0.03532324244518568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22294981552237164	0.0	0.7417269420324427
PD3904a_non-exome	AC>CA	0.9999183606511004	5.866734577311012e-05	0.0	0.0	2.297200312636669e-05	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CG	0.0008084754856144802	0.9990503642431018	0.0	0.0	0.000141160271283693	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CT	0.00010270851660476104	0.6686495200143683	0.0	0.0	0.3312477714690269	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GA	0.8612925001993873	1.0711266902711417e-05	0.0	0.0	0.13869678853370984	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GG	0.557297416750898	0.2980736239697218	0.0	0.0	0.1446289592793803	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GT	0.9998879926304305	7.458875680050528e-05	0.0	0.0	3.741861276893359e-05	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TA	0.24978666937303443	0.6109112728769039	0.0	0.0	0.1393020577500615	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TG	0.5151556533686262	0.3285674018776714	0.0	0.0	0.15627694475370243	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TT	0.00015324271371472032	0.8009656172450523	0.0	0.0	0.19888114004123297	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CA	0.0004468894157852432	0.000126386051893681	0.0	0.0	0.999426724532321	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CC	0.557297416750898	0.2980736239697218	0.0	0.0	0.1446289592793803	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CG	0.557297416750898	0.2980736239697218	0.0	0.0	0.1446289592793803	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GA	0.00045258823928814537	0.00015073776898527974	0.0	0.0	0.9993966739917267	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GC	0.557297416750898	0.2980736239697218	0.0	0.0	0.1446289592793803	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>TA	0.00029347102753569677	0.43981516793827824	0.0	0.0	0.559891361034186	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AA	0.7826344053945253	0.16359455075278098	0.0	0.0	0.05377104385269375	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AG	0.4821128366114259	0.459236049036245	0.0	0.0	0.05865111435232908	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AT	0.7722201863514478	0.1596097011971168	0.0	0.0	0.06817011245143532	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GA	0.46111619090169986	0.5107859427808585	0.0	0.0	0.028097866317441524	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GG	0.0013421433734888506	0.9982616516805776	0.0	0.0	0.0003962049459333803	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GT	0.511857063767587	1.624737116410475e-05	0.0	0.0	0.4881266888612488	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TA	0.9501641752101595	3.979612551462331e-06	0.0	0.0	0.04983184517728912	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TG	0.999880454919921	9.376306679560983e-05	0.0	0.0	2.578201328350548e-05	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>TT	0.6103085597571873	0.19923841856105037	0.0	0.0	0.19045302168176226	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>AT	0.00041145763188939677	0.00014831103620462207	0.0	0.0	0.9994402313319061	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>GC	0.557297416750898	0.2980736239697218	0.0	0.0	0.1446289592793803	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>GT	0.5862343185308196	0.00025840620793894073	0.0	0.0	0.4135072752612414	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>TA	0.5767328361402695	0.2659611796205737	0.0	0.0	0.15730598423915684	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>TC	0.557297416750898	0.2980736239697218	0.0	0.0	0.1446289592793803	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>TT	0.557297416750898	0.2980736239697218	0.0	0.0	0.1446289592793803	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>AA	0.6141135022682503	0.2986754536826913	0.0	0.0	0.08721104404905834	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>AC	0.905529891340503	4.12233026398879e-05	0.0	0.0	0.09442888535685699	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>AG	5.010063941480666e-06	0.5895248685086809	0.0	0.0	0.41047012142737777	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>GA	0.00010858671232050265	0.8202652751174332	0.0	0.0	0.1796261381702463	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>GC	0.0014479409270583637	0.9982952837261475	0.0	0.0	0.0002567753467939972	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>GG	0.00030284420481182833	0.999687585578402	0.0	0.0	9.57021678605907e-06	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>TA	0.6341848683146938	0.08039406451755259	0.0	0.0	0.2854210671677536	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>TC	0.5737679136623661	0.3823962201836984	0.0	0.0	0.04383586615393549	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>TG	0.7946125445353657	0.20537958162903763	0.0	0.0	7.873835596684333e-06	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	GC>AA	0.7112200710178672	0.10799694215579803	0.0	0.0	0.18078298682633476	0.0	0.0	0.0	0.0	0.0	0.0
